8,8118.6
8.0018,8633.5
8.0037,9140.1
8.0055,9630.7
8.0073,10128
8.0092,10623
8.011,11133
8.0128,11648
8.0147,12146
8.0165,12631
8.0183,12652
8.0202,12638
8.022,12601
8.0238,12602
8.0257,12622
8.0275,12575
8.0293,12512
8.0312,12495
8.033,12489
8.0348,12439
8.0367,12443
8.0385,12473
8.0403,12478
8.0422,12462
8.044,12500
8.0458,12484
8.0477,12502
8.0495,12523
8.0513,12550
8.0532,12573
8.055,12516
8.0568,12539
8.0587,12585
8.0605,12558
8.0623,12538
8.0642,12604
8.066,12648
8.0678,12691
8.0697,12723
8.0715,12747
8.0733,12798
8.0752,12730
8.077,12746
8.0788,12780
8.0807,12740
8.0825,12789
8.0843,12767
8.0862,12747
8.088,12677
8.0898,12659
8.0917,12682
8.0935,12697
8.0953,12696
8.0972,12697
8.099,12675
8.1008,12579
8.1027,12569
8.1045,12535
8.1063,12502
8.1082,12514
8.11,12450
8.1118,12477
8.1137,12445
8.1155,12446
8.1173,12406
8.1192,12367
8.121,12387
8.1228,12413
8.1247,12477
8.1265,12496
8.1283,12515
8.1302,12504
8.132,12482
8.1338,12524
8.1357,12595
8.1375,12668
8.1393,12638
8.1412,12638
8.143,12603
8.1448,12578
8.1467,12597
8.1485,12594
8.1503,12615
8.1522,12623
8.154,12651
8.1558,12697
8.1577,12673
8.1595,12615
8.1613,12598
8.1632,12561
8.165,12525
8.1668,12507
8.1687,12514
8.1705,12520
8.1723,12501
8.1742,12526
8.176,12548
8.1778,12523
8.1797,12572
8.1815,12613
8.1833,12677
8.1852,12680
8.187,12656
8.1888,12626
8.1907,12634
8.1925,12602
8.1943,12594
8.1962,12619
8.198,12654
8.1998,12683
8.2017,12745
8.2035,12744
8.2053,12737
8.2072,12689
8.209,12710
8.2108,12669
8.2127,12691
8.2145,12667
8.2163,12656
8.2182,12604
8.22,12563
8.2218,12546
8.2237,12540
8.2255,12565
8.2273,12578
8.2292,12597
8.231,12591
8.2328,12603
8.2347,12595
8.2365,12596
8.2383,12540
8.2402,12528
8.242,12551
8.2438,12582
8.2457,12511
8.2475,12531
8.2493,12517
8.2512,12596
8.253,12581
8.2548,12584
8.2567,12608
8.2585,12609
8.2603,12631
8.2622,12646
8.264,12665
8.2658,12683
8.2677,12698
8.2695,12655
8.2713,12620
8.2732,12604
8.275,12603
8.2768,12603
8.2787,12632
8.2805,12590
8.2823,12585
8.2842,12596
8.286,12597
8.2878,12578
8.2897,12581
8.2915,12636
8.2933,12642
8.2952,12660
8.297,12686
8.2988,12635
8.3007,12644
8.3025,12617
8.3043,12618
8.3062,12654
8.308,12638
8.3098,12639
8.3117,12640
8.3135,12652
8.3153,12593
8.3172,12658
8.319,12679
8.3208,12649
8.3227,12652
8.3245,12636
8.3263,12642
8.3282,12618
8.33,12591
8.3318,12587
8.3337,12561
8.3355,12572
8.3373,12517
8.3392,12482
8.341,12463
8.3428,12475
8.3447,12500
8.3465,12523
8.3483,12544
8.3502,12536
8.352,12534
8.3538,12505
8.3557,12535
8.3575,12549
8.3593,12531
8.3612,12511
8.363,12498
8.3648,12470
8.3667,12482
8.3685,12463
8.3703,12496
8.3722,12490
8.374,12524
8.3758,12534
8.3777,12563
8.3795,12553
8.3813,12564
8.3832,12523
8.385,12569
8.3868,12573
8.3887,12593
8.3905,12571
8.3923,12540
8.3942,12530
8.396,12536
8.3978,12538
8.3997,12561
8.4015,12537
8.4033,12520
8.4052,12561
8.407,12568
8.4088,12606
8.4107,12592
8.4125,12602
8.4143,12577
8.4162,12549
8.418,12511
8.4198,12557
8.4217,12542
8.4235,12568
8.4253,12569
8.4272,12563
8.429,12533
8.4308,12523
8.4327,12551
8.4345,12549
8.4363,12571
8.4382,12590
8.44,12618
8.4418,12583
8.4437,12567
8.4455,12538
8.4473,12518
8.4492,12530
8.451,12546
8.4528,12568
8.4547,12591
8.4565,12581
8.4583,12519
8.4602,12526
8.462,12476
8.4638,12475
8.4657,12476
8.4675,12470
8.4693,12432
8.4712,12461
8.473,12425
8.4748,12408
8.4767,12378
8.4785,12382
8.4803,12337
8.4822,12324
8.484,12317
8.4858,12294
8.4877,12298
8.4895,12314
8.4913,12325
8.4932,12326
8.495,12332
8.4968,12272
8.4987,12302
8.5005,12336
8.5023,12346
8.5042,12333
8.506,12334
8.5078,12302
8.5097,12287
8.5115,12309
8.5133,12287
8.5152,12289
8.517,12303
8.5188,12324
8.5207,12380
8.5225,12363
8.5243,12302
8.5262,12288
8.528,12270
8.5298,12271
8.5317,12339
8.5335,12377
8.5353,12376
8.5372,12371
8.539,12378
8.5408,12382
8.5427,12340
8.5445,12347
8.5463,12351
8.5482,12355
8.55,12356
8.5518,12296
8.5537,12312
8.5555,12307
8.5573,12267
8.5592,12280
8.561,12343
8.5628,12328
8.5647,12321
8.5665,12307
8.5683,12251
8.5702,12235
8.572,12264
8.5738,12230
8.5757,12271
8.5775,12251
8.5793,12283
8.5812,12270
8.583,12269
8.5848,12273
8.5867,12309
8.5885,12364
8.5903,12345
8.5922,12376
8.594,12418
8.5958,12435
8.5977,12441
8.5995,12469
8.6013,12526
8.6032,12510
8.605,12507
8.6068,12536
8.6087,12553
8.6105,12599
8.6123,12608
8.6142,12707
8.616,12768
8.6178,12909
8.6197,13055
8.6215,13289
8.6233,13581
8.6252,14012
8.627,14660
8.6288,15513
8.6307,16719
8.6325,18454
8.6343,20885
8.6362,24187
8.638,28695
8.6398,34680
8.6417,42648
8.6435,53217
8.6453,66904
8.6472,84671
8.649,1.0722e+05
8.6508,1.3556e+05
8.6527,1.7099e+05
8.6545,2.1468e+05
8.6563,2.6823e+05
8.6582,3.3251e+05
8.66,4.0832e+05
8.6618,4.9664e+05
8.6637,5.9847e+05
8.6655,7.1288e+05
8.6673,8.4023e+05
8.6692,9.8055e+05
8.671,1.1315e+06
8.6728,1.2912e+06
8.6747,1.4606e+06
8.6765,1.6384e+06
8.6783,1.8229e+06
8.6802,2.0123e+06
8.682,2.2058e+06
8.6838,2.4006e+06
8.6857,2.595e+06
8.6875,2.7877e+06
8.6893,2.9776e+06
8.6912,3.1617e+06
8.693,3.3365e+06
8.6948,3.5039e+06
8.6967,3.6604e+06
8.6985,3.806e+06
8.7003,3.9398e+06
8.7022,4.0603e+06
8.704,4.1663e+06
8.7058,4.2594e+06
8.7077,4.3376e+06
8.7095,4.4073e+06
8.7113,4.4625e+06
8.7132,4.5068e+06
8.715,4.54e+06
8.7168,4.5611e+06
8.7187,4.5675e+06
8.7205,4.5679e+06
8.7223,4.5579e+06
8.7242,4.5378e+06
8.726,4.5057e+06
8.7278,4.4629e+06
8.7297,4.4123e+06
8.7315,4.3503e+06
8.7333,4.2771e+06
8.7352,4.1927e+06
8.737,4.0961e+06
8.7388,3.9896e+06
8.7407,3.8746e+06
8.7425,3.7476e+06
8.7443,3.6141e+06
8.7462,3.4684e+06
8.748,3.3161e+06
8.7498,3.1542e+06
8.7517,2.9845e+06
8.7535,2.8102e+06
8.7553,2.635e+06
8.7572,2.4531e+06
8.759,2.2708e+06
8.7608,2.0896e+06
8.7627,1.9116e+06
8.7645,1.7385e+06
8.7663,1.5697e+06
8.7682,1.407e+06
8.77,1.253e+06
8.7718,1.1072e+06
8.7737,9.706e+05
8.7755,8.4384e+05
8.7773,7.2631e+05
8.7792,6.197e+05
8.781,5.2284e+05
8.7828,4.3693e+05
8.7847,3.6107e+05
8.7865,2.9577e+05
8.7883,2.4053e+05
8.7902,1.9455e+05
8.792,1.5687e+05
8.7938,1.2644e+05
