Ret.Time, min	Absolute Intensity, A.U.	Relative Intensity
16.003	5721	0.03
16.008	5755	0.03
16.014	5490	0.03
16.019	5679	0.03
16.025	6120	0.03
16.030	5767	0.03
16.036	5920	0.03
16.041	6048	0.03
16.047	5554	0.03
16.052	5917	0.03
16.058	6132	0.03
16.063	6533	0.03
16.069	5287	0.03
16.074	5989	0.03
16.079	6054	0.03
16.085	5834	0.03
16.091	5725	0.03
16.096	5558	0.03
16.102	5829	0.03
16.107	5616	0.03
16.113	5977	0.03
16.118	5763	0.03
16.124	6253	0.03
16.129	5607	0.03
16.134	5528	0.03
16.140	5300	0.03
16.146	5743	0.03
16.151	5593	0.03
16.157	5635	0.03
16.162	5755	0.03
16.168	5795	0.03
16.173	5488	0.03
16.179	5861	0.03
16.184	5987	0.03
16.190	5613	0.03
16.195	5781	0.03
16.201	5904	0.03
16.206	5210	0.03
16.212	6373	0.03
16.217	6131	0.03
16.223	5337	0.03
16.228	5242	0.03
16.233	5867	0.03
16.239	5924	0.03
16.245	5508	0.03
16.250	5626	0.03
16.256	5639	0.03
16.261	5725	0.03
16.267	5725	0.03
16.272	5770	0.03
16.278	5615	0.03
16.283	5586	0.03
16.288	6011	0.03
16.294	5494	0.03
16.300	5888	0.03
16.305	5532	0.03
16.311	5421	0.03
16.316	5873	0.03
16.322	5812	0.03
16.327	5488	0.03
16.333	5473	0.03
16.338	5859	0.03
16.344	5267	0.03
16.349	5215	0.03
16.355	5944	0.03
16.360	5649	0.03
16.366	6422	0.03
16.371	6240	0.03
16.377	5967	0.03
16.382	5656	0.03
16.387	5820	0.03
16.393	5850	0.03
16.399	5449	0.03
16.404	5567	0.03
16.410	5768	0.03
16.415	5839	0.03
16.421	5532	0.03
16.426	5882	0.03
16.432	5901	0.03
16.437	5816	0.03
16.443	6080	0.03
16.448	5570	0.03
16.454	5886	0.03
16.459	5755	0.03
16.465	5182	0.03
16.470	5386	0.03
16.476	5994	0.03
16.481	5971	0.03
16.486	5306	0.03
16.492	5704	0.03
16.498	5854	0.03
16.503	5437	0.03
16.509	6202	0.03
16.514	5944	0.03
16.520	5955	0.03
16.525	5935	0.03
16.531	5677	0.03
16.536	5681	0.03
16.541	5757	0.03
16.547	5525	0.03
16.553	5899	0.03
16.558	5525	0.03
16.564	6156	0.03
16.569	6008	0.03
16.575	6162	0.03
16.580	6011	0.03
16.586	5567	0.03
16.591	5282	0.03
16.597	5663	0.03
16.602	5488	0.03
16.608	5360	0.03
16.613	5992	0.03
16.619	6122	0.03
16.624	5426	0.03
16.630	5589	0.03
16.635	5898	0.03
16.640	6450	0.03
16.646	5589	0.03
16.652	5930	0.03
16.657	5864	0.03
16.663	6486	0.03
16.668	5512	0.03
16.674	5773	0.03
16.679	5310	0.03
16.685	5768	0.03
16.690	5931	0.03
16.695	6574	0.03
16.701	5687	0.03
16.707	5804	0.03
16.712	5621	0.03
16.718	5715	0.03
16.723	5823	0.03
16.729	5355	0.03
16.734	5874	0.03
16.740	5389	0.03
16.745	5525	0.03
16.751	5952	0.03
16.756	5149	0.03
16.762	5628	0.03
16.767	5193	0.03
16.773	6504	0.03
16.778	5694	0.03
16.784	5520	0.03
16.789	5720	0.03
16.794	5872	0.03
16.800	5968	0.03
16.806	5256	0.03
16.811	5708	0.03
16.817	5770	0.03
16.822	5528	0.03
16.828	5851	0.03
16.833	5701	0.03
16.839	5533	0.03
16.844	6001	0.03
16.849	5987	0.03
16.855	5739	0.03
16.861	5506	0.03
16.866	5521	0.03
16.872	5838	0.03
16.877	5712	0.03
16.883	6035	0.03
16.888	5883	0.03
16.894	5991	0.03
16.899	5806	0.03
16.905	6134	0.03
16.910	5265	0.03
16.916	5381	0.03
16.921	5557	0.03
16.927	5261	0.03
16.932	5888	0.03
16.938	5834	0.03
16.943	5874	0.03
16.948	5737	0.03
16.954	5528	0.03
16.960	5725	0.03
16.965	5564	0.03
16.971	5874	0.03
16.976	5433	0.03
16.982	5705	0.03
16.987	5564	0.03
16.993	5709	0.03
16.998	5656	0.03
17.004	5316	0.03
17.009	5728	0.03
17.015	5795	0.03
17.020	6024	0.03
17.026	5768	0.03
17.031	5631	0.03
17.037	5607	0.03
17.042	5767	0.03
17.047	5704	0.03
17.053	6072	0.03
17.059	5800	0.03
17.064	6285	0.03
17.070	5864	0.03
17.075	5945	0.03
17.081	5938	0.03
17.086	5852	0.03
17.092	5757	0.03
17.097	5390	0.03
17.102	6109	0.03
17.108	5984	0.03
17.114	5059	0.03
17.119	5797	0.03
17.125	5255	0.03
17.130	5510	0.03
17.136	6086	0.03
17.141	5659	0.03
17.147	5942	0.03
17.152	5661	0.03
17.158	5718	0.03
17.163	5560	0.03
17.169	5955	0.03
17.174	5461	0.03
17.180	5790	0.03
17.185	6189	0.03
17.191	5906	0.03
17.196	5522	0.03
17.201	5822	0.03
17.207	5672	0.03
17.213	5953	0.03
17.218	5651	0.03
17.224	5956	0.03
17.229	6085	0.03
17.235	5761	0.03
17.240	5509	0.03
17.246	5613	0.03
17.251	5693	0.03
17.256	5543	0.03
17.262	5872	0.03
17.268	5648	0.03
17.273	5630	0.03
17.279	5614	0.03
17.284	5381	0.03
17.290	6016	0.03
17.295	6015	0.03
17.301	5417	0.03
17.306	6112	0.03
17.312	5513	0.03
17.317	5659	0.03
17.323	5661	0.03
17.328	5409	0.03
17.334	6081	0.03
17.339	5207	0.03
17.345	5526	0.03
17.350	5616	0.03
17.355	5586	0.03
17.361	5413	0.03
17.367	5698	0.03
17.372	5599	0.03
17.378	5578	0.03
17.383	5714	0.03
17.389	5649	0.03
17.394	5656	0.03
17.400	5437	0.03
17.405	5948	0.03
17.411	5835	0.03
17.416	5335	0.03
17.422	6036	0.03
17.427	5822	0.03
17.433	6291	0.03
17.438	5436	0.03
17.444	5840	0.03
17.449	6269	0.03
17.454	5260	0.03
17.460	5426	0.03
17.466	7196	0.04
17.471	11558	0.06
17.477	12066	0.06
17.482	15625	0.08
17.488	20153	0.11
17.493	24697	0.13
17.499	28317	0.15
17.504	30691	0.16
17.509	32238	0.17
17.515	33368	0.18
17.521	35116	0.18
17.526	32742	0.17
17.532	32144	0.17
17.537	26853	0.14
17.543	24693	0.13
17.548	22221	0.12
17.554	18621	0.10
17.559	15175	0.08
17.565	13290	0.07
17.570	9630	0.05
17.576	7840	0.04
17.581	6964	0.04
17.587	6854	0.04
17.592	5570	0.03
17.598	7200	0.04
17.603	5628	0.03
17.608	5621	0.03
17.614	5689	0.03
17.620	6159	0.03
17.625	5565	0.03
17.631	5301	0.03
17.636	5969	0.03
17.642	5540	0.03
17.647	5440	0.03
17.653	6262	0.03
17.658	5864	0.03
17.663	5639	0.03
17.669	5397	0.03
17.675	5574	0.03
17.680	5496	0.03
17.686	5773	0.03
17.691	5971	0.03
17.697	5712	0.03
17.702	5654	0.03
17.708	5706	0.03
17.713	5244	0.03
17.719	6101	0.03
17.724	5408	0.03
17.730	7594	0.04
17.735	9360	0.05
17.741	9814	0.05
17.746	9963	0.05
17.752	10363	0.05
17.757	10633	0.06
17.762	11433	0.06
17.768	10655	0.06
17.774	9082	0.05
17.779	9317	0.05
17.785	5417	0.03
17.790	5523	0.03
17.796	5822	0.03
17.801	5784	0.03
17.807	5466	0.03
17.812	5481	0.03
17.818	5384	0.03
17.823	5405	0.03
17.829	5929	0.03
17.834	5911	0.03
17.840	5771	0.03
17.845	5650	0.03
17.851	5608	0.03
17.856	5564	0.03
17.861	5539	0.03
17.867	5453	0.03
17.873	5736	0.03
17.878	5341	0.03
17.884	5552	0.03
17.889	5694	0.03
17.895	5444	0.03
17.900	5604	0.03
17.906	5760	0.03
17.911	5592	0.03
17.916	5560	0.03
17.922	5470	0.03
17.928	5567	0.03
17.933	5544	0.03
17.939	6275	0.03
17.944	5632	0.03
17.950	5556	0.03
17.955	5138	0.03
17.961	5615	0.03
17.966	6070	0.03
17.972	5361	0.03
17.977	6082	0.03
17.983	5372	0.03
17.988	6351	0.03
17.994	5760	0.03
17.999	5410	0.03
18.005	5888	0.03
18.010	7273	0.04
18.015	9345	0.05
18.021	14264	0.08
18.027	17618	0.09
18.032	21721	0.11
18.038	26151	0.14
18.043	32324	0.17
18.049	37746	0.20
18.054	43667	0.23
18.060	45190	0.24
18.065	44301	0.23
18.070	46516	0.24
18.076	45191	0.24
18.082	40554	0.21
18.087	37711	0.20
18.093	31982	0.17
18.098	29017	0.15
18.104	23622	0.12
18.109	18811	0.10
18.115	16656	0.09
18.120	14217	0.07
18.126	9213	0.05
18.131	7348	0.04
18.137	7040	0.04
18.142	6889	0.04
18.148	7042	0.04
18.153	5511	0.03
18.159	5712	0.03
18.164	5250	0.03
18.169	5814	0.03
18.175	5521	0.03
18.181	5974	0.03
18.186	5676	0.03
18.192	5720	0.03
18.197	5684	0.03
18.203	5631	0.03
18.208	5568	0.03
18.214	5746	0.03
18.219	5622	0.03
18.225	5541	0.03
18.230	5764	0.03
18.236	5782	0.03
18.241	5499	0.03
18.247	5586	0.03
18.252	5408	0.03
18.258	5804	0.03
18.263	5442	0.03
18.269	5909	0.03
18.274	5460	0.03
18.280	5536	0.03
18.285	5660	0.03
18.291	5872	0.03
18.296	5367	0.03
18.302	5174	0.03
18.307	5563	0.03
18.313	6169	0.03
18.318	5656	0.03
18.323	5587	0.03
18.329	5993	0.03
18.335	5132	0.03
18.340	5832	0.03
18.346	5420	0.03
18.351	5602	0.03
18.357	5409	0.03
18.362	5622	0.03
18.368	5308	0.03
18.373	4883	0.03
18.379	5424	0.03
18.384	5490	0.03
18.390	5971	0.03
18.395	5886	0.03
18.401	5424	0.03
18.406	5760	0.03
18.412	5043	0.03
18.417	5456	0.03
18.422	5387	0.03
18.428	6029	0.03
18.434	5443	0.03
18.439	5567	0.03
18.445	5333	0.03
18.450	5026	0.03
18.456	5528	0.03
18.461	5612	0.03
18.467	5343	0.03
18.472	5370	0.03
18.477	6059	0.03
18.483	5364	0.03
18.489	5476	0.03
18.494	5440	0.03
18.500	5159	0.03
18.505	5767	0.03
18.511	4978	0.03
18.516	5509	0.03
18.522	5541	0.03
18.527	5227	0.03
18.533	5672	0.03
18.538	5613	0.03
18.544	5291	0.03
18.549	5545	0.03
18.555	5153	0.03
18.560	5250	0.03
18.566	5637	0.03
18.571	5570	0.03
18.576	5876	0.03
18.582	5582	0.03
18.588	5267	0.03
18.593	5371	0.03
18.599	5405	0.03
18.604	5536	0.03
18.610	5699	0.03
18.615	6083	0.03
18.621	5370	0.03
18.626	5260	0.03
18.632	5933	0.03
18.637	5830	0.03
18.643	5642	0.03
18.648	5472	0.03
18.654	6165	0.03
18.659	5731	0.03
18.665	5680	0.03
18.670	5405	0.03
18.676	5767	0.03
18.681	5649	0.03
18.687	5468	0.03
18.692	5169	0.03
18.698	5389	0.03
18.703	5626	0.03
18.709	8286	0.04
18.714	6640	0.03
18.720	8116	0.04
18.725	8564	0.05
18.730	10763	0.06
18.736	9369	0.05
18.742	9345	0.05
18.747	8733	0.05
18.753	8305	0.04
18.758	8767	0.05
18.764	7883	0.04
18.769	7005	0.04
18.775	6602	0.03
18.780	6171	0.03
18.786	5207	0.03
18.791	5593	0.03
18.797	5494	0.03
18.802	5488	0.03
18.808	5867	0.03
18.813	5895	0.03
18.819	5530	0.03
18.824	5598	0.03
18.829	6087	0.03
18.835	5433	0.03
18.841	5329	0.03
18.846	5868	0.03
18.852	5505	0.03
18.857	5448	0.03
18.863	5630	0.03
18.868	5677	0.03
18.874	5585	0.03
18.879	5614	0.03
18.884	5235	0.03
18.890	5517	0.03
18.896	5325	0.03
18.901	5482	0.03
18.907	5824	0.03
18.912	5297	0.03
18.918	5452	0.03
18.923	6002	0.03
18.929	6048	0.03
18.934	5468	0.03
18.940	5783	0.03
18.945	5477	0.03
18.951	5136	0.03
18.956	5655	0.03
18.962	5190	0.03
18.967	6044	0.03
18.973	5622	0.03
18.978	5665	0.03
18.983	5485	0.03
18.989	5567	0.03
18.995	5027	0.03
19.000	5424	0.03
19.006	5453	0.03
19.011	5641	0.03
19.017	5480	0.03
19.022	5860	0.03
19.028	5514	0.03
19.033	5729	0.03
19.039	6152	0.03
19.044	5300	0.03
19.050	5292	0.03
19.055	5506	0.03
19.061	5664	0.03
19.066	5446	0.03
19.072	6846	0.04
19.077	5752	0.03
19.083	6958	0.04
19.088	5680	0.03
19.094	5231	0.03
19.099	5462	0.03
19.105	5386	0.03
19.110	5990	0.03
19.116	5762	0.03
19.121	5648	0.03
19.127	5536	0.03
19.132	5678	0.03
19.137	5787	0.03
19.143	5606	0.03
19.149	5650	0.03
19.154	5665	0.03
19.160	5862	0.03
19.165	5760	0.03
19.171	5034	0.03
19.176	5821	0.03
19.182	5451	0.03
19.187	5215	0.03
19.193	5421	0.03
19.198	5472	0.03
19.204	5431	0.03
19.209	5453	0.03
19.215	5833	0.03
19.220	5259	0.03
19.226	5280	0.03
19.231	5688	0.03
19.236	5187	0.03
19.242	5549	0.03
19.248	5564	0.03
19.253	5637	0.03
19.259	6021	0.03
19.264	5720	0.03
19.270	5450	0.03
19.275	5833	0.03
19.281	5581	0.03
19.286	5540	0.03
19.291	5572	0.03
19.297	5656	0.03
19.303	5131	0.03
19.308	5726	0.03
19.314	5594	0.03
19.319	5409	0.03
19.325	5468	0.03
19.330	6099	0.03
19.336	5003	0.03
19.341	5191	0.03
19.347	5234	0.03
19.352	5577	0.03
19.358	5388	0.03
19.363	5318	0.03
19.369	5265	0.03
19.374	4918	0.03
19.380	5528	0.03
19.385	5615	0.03
19.390	5427	0.03
19.396	5689	0.03
19.402	5392	0.03
19.407	5295	0.03
19.413	5966	0.03
19.418	5247	0.03
19.424	5345	0.03
19.429	5449	0.03
19.435	5633	0.03
19.440	5448	0.03
19.446	5535	0.03
19.451	5727	0.03
19.457	5293	0.03
19.462	5614	0.03
19.468	5480	0.03
19.473	5608	0.03
19.479	5585	0.03
19.484	6893	0.04
19.490	9363	0.05
19.495	13287	0.07
19.501	20695	0.11
19.506	29870	0.16
19.512	40388	0.21
19.517	52556	0.28
19.523	68174	0.36
19.528	82742	0.44
19.534	98003	0.52
19.539	109313	0.58
19.544	122775	0.65
19.550	128235	0.67
19.556	129553	0.68
19.561	126833	0.67
19.567	121324	0.64
19.572	110741	0.58
19.578	99569	0.52
19.583	84713	0.45
19.589	73377	0.39
19.594	56385	0.30
19.600	48671	0.26
19.605	39348	0.21
19.611	31350	0.17
19.616	23811	0.13
19.622	20247	0.11
19.627	16558	0.09
19.633	12707	0.07
19.638	11072	0.06
19.644	10046	0.05
19.649	8438	0.04
19.655	9158	0.05
19.660	8445	0.04
19.666	6537	0.03
19.671	7201	0.04
19.677	6558	0.03
19.682	7035	0.04
19.688	6730	0.04
19.693	6574	0.03
19.698	6354	0.03
19.704	5616	0.03
19.710	6510	0.03
19.715	6270	0.03
19.721	5756	0.03
19.726	5431	0.03
19.732	5883	0.03
19.737	5506	0.03
19.743	5432	0.03
19.748	5956	0.03
19.754	5217	0.03
19.759	5294	0.03
19.765	5203	0.03
19.770	5616	0.03
19.776	5506	0.03
19.781	5438	0.03
19.787	5608	0.03
19.792	5387	0.03
19.797	5654	0.03
19.803	5601	0.03
19.809	5395	0.03
19.814	5395	0.03
19.820	5245	0.03
19.825	5941	0.03
19.831	5743	0.03
19.836	5663	0.03
19.842	5687	0.03
19.847	5585	0.03
19.853	5426	0.03
19.858	5409	0.03
19.864	5644	0.03
19.869	5627	0.03
19.875	5223	0.03
19.880	5573	0.03
19.886	5717	0.03
19.891	5729	0.03
19.897	5936	0.03
19.902	5568	0.03
19.908	5654	0.03
19.913	5491	0.03
19.919	5356	0.03
19.924	5609	0.03
19.930	5056	0.03
19.935	5263	0.03
19.941	5152	0.03
19.946	5096	0.03
19.951	5712	0.03
19.957	6039	0.03
19.963	5603	0.03
19.968	5307	0.03
19.974	5765	0.03
19.979	5649	0.03
19.985	5589	0.03
19.990	5574	0.03
19.996	5235	0.03
20.001	5226	0.03
20.007	5413	0.03
20.012	5463	0.03
20.018	5813	0.03
20.023	5668	0.03
20.029	5368	0.03
20.034	5206	0.03
20.040	5239	0.03
20.045	6043	0.03
20.051	5404	0.03
20.056	5180	0.03
20.062	5764	0.03
20.067	5730	0.03
20.073	5720	0.03
20.078	5473	0.03
20.084	5381	0.03
20.089	5234	0.03
20.095	5347	0.03
20.100	5534	0.03
20.105	5606	0.03
20.111	5436	0.03
20.117	5148	0.03
20.122	5062	0.03
20.128	4865	0.03
20.133	5718	0.03
20.139	5336	0.03
20.144	5926	0.03
20.150	5221	0.03
20.155	5215	0.03
20.161	5644	0.03
20.166	5173	0.03
20.172	5675	0.03
20.177	5259	0.03
20.183	5557	0.03
20.188	5461	0.03
20.194	5273	0.03
20.199	5499	0.03
20.204	5038	0.03
20.210	5571	0.03
20.216	5063	0.03
20.221	5312	0.03
20.227	5623	0.03
20.232	5506	0.03
20.238	5112	0.03
20.243	5333	0.03
20.249	5500	0.03
20.254	5624	0.03
20.260	5304	0.03
20.265	5637	0.03
20.271	5666	0.03
20.276	5076	0.03
20.282	5655	0.03
20.287	5192	0.03
20.293	5485	0.03
20.298	5743	0.03
20.304	5036	0.03
20.309	5456	0.03
20.315	5712	0.03
20.320	5336	0.03
20.326	5335	0.03
20.331	5246	0.03
20.337	5608	0.03
20.342	5702	0.03
20.348	5382	0.03
20.353	5480	0.03
20.358	5220	0.03
20.364	5201	0.03
20.370	5738	0.03
20.375	5360	0.03
20.381	5585	0.03
20.386	5330	0.03
20.392	5662	0.03
20.397	5165	0.03
20.403	5987	0.03
20.408	5347	0.03
20.414	5274	0.03
20.419	5264	0.03
20.425	5484	0.03
20.430	5808	0.03
20.436	5725	0.03
20.441	5426	0.03
20.447	5478	0.03
20.452	5432	0.03
20.458	5884	0.03
20.463	5322	0.03
20.469	5250	0.03
20.474	5376	0.03
20.480	4702	0.02
20.485	5427	0.03
20.491	5317	0.03
20.496	5125	0.03
20.502	5749	0.03
20.507	5363	0.03
20.512	5247	0.03
20.518	5652	0.03
20.524	5507	0.03
20.529	5909	0.03
20.535	5797	0.03
20.540	5096	0.03
20.546	5248	0.03
20.551	5937	0.03
20.557	5249	0.03
20.562	5170	0.03
20.568	5497	0.03
20.573	5243	0.03
20.579	5620	0.03
20.584	5539	0.03
20.590	5131	0.03
20.595	5344	0.03
20.601	5244	0.03
20.606	5389	0.03
20.611	5580	0.03
20.617	5214	0.03
20.623	5195	0.03
20.628	5149	0.03
20.634	5755	0.03
20.639	5465	0.03
20.645	5010	0.03
20.650	5465	0.03
20.656	5366	0.03
20.661	5351	0.03
20.667	6179	0.03
20.672	5594	0.03
20.678	5429	0.03
20.683	5454	0.03
20.689	5683	0.03
20.694	5086	0.03
20.700	5480	0.03
20.705	5708	0.03
20.711	5357	0.03
20.716	5460	0.03
20.722	5166	0.03
20.727	5373	0.03
20.733	5417	0.03
20.738	5600	0.03
20.744	5526	0.03
20.749	5460	0.03
20.755	5175	0.03
20.760	5012	0.03
20.765	5241	0.03
20.771	5415	0.03
20.777	5338	0.03
20.782	5333	0.03
20.788	5203	0.03
20.793	4923	0.03
20.799	5285	0.03
20.804	5096	0.03
20.810	5147	0.03
20.815	5648	0.03
20.821	5891	0.03
20.826	5013	0.03
20.832	5848	0.03
20.837	5877	0.03
20.843	4933	0.03
20.848	5104	0.03
20.854	5595	0.03
20.859	5376	0.03
20.865	5499	0.03
20.870	5758	0.03
20.876	5321	0.03
20.881	5386	0.03
20.887	5370	0.03
20.892	5503	0.03
20.898	4977	0.03
20.903	5171	0.03
20.909	5861	0.03
20.914	4954	0.03
20.919	5613	0.03
20.925	5715	0.03
20.931	5084	0.03
20.936	5171	0.03
20.942	5641	0.03
20.947	5226	0.03
20.953	5455	0.03
20.958	5181	0.03
20.964	5363	0.03
20.969	5951	0.03
20.975	6110	0.03
20.980	5443	0.03
20.986	5315	0.03
20.991	5571	0.03
20.997	5429	0.03
21.002	5569	0.03
21.008	5477	0.03
21.013	5541	0.03
21.019	5320	0.03
21.024	5302	0.03
21.030	5390	0.03
21.035	5353	0.03
21.041	5128	0.03
21.046	5445	0.03
21.052	5370	0.03
21.057	5060	0.03
21.063	5606	0.03
21.068	5515	0.03
21.074	5135	0.03
21.079	5519	0.03
21.085	5786	0.03
21.090	5760	0.03
21.096	5611	0.03
21.101	5575	0.03
21.107	5325	0.03
21.112	5854	0.03
21.118	5411	0.03
21.123	5403	0.03
21.129	5516	0.03
21.134	5021	0.03
21.140	4853	0.03
21.145	5092	0.03
21.151	5360	0.03
21.156	5483	0.03
21.162	6823	0.04
21.167	6992	0.04
21.172	7958	0.04
21.178	10424	0.05
21.184	13203	0.07
21.189	14369	0.08
21.195	16146	0.08
21.200	20242	0.11
21.206	21320	0.11
21.211	22858	0.12
21.217	24535	0.13
21.222	24781	0.13
21.228	24887	0.13
21.233	24607	0.13
21.239	23376	0.12
21.244	22198	0.12
21.250	20390	0.11
21.255	16539	0.09
21.261	15543	0.08
21.266	14069	0.07
21.272	11723	0.06
21.277	11175	0.06
21.283	8194	0.04
21.288	7326	0.04
21.294	7261	0.04
21.299	6754	0.04
21.305	6683	0.04
21.310	5541	0.03
21.316	6189	0.03
21.321	5038	0.03
21.326	5193	0.03
21.332	5130	0.03
21.338	5643	0.03
21.343	5310	0.03
21.349	5261	0.03
21.354	5377	0.03
21.360	5723	0.03
21.365	5551	0.03
21.371	5312	0.03
21.376	5645	0.03
21.382	5512	0.03
21.387	5193	0.03
21.393	5209	0.03
21.398	5288	0.03
21.404	5949	0.03
21.409	5710	0.03
21.415	5353	0.03
21.420	5476	0.03
21.426	5180	0.03
21.431	5016	0.03
21.437	5146	0.03
21.442	5460	0.03
21.448	5149	0.03
21.453	5287	0.03
21.459	5029	0.03
21.464	5731	0.03
21.470	5373	0.03
21.475	5376	0.03
21.480	5250	0.03
21.486	5833	0.03
21.492	5224	0.03
21.497	5124	0.03
21.503	5573	0.03
21.508	6432	0.03
21.514	9300	0.05
21.519	10245	0.05
21.525	12055	0.06
21.530	14463	0.08
21.536	20017	0.11
21.541	23578	0.12
21.547	29524	0.16
21.552	30361	0.16
21.558	34950	0.18
21.563	36259	0.19
21.569	37942	0.20
21.574	38895	0.20
21.579	37985	0.20
21.585	37107	0.20
21.591	36477	0.19
21.596	34622	0.18
21.602	32606	0.17
21.607	31585	0.17
21.613	31004	0.16
21.618	27077	0.14
21.624	24910	0.13
21.629	22347	0.12
21.635	18827	0.10
21.640	14970	0.08
21.646	13916	0.07
21.651	11946	0.06
21.657	10181	0.05
21.662	10357	0.05
21.668	7469	0.04
21.673	6598	0.03
21.679	6700	0.04
21.684	5604	0.03
21.690	5675	0.03
21.695	5073	0.03
21.701	5127	0.03
21.706	5560	0.03
21.712	5262	0.03
21.717	5288	0.03
21.723	5325	0.03
21.728	5954	0.03
21.733	5013	0.03
21.739	5467	0.03
21.745	5360	0.03
21.750	5644	0.03
21.756	5013	0.03
21.761	5129	0.03
21.767	5096	0.03
21.772	5568	0.03
21.778	5323	0.03
21.783	5211	0.03
21.789	5085	0.03
21.794	5601	0.03
21.800	5000	0.03
21.805	5449	0.03
21.811	5070	0.03
21.816	5273	0.03
21.822	5553	0.03
21.827	5195	0.03
21.833	5213	0.03
21.838	4744	0.02
21.844	5165	0.03
21.849	5000	0.03
21.855	5299	0.03
21.860	5269	0.03
21.866	5640	0.03
21.871	4776	0.03
21.877	5257	0.03
21.882	7730	0.04
21.887	9581	0.05
21.893	13213	0.07
21.899	16223	0.09
21.904	22727	0.12
21.910	31527	0.17
21.915	40593	0.21
21.921	51065	0.27
21.926	64982	0.34
21.932	77711	0.41
21.937	86460	0.46
21.943	99082	0.52
21.948	107592	0.57
21.954	113186	0.60
21.959	115137	0.61
21.965	114495	0.60
21.970	110287	0.58
21.976	104456	0.55
21.981	94377	0.50
21.986	80611	0.42
21.992	73443	0.39
21.998	61447	0.32
22.003	50587	0.27
22.009	40519	0.21
22.014	32871	0.17
22.020	27822	0.15
22.025	23908	0.13
22.031	17744	0.09
22.036	14972	0.08
22.042	13732	0.07
22.047	11967	0.06
22.053	10930	0.06
22.058	9307	0.05
22.064	9299	0.05
22.069	8794	0.05
22.075	9031	0.05
22.080	9599	0.05
22.086	8162	0.04
22.091	9138	0.05
22.097	9909	0.05
22.102	11580	0.06
22.108	15169	0.08
22.113	19831	0.10
22.119	26259	0.14
22.124	35825	0.19
22.130	48789	0.26
22.135	58995	0.31
22.140	72680	0.38
22.146	90623	0.48
22.152	105018	0.55
22.157	122494	0.64
22.163	138875	0.73
22.168	151874	0.80
22.174	157263	0.83
22.179	160344	0.84
22.185	155518	0.82
22.190	152680	0.80
22.196	139969	0.74
22.201	129574	0.68
22.207	113505	0.60
22.212	103622	0.55
22.218	85314	0.45
22.223	69922	0.37
22.229	60926	0.32
22.234	48367	0.25
22.240	38609	0.20
22.245	33055	0.17
22.251	27273	0.14
22.256	21359	0.11
22.262	18828	0.10
22.267	17544	0.09
22.273	13484	0.07
22.278	13289	0.07
22.284	12741	0.07
22.289	10850	0.06
22.294	11656	0.06
22.300	10074	0.05
22.306	10874	0.06
22.311	10497	0.06
22.317	11672	0.06
22.322	11548	0.06
22.328	10188	0.05
22.333	16643	0.09
22.339	17786	0.09
22.344	16569	0.09
22.350	17118	0.09
22.355	15386	0.08
22.361	16541	0.09
22.366	12821	0.07
22.372	12203	0.06
22.377	9216	0.05
22.383	11573	0.06
22.388	10294	0.05
22.394	8943	0.05
22.399	7947	0.04
22.405	7453	0.04
22.410	4933	0.03
22.416	5354	0.03
22.421	6449	0.03
22.427	6195	0.03
22.432	5504	0.03
22.438	5525	0.03
22.443	5403	0.03
22.449	5655	0.03
22.454	5528	0.03
22.460	5018	0.03
22.465	5375	0.03
22.471	5554	0.03
22.476	5429	0.03
22.482	4878	0.03
22.487	5627	0.03
22.493	5385	0.03
22.498	5190	0.03
22.504	5516	0.03
22.509	4998	0.03
22.515	5253	0.03
22.520	5288	0.03
22.526	5505	0.03
22.531	5893	0.03
22.537	5299	0.03
22.542	5267	0.03
22.547	5400	0.03
22.553	5567	0.03
22.559	5001	0.03
22.564	5091	0.03
22.570	5462	0.03
22.575	5403	0.03
22.581	5209	0.03
22.586	5208	0.03
22.592	5131	0.03
22.597	5123	0.03
22.603	5406	0.03
22.608	4992	0.03
22.614	5466	0.03
22.619	5065	0.03
22.625	5613	0.03
22.630	5299	0.03
22.636	5620	0.03
22.641	5461	0.03
22.647	5229	0.03
22.652	5402	0.03
22.658	5502	0.03
22.663	4811	0.03
22.669	5301	0.03
22.674	5008	0.03
22.680	5167	0.03
22.685	4811	0.03
22.691	4872	0.03
22.696	4925	0.03
22.701	5544	0.03
22.707	4993	0.03
22.713	5454	0.03
22.718	5126	0.03
22.724	5144	0.03
22.729	5622	0.03
22.735	5115	0.03
22.740	5263	0.03
22.746	4486	0.02
22.751	5389	0.03
22.757	5241	0.03
22.762	5857	0.03
22.768	5678	0.03
22.773	5635	0.03
22.779	4939	0.03
22.784	5614	0.03
22.790	5337	0.03
22.795	5073	0.03
22.801	5209	0.03
22.806	4421	0.02
22.812	5179	0.03
22.817	4925	0.03
22.823	5690	0.03
22.828	5177	0.03
22.834	5144	0.03
22.839	5401	0.03
22.845	5103	0.03
22.850	5159	0.03
22.856	6666	0.04
22.861	7122	0.04
22.867	10965	0.06
22.872	15829	0.08
22.878	19193	0.10
22.883	23411	0.12
22.889	30463	0.16
22.894	39674	0.21
22.900	45532	0.24
22.905	56393	0.30
22.911	61014	0.32
22.916	69691	0.37
22.922	72280	0.38
22.927	78094	0.41
22.933	77260	0.41
22.938	77858	0.41
22.944	74690	0.39
22.949	72301	0.38
22.954	65365	0.34
22.960	59317	0.31
22.966	54165	0.29
22.971	45800	0.24
22.977	37762	0.20
