-35.000,2.3117,-27.800,2.3989,-29.300,2.2398,,,,
-34.990,2.3112,-27.790,2.3993,-29.226,2.2398,,,,
-34.980,2.3108,-27.780,2.4000,-29.151,2.2399,,,,
-34.970,2.3108,-27.770,2.4014,-29.076,2.2401,,,,
-34.960,2.3101,-27.760,2.4021,-29.003,2.2403,,,,
-34.950,2.3099,-27.750,2.4028,-28.926,2.2406,,,,
-34.940,2.3101,-27.740,2.4042,-28.849,2.2410,,,,
-34.930,2.3096,-27.730,2.4055,-28.775,2.2414,,,,
-34.920,2.3087,-27.720,2.4069,-28.697,2.2419,,,,
-34.910,2.3069,-27.710,2.4071,-28.621,2.2425,,,,
-34.900,2.3071,-27.700,2.4085,-28.542,2.2432,,,,
-34.890,2.3083,-27.690,2.4090,-28.467,2.2438,,,,
-34.880,2.3080,-27.680,2.4094,-28.394,2.2446,,,,
-34.870,2.3073,-27.670,2.4103,-28.317,2.2454,,,,
-34.860,2.3071,-27.660,2.4103,-28.241,2.2463,,,,
-34.850,2.3073,-27.650,2.4115,-28.168,2.2473,,,,
-34.840,2.3066,-27.640,2.4133,-28.091,2.2483,,,,
-34.830,2.3062,-27.630,2.4145,-28.015,2.2494,,,,
-34.820,2.3064,-27.620,2.4156,-27.939,2.2506,,,,
-34.810,2.3055,-27.610,2.4161,-27.866,2.2518,,,,
-34.800,2.3053,-27.600,2.4154,-27.790,2.2531,,,,
-34.790,2.3057,-27.590,2.4154,-27.718,2.2544,,,,
-34.780,2.3064,-27.580,2.4163,-27.642,2.2559,,,,
-34.770,2.3069,-27.570,2.4165,-27.569,2.2573,,,,
-34.760,2.3069,-27.560,2.4165,-27.491,2.2590,,,,
-34.750,2.3073,-27.550,2.4165,-27.416,2.2606,,,,
-34.740,2.3073,-27.540,2.4167,-27.336,2.2624,,,,
-34.730,2.3073,-27.530,2.4174,-27.300,2.2633,,,,
-34.720,2.3083,-27.520,2.4181,-27.226,2.2651,,,,
-34.710,2.3101,-27.510,2.4181,-27.151,2.2669,,,,
-34.700,2.3101,-27.500,2.4181,-27.079,2.2688,,,,
-34.690,2.3094,-27.490,2.4195,-27.006,2.2708,,,,
-34.680,2.3096,-27.480,2.4197,-26.926,2.2730,,,,
-34.670,2.3103,-27.470,2.4193,-26.850,2.2752,,,,
-34.660,2.3108,-27.460,2.4199,-26.773,2.2774,,,,
-34.650,2.3110,-27.450,2.4202,-26.696,2.2798,,,,
-34.640,2.3108,-27.440,2.4193,-26.620,2.2822,,,,
-34.630,2.3103,-27.430,2.4188,-26.546,2.2846,,,,
-34.620,2.3108,-27.420,2.4181,-26.470,2.2872,,,,
-34.610,2.3124,-27.410,2.4186,-26.399,2.2896,,,,
-34.600,2.3124,-27.400,2.4202,-26.329,2.2921,,,,
-34.590,2.3103,-27.390,2.4206,-26.259,2.2946,,,,
-34.580,2.3089,-27.380,2.4218,-26.190,2.2972,,,,
-34.570,2.3101,-27.370,2.4225,-26.120,2.2999,,,,
-34.560,2.3103,-27.360,2.4232,-26.051,2.3026,,,,
-34.550,2.3092,-27.350,2.4234,-25.980,2.3055,,,,
-34.540,2.3087,-27.340,2.4243,-25.911,2.3083,,,,
-34.530,2.3101,-27.330,2.4252,-25.840,2.3112,,,,
-34.520,2.3099,-27.320,2.4254,-25.769,2.3143,,,,
-34.510,2.3080,-27.310,2.4261,-25.701,2.3173,,,,
-34.500,2.3069,-27.300,2.4268,-25.631,2.3204,,,,
-34.490,2.3073,-27.290,2.4270,-25.561,2.3236,,,,
-34.480,2.3076,-27.280,2.4273,-25.491,2.3269,,,,
-34.470,2.3064,-27.270,2.4280,-25.420,2.3303,,,,
-34.460,2.3050,-27.260,2.4289,-25.350,2.3337,,,,
-34.450,2.3055,-27.250,2.4289,-25.300,2.3362,,,,
-34.440,2.3080,-27.240,2.4296,-25.230,2.3397,,,,
-34.430,2.3094,-27.230,2.4305,-25.160,2.3433,,,,
-34.420,2.3071,-27.220,2.4307,-25.089,2.3471,,,,
-34.410,2.3050,-27.210,2.4312,-25.020,2.3507,,,,
-34.400,2.3062,-27.200,2.4312,-24.949,2.3546,,,,
-34.390,2.3094,-27.190,2.4321,-24.880,2.3584,,,,
-34.380,2.3108,-27.180,2.4318,-24.805,2.3627,,,,
-34.370,2.3089,-27.170,2.4318,-24.731,2.3670,,,,
-34.360,2.3087,-27.160,2.4321,-24.653,2.3716,,,,
-34.350,2.3103,-27.150,2.4330,-24.578,2.3760,,,,
-34.340,2.3105,-27.140,2.4332,-24.504,2.3806,,,,
-34.330,2.3099,-27.130,2.4332,-24.431,2.3851,,,,
-34.320,2.3110,-27.120,2.4339,-24.348,2.3905,,,,
-34.310,2.3128,-27.110,2.4339,-24.266,2.3958,,,,
-34.300,2.3128,-27.100,2.4339,-24.192,2.4007,,,,
-34.290,2.3108,-27.090,2.4339,-24.120,2.4056,,,,
-34.280,2.3101,-27.080,2.4341,-24.045,2.4107,,,,
-34.270,2.3121,-27.070,2.4351,-23.969,2.4160,,,,
-34.260,2.3135,-27.060,2.4353,-23.896,2.4212,,,,
-34.250,2.3124,-27.050,2.4355,-23.826,2.4263,,,,
-34.240,2.3110,-27.040,2.4364,-23.755,2.4315,,,,
-34.230,2.3112,-27.030,2.4371,-23.683,2.4369,,,,
-34.220,2.3135,-27.020,2.4380,-23.614,2.4421,,,,
-34.210,2.3137,-27.010,2.4385,-23.539,2.4479,,,,
-34.200,2.3117,-27.000,2.4394,-23.467,2.4535,,,,
-34.190,2.3103,-26.990,2.4396,-23.386,2.4601,,,,
-34.180,2.3119,-26.980,2.4396,-23.317,2.4657,,,,
-34.170,2.3137,-26.970,2.4403,-23.300,2.4671,,,,
-34.160,2.3131,-26.960,2.4403,-23.223,2.4735,,,,
-34.150,2.3115,-26.950,2.4405,-23.147,2.4798,,,,
-34.140,2.3126,-26.940,2.4405,-23.075,2.4861,,,,
-34.130,2.3126,-26.930,2.4415,-23.005,2.4922,,,,
-34.120,2.3119,-26.920,2.4419,-22.932,2.4986,,,,
-34.110,2.3115,-26.910,2.4426,-22.865,2.5047,,,,
-34.100,2.3126,-26.900,2.4435,-22.794,2.5111,,,,
-34.090,2.3140,-26.890,2.4440,-22.724,2.5177,,,,
-34.080,2.3149,-26.880,2.4447,-22.649,2.5247,,,,
-34.070,2.3142,-26.870,2.4451,-22.575,2.5318,,,,
-34.060,2.3140,-26.860,2.4456,-22.506,2.5385,,,,
-34.050,2.3147,-26.850,2.4463,-22.434,2.5456,,,,
-34.040,2.3133,-26.840,2.4465,-22.363,2.5527,,,,
-34.030,2.3128,-26.830,2.4470,-22.292,2.5600,,,,
-34.020,2.3121,-26.820,2.4476,-22.222,2.5671,,,,
-34.010,2.3128,-26.810,2.4481,-22.153,2.5743,,,,
-34.000,2.3135,-26.800,2.4490,-22.079,2.5823,,,,
