#T\dC\n	1000/T\dC\n (1/K)	Overall (ms)	First Stage (ms)
914.20	1.0939	9.3387	?	
875.20	1.1426	21.294	?	
844.00	1.1848	29.442	?	
821.70	1.2170	30.623	?   	
794.60	1.2585	24.891	1.714
780.20	1.2817	19.017	1.348
760.00	1.3158	12.443	1.218
742.30	1.3472	8.7739	1.86
725.50	1.3784	7.3674	2.807
709.80	1.4088	7.4833	4.346
697.70	1.4333	8.7635	6.273
684.00	1.4620	11.637	9.689
