#Tc	1000/T\dC\n (1/K)	Overall (ms)	First Stage (ms)
914.20	1.0939	6.502610    ?
875.20	1.1426	10.85557    ?
844.00	1.1848	11.78288    ?
821.70	1.2170	?           ?
794.60	1.2585	?           ?
780.20	1.2817	?           ?
760.00	1.3158	4.977140    1.388170
742.30	1.3472	5.007660    2.478450
725.50	1.3784	6.242310    4.419180
709.80	1.4088	8.928830    7.544340
697.70	1.4333	12.73193    11.58286
684.00	1.4620	21.04261    20.06719
