#T\dC\n	1000/T\dC\n (1/K)	Overall (ms)	First Stage (ms)
910.20	1.0987	28.99807    nan
871.30	1.1477	76.21600    nan
833.50	1.1998	125.4815    nan
817.50	1.2232	115.2558    nan
791.20	1.2639	97.79220    12.03953
775.20	1.2900	81.84130    8.055350
756.60	1.3217	57.44373    6.643020
737.80	1.3554	34.73675    7.543860
722.10	1.3848	25.34504    10.51267
706.80	1.4148	24.30106    15.43687
696.80	1.4351	27.39818    20.86150
682.50	1.4652	41.83358    37.50150
