#T\dC\n	1000/T\dC\n (1/K)	Overall (ms)	First Stage (ms)
914.20	1.0939	9.429500    nan
875.20	1.1426	21.28578    nan
844.00	1.1848	29.73362    nan
821.70	1.2170	30.90457    nan
794.60	1.2585	25.16581    3.000000
780.20	1.2817	19.59101    2.548970
760.00	1.3158	13.42189    3.124180
742.30	1.3472	10.61456    4.269020
725.50	1.3784	10.41360    6.298410
709.80	1.4088	12.75861    10.00000
697.70	1.4333	17.47211    15.41189
684.00	1.4620	27.86078    26.28060
