#Time,"P(t), Reactive, bar","P'(t), Reactive, bar/ms","P(t), Non-Reactive, bar"
-24.6200000,3.2666000,-0.1116700,3.3155000
-24.6100000,3.2714000,-0.0159530,3.3155000
-24.6000000,3.2746000,0.1595300,3.3203000
-24.5900000,3.2730000,0.1116700,3.3203000
-24.5800000,3.2730000,-0.0638100,3.3203000
-24.5700000,3.2730000,0.0638110,3.3203000
-24.5600000,3.2746000,-0.0159510,3.3171000
-24.5500000,3.2730000,-0.0797610,3.3171000
-24.5400000,3.2746000,-0.0478560,3.3171000
-24.5300000,3.2714000,0.0319070,3.3187000
-24.5200000,3.2698000,-0.0797630,3.3155000
-24.5100000,3.2730000,0.0000005,3.3139000
-24.5000000,3.2730000,-0.0638110,3.3123000
-24.4900000,3.2714000,-0.1595300,3.3107000
-24.4800000,3.2698000,-0.1914300,3.3091000
-24.4700000,3.2650000,-0.1276200,3.3091000
-24.4600000,3.2650000,-0.0957160,3.3091000
-24.4500000,3.2650000,0.0957160,3.3075000
-24.4400000,3.2666000,0.0957160,3.3091000
-24.4300000,3.2682000,0.0797640,3.3091000
-24.4200000,3.2698000,0.1595300,3.3091000
-24.4100000,3.2698000,0.0797640,3.3091000
-24.4000000,3.2698000,0.0478580,3.3091000
-24.3900000,3.2730000,-0.0319040,3.3060000
-24.3800000,3.2714000,0.1276200,3.3028000
-24.3700000,3.2714000,-0.1276200,3.3028000
-24.3600000,3.2698000,0.0478580,3.3044000
-24.3500000,3.2730000,0.1116700,3.3044000
-24.3400000,3.2698000,0.0957160,3.3028000
-24.3300000,3.2746000,-0.0159530,3.3012000
-24.3200000,3.2762000,0.0797640,3.3012000
-24.3100000,3.2730000,-0.0957160,3.2996000
-24.3000000,3.2730000,-0.0478560,3.3012000
-24.2900000,3.2714000,0.1116700,3.3044000
-24.2800000,3.2714000,0.0319060,3.3028000
-24.2700000,3.2762000,0.1435700,3.3060000
-24.2600000,3.2778000,0.1276200,3.3075000
-24.2500000,3.2762000,0.0638100,3.3107000
-24.2400000,3.2778000,-0.0319050,3.3075000
-24.2300000,3.2762000,0.0000005,3.3091000
-24.2200000,3.2778000,-0.1435700,3.3091000
-24.2100000,3.2762000,0.0159510,3.3107000
-24.2000000,3.2746000,-0.0957160,3.3091000
-24.1900000,3.2730000,0.0638100,3.3123000
-24.1800000,3.2762000,0.0797610,3.3139000
-24.1700000,3.2762000,0.3509600,3.3187000
-24.1600000,3.2810000,0.3190500,3.3203000
-24.1500000,3.2826000,0.1595300,3.3203000
-24.1400000,3.2889000,0.0797630,3.3235000
-24.1300000,3.2889000,0.0478580,3.3251000
-24.1200000,3.2826000,-0.0319050,3.3235000
-24.1100000,3.2842000,0.0000005,3.3251000
-24.1000000,3.2842000,0.2233400,3.3219000
-24.0900000,3.2889000,0.1116700,3.3235000
-24.0800000,3.2921000,0.2073900,3.3251000
-24.0700000,3.2921000,0.0638120,3.3203000
-24.0600000,3.2905000,0.0797630,3.3219000
-24.0500000,3.2921000,0.0000000,3.3171000
-24.0400000,3.2921000,0.0797620,3.3219000
-24.0300000,3.2953000,0.1435700,3.3235000
-24.0200000,3.2937000,0.1435700,3.3219000
-24.0100000,3.2953000,-0.0319040,3.3251000
-24.0000000,3.2985000,0.0797640,3.3251000
-23.9900000,3.2969000,0.1276200,3.3251000
-23.9800000,3.2953000,-0.1595300,3.3267000
-23.9700000,3.2969000,-0.1595300,3.3219000
-23.9600000,3.2969000,-0.2073900,3.3235000
-23.9500000,3.2905000,-0.0957160,3.3267000
-23.9400000,3.2889000,-0.0797630,3.3267000
-23.9300000,3.2873000,0.1276200,3.3251000
-23.9200000,3.2937000,0.2392900,3.3299000
-23.9100000,3.2969000,0.2552400,3.3299000
-23.9000000,3.2985000,0.0797630,3.3299000
-23.8900000,3.3001000,0.0638090,3.3283000
-23.8800000,3.2969000,-0.0159530,3.3315000
-23.8700000,3.2969000,-0.0957160,3.3347000
-23.8600000,3.2985000,-0.0159520,3.3331000
-23.8500000,3.2969000,0.0478580,3.3379000
-23.8400000,3.2969000,0.0000005,3.3347000
-23.8300000,3.2969000,-0.0319070,3.3331000
-23.8200000,3.2985000,0.0797630,3.3347000
-23.8100000,3.2985000,0.0478580,3.3299000
-23.8000000,3.2969000,0.0319050,3.3315000
-23.7900000,3.3001000,-0.1116700,3.3331000
-23.7800000,3.2985000,0.0478580,3.3315000
-23.7700000,3.2985000,-0.0319070,3.3331000
-23.7600000,3.2953000,0.0957150,3.3347000
-23.7500000,3.2985000,0.0000000,3.3347000
-23.7400000,3.3001000,0.0159520,3.3315000
-23.7300000,3.3017000,0.0159540,3.3331000
-23.7200000,3.2985000,-0.0957150,3.3283000
-23.7100000,3.2953000,-0.2073800,3.3283000
-23.7000000,3.2969000,-0.1914300,3.3331000
-23.6900000,3.2937000,-0.0797620,3.3315000
-23.6800000,3.2921000,-0.1754800,3.3267000
-23.6700000,3.2905000,-0.0638100,3.3251000
-23.6600000,3.2905000,0.0478580,3.3235000
-23.6500000,3.2905000,-0.0319040,3.3203000
-23.6400000,3.2921000,0.0797650,3.3251000
-23.6300000,3.2937000,0.0797650,3.3251000
-23.6200000,3.2905000,-0.0797610,3.3251000
-23.6100000,3.2937000,-0.0478580,3.3267000
-23.6000000,3.2921000,0.0319050,3.3267000
-23.5900000,3.2889000,-0.0957160,3.3251000
-23.5800000,3.2921000,-0.0319050,3.3235000
-23.5700000,3.2905000,0.0957160,3.3251000
-23.5600000,3.2905000,-0.0319040,3.3203000
-23.5500000,3.2921000,0.0478580,3.3219000
-23.5400000,3.2921000,0.1595300,3.3251000
-23.5300000,3.2921000,-0.0159530,3.3235000
-23.5200000,3.2937000,-0.1116700,3.3267000
-23.5100000,3.2953000,0.0319050,3.3267000
-23.5000000,3.2905000,0.0638100,3.3251000
-23.4900000,3.2889000,-0.1116700,3.3251000
-23.4800000,3.2937000,0.1276200,3.3283000
-23.4700000,3.2953000,0.2073900,3.3299000
-23.4600000,3.2937000,-0.0478580,3.3331000
-23.4500000,3.2969000,0.0000005,3.3379000
-23.4400000,3.2953000,-0.0000010,3.3347000
-23.4300000,3.2921000,-0.0000010,3.3315000
-23.4200000,3.2953000,-0.0319070,3.3331000
-23.4100000,3.2937000,0.0638090,3.3315000
-23.4000000,3.2969000,0.0319050,3.3299000
-23.3900000,3.2953000,0.1754800,3.3331000
-23.3800000,3.2953000,-0.0000005,3.3331000
-23.3700000,3.2985000,0.1276200,3.3299000
-23.3600000,3.3001000,0.0478580,3.3315000
-23.3500000,3.2985000,-0.0000015,3.3315000
-23.3400000,3.3001000,-0.0638110,3.3283000
-23.3300000,3.2969000,0.1116700,3.3331000
-23.3200000,3.2985000,0.1435700,3.3315000
-23.3100000,3.3001000,0.1914300,3.3315000
-23.3000000,3.3049000,0.2073900,3.3331000
-23.2900000,3.3081000,0.2073900,3.3363000
-23.2800000,3.3065000,0.0638110,3.3363000
-23.2700000,3.3081000,0.0319050,3.3363000
-23.2600000,3.3081000,0.1276200,3.3363000
-23.2500000,3.3081000,0.1116700,3.3363000
-23.2400000,3.3113000,0.2073900,3.3395000
-23.2300000,3.3129000,0.0478600,3.3458000
-23.2200000,3.3145000,0.1116700,3.3442000
-23.2100000,3.3161000,0.0797650,3.3474000
-23.2000000,3.3113000,0.0319060,3.3522000
-23.1900000,3.3161000,-0.0478580,3.3554000
-23.1800000,3.3161000,0.2392900,3.3586000
-23.1700000,3.3161000,0.0638120,3.3602000
-23.1600000,3.3177000,0.1435700,3.3618000
-23.1500000,3.3208000,0.2073900,3.3634000
-23.1400000,3.3208000,0.2073900,3.3650000
-23.1300000,3.3240000,0.0159530,3.3586000
-23.1200000,3.3256000,0.1914300,3.3618000
-23.1100000,3.3256000,0.0957160,3.3618000
-23.1000000,3.3240000,0.0638090,3.3618000
-23.0900000,3.3288000,0.1276200,3.3634000
-23.0800000,3.3288000,0.2711900,3.3634000
-23.0700000,3.3304000,0.1276200,3.3634000
-23.0600000,3.3336000,0.1276200,3.3618000
-23.0500000,3.3352000,0.1754800,3.3650000
-23.0400000,3.3352000,-0.0159540,3.3666000
-23.0300000,3.3352000,0.1116700,3.3634000
-23.0200000,3.3368000,0.1276200,3.3650000
-23.0100000,3.3352000,0.2392900,3.3666000
-23.0000000,3.3416000,0.1595300,3.3650000
-22.9900000,3.3432000,0.3350000,3.3634000
-22.9800000,3.3464000,0.1276200,3.3618000
-22.9700000,3.3464000,0.0638100,3.3618000
-22.9600000,3.3480000,-0.0159530,3.3618000
-22.9500000,3.3464000,-0.0638120,3.3618000
-22.9400000,3.3448000,-0.0797650,3.3666000
-22.9300000,3.3448000,-0.0159550,3.3714000
-22.9200000,3.3432000,-0.0957170,3.3698000
-22.9100000,3.3448000,-0.0000015,3.3746000
-22.9000000,3.3448000,0.0319050,3.3746000
-22.8900000,3.3416000,-0.0478580,3.3730000
-22.8800000,3.3448000,-0.1116700,3.3746000
-22.8700000,3.3432000,-0.0478580,3.3746000
-22.8600000,3.3416000,-0.1116700,3.3761000
-22.8500000,3.3400000,-0.0957170,3.3730000
-22.8400000,3.3384000,-0.0159510,3.3714000
-22.8300000,3.3400000,0.0159530,3.3746000
-22.8200000,3.3400000,0.0957170,3.3730000
-22.8100000,3.3416000,0.0159540,3.3730000
-22.8000000,3.3416000,0.0159530,3.3746000
-22.7900000,3.3416000,-0.1276200,3.3714000
-22.7800000,3.3400000,-0.1595300,3.3746000
-22.7700000,3.3384000,-0.0957160,3.3746000
-22.7600000,3.3352000,-0.0478600,3.3761000
-22.7500000,3.3352000,0.0797630,3.3746000
-22.7400000,3.3384000,0.0797640,3.3746000
-22.7300000,3.3400000,0.2712000,3.3761000
-22.7200000,3.3432000,0.1276200,3.3793000
-22.7100000,3.3416000,0.1435800,3.3793000
-22.7000000,3.3464000,0.0159550,3.3809000
-22.6900000,3.3448000,0.2871500,3.3793000
-22.6800000,3.3464000,0.1276200,3.3793000
-22.6700000,3.3480000,0.3350100,3.3841000
-22.6600000,3.3544000,0.3190500,3.3873000
-22.6500000,3.3559000,0.2871500,3.3921000
-22.6400000,3.3607000,0.1116700,3.3905000
-22.6300000,3.3607000,0.0957170,3.3905000
-22.6200000,3.3591000,-0.0319040,3.3953000
-22.6100000,3.3591000,0.0000010,3.3937000
-22.6000000,3.3591000,0.1595300,3.3953000
-22.5900000,3.3607000,0.2392900,3.4001000
-22.5800000,3.3639000,0.3031000,3.4017000
-22.5700000,3.3687000,0.2552400,3.4033000
-22.5600000,3.3719000,0.3031000,3.4033000
-22.5500000,3.3735000,0.1914300,3.4049000
-22.5400000,3.3735000,0.1116700,3.4049000
-22.5300000,3.3767000,0.0797640,3.4065000
-22.5200000,3.3767000,0.0957160,3.4033000
-22.5100000,3.3767000,-0.1116700,3.4033000
-22.5000000,3.3767000,-0.0159530,3.4049000
-22.4900000,3.3751000,-0.1595300,3.4096000
-22.4800000,3.3719000,-0.1595300,3.4112000
-22.4700000,3.3735000,-0.2392900,3.4081000
-22.4600000,3.3687000,0.0159530,3.4065000
-22.4500000,3.3687000,-0.1116700,3.4017000
-22.4400000,3.3671000,0.1116700,3.4049000
-22.4300000,3.3719000,0.1754800,3.4081000
-22.4200000,3.3719000,0.1914300,3.4065000
-22.4100000,3.3751000,0.0319050,3.4096000
-22.4000000,3.3767000,-0.0478580,3.4096000
-22.3900000,3.3735000,-0.0797630,3.4128000
-22.3800000,3.3719000,-0.1754800,3.4128000
-22.3700000,3.3687000,-0.0159520,3.4144000
-22.3600000,3.3703000,-0.0638100,3.4128000
-22.3500000,3.3703000,-0.0797630,3.4144000
-22.3400000,3.3719000,-0.0319050,3.4176000
-22.3300000,3.3687000,-0.0638100,3.4160000
-22.3200000,3.3655000,-0.0319050,3.4192000
-22.3100000,3.3687000,0.1276200,3.4192000
-22.3000000,3.3687000,0.2392900,3.4192000
-22.2900000,3.3735000,0.1754800,3.4192000
-22.2800000,3.3767000,0.2712000,3.4208000
-22.2700000,3.3767000,0.1754800,3.4240000
-22.2600000,3.3783000,0.0000005,3.4240000
-22.2500000,3.3799000,0.1435700,3.4288000
-22.2400000,3.3799000,0.0478600,3.4256000
-22.2300000,3.3783000,-0.1595300,3.4256000
-22.2200000,3.3815000,0.0159520,3.4288000
-22.2100000,3.3783000,0.0638100,3.4288000
-22.2000000,3.3751000,0.0159520,3.4272000
-22.1900000,3.3815000,0.1276200,3.4240000
-22.1800000,3.3815000,0.3031000,3.4224000
-22.1700000,3.3847000,0.0478570,3.4240000
-22.1600000,3.3863000,0.0957160,3.4256000
-22.1500000,3.3863000,0.0957160,3.4256000
-22.1400000,3.3847000,0.0797640,3.4224000
-22.1300000,3.3863000,0.1276200,3.4240000
-22.1200000,3.3894000,0.1116700,3.4304000
-22.1100000,3.3910000,0.1754800,3.4336000
-22.1000000,3.3926000,0.1276200,3.4352000
-22.0900000,3.3910000,0.1276200,3.4368000
-22.0800000,3.3942000,0.0638090,3.4384000
-22.0700000,3.3958000,0.2552400,3.4416000
-22.0600000,3.3974000,0.2392900,3.4463000
-22.0500000,3.3990000,0.2711900,3.4431000
-22.0400000,3.4038000,0.2871500,3.4447000
-22.0300000,3.4070000,0.4466700,3.4463000
-22.0200000,3.4102000,0.2552400,3.4463000
-22.0100000,3.4134000,0.2871500,3.4463000
-22.0000000,3.4182000,0.2073900,3.4479000
-21.9900000,3.4166000,0.2073900,3.4479000
-21.9800000,3.4198000,0.0319050,3.4511000
-21.9700000,3.4198000,0.1595300,3.4543000
-21.9600000,3.4214000,0.0159530,3.4591000
-21.9500000,3.4214000,0.1435700,3.4607000
-21.9400000,3.4229000,0.2233400,3.4607000
-21.9300000,3.4229000,0.1276200,3.4607000
-21.9200000,3.4277000,0.1435700,3.4575000
-21.9100000,3.4309000,0.1754800,3.4559000
-21.9000000,3.4277000,-0.0478570,3.4543000
-21.8900000,3.4293000,-0.1276200,3.4575000
-21.8800000,3.4277000,0.0000005,3.4607000
-21.8700000,3.4245000,-0.1276200,3.4623000
-21.8600000,3.4261000,-0.0638100,3.4607000
-21.8500000,3.4261000,0.0478580,3.4623000
-21.8400000,3.4245000,0.0000010,3.4655000
-21.8300000,3.4261000,0.0159540,3.4607000
-21.8200000,3.4261000,-0.0319040,3.4591000
-21.8100000,3.4261000,-0.0638110,3.4607000
-21.8000000,3.4261000,0.0159510,3.4607000
-21.7900000,3.4229000,0.0159520,3.4655000
-21.7800000,3.4245000,0.1116700,3.4655000
-21.7700000,3.4277000,0.2552400,3.4623000
-21.7600000,3.4293000,0.2711900,3.4591000
-21.7500000,3.4341000,0.2871500,3.4607000
-21.7400000,3.4357000,0.1116700,3.4639000
-21.7300000,3.4373000,0.0319050,3.4687000
-21.7200000,3.4389000,0.1276200,3.4703000
-21.7100000,3.4341000,0.0797640,3.4751000
-21.7000000,3.4373000,0.1754800,3.4782000
-21.6900000,3.4421000,0.3190500,3.4798000
-21.6800000,3.4437000,0.3350100,3.4798000
-21.6700000,3.4501000,0.2871500,3.4798000
-21.6600000,3.4501000,0.3669100,3.4798000
-21.6500000,3.4533000,0.0957170,3.4830000
-21.6400000,3.4564000,0.2233400,3.4862000
-21.6300000,3.4580000,0.0957160,3.4926000
-21.6200000,3.4564000,0.1754800,3.4974000
-21.6100000,3.4596000,0.2233400,3.5006000
-21.6000000,3.4596000,0.2552400,3.5038000
-21.5900000,3.4660000,0.1435700,3.5038000
-21.5800000,3.4692000,0.2552500,3.5070000
-21.5700000,3.4676000,0.0797650,3.5086000
-21.5600000,3.4676000,0.0159530,3.5117000
-21.5500000,3.4692000,0.0000005,3.5117000
-21.5400000,3.4692000,0.1435700,3.5165000
-21.5300000,3.4708000,0.3190500,3.5133000
-21.5200000,3.4708000,0.2233400,3.5133000
-21.5100000,3.4772000,0.2552400,3.5101000
-21.5000000,3.4836000,0.1914300,3.5086000
-21.4900000,3.4804000,0.1595300,3.5054000
-21.4800000,3.4820000,-0.0478580,3.5038000
-21.4700000,3.4788000,0.0478580,3.5022000
-21.4600000,3.4820000,-0.1595300,3.5038000
-21.4500000,3.4820000,0.0478580,3.4990000
-21.4400000,3.4804000,-0.0159520,3.4990000
-21.4300000,3.4772000,0.0159520,3.4958000
-21.4200000,3.4804000,0.0797640,3.4942000
-21.4100000,3.4820000,0.0319060,3.4942000
-21.4000000,3.4836000,0.0797650,3.4942000
-21.3900000,3.4836000,-0.0478580,3.4958000
-21.3800000,3.4788000,-0.1435700,3.4974000
-21.3700000,3.4820000,-0.0638110,3.4990000
-21.3600000,3.4788000,0.1595300,3.5006000
-21.3500000,3.4788000,0.0638110,3.5022000
-21.3400000,3.4836000,0.0957160,3.5022000
-21.3300000,3.4852000,0.0319050,3.5054000
-21.3200000,3.4852000,-0.0638100,3.5054000
-21.3100000,3.4820000,-0.0797650,3.5070000
-21.3000000,3.4788000,-0.0478600,3.5117000
-21.2900000,3.4804000,-0.0159550,3.5117000
-21.2800000,3.4820000,0.0638080,3.5133000
-21.2700000,3.4836000,-0.0319070,3.5165000
-21.2600000,3.4820000,-0.0159530,3.5165000
-21.2500000,3.4804000,-0.0638110,3.5245000
-21.2400000,3.4788000,-0.0797640,3.5245000
-21.2300000,3.4804000,-0.0478580,3.5277000
-21.2200000,3.4804000,0.0000005,3.5293000
-21.2100000,3.4788000,-0.0000010,3.5293000
-21.2000000,3.4788000,-0.0478600,3.5309000
-21.1900000,3.4788000,0.0797640,3.5309000
-21.1800000,3.4804000,0.1435700,3.5309000
-21.1700000,3.4804000,0.0957160,3.5373000
-21.1600000,3.4836000,0.0797640,3.5373000
-21.1500000,3.4852000,0.1435700,3.5341000
-21.1400000,3.4836000,0.1276200,3.5341000
-21.1300000,3.4852000,-0.0000005,3.5341000
-21.1200000,3.4868000,0.0957160,3.5373000
-21.1100000,3.4884000,0.0638110,3.5357000
-21.1000000,3.4868000,0.1435800,3.5357000
-21.0900000,3.4884000,0.1116700,3.5357000
-21.0800000,3.4899000,0.3350100,3.5357000
-21.0700000,3.4947000,0.4147700,3.5341000
-21.0600000,3.4979000,0.3350100,3.5373000
-21.0500000,3.5043000,0.2712000,3.5405000
-21.0400000,3.5075000,0.3509600,3.5405000
-21.0300000,3.5059000,0.2552400,3.5405000
-21.0200000,3.5091000,0.1914300,3.5421000
-21.0100000,3.5139000,0.3988200,3.5436000
-21.0000000,3.5171000,0.3509600,3.5436000
-20.9900000,3.5203000,0.3669100,3.5452000
-20.9800000,3.5250000,0.3190500,3.5468000
-20.9700000,3.5266000,0.3350100,3.5436000
-20.9600000,3.5314000,0.2871500,3.5468000
-20.9500000,3.5330000,0.3031000,3.5516000
-20.9400000,3.5362000,0.2073900,3.5500000
-20.9300000,3.5394000,0.3350100,3.5500000
-20.9200000,3.5410000,0.4307200,3.5548000
-20.9100000,3.5442000,0.2871500,3.5580000
-20.9000000,3.5506000,0.3031000,3.5564000
-20.8900000,3.5554000,0.3031000,3.5644000
-20.8800000,3.5538000,0.1435700,3.5644000
-20.8700000,3.5554000,0.1276200,3.5660000
-20.8600000,3.5569000,0.3350100,3.5660000
-20.8500000,3.5585000,0.3190500,3.5644000
-20.8400000,3.5649000,0.2392900,3.5708000
-20.8300000,3.5697000,0.2552400,3.5724000
-20.8200000,3.5697000,0.0638120,3.5740000
-20.8100000,3.5681000,0.0478570,3.5740000
-20.8000000,3.5681000,0.0797630,3.5787000
-20.7900000,3.5681000,0.1435700,3.5787000
-20.7800000,3.5729000,0.1276200,3.5771000
-20.7700000,3.5745000,0.0957160,3.5787000
-20.7600000,3.5745000,-0.1116700,3.5787000
-20.7500000,3.5729000,-0.0797650,3.5819000
-20.7400000,3.5697000,-0.0797650,3.5851000
-20.7300000,3.5681000,0.0319040,3.5867000
-20.7200000,3.5713000,0.0797630,3.5851000
-20.7100000,3.5729000,0.2711900,3.5867000
-20.7000000,3.5761000,0.1116700,3.5915000
-20.6900000,3.5761000,0.2073900,3.5915000
-20.6800000,3.5793000,0.0957160,3.5963000
-20.6700000,3.5777000,0.0000015,3.5995000
-20.6600000,3.5809000,-0.0638100,3.6011000
-20.6500000,3.5793000,0.1276200,3.5995000
-20.6400000,3.5761000,0.0797640,3.5995000
-20.6300000,3.5793000,0.1914300,3.6011000
-20.6200000,3.5841000,0.3669100,3.6027000
-20.6100000,3.5873000,0.1754800,3.6059000
-20.6000000,3.5905000,0.0638120,3.6059000
-20.5900000,3.5905000,-0.0319050,3.6138000
-20.5800000,3.5857000,-0.0638100,3.6170000
-20.5700000,3.5857000,-0.0319040,3.6186000
-20.5600000,3.5857000,0.1754800,3.6218000
-20.5500000,3.5889000,0.1435700,3.6234000
-20.5400000,3.5920000,0.1754800,3.6266000
-20.5300000,3.5936000,-0.0159520,3.6330000
-20.5200000,3.5920000,-0.1276200,3.6346000
-20.5100000,3.5905000,-0.2552400,3.6346000
-20.5000000,3.5857000,-0.1435700,3.6346000
-20.4900000,3.5841000,-0.2392900,3.6330000
-20.4800000,3.5825000,-0.1435700,3.6346000
-20.4700000,3.5841000,0.0159520,3.6346000
-20.4600000,3.5809000,0.0159530,3.6410000
-20.4500000,3.5809000,-0.1595300,3.6426000
-20.4400000,3.5841000,-0.0797640,3.6442000
-20.4300000,3.5809000,-0.0319060,3.6489000
-20.4200000,3.5777000,-0.0797640,3.6505000
-20.4100000,3.5777000,-0.0159550,3.6505000
-20.4000000,3.5793000,0.1914300,3.6473000
-20.3900000,3.5825000,0.2871500,3.6457000
-20.3800000,3.5841000,0.2871500,3.6489000
-20.3700000,3.5889000,0.3031000,3.6537000
-20.3600000,3.5920000,0.2871500,3.6553000
-20.3500000,3.5936000,0.2233400,3.6521000
-20.3400000,3.5968000,0.0957150,3.6521000
-20.3300000,3.5968000,0.1754800,3.6505000
-20.3200000,3.5984000,0.1754800,3.6521000
-20.3100000,3.5984000,0.3350100,3.6521000
-20.3000000,3.6032000,0.2712000,3.6505000
-20.2900000,3.6080000,0.3350100,3.6537000
-20.2800000,3.6128000,0.3509600,3.6521000
-20.2700000,3.6128000,0.1435700,3.6537000
-20.2600000,3.6144000,0.1754800,3.6505000
-20.2500000,3.6176000,0.2392900,3.6537000
-20.2400000,3.6160000,0.2233400,3.6521000
-20.2300000,3.6224000,0.1276200,3.6537000
-20.2200000,3.6240000,0.1595300,3.6521000
-20.2100000,3.6240000,0.0638110,3.6537000
-20.2000000,3.6240000,0.0478580,3.6585000
-20.1900000,3.6224000,0.0797630,3.6569000
-20.1800000,3.6255000,0.0957160,3.6569000
-20.1700000,3.6271000,0.1914300,3.6537000
-20.1600000,3.6287000,0.1754800,3.6521000
-20.1500000,3.6303000,0.1914300,3.6569000
-20.1400000,3.6319000,0.2871500,3.6585000
-20.1300000,3.6351000,0.3190500,3.6601000
-20.1200000,3.6383000,0.2552400,3.6585000
-20.1100000,3.6431000,0.1276200,3.6617000
-20.1000000,3.6447000,0.2392900,3.6665000
-20.0900000,3.6431000,0.2073800,3.6649000
-20.0800000,3.6431000,0.1116700,3.6649000
-20.0700000,3.6495000,0.2871500,3.6681000
-20.0600000,3.6527000,0.2392900,3.6697000
-20.0500000,3.6527000,0.0957170,3.6745000
-20.0400000,3.6559000,0.0797640,3.6761000
-20.0300000,3.6527000,0.0797650,3.6745000
-20.0200000,3.6543000,0.1914300,3.6777000
-20.0100000,3.6575000,0.2871500,3.6792000
-20.0000000,3.6590000,0.3190600,3.6856000
-19.9900000,3.6670000,0.2552500,3.6920000
-19.9800000,3.6670000,0.1914300,3.6936000
-19.9700000,3.6686000,0.0638100,3.6952000
-19.9600000,3.6686000,0.1595300,3.6984000
-19.9500000,3.6670000,0.1914300,3.7016000
-19.9400000,3.6718000,0.0638100,3.7016000
-19.9300000,3.6750000,0.1754800,3.7032000
-19.9200000,3.6766000,0.1276200,3.7064000
-19.9100000,3.6734000,0.1276200,3.7080000
-19.9000000,3.6750000,0.0797640,3.7096000
-19.8900000,3.6782000,0.2233400,3.7143000
-19.8800000,3.6814000,0.2233400,3.7223000
-19.8700000,3.6830000,0.2392900,3.7239000
-19.8600000,3.6846000,0.2233400,3.7271000
-19.8500000,3.6862000,0.1276200,3.7255000
-19.8400000,3.6894000,0.1276200,3.7303000
-19.8300000,3.6910000,0.2073800,3.7367000
-19.8200000,3.6894000,-0.0319050,3.7383000
-19.8100000,3.6910000,-0.0319070,3.7415000
-19.8000000,3.6925000,-0.0319070,3.7431000
-19.7900000,3.6878000,-0.0478590,3.7431000
-19.7800000,3.6894000,-0.0319050,3.7447000
-19.7700000,3.6878000,0.0797640,3.7478000
-19.7600000,3.6894000,0.0319060,3.7542000
-19.7500000,3.6925000,-0.0159520,3.7574000
-19.7400000,3.6910000,0.1435700,3.7622000
-19.7300000,3.6910000,0.0638100,3.7654000
-19.7200000,3.6894000,0.1435700,3.7686000
-19.7100000,3.6957000,0.2233400,3.7686000
-19.7000000,3.6973000,0.1754800,3.7718000
-19.6900000,3.6989000,0.0159530,3.7734000
-19.6800000,3.7005000,0.0797650,3.7750000
-19.6700000,3.6957000,0.0000005,3.7782000
-19.6600000,3.6973000,0.0159530,3.7813000
-19.6500000,3.7005000,0.2233400,3.7861000
-19.6400000,3.7005000,0.3350100,3.7845000
-19.6300000,3.7053000,0.2392900,3.7845000
-19.6200000,3.7085000,0.3828700,3.7813000
-19.6100000,3.7133000,0.3828700,3.7813000
-19.6000000,3.7149000,0.4307200,3.7813000
-19.5900000,3.7197000,0.2871500,3.7797000
-19.5800000,3.7245000,0.3350100,3.7829000
-19.5700000,3.7276000,0.1914300,3.7845000
-19.5600000,3.7276000,0.1914300,3.7797000
-19.5500000,3.7292000,0.1595300,3.7750000
-19.5400000,3.7292000,0.2871500,3.7750000
-19.5300000,3.7340000,0.1914300,3.7750000
-19.5200000,3.7372000,0.2392900,3.7750000
-19.5100000,3.7404000,0.0478580,3.7782000
-19.5000000,3.7388000,0.1914300,3.7766000
-19.4900000,3.7388000,0.1435700,3.7766000
-19.4800000,3.7388000,0.2712000,3.7750000
-19.4700000,3.7468000,0.3031000,3.7750000
-19.4600000,3.7500000,0.4147700,3.7734000
-19.4500000,3.7532000,0.2711900,3.7702000
-19.4400000,3.7548000,0.1276200,3.7686000
-19.4300000,3.7564000,0.1595300,3.7654000
-19.4200000,3.7580000,0.0797640,3.7734000
-19.4100000,3.7564000,0.0319070,3.7782000
-19.4000000,3.7595000,-0.0159520,3.7766000
-19.3900000,3.7580000,0.1276200,3.7813000
-19.3800000,3.7580000,0.0319040,3.7797000
-19.3700000,3.7595000,0.2871500,3.7797000
-19.3600000,3.7627000,0.3828600,3.7813000
-19.3500000,3.7659000,0.3828600,3.7893000
-19.3400000,3.7739000,0.3669100,3.7893000
-19.3300000,3.7771000,0.4785800,3.7909000
-19.3200000,3.7787000,0.2871500,3.7909000
-19.3100000,3.7819000,0.3350100,3.7941000
-19.3000000,3.7867000,0.2233400,3.8021000
-19.2900000,3.7883000,0.1914300,3.8069000
-19.2800000,3.7915000,-0.0159540,3.8101000
-19.2700000,3.7883000,0.0159520,3.8117000
-19.2600000,3.7883000,-0.0159520,3.8148000
-19.2500000,3.7867000,0.1435700,3.8196000
-19.2400000,3.7899000,0.3669100,3.8260000
-19.2300000,3.7946000,0.3988200,3.8308000
-19.2200000,3.7994000,0.4466800,3.8340000
-19.2100000,3.8074000,0.4626300,3.8340000
-19.2000000,3.8074000,0.4466800,3.8372000
-19.1900000,3.8122000,0.3190600,3.8388000
-19.1800000,3.8170000,0.4945400,3.8404000
-19.1700000,3.8202000,0.3350100,3.8436000
-19.1600000,3.8250000,0.1116700,3.8483000
-19.1500000,3.8281000,0.0957170,3.8483000
-19.1400000,3.8250000,0.0159540,3.8563000
-19.1300000,3.8218000,-0.1116700,3.8611000
-19.1200000,3.8234000,0.0478580,3.8691000
-19.1100000,3.8250000,0.2073900,3.8707000
