#Time,"P(t), Reactive, bar","P'(t), Reactive, bar/ms","P(t), Non-Reactive, bar"
-19.1000000,3.8266000,0.4307200,3.8675000
-19.0900000,3.8313000,0.4626300,3.8723000
-19.0800000,3.8361000,0.5423900,3.8739000
-19.0700000,3.8457000,0.5104900,3.8755000
-19.0600000,3.8489000,0.3988200,3.8787000
-19.0500000,3.8521000,0.1914300,3.8803000
-19.0400000,3.8537000,0.0638090,3.8850000
-19.0300000,3.8521000,0.1435700,3.8866000
-19.0200000,3.8537000,0.1754800,3.8882000
-19.0100000,3.8537000,0.2233400,3.8898000
-19.0000000,3.8601000,0.2073900,3.8930000
-18.9900000,3.8632000,0.3031000,3.8930000
-18.9800000,3.8632000,0.1595300,3.8978000
-18.9700000,3.8648000,0.1435800,3.8994000
-18.9600000,3.8664000,0.1754800,3.8994000
-18.9500000,3.8680000,0.2073900,3.9010000
-18.9400000,3.8712000,0.2552400,3.9010000
-18.9300000,3.8728000,0.2871500,3.8994000
-18.9200000,3.8760000,0.2073800,3.8978000
-18.9100000,3.8792000,0.2233400,3.9026000
-18.9000000,3.8808000,0.0319050,3.9042000
-18.8900000,3.8808000,0.0159550,3.8994000
-18.8800000,3.8808000,0.0478590,3.9010000
-18.8700000,3.8776000,0.0957180,3.9010000
-18.8600000,3.8808000,0.0159550,3.9026000
-18.8500000,3.8840000,0.2712000,3.9058000
-18.8400000,3.8856000,0.2712000,3.9058000
-18.8300000,3.8856000,0.1276200,3.9106000
-18.8200000,3.8904000,0.1116700,3.9106000
-18.8100000,3.8920000,0.1914300,3.9138000
-18.8000000,3.8904000,0.0957150,3.9138000
-18.7900000,3.8920000,0.0319040,3.9153000
-18.7800000,3.8936000,0.2392900,3.9169000
-18.7700000,3.8951000,0.1595300,3.9185000
-18.7600000,3.8967000,0.2392900,3.9233000
-18.7500000,3.9015000,0.3031000,3.9249000
-18.7400000,3.9015000,0.2711900,3.9249000
-18.7300000,3.9063000,0.1595300,3.9297000
-18.7200000,3.9095000,0.3988200,3.9313000
-18.7100000,3.9095000,0.2711900,3.9345000
-18.7000000,3.9127000,0.2233400,3.9393000
-18.6900000,3.9191000,0.2392900,3.9425000
-18.6800000,3.9191000,0.1914300,3.9441000
-18.6700000,3.9207000,0.1276200,3.9504000
-18.6600000,3.9207000,0.3350100,3.9536000
-18.6500000,3.9223000,0.3031000,3.9520000
-18.6400000,3.9286000,0.2712000,3.9536000
-18.6300000,3.9350000,0.2712000,3.9536000
-18.6200000,3.9350000,0.1595300,3.9552000
-18.6100000,3.9334000,0.0319050,3.9568000
-18.6000000,3.9334000,0.1116700,3.9600000
-18.5900000,3.9350000,0.1595300,3.9648000
-18.5800000,3.9382000,0.1914300,3.9680000
-18.5700000,3.9414000,0.1435700,3.9712000
-18.5600000,3.9414000,0.0319050,3.9712000
-18.5500000,3.9414000,-0.0638110,3.9744000
-18.5400000,3.9398000,-0.0957160,3.9760000
-18.5300000,3.9382000,0.0000000,3.9760000
-18.5200000,3.9382000,-0.0478580,3.9776000
-18.5100000,3.9382000,0.0797640,3.9760000
-18.5000000,3.9414000,0.0957160,3.9776000
-18.4900000,3.9398000,0.2073800,3.9792000
-18.4800000,3.9430000,0.1435700,3.9808000
-18.4700000,3.9446000,0.2392900,3.9792000
-18.4600000,3.9478000,0.1116700,3.9792000
-18.4500000,3.9494000,0.0638110,3.9823000
-18.4400000,3.9494000,0.0159530,3.9855000
-18.4300000,3.9478000,0.1116700,3.9887000
-18.4200000,3.9478000,0.2233400,3.9903000
-18.4100000,3.9510000,0.2871500,3.9871000
-18.4000000,3.9574000,0.3828700,3.9855000
-18.3900000,3.9621000,0.4466800,3.9871000
-18.3800000,3.9637000,0.2392900,3.9871000
-18.3700000,3.9669000,0.2552400,3.9887000
-18.3600000,3.9701000,0.3828700,3.9935000
-18.3500000,3.9701000,0.2552400,3.9967000
-18.3400000,3.9765000,0.3350100,3.9999000
-18.3300000,3.9813000,0.4147700,4.0015000
-18.3200000,3.9813000,0.3350100,4.0015000
-18.3100000,3.9877000,0.2712000,4.0031000
-18.3000000,3.9893000,0.3669100,4.0015000
-18.2900000,3.9925000,0.2073900,4.0047000
-18.2800000,3.9956000,0.2552400,4.0079000
-18.2700000,3.9972000,0.2392900,4.0111000
-18.2600000,3.9988000,0.2712000,4.0127000
-18.2500000,4.0020000,0.3190500,4.0174000
-18.2400000,4.0052000,0.3350100,4.0158000
-18.2300000,4.0100000,0.3190600,4.0174000
-18.2200000,4.0132000,0.2552400,4.0206000
-18.2100000,4.0148000,0.1754800,4.0270000
-18.2000000,4.0164000,0.1595300,4.0302000
-18.1900000,4.0164000,0.0638130,4.0318000
-18.1800000,4.0180000,0.0159530,4.0398000
-18.1700000,4.0196000,0.1754800,4.0430000
-18.1600000,4.0180000,0.0957150,4.0446000
-18.1500000,4.0196000,0.1754800,4.0446000
-18.1400000,4.0244000,0.2552400,4.0478000
-18.1300000,4.0244000,0.1754800,4.0509000
-18.1200000,4.0292000,0.1276200,4.0557000
-18.1100000,4.0292000,0.1276200,4.0589000
-18.1000000,4.0276000,0.0957160,4.0653000
-18.0900000,4.0307000,0.1754800,4.0669000
-18.0800000,4.0307000,0.2073900,4.0685000
-18.0700000,4.0355000,0.2392900,4.0701000
-18.0600000,4.0387000,0.2711900,4.0733000
-18.0500000,4.0387000,0.3350100,4.0781000
-18.0400000,4.0435000,0.2552400,4.0828000
-18.0300000,4.0451000,0.3669100,4.0844000
-18.0200000,4.0515000,0.3190500,4.0860000
-18.0100000,4.0531000,0.3669100,4.0908000
-18.0000000,4.0563000,0.1914300,4.0988000
-17.9900000,4.0595000,0.2711900,4.1004000
-17.9800000,4.0611000,0.3031000,4.1004000
-17.9700000,4.0627000,0.2871500,4.1020000
-17.9600000,4.0674000,0.4466700,4.1020000
-17.9500000,4.0722000,0.5743000,4.1068000
-17.9400000,4.0770000,0.4785800,4.1068000
-17.9300000,4.0850000,0.5264400,4.1116000
-17.9200000,4.0898000,0.4307200,4.1164000
-17.9100000,4.0914000,0.3031000,4.1179000
-17.9000000,4.0962000,0.2711900,4.1179000
-17.8900000,4.0962000,0.2392900,4.1227000
-17.8800000,4.0993000,0.1754800,4.1243000
-17.8700000,4.1025000,0.2073800,4.1291000
-17.8600000,4.1025000,0.3350100,4.1323000
-17.8500000,4.1057000,0.0319050,4.1323000
-17.8400000,4.1073000,0.2233400,4.1387000
-17.8300000,4.1121000,0.2073900,4.1419000
-17.8200000,4.1073000,0.2552400,4.1435000
-17.8100000,4.1137000,0.2073900,4.1419000
-17.8000000,4.1169000,0.3669100,4.1419000
-17.7900000,4.1201000,0.3190500,4.1451000
-17.7800000,4.1249000,0.3350100,4.1451000
-17.7700000,4.1249000,0.3669100,4.1467000
-17.7600000,4.1297000,0.1116700,4.1514000
-17.7500000,4.1328000,0.1595300,4.1530000
-17.7400000,4.1344000,0.1754800,4.1562000
-17.7300000,4.1312000,0.1116700,4.1578000
-17.7200000,4.1328000,0.0957170,4.1578000
-17.7100000,4.1376000,0.2871500,4.1610000
-17.7000000,4.1392000,0.3031000,4.1658000
-17.6900000,4.1424000,0.2552400,4.1674000
-17.6800000,4.1456000,0.2871500,4.1706000
-17.6700000,4.1472000,0.2073900,4.1706000
-17.6600000,4.1504000,0.0797650,4.1722000
-17.6500000,4.1520000,0.3509600,4.1722000
-17.6400000,4.1520000,0.2712000,4.1706000
-17.6300000,4.1536000,0.2233400,4.1722000
-17.6200000,4.1632000,0.2552400,4.1754000
-17.6100000,4.1632000,0.2233400,4.1786000
-17.6000000,4.1632000,0.0000005,4.1818000
-17.5900000,4.1632000,0.1116700,4.1881000
-17.5800000,4.1616000,0.1116700,4.1913000
-17.5700000,4.1647000,-0.0957160,4.1977000
-17.5600000,4.1679000,0.1116700,4.1993000
-17.5500000,4.1663000,0.0957170,4.2009000
-17.5400000,4.1616000,-0.0638090,4.2073000
-17.5300000,4.1663000,0.0478580,4.2057000
-17.5200000,4.1679000,0.2871500,4.2089000
-17.5100000,4.1679000,0.2871500,4.2137000
-17.5000000,4.1727000,0.2392900,4.2153000
-17.4900000,4.1759000,0.3828700,4.2169000
-17.4800000,4.1807000,0.3828700,4.2216000
-17.4700000,4.1823000,0.4147700,4.2264000
-17.4600000,4.1871000,0.2871500,4.2312000
-17.4500000,4.1919000,0.3828600,4.2344000
-17.4400000,4.1951000,0.4147700,4.2360000
-17.4300000,4.1967000,0.3190500,4.2392000
-17.4200000,4.2014000,0.2712000,4.2440000
-17.4100000,4.2062000,0.4147700,4.2488000
-17.4000000,4.2078000,0.4466800,4.2519000
-17.3900000,4.2110000,0.2871500,4.2504000
-17.3800000,4.2174000,0.4147700,4.2504000
-17.3700000,4.2222000,0.6062000,4.2519000
-17.3600000,4.2238000,0.6381100,4.2567000
-17.3500000,4.2317000,0.5583400,4.2583000
-17.3400000,4.2413000,0.5423900,4.2615000
-17.3300000,4.2477000,0.4945300,4.2663000
-17.3200000,4.2493000,0.4466700,4.2679000
-17.3100000,4.2493000,0.1754800,4.2711000
-17.3000000,4.2541000,0.0957160,4.2727000
-17.2900000,4.2589000,0.2073900,4.2759000
-17.2800000,4.2557000,0.1754800,4.2759000
-17.2700000,4.2557000,0.0319070,4.2791000
-17.2600000,4.2589000,0.3190500,4.2775000
-17.2500000,4.2621000,0.3509600,4.2823000
-17.2400000,4.2652000,0.2233400,4.2902000
-17.2300000,4.2716000,0.2871500,4.2934000
-17.2200000,4.2716000,0.3828700,4.2950000
-17.2100000,4.2716000,0.3350100,4.2998000
-17.2000000,4.2780000,0.4466800,4.2998000
-17.1900000,4.2844000,0.6062000,4.3030000
-17.1800000,4.2908000,0.4626300,4.3094000
-17.1700000,4.2956000,0.3988200,4.3110000
-17.1600000,4.2988000,0.1754800,4.3110000
-17.1500000,4.2988000,0.0957170,4.3126000
-17.1400000,4.3003000,0.2073800,4.3142000
-17.1300000,4.2988000,0.1595300,4.3205000
-17.1200000,4.3019000,0.0957160,4.3221000
-17.1100000,4.3083000,0.2552400,4.3221000
-17.1000000,4.3067000,0.3828600,4.3301000
-17.0900000,4.3083000,0.2392900,4.3333000
-17.0800000,4.3131000,0.3828600,4.3397000
-17.0700000,4.3195000,0.4147700,4.3429000
-17.0600000,4.3227000,0.3988200,4.3477000
-17.0500000,4.3259000,0.1276200,4.3509000
-17.0400000,4.3275000,0.2233400,4.3493000
-17.0300000,4.3291000,0.2552500,4.3525000
-17.0200000,4.3275000,0.1914300,4.3572000
-17.0100000,4.3338000,0.0638120,4.3604000
-17.0000000,4.3370000,0.1754800,4.3636000
-16.9900000,4.3354000,0.1116700,4.3700000
-16.9800000,4.3338000,0.1116700,4.3716000
-16.9700000,4.3354000,0.2073900,4.3780000
-16.9600000,4.3402000,0.3031000,4.3796000
-16.9500000,4.3450000,0.4466800,4.3844000
-16.9400000,4.3482000,0.4626300,4.3860000
-16.9300000,4.3514000,0.3988200,4.3891000
-16.9200000,4.3578000,0.4466800,4.3939000
-16.9100000,4.3626000,0.4945300,4.3955000
-16.9000000,4.3658000,0.3988200,4.3939000
-16.8900000,4.3705000,0.2871500,4.3987000
-16.8800000,4.3737000,0.2552400,4.3987000
-16.8700000,4.3753000,0.0957160,4.4019000
-16.8600000,4.3753000,-0.0638100,4.4035000
-16.8500000,4.3753000,0.0797630,4.4067000
-16.8400000,4.3737000,0.2392900,4.4099000
-16.8300000,4.3737000,0.1595300,4.4163000
-16.8200000,4.3817000,0.2392900,4.4195000
-16.8100000,4.3865000,0.3509600,4.4210000
-16.8000000,4.3849000,0.1914300,4.4210000
-16.7900000,4.3865000,0.0319070,4.4226000
-16.7800000,4.3881000,0.1914300,4.4258000
-16.7700000,4.3897000,0.2871500,4.4242000
-16.7600000,4.3913000,0.2871500,4.4290000
-16.7500000,4.3961000,0.3350100,4.4322000
-16.7400000,4.4008000,0.1914300,4.4338000
-16.7300000,4.4024000,0.2233400,4.4354000
-16.7200000,4.4040000,0.1276200,4.4386000
-16.7100000,4.4008000,0.1116700,4.4434000
-16.7000000,4.4056000,0.0797640,4.4434000
-16.6900000,4.4072000,0.3031000,4.4450000
-16.6800000,4.4088000,0.2871500,4.4498000
-16.6700000,4.4120000,0.4785800,4.4498000
-16.6600000,4.4168000,0.4785800,4.4545000
-16.6500000,4.4232000,0.5423900,4.4545000
-16.6400000,4.4312000,0.3669100,4.4593000
-16.6300000,4.4328000,0.3350100,4.4593000
-16.6200000,4.4359000,0.2552400,4.4609000
-16.6100000,4.4343000,0.3509600,4.4609000
-16.6000000,4.4391000,0.3190500,4.4673000
-16.5900000,4.4455000,0.4785800,4.4657000
-16.5800000,4.4503000,0.3350100,4.4689000
-16.5700000,4.4535000,0.2073900,4.4753000
-16.5600000,4.4551000,0.1754800,4.4753000
-16.5500000,4.4535000,0.0797640,4.4769000
-16.5400000,4.4551000,0.2073900,4.4785000
-16.5300000,4.4583000,0.2073900,4.4833000
-16.5200000,4.4599000,0.3350100,4.4849000
-16.5100000,4.4663000,0.3669100,4.4865000
-16.5000000,4.4663000,0.4466700,4.4960000
-16.4900000,4.4726000,0.3350100,4.4976000
-16.4800000,4.4774000,0.4307200,4.5008000
-16.4700000,4.4806000,0.2712000,4.5040000
-16.4600000,4.4838000,0.3509600,4.5104000
-16.4500000,4.4854000,0.2552500,4.5152000
-16.4400000,4.4870000,0.2392900,4.5168000
-16.4300000,4.4934000,0.2712000,4.5200000
-16.4200000,4.4934000,0.3509600,4.5247000
-16.4100000,4.4966000,0.2392900,4.5327000
-16.4000000,4.4998000,0.3031000,4.5375000
-16.3900000,4.5029000,0.2552500,4.5439000
-16.3800000,4.5061000,0.2712000,4.5487000
-16.3700000,4.5077000,0.2233400,4.5503000
-16.3600000,4.5093000,0.1914300,4.5566000
-16.3500000,4.5125000,0.2392900,4.5614000
-16.3400000,4.5141000,0.3350100,4.5646000
-16.3300000,4.5173000,0.4945300,4.5646000
-16.3200000,4.5221000,0.4307200,4.5662000
-16.3100000,4.5285000,0.5104900,4.5726000
-16.3000000,4.5364000,0.4785800,4.5710000
-16.2900000,4.5364000,0.3190500,4.5742000
-16.2800000,4.5412000,0.1914300,4.5790000
-16.2700000,4.5428000,0.3509600,4.5854000
-16.2600000,4.5428000,0.1276200,4.5838000
-16.2500000,4.5476000,0.1754800,4.5870000
-16.2400000,4.5508000,0.3509600,4.5901000
-16.2300000,4.5492000,0.2552400,4.5949000
-16.2200000,4.5540000,0.2073900,4.5981000
-16.2100000,4.5588000,0.3669100,4.6029000
-16.2000000,4.5604000,0.3190500,4.6061000
-16.1900000,4.5636000,0.2711900,4.6109000
-16.1800000,4.5668000,0.4147700,4.6109000
-16.1700000,4.5699000,0.3828600,4.6141000
-16.1600000,4.5747000,0.4466700,4.6157000
-16.1500000,4.5811000,0.5423900,4.6205000
-16.1400000,4.5843000,0.6062000,4.6252000
-16.1300000,4.5907000,0.4307200,4.6316000
-16.1200000,4.5971000,0.4147700,4.6364000
-16.1100000,4.6019000,0.3350100,4.6412000
-16.1000000,4.6019000,0.2552400,4.6476000
-16.0900000,4.6034000,0.3350100,4.6540000
-16.0800000,4.6066000,0.3669100,4.6571000
-16.0700000,4.6114000,0.3669100,4.6603000
-16.0600000,4.6194000,0.5104900,4.6635000
-16.0500000,4.6210000,0.5743000,4.6635000
-16.0400000,4.6242000,0.3669100,4.6667000
-16.0300000,4.6322000,0.3988200,4.6683000
-16.0200000,4.6369000,0.4785800,4.6715000
-16.0100000,4.6385000,0.3669100,4.6715000
-16.0000000,4.6417000,0.3988200,4.6747000
-15.9900000,4.6465000,0.4945300,4.6779000
-15.9800000,4.6513000,0.3828700,4.6859000
-15.9700000,4.6577000,0.3031000,4.6843000
-15.9600000,4.6609000,0.3031000,4.6843000
-15.9500000,4.6593000,0.1754800,4.6859000
-15.9400000,4.6609000,0.0638100,4.6906000
-15.9300000,4.6641000,0.2233400,4.6938000
-15.9200000,4.6657000,0.3190500,4.6986000
-15.9100000,4.6673000,0.2552400,4.6970000
-15.9000000,4.6720000,0.4785800,4.6986000
-15.8900000,4.6768000,0.3988200,4.7034000
-15.8800000,4.6800000,0.3509600,4.7050000
-15.8700000,4.6880000,0.3509600,4.7066000
-15.8600000,4.6864000,0.4147700,4.7082000
-15.8500000,4.6896000,0.1754800,4.7130000
-15.8400000,4.6944000,0.3031000,4.7162000
-15.8300000,4.6976000,0.3669100,4.7194000
-15.8200000,4.6992000,0.3350100,4.7162000
-15.8100000,4.7024000,0.2711900,4.7162000
-15.8000000,4.7071000,0.3350100,4.7194000
-15.7900000,4.7103000,0.2392900,4.7194000
-15.7800000,4.7119000,0.3828600,4.7210000
-15.7700000,4.7151000,0.3828600,4.7305000
-15.7600000,4.7167000,0.3988200,4.7369000
-15.7500000,4.7263000,0.3509600,4.7433000
-15.7400000,4.7295000,0.4147700,4.7449000
-15.7300000,4.7311000,0.2233400,4.7465000
-15.7200000,4.7327000,0.1914300,4.7497000
-15.7100000,4.7343000,0.3031000,4.7576000
-15.7000000,4.7374000,0.2073900,4.7656000
-15.6900000,4.7406000,0.3190500,4.7672000
-15.6800000,4.7454000,0.3988200,4.7720000
-15.6700000,4.7454000,0.4466800,4.7768000
-15.6600000,4.7518000,0.4307300,4.7848000
-15.6500000,4.7582000,0.5104900,4.7927000
-15.6400000,4.7630000,0.4147700,4.7959000
-15.6300000,4.7678000,0.4626300,4.8007000
-15.6200000,4.7694000,0.3350100,4.8103000
-15.6100000,4.7725000,0.2871500,4.8167000
-15.6000000,4.7789000,0.2871500,4.8215000
-15.5900000,4.7789000,0.3509600,4.8231000
-15.5800000,4.7821000,0.0797640,4.8262000
-15.5700000,4.7837000,0.3031000,4.8278000
-15.5600000,4.7869000,0.3350100,4.8294000
-15.5500000,4.7869000,0.3828700,4.8278000
-15.5400000,4.7949000,0.3669100,4.8326000
-15.5300000,4.7997000,0.4945300,4.8374000
-15.5200000,4.8029000,0.2712000,4.8422000
-15.5100000,4.8060000,0.1914300,4.8438000
-15.5000000,4.8076000,0.2712000,4.8438000
-15.4900000,4.8076000,0.3190500,4.8470000
-15.4800000,4.8108000,0.2871500,4.8470000
-15.4700000,4.8172000,0.4147700,4.8486000
-15.4600000,4.8220000,0.3509600,4.8486000
-15.4500000,4.8236000,0.2392900,4.8486000
-15.4400000,4.8268000,0.2552400,4.8534000
-15.4300000,4.8268000,0.3190500,4.8582000
-15.4200000,4.8300000,0.3669100,4.8613000
-15.4100000,4.8364000,0.4785800,4.8661000
-15.4000000,4.8411000,0.6062000,4.8709000
-15.3900000,4.8475000,0.4785800,4.8757000
-15.3800000,4.8523000,0.5902500,4.8789000
-15.3700000,4.8587000,0.5902500,4.8869000
-15.3600000,4.8619000,0.4626300,4.8996000
-15.3500000,4.8699000,0.3988200,4.9028000
-15.3400000,4.8746000,0.4945300,4.9092000
-15.3300000,4.8746000,0.2871500,4.9156000
-15.3200000,4.8794000,0.4307200,4.9204000
-15.3100000,4.8842000,0.6062000,4.9236000
-15.3000000,4.8874000,0.5264400,4.9252000
-15.2900000,4.8986000,0.4785800,4.9252000
-15.2800000,4.9034000,0.5743000,4.9283000
-15.2700000,4.9050000,0.2871500,4.9379000
-15.2600000,4.9081000,0.2392900,4.9443000
-15.2500000,4.9113000,0.3828700,4.9491000
-15.2400000,4.9129000,0.4307200,4.9507000
-15.2300000,4.9177000,0.2552400,4.9523000
-15.2200000,4.9241000,0.3669100,4.9602000
-15.2100000,4.9273000,0.3031000,4.9666000
-15.2000000,4.9257000,0.2871500,4.9666000
-15.1900000,4.9305000,0.4785800,4.9714000
-15.1800000,4.9337000,0.5423900,4.9746000
-15.1700000,4.9416000,0.2712000,4.9762000
-15.1600000,4.9512000,0.5743000,4.9762000
-15.1500000,4.9496000,0.4785800,4.9810000
-15.1400000,4.9480000,0.0957160,4.9794000
-15.1300000,4.9592000,0.3190500,4.9810000
-15.1200000,4.9608000,0.5583400,4.9842000
-15.1100000,4.9608000,0.3828600,4.9890000
-15.1000000,4.9688000,0.4147700,4.9953000
-15.0900000,4.9735000,0.6381100,5.0017000
-15.0800000,4.9799000,0.5264400,5.0081000
-15.0700000,4.9847000,0.5743000,5.0065000
-15.0600000,4.9911000,0.5742900,5.0097000
-15.0500000,4.9959000,0.5902500,5.0129000
-15.0400000,5.0023000,0.5264400,5.0193000
-15.0300000,5.0086000,0.6062000,5.0209000
-15.0200000,5.0134000,0.5423900,5.0193000
-15.0100000,5.0182000,0.4945300,5.0209000
-15.0000000,5.0246000,0.3828600,5.0272000
-14.9900000,5.0278000,0.2871500,5.0336000
-14.9800000,5.0310000,0.2711900,5.0384000
-14.9700000,5.0310000,0.3350100,5.0416000
-14.9600000,5.0326000,0.2073800,5.0448000
-14.9500000,5.0390000,0.3988200,5.0528000
-14.9400000,5.0437000,0.5902500,5.0592000
-14.9300000,5.0453000,0.4785800,5.0608000
-14.9200000,5.0533000,0.3988200,5.0655000
-14.9100000,5.0597000,0.3988200,5.0719000
-14.9000000,5.0613000,0.3031000,5.0767000
-14.8900000,5.0629000,0.1116700,5.0799000
-14.8800000,5.0629000,0.2392900,5.0831000
-14.8700000,5.0661000,0.2392900,5.0911000
-14.8600000,5.0677000,0.3988200,5.0990000
-14.8500000,5.0741000,0.3350100,5.1054000
-14.8400000,5.0772000,0.3988200,5.1102000
-14.8300000,5.0820000,0.3190600,5.1182000
-14.8200000,5.0836000,0.3988200,5.1246000
-14.8100000,5.0868000,0.4307200,5.1309000
-14.8000000,5.0916000,0.4626300,5.1373000
-14.7900000,5.0980000,0.4945300,5.1389000
-14.7800000,5.1044000,0.5583500,5.1405000
-14.7700000,5.1076000,0.5423900,5.1421000
-14.7600000,5.1123000,0.4626300,5.1485000
-14.7500000,5.1187000,0.3828700,5.1501000
-14.7400000,5.1235000,0.4945300,5.1501000
-14.7300000,5.1267000,0.5104900,5.1549000
-14.7200000,5.1283000,0.3031000,5.1597000
-14.7100000,5.1363000,0.3350100,5.1613000
-14.7000000,5.1411000,0.3828700,5.1660000
-14.6900000,5.1395000,0.3828700,5.1724000
-14.6800000,5.1442000,0.3509600,5.1772000
-14.6700000,5.1474000,0.4945300,5.1788000
-14.6600000,5.1554000,0.3190500,5.1820000
-14.6500000,5.1602000,0.4626300,5.1852000
-14.6400000,5.1618000,0.3350100,5.1900000
-14.6300000,5.1618000,0.2871500,5.1916000
-14.6200000,5.1682000,0.2712000,5.1963000
-14.6100000,5.1714000,0.3509600,5.1948000
-14.6000000,5.1746000,0.1754800,5.1963000
-14.5900000,5.1761000,0.4466700,5.1995000
-14.5800000,5.1777000,0.3350000,5.2043000
-14.5700000,5.1809000,0.3350000,5.2139000
-14.5600000,5.1921000,0.4785800,5.2139000
-14.5500000,5.1921000,0.5902500,5.2171000
-14.5400000,5.1953000,0.2073800,5.2251000
-14.5300000,5.2017000,0.3031000,5.2298000
-14.5200000,5.2049000,0.4466700,5.2362000
-14.5100000,5.2049000,0.4466800,5.2458000
-14.5000000,5.2096000,0.3828600,5.2490000
-14.4900000,5.2176000,0.5583400,5.2490000
-14.4800000,5.2240000,0.6221500,5.2506000
-14.4700000,5.2272000,0.6221500,5.2586000
-14.4600000,5.2336000,0.4626200,5.2633000
-14.4500000,5.2400000,0.5104800,5.2649000
-14.4400000,5.2463000,0.4945300,5.2713000
-14.4300000,5.2479000,0.5264400,5.2745000
-14.4200000,5.2527000,0.5264400,5.2777000
-14.4100000,5.2591000,0.6700100,5.2873000
-14.4000000,5.2671000,0.7657300,5.2905000
-14.3900000,5.2751000,0.4466800,5.2969000
-14.3800000,5.2814000,0.5104900,5.3032000
-14.3700000,5.2862000,0.6062000,5.3048000
-14.3600000,5.2830000,0.5902500,5.3128000
-14.3500000,5.2942000,0.5902500,5.3208000
-14.3400000,5.3054000,0.8135900,5.3288000
-14.3300000,5.3117000,0.5743000,5.3319000
-14.3200000,5.3181000,0.6381100,5.3319000
-14.3100000,5.3197000,0.4626300,5.3319000
-14.3000000,5.3229000,0.4307300,5.3351000
-14.2900000,5.3341000,0.4307200,5.3479000
-14.2800000,5.3341000,0.3669100,5.3575000
-14.2700000,5.3389000,0.0000015,5.3591000
-14.2600000,5.3389000,0.3669100,5.3623000
-14.2500000,5.3373000,0.3988200,5.3670000
-14.2400000,5.3405000,0.4147700,5.3686000
-14.2300000,5.3532000,0.5423900,5.3766000
-14.2200000,5.3596000,0.5423900,5.3814000
-14.2100000,5.3612000,0.2871500,5.3862000
-14.2000000,5.3628000,0.1435700,5.3926000
-14.1900000,5.3628000,0.2871500,5.4021000
-14.1800000,5.3660000,0.2711900,5.4101000
-14.1700000,5.3692000,0.3828600,5.4149000
-14.1600000,5.3756000,0.1754800,5.4197000
-14.1500000,5.3772000,0.1754800,5.4229000
-14.1400000,5.3787000,0.2871500,5.4261000
-14.1300000,5.3756000,0.4307200,5.4309000
-14.1200000,5.3803000,0.1914300,5.4404000
-14.1100000,5.3915000,0.4307200,5.4484000
-14.1000000,5.3963000,0.6540600,5.4564000
-14.0900000,5.3931000,0.4147700,5.4580000
-14.0800000,5.3995000,0.2711900,5.4612000
-14.0700000,5.4091000,0.7816800,5.4675000
-14.0600000,5.4122000,0.6062000,5.4707000
-14.0500000,5.4170000,0.3828700,5.4771000
-14.0400000,5.4282000,0.4626300,5.4835000
-14.0300000,5.4266000,0.5583500,5.4867000
-14.0200000,5.4298000,0.3031000,5.4899000
-14.0100000,5.4362000,0.5423900,5.4915000
-14.0000000,5.4426000,0.8295400,5.4947000
-13.9900000,5.4489000,0.8135900,5.4979000
-13.9800000,5.4585000,0.8933500,5.5010000
-13.9700000,5.4713000,0.7816800,5.5074000
-13.9600000,5.4777000,0.8933500,5.5090000
-13.9500000,5.4856000,0.6859700,5.5170000
-13.9400000,5.4888000,0.7019200,5.5218000
-13.9300000,5.5000000,0.7657300,5.5282000
-13.9200000,5.5064000,0.9093000,5.5314000
-13.9100000,5.5143000,0.7976400,5.5330000
-13.9000000,5.5255000,0.7019200,5.5345000
-13.8900000,5.5319000,0.7019200,5.5409000
-13.8800000,5.5383000,0.7338200,5.5473000
-13.8700000,5.5415000,0.6221600,5.5489000
-13.8600000,5.5494000,0.7019200,5.5553000
-13.8500000,5.5606000,0.6062000,5.5617000
-13.8400000,5.5638000,0.6381100,5.5649000
-13.8300000,5.5718000,0.5423900,5.5712000
-13.8200000,5.5718000,0.5743000,5.5840000
-13.8100000,5.5798000,0.4785800,5.5872000
-13.8000000,5.5877000,0.5104900,5.5920000
-13.7900000,5.5909000,0.4785800,5.5952000
-13.7800000,5.5957000,0.2552400,5.5984000
-13.7700000,5.5957000,0.3509600,5.6047000
-13.7600000,5.6005000,0.3031000,5.6111000
-13.7500000,5.6021000,0.4626300,5.6127000
-13.7400000,5.6085000,0.4307200,5.6159000
-13.7300000,5.6133000,0.4147700,5.6191000
-13.7200000,5.6180000,0.2871500,5.6207000
-13.7100000,5.6212000,0.3828600,5.6239000
-13.7000000,5.6212000,0.3669100,5.6319000
-13.6900000,5.6244000,0.3828600,5.6335000
-13.6800000,5.6324000,0.4785800,5.6382000
-13.6700000,5.6372000,0.5104900,5.6446000
-13.6600000,5.6420000,0.3350100,5.6462000
-13.6500000,5.6452000,0.5743000,5.6510000
-13.6400000,5.6483000,0.6062000,5.6574000
-13.6300000,5.6531000,0.4466700,5.6606000
-13.6200000,5.6659000,0.6381100,5.6622000
-13.6100000,5.6707000,0.7497800,5.6701000
-13.6000000,5.6707000,0.4307200,5.6781000
-13.5900000,5.6803000,0.3031000,5.6829000
-13.5800000,5.6850000,0.5583400,5.6893000
-13.5700000,5.6866000,0.5104900,5.6909000
-13.5600000,5.6898000,0.4785800,5.6957000
-13.5500000,5.6978000,0.5902500,5.7005000
-13.5400000,5.7058000,0.5423900,5.7084000
