Norm. Time,MCH,MCH-1,MCH-2,MCH-3,CYCHEXCH2
1.6958,0.0030708,0.00010457,0.00054552,0.0006136,0.00029953
1.697,0.0030653,0.00010464,0.00054547,0.00061353,0.00029947
1.6988,0.0030565,0.00010474,0.0005454,0.0006134,0.00029937
1.6991,0.0030556,0.00010475,0.00054539,0.00061339,0.00029936
1.7002,0.0030503,0.00010481,0.00054534,0.00061331,0.0002993
1.7021,0.0030413,0.00010491,0.00054526,0.00061317,0.0002992
1.7021,0.0030412,0.00010491,0.00054526,0.00061317,0.00029919
1.7025,0.0030392,0.00010493,0.00054524,0.00061314,0.00029917
1.7041,0.0030315,0.00010502,0.00054517,0.00061302,0.00029908
1.7053,0.0030258,0.00010508,0.00054511,0.00061293,0.00029901
1.706,0.0030225,0.00010512,0.00054508,0.00061288,0.00029897
1.7097,0.0030046,0.00010532,0.00054489,0.00061258,0.00029876
1.7117,0.002995,0.00010542,0.00054479,0.00061241,0.00029864
1.712,0.0029937,0.00010544,0.00054477,0.00061239,0.00029862
1.7136,0.0029857,0.00010553,0.00054468,0.00061225,0.00029852
1.7149,0.0029793,0.0001056,0.00054461,0.00061213,0.00029844
1.7151,0.0029784,0.00010561,0.0005446,0.00061211,0.00029843
1.7163,0.0029724,0.00010567,0.00054453,0.000612,0.00029835
1.7182,0.0029636,0.00010577,0.00054442,0.00061184,0.00029823
1.7182,0.0029633,0.00010577,0.00054441,0.00061183,0.00029823
1.7188,0.0029605,0.0001058,0.00054438,0.00061178,0.00029819
1.7214,0.0029477,0.00010594,0.00054422,0.00061153,0.00029802
1.7246,0.0029317,0.00010611,0.000544,0.0006112,0.0002978
1.7247,0.0029314,0.00010612,0.000544,0.0006112,0.0002978
1.7251,0.0029291,0.00010614,0.00054396,0.00061115,0.00029777
1.7273,0.0029181,0.00010626,0.00054381,0.00061091,0.00029761
1.7278,0.0029153,0.00010629,0.00054377,0.00061085,0.00029757
1.7286,0.0029115,0.00010633,0.00054371,0.00061077,0.00029752
1.731,0.0028993,0.00010646,0.00054353,0.0006105,0.00029734
1.7311,0.0028989,0.00010646,0.00054352,0.00061049,0.00029734
1.732,0.0028943,0.00010651,0.00054345,0.00061039,0.00029727
1.7343,0.002883,0.00010663,0.00054328,0.00061013,0.0002971
1.7344,0.002882,0.00010664,0.00054326,0.0006101,0.00029709
1.7363,0.0028726,0.00010674,0.00054311,0.00060988,0.00029695
1.7375,0.0028665,0.00010681,0.00054301,0.00060974,0.00029685
1.7378,0.0028649,0.00010682,0.00054298,0.0006097,0.00029683
1.7396,0.0028555,0.00010692,0.00054282,0.00060947,0.00029668
1.7407,0.00285,0.00010698,0.00054273,0.00060933,0.0002966
1.741,0.0028486,0.00010699,0.0005427,0.0006093,0.00029658
1.7428,0.0028392,0.00010709,0.00054254,0.00060906,0.00029643
1.7439,0.0028334,0.00010715,0.00054243,0.00060891,0.00029633
1.7441,0.0028324,0.00010716,0.00054241,0.00060888,0.00029632
1.7455,0.0028254,0.00010723,0.00054228,0.0006087,0.00029621
1.7471,0.0028166,0.00010733,0.00054212,0.00060847,0.00029606
1.7472,0.0028164,0.00010733,0.00054212,0.00060846,0.00029606
1.7477,0.0028139,0.00010735,0.00054207,0.00060839,0.00029602
1.7497,0.002803,0.00010746,0.00054186,0.0006081,0.00029584
1.7505,0.0027991,0.0001075,0.00054178,0.00060799,0.00029577
1.7516,0.0027929,0.00010757,0.00054166,0.00060781,0.00029567
1.7536,0.0027826,0.00010767,0.00054145,0.00060752,0.00029549
1.7536,0.0027822,0.00010768,0.00054144,0.00060751,0.00029548
1.7545,0.0027777,0.00010772,0.00054135,0.00060738,0.00029541
1.7568,0.0027655,0.00010784,0.0005411,0.00060702,0.00029519
1.7569,0.002765,0.00010785,0.00054109,0.00060701,0.00029519
1.7575,0.0027617,0.00010788,0.00054101,0.00060691,0.00029513
1.7599,0.0027489,0.00010801,0.00054074,0.00060653,0.0002949
1.7601,0.0027479,0.00010802,0.00054072,0.00060649,0.00029488
1.7609,0.0027435,0.00010806,0.00054062,0.00060636,0.0002948
1.7632,0.0027308,0.00010819,0.00054033,0.00060596,0.00029457
1.7634,0.0027298,0.0001082,0.00054031,0.00060593,0.00029455
1.7651,0.0027205,0.00010829,0.00054009,0.00060563,0.00029438
1.7697,0.0026954,0.00010853,0.00053949,0.00060481,0.0002939
1.7698,0.0026949,0.00010854,0.00053948,0.00060479,0.00029389
1.7706,0.00269,0.00010858,0.00053936,0.00060463,0.0002938
1.7729,0.0026775,0.0001087,0.00053905,0.0006042,0.00029355
1.773,0.0026771,0.00010871,0.00053904,0.00060419,0.00029355
1.7737,0.002673,0.00010875,0.00053893,0.00060404,0.00029347
1.7761,0.0026595,0.00010887,0.00053858,0.00060357,0.0002932
1.7762,0.0026589,0.00010888,0.00053857,0.00060355,0.00029318
1.7773,0.0026528,0.00010894,0.0005384,0.00060333,0.00029306
1.7793,0.0026411,0.00010904,0.00053809,0.00060291,0.00029282
1.7796,0.0026394,0.00010906,0.00053804,0.00060284,0.00029279
1.782,0.0026261,0.00010918,0.00053768,0.00060235,0.00029251
1.7858,0.0026042,0.00010938,0.00053705,0.00060151,0.00029204
1.7922,0.0025665,0.00010972,0.00053592,0.0006,0.00029122
1.7924,0.0025654,0.00010973,0.00053589,0.00059996,0.00029119
1.7936,0.0025582,0.00010979,0.00053567,0.00059966,0.00029103
1.7954,0.0025473,0.00010989,0.00053532,0.0005992,0.00029078
1.7959,0.0025446,0.00010991,0.00053523,0.00059909,0.00029072
1.7986,0.0025282,0.00011005,0.0005347,0.00059838,0.00029034
1.7987,0.0025276,0.00011006,0.00053468,0.00059836,0.00029032
1.7996,0.0025224,0.0001101,0.00053451,0.00059813,0.0002902
1.8019,0.0025086,0.00011022,0.00053404,0.00059752,0.00028987
1.8021,0.0025072,0.00011023,0.000534,0.00059746,0.00028984
1.8038,0.0024967,0.00011032,0.00053364,0.00059698,0.00028959
1.8083,0.002469,0.00011054,0.00053266,0.0005957,0.0002889
1.8085,0.0024681,0.00011055,0.00053262,0.00059566,0.00028888
1.8098,0.0024599,0.00011062,0.00053233,0.00059527,0.00028867
1.8115,0.0024487,0.00011071,0.00053192,0.00059473,0.00028839
1.8118,0.0024474,0.00011072,0.00053187,0.00059467,0.00028836
1.8131,0.0024393,0.00011078,0.00053156,0.00059427,0.00028815
1.818,0.0024079,0.00011102,0.00053035,0.0005927,0.00028732
1.8212,0.002387,0.00011118,0.00052951,0.00059161,0.00028675
1.8217,0.0023839,0.0001112,0.00052939,0.00059145,0.00028667
1.8244,0.0023666,0.00011133,0.00052868,0.00059053,0.00028619
1.8245,0.0023657,0.00011134,0.00052864,0.00059048,0.00028617
1.8251,0.0023617,0.00011137,0.00052847,0.00059026,0.00028605
1.828,0.0023428,0.0001115,0.00052766,0.00058922,0.00028552
1.8309,0.0023233,0.00011164,0.00052681,0.00058813,0.00028495
1.831,0.0023228,0.00011164,0.00052679,0.0005881,0.00028494
1.8317,0.0023175,0.00011168,0.00052655,0.00058779,0.00028478
1.8358,0.00229,0.00011186,0.0005253,0.0005862,0.00028397
1.8373,0.0022793,0.00011193,0.0005248,0.00058556,0.00028364
1.8376,0.0022774,0.00011194,0.00052471,0.00058544,0.00028358
1.8394,0.0022646,0.00011202,0.0005241,0.00058466,0.00028319
1.8406,0.0022564,0.00011207,0.00052371,0.00058416,0.00028293
1.8416,0.0022495,0.00011212,0.00052338,0.00058374,0.00028272
1.8438,0.0022342,0.00011221,0.00052262,0.00058278,0.00028223
1.8443,0.0022304,0.00011223,0.00052243,0.00058254,0.00028211
1.847,0.0022115,0.00011234,0.00052147,0.00058132,0.0002815
1.8471,0.0022105,0.00011235,0.00052142,0.00058125,0.00028146
1.8482,0.0022026,0.0001124,0.00052102,0.00058074,0.00028121
1.8502,0.0021882,0.00011248,0.00052027,0.00057979,0.00028073
1.8502,0.002188,0.00011248,0.00052026,0.00057977,0.00028072
1.8506,0.0021854,0.00011249,0.00052012,0.0005796,0.00028064
1.8521,0.0021742,0.00011255,0.00051953,0.00057885,0.00028026
1.8534,0.0021646,0.0001126,0.00051901,0.00057819,0.00027993
1.8536,0.0021633,0.00011261,0.00051893,0.0005781,0.00027988
1.8546,0.0021556,0.00011265,0.00051852,0.00057758,0.00027962
1.8566,0.0021408,0.00011273,0.0005177,0.00057654,0.00027911
1.8568,0.0021395,0.00011273,0.00051762,0.00057645,0.00027906
1.8586,0.0021263,0.0001128,0.00051688,0.00057551,0.0002786
1.8599,0.0021165,0.00011284,0.00051632,0.00057481,0.00027825
1.86,0.0021153,0.00011285,0.00051626,0.00057472,0.0002782
1.861,0.0021075,0.00011289,0.00051581,0.00057416,0.00027792
1.8631,0.0020919,0.00011296,0.00051489,0.00057301,0.00027735
1.8632,0.0020907,0.00011296,0.00051482,0.00057292,0.00027731
1.8644,0.0020819,0.000113,0.0005143,0.00057227,0.00027699
1.8663,0.0020669,0.00011306,0.0005134,0.00057113,0.00027643
1.8664,0.0020664,0.00011306,0.00051336,0.00057109,0.00027641
1.867,0.0020615,0.00011308,0.00051307,0.00057072,0.00027623
1.8695,0.0020417,0.00011316,0.00051184,0.00056918,0.00027547
1.8696,0.0020409,0.00011317,0.00051179,0.00056912,0.00027544
1.8704,0.0020346,0.00011319,0.0005114,0.00056862,0.0002752
1.8727,0.0020157,0.00011326,0.0005102,0.00056713,0.00027446
1.8728,0.0020152,0.00011326,0.00051017,0.00056709,0.00027444
1.8734,0.0020099,0.00011328,0.00050982,0.00056666,0.00027423
1.8772,0.0019794,0.00011337,0.00050781,0.00056415,0.00027301
1.8824,0.0019354,0.00011349,0.00050479,0.00056039,0.00027118
1.8825,0.0019346,0.00011349,0.00050473,0.00056031,0.00027115
1.8834,0.0019268,0.00011351,0.00050419,0.00055963,0.00027082
1.8856,0.0019076,0.00011355,0.00050281,0.00055792,0.00026999
1.8858,0.0019059,0.00011355,0.00050268,0.00055777,0.00026991
1.8873,0.0018927,0.00011358,0.00050172,0.00055657,0.00026934
1.8889,0.0018789,0.0001136,0.0005007,0.0005553,0.00026872
1.8895,0.001873,0.00011361,0.00050025,0.00055475,0.00026846
1.8921,0.0018505,0.00011363,0.00049854,0.00055264,0.00026744
1.8922,0.001849,0.00011363,0.00049843,0.00055249,0.00026737
1.8936,0.0018362,0.00011365,0.00049744,0.00055127,0.00026678
1.8953,0.0018206,0.00011366,0.0004962,0.00054974,0.00026605
1.8958,0.0018165,0.00011366,0.00049588,0.00054935,0.00026586
1.8984,0.0017921,0.00011367,0.00049391,0.00054691,0.00026469
1.8986,0.0017903,0.00011367,0.00049376,0.00054673,0.00026461
1.8994,0.0017829,0.00011367,0.00049316,0.00054598,0.00026425
1.9017,0.0017604,0.00011366,0.00049128,0.00054366,0.00026314
1.9019,0.0017584,0.00011366,0.00049111,0.00054346,0.00026305
1.9033,0.0017453,0.00011365,0.00048999,0.00054207,0.00026239
1.9049,0.0017291,0.00011363,0.00048859,0.00054035,0.00026157
1.9052,0.0017269,0.00011363,0.0004884,0.00054012,0.00026145
1.9065,0.0017144,0.00011362,0.0004873,0.00053876,0.00026081
1.9082,0.0016972,0.00011359,0.00048576,0.00053687,0.00025991
1.9084,0.0016948,0.00011359,0.00048555,0.00053661,0.00025979
1.9102,0.0016762,0.00011355,0.00048385,0.00053452,0.0002588
1.9114,0.0016644,0.00011353,0.00048275,0.00053318,0.00025816
1.9115,0.0016633,0.00011352,0.00048265,0.00053305,0.0002581
1.9122,0.0016559,0.00011351,0.00048196,0.0005322,0.0002577
1.9146,0.0016309,0.00011344,0.00047958,0.00052928,0.00025632
1.9146,0.0016308,0.00011344,0.00047958,0.00052928,0.00025632
1.9149,0.0016279,0.00011343,0.00047929,0.00052893,0.00025616
1.9172,0.0016033,0.00011335,0.00047689,0.00052598,0.00025477
1.9179,0.0015959,0.00011332,0.00047616,0.00052509,0.00025434
1.9184,0.0015905,0.0001133,0.00047562,0.00052443,0.00025403
1.921,0.0015615,0.00011318,0.00047267,0.00052081,0.00025233
1.9211,0.0015607,0.00011317,0.00047259,0.00052072,0.00025229
1.9215,0.0015557,0.00011315,0.00047207,0.00052008,0.00025199
1.9241,0.0015265,0.000113,0.000469,0.00051632,0.00025022
1.9275,0.0014875,0.00011278,0.00046476,0.00051114,0.00024779
1.9276,0.001486,0.00011277,0.00046459,0.00051093,0.0002477
1.9286,0.0014737,0.00011269,0.00046322,0.00050925,0.00024691
1.9335,0.0014148,0.00011225,0.0004564,0.00050093,0.00024303
1.9371,0.0013682,0.00011184,0.00045074,0.00049401,0.00023981
1.9373,0.0013662,0.00011182,0.00045048,0.00049369,0.00023966
1.9385,0.0013501,0.00011166,0.00044846,0.00049123,0.00023852
1.9404,0.0013259,0.00011141,0.00044536,0.00048745,0.00023676
1.9404,0.0013249,0.0001114,0.00044523,0.00048729,0.00023669
1.941,0.0013179,0.00011132,0.00044431,0.00048617,0.00023617
1.9435,0.001283,0.00011092,0.00043966,0.00048051,0.00023354
1.9436,0.0012813,0.0001109,0.00043944,0.00048023,0.00023342
1.9442,0.0012742,0.00011081,0.00043847,0.00047905,0.00023287
1.9467,0.0012379,0.00011034,0.00043343,0.00047291,0.00023003
1.9468,0.0012365,0.00011032,0.00043324,0.00047268,0.00022992
1.9469,0.0012353,0.0001103,0.00043306,0.00047246,0.00022982
1.9476,0.0012246,0.00011015,0.00043154,0.00047061,0.00022897
1.95,0.0011892,0.00010963,0.00042638,0.00046432,0.00022606
1.9501,0.0011882,0.00010961,0.00042624,0.00046415,0.00022598
1.9507,0.0011794,0.00010947,0.00042492,0.00046254,0.00022524
1.9532,0.0011397,0.00010882,0.00041887,0.00045517,0.00022184
1.9533,0.001139,0.0001088,0.00041875,0.00045503,0.00022178
1.9537,0.0011318,0.00010868,0.00041764,0.00045367,0.00022115
1.9563,0.0010914,0.00010793,0.00041116,0.00044578,0.00021752
1.9565,0.0010871,0.00010784,0.00041046,0.00044493,0.00021713
1.9573,0.0010749,0.0001076,0.00040845,0.00044248,0.000216
1.9613,0.001006,0.00010611,0.00039662,0.00042807,0.00020937
1.9661,0.00091613,0.0001038,0.0003799,0.0004077,0.00020003
1.9663,0.00091299,0.00010371,0.00037929,0.00040696,0.00019969
1.9679,0.00088165,0.00010279,0.00037307,0.00039938,0.00019621
1.9693,0.00085178,0.00010186,0.00036694,0.00039192,0.00019279
1.9696,0.00084756,0.00010173,0.00036606,0.00039084,0.00019229
1.9707,0.00082316,0.00010092,0.00036089,0.00038455,0.0001894
1.9726,0.00078343,9.95E-05,0.00035218,0.00037394,0.00018454
1.9727,0.00078135,9.94E-05,0.00035172,0.00037337,0.00018428
1.9734,0.00076553,9.88E-05,0.00034814,0.00036901,0.00018227
1.9758,0.00070965,9.66E-05,0.00033498,0.000353,0.00017492
1.9759,0.00070772,9.65E-05,0.00033451,0.00035242,0.00017466
1.9768,0.00068433,9.55E-05,0.00032875,0.00034541,0.00017143
1.979,0.00062925,9.29E-05,0.00031456,0.00032816,0.00016349
1.979,0.00062925,9.29E-05,0.00031456,0.00032816,0.00016349
1.979,0.00062858,9.28E-05,0.00031438,0.00032795,0.00016339
1.9793,0.00062281,9.25E-05,0.00031285,0.00032608,0.00016253
1.9799,0.00060428,9.16E-05,0.00030783,0.00031999,0.00015972
1.9805,0.00058954,9.08E-05,0.00030376,0.00031505,0.00015744
1.9817,0.00055479,8.88E-05,0.00029389,0.00030309,0.0001519
1.9848,0.00046525,8.31E-05,0.00026644,0.00026996,0.0001365
1.9854,0.00044318,8.15E-05,0.00025918,0.00026124,0.00013242
1.9857,0.00043677,8.10E-05,0.00025703,0.00025867,0.00013122
1.9864,0.00041221,7.91E-05,0.00024863,0.00024862,0.00012651
1.9864,0.00041218,7.91E-05,0.00024862,0.00024861,0.0001265
1.9864,0.00041218,7.91E-05,0.00024862,0.0002486,0.0001265
1.9864,0.00041215,7.91E-05,0.00024861,0.00024859,0.00012649
1.9864,0.00041202,7.91E-05,0.00024856,0.00024854,0.00012647
1.9864,0.00041185,7.90E-05,0.0002485,0.00024847,0.00012644
1.9864,0.00041132,7.90E-05,0.00024832,0.00024825,0.00012633
1.9865,0.0004095,7.88E-05,0.00024768,0.00024749,0.00012598
1.9866,0.00040724,7.87E-05,0.00024689,0.00024655,0.00012553
1.9867,0.00040088,7.81E-05,0.00024466,0.00024388,0.00012428
1.9871,0.00038929,7.72E-05,0.00024053,0.00023896,0.00012196
1.9877,0.00036747,7.53E-05,0.00023258,0.00022951,0.0001175
1.9887,0.00033358,7.22E-05,0.00021971,0.00021431,0.0001103
1.9889,0.00032574,7.14E-05,0.00021665,0.00021071,0.00010858
1.9903,0.00027018,6.55E-05,0.00019378,0.00018405,9.58E-05
1.9914,0.00022963,6.06E-05,0.0001757,0.00016331,8.58E-05
1.9919,0.0002083,5.78E-05,0.00016563,0.00015192,8.03E-05
1.9919,0.00020723,5.76E-05,0.00016511,0.00015133,8.00E-05
1.9921,0.00019716,5.62E-05,0.00016019,0.00014582,7.73E-05
1.9929,0.00016428,5.12E-05,0.00014336,0.00012719,6.81E-05
1.9935,0.00013937,4.71E-05,0.0001297,0.00011239,6.08E-05
1.9939,0.00012261,4.40E-05,0.00011996,0.00010203,5.56E-05
1.9943,0.00010459,4.04E-05,0.0001089,9.05E-05,4.98E-05
1.9951,6.74E-05,3.18E-05,8.35E-05,6.50E-05,3.67E-05
1.9951,6.64E-05,3.16E-05,8.27E-05,6.43E-05,3.63E-05
1.9954,5.31E-05,2.79E-05,7.23E-05,5.44E-05,3.11E-05
1.9958,3.62E-05,2.25E-05,5.75E-05,4.09E-05,2.40E-05
1.9961,2.74E-05,1.92E-05,4.87E-05,3.33E-05,1.98E-05
1.9963,2.10E-05,1.66E-05,4.17E-05,2.74E-05,1.66E-05
1.9964,1.66E-05,1.45E-05,3.63E-05,2.32E-05,1.42E-05
1.9965,1.31E-05,1.27E-05,3.17E-05,1.96E-05,1.21E-05
1.9967,1.01E-05,1.09E-05,2.71E-05,1.62E-05,1.01E-05
1.9968,7.81E-06,9.45E-06,2.35E-05,1.35E-05,8.56E-06
1.9969,5.36E-06,7.64E-06,1.89E-05,1.04E-05,6.67E-06
1.997,3.91E-06,6.40E-06,1.58E-05,8.36E-06,5.41E-06
1.997,2.85E-06,5.37E-06,1.32E-05,6.74E-06,4.39E-06
1.9971,2.20E-06,4.64E-06,1.14E-05,5.65E-06,3.70E-06
1.9971,1.63E-06,3.93E-06,9.60E-06,4.62E-06,3.04E-06
1.9972,1.08E-06,3.13E-06,7.60E-06,3.51E-06,2.31E-06
1.9973,7.84E-07,2.63E-06,6.36E-06,2.85E-06,1.88E-06
1.9973,4.90E-07,2.04E-06,4.89E-06,2.10E-06,1.39E-06
1.9974,2.24E-07,1.35E-06,3.18E-06,1.28E-06,8.43E-07
1.9975,1.10E-07,9.36E-07,2.16E-06,8.22E-07,5.42E-07
1.9976,4.30E-08,5.84E-07,1.30E-06,4.66E-07,3.09E-07
1.9976,2.47E-08,4.45E-07,9.65E-07,3.37E-07,2.24E-07
1.9976,1.83E-08,3.85E-07,8.23E-07,2.83E-07,1.89E-07
1.9976,1.42E-08,3.41E-07,7.20E-07,2.44E-07,1.65E-07
1.9976,1.41E-08,3.41E-07,7.20E-07,2.44E-07,1.65E-07
1.9976,1.40E-08,3.40E-07,7.16E-07,2.43E-07,1.64E-07
1.9976,1.32E-08,3.30E-07,6.93E-07,2.35E-07,1.58E-07
1.9976,1.17E-08,3.13E-07,6.53E-07,2.20E-07,1.49E-07
1.9976,9.68E-09,2.86E-07,5.90E-07,1.97E-07,1.34E-07
1.9976,8.31E-09,2.66E-07,5.45E-07,1.81E-07,1.24E-07
1.9977,7.16E-09,2.48E-07,5.05E-07,1.67E-07,1.14E-07
1.9977,6.04E-09,2.30E-07,4.62E-07,1.52E-07,1.05E-07
1.9977,5.24E-09,2.15E-07,4.30E-07,1.40E-07,9.74E-08
1.9977,5.08E-09,2.12E-07,4.23E-07,1.38E-07,9.59E-08
1.9977,4.44E-09,2.00E-07,3.95E-07,1.28E-07,8.96E-08
1.9977,4.30E-09,1.97E-07,3.88E-07,1.26E-07,8.81E-08
1.9977,4.29E-09,1.97E-07,3.88E-07,1.26E-07,8.80E-08
1.9977,4.10E-09,1.93E-07,3.79E-07,1.23E-07,8.61E-08
1.9977,3.60E-09,1.82E-07,3.54E-07,1.14E-07,8.06E-08
1.9977,2.92E-09,1.66E-07,3.19E-07,1.02E-07,7.27E-08
1.9977,2.00E-09,1.40E-07,2.63E-07,8.37E-08,6.05E-08
1.9977,1.25E-09,1.15E-07,2.08E-07,6.55E-08,4.85E-08
1.9977,9.54E-10,1.02E-07,1.82E-07,5.70E-08,4.28E-08
1.9977,7.60E-10,9.27E-08,1.62E-07,5.08E-08,3.86E-08
1.9977,4.87E-10,7.70E-08,1.31E-07,4.07E-08,3.17E-08
1.9977,2.07E-10,5.43E-08,8.62E-08,2.68E-08,2.20E-08
1.9977,1.08E-10,4.19E-08,6.33E-08,1.98E-08,1.69E-08
1.9978,6.20E-11,3.37E-08,4.87E-08,1.53E-08,1.35E-08
1.9978,3.94E-11,2.83E-08,3.94E-08,1.25E-08,1.13E-08
1.9978,2.30E-11,2.30E-08,3.07E-08,9.80E-09,9.17E-09
1.9978,1.20E-11,1.79E-08,2.27E-08,7.36E-09,7.15E-09
1.9978,3.28E-12,1.08E-08,1.23E-08,4.16E-09,4.33E-09
1.9978,1.20E-12,7.05E-09,7.40E-09,2.61E-09,2.86E-09
1.9978,2.82E-13,3.25E-09,2.98E-09,1.14E-09,1.34E-09
1.9978,1.47E-13,1.97E-09,1.67E-09,6.75E-10,8.25E-10
1.9978,9.58E-14,1.31E-09,1.05E-09,4.44E-10,5.55E-10
1.9978,5.22E-14,6.69E-10,5.02E-10,2.25E-10,2.89E-10
1.9979,2.43E-14,2.55E-10,1.78E-10,8.63E-11,1.13E-10
1.9979,1.54E-14,1.35E-10,9.17E-11,4.63E-11,6.04E-11
1.9979,1.05E-14,7.62E-11,5.09E-11,2.68E-11,3.45E-11
1.9979,7.43E-15,4.37E-11,2.89E-11,1.59E-11,2.00E-11
1.9979,5.08E-15,2.30E-11,1.52E-11,8.85E-12,1.06E-11
1.9979,2.42E-15,5.92E-12,4.13E-12,2.94E-12,2.72E-12
1.9979,1.42E-15,2.09E-12,1.67E-12,1.53E-12,9.36E-13
1.9979,9.73E-16,1.01E-12,9.65E-13,1.09E-12,4.30E-13
1.9979,7.03E-16,5.58E-13,6.58E-13,8.73E-13,2.20E-13
1.9979,5.25E-16,3.48E-13,5.06E-13,7.54E-13,1.25E-13
1.9979,3.99E-16,2.39E-13,4.19E-13,6.74E-13,7.68E-14
1.9979,3.07E-16,1.79E-13,3.64E-13,6.15E-13,5.21E-14
1.9979,2.47E-16,1.47E-13,3.30E-13,5.74E-13,4.02E-14
1.9979,1.98E-16,1.26E-13,3.02E-13,5.36E-13,3.27E-14
1.9979,1.48E-16,1.06E-13,2.72E-13,4.91E-13,2.68E-14
1.9979,9.39E-17,8.55E-14,2.32E-13,4.26E-13,2.15E-14
1.9979,7.19E-17,7.61E-14,2.11E-13,3.88E-13,1.93E-14
1.9979,4.68E-17,6.32E-14,1.78E-13,3.29E-13,1.63E-14
1.9979,3.59E-17,5.61E-14,1.58E-13,2.93E-13,1.46E-14
1.9979,2.98E-17,5.13E-14,1.44E-13,2.67E-13,1.34E-14
1.9979,2.13E-17,4.32E-14,1.19E-13,2.22E-13,1.14E-14
1.9979,1.73E-17,3.86E-14,1.05E-13,1.94E-13,1.01E-14
1.9979,1.48E-17,3.53E-14,9.45E-14,1.75E-13,9.24E-15
1.9979,1.16E-17,3.04E-14,7.88E-14,1.45E-13,7.88E-15
1.9979,9.71E-18,2.73E-14,6.86E-14,1.26E-13,6.99E-15
1.9979,8.53E-18,2.51E-14,6.16E-14,1.13E-13,6.38E-15
1.9979,7.60E-18,2.34E-14,5.58E-14,1.02E-13,5.87E-15
1.9979,6.79E-18,2.18E-14,5.06E-14,9.21E-14,5.41E-15
1.9979,6.23E-18,2.06E-14,4.69E-14,8.51E-14,5.08E-15
1.9979,5.84E-18,1.98E-14,4.42E-14,8.00E-14,4.84E-15
1.9979,4.78E-18,1.76E-14,3.69E-14,6.63E-14,4.19E-15
1.9979,3.83E-18,1.55E-14,3.01E-14,5.35E-14,3.59E-15
1.9979,3.21E-18,1.42E-14,2.57E-14,4.53E-14,3.20E-15
1.9979,2.82E-18,1.33E-14,2.29E-14,4.01E-14,2.95E-15
1.9979,2.53E-18,1.27E-14,2.09E-14,3.63E-14,2.77E-15
1.9979,2.33E-18,1.23E-14,1.94E-14,3.36E-14,2.64E-15
1.9979,2.14E-18,1.19E-14,1.81E-14,3.12E-14,2.52E-15
1.9979,1.76E-18,1.10E-14,1.55E-14,2.62E-14,2.28E-15
1.9979,1.45E-18,1.04E-14,1.34E-14,2.23E-14,2.08E-15
1.9979,1.25E-18,9.97E-15,1.20E-14,1.97E-14,1.95E-15
1.9979,1.07E-18,9.60E-15,1.07E-14,1.75E-14,1.83E-15
1.9979,1.06E-18,9.57E-15,1.06E-14,1.73E-14,1.82E-15
1.9979,9.21E-19,9.28E-15,9.70E-15,1.55E-14,1.72E-15
1.9979,7.47E-19,8.91E-15,8.48E-15,1.33E-14,1.59E-15
1.9979,6.55E-19,8.71E-15,7.83E-15,1.21E-14,1.52E-15
1.9979,5.92E-19,8.57E-15,7.37E-15,1.13E-14,1.46E-15
1.9979,5.29E-19,8.42E-15,6.90E-15,1.04E-14,1.40E-15
1.9979,3.92E-19,8.09E-15,5.85E-15,8.49E-15,1.26E-15
1.9979,3.26E-19,7.92E-15,5.31E-15,7.52E-15,1.18E-15
1.9979,2.77E-19,7.78E-15,4.89E-15,6.77E-15,1.11E-15
1.9979,2.44E-19,7.68E-15,4.59E-15,6.24E-15,1.06E-15
1.9979,2.17E-19,7.59E-15,4.35E-15,5.81E-15,1.02E-15
1.9979,1.97E-19,7.52E-15,4.15E-15,5.47E-15,9.79E-16
1.9979,1.80E-19,7.46E-15,3.99E-15,5.18E-15,9.46E-16
1.9979,1.65E-19,7.40E-15,3.83E-15,4.92E-15,9.15E-16
1.9979,1.52E-19,7.35E-15,3.70E-15,4.69E-15,8.87E-16
1.9979,1.42E-19,7.31E-15,3.59E-15,4.50E-15,8.62E-16
1.9979,1.26E-19,7.23E-15,3.41E-15,4.20E-15,8.21E-16
1.9979,9.75E-20,7.08E-15,3.07E-15,3.63E-15,7.39E-16
1.9979,7.82E-20,6.96E-15,2.81E-15,3.23E-15,6.72E-16
1.9979,6.75E-20,6.88E-15,2.66E-15,2.99E-15,6.29E-16
1.9979,6.02E-20,6.82E-15,2.55E-15,2.82E-15,5.97E-16
1.9979,5.50E-20,6.77E-15,2.47E-15,2.69E-15,5.73E-16
1.9979,4.96E-20,6.72E-15,2.37E-15,2.56E-15,5.45E-16
1.9979,3.85E-20,6.59E-15,2.17E-15,2.27E-15,4.82E-16
1.9979,2.95E-20,6.45E-15,1.99E-15,2.01E-15,4.19E-16
1.9979,2.39E-20,6.34E-15,1.85E-15,1.84E-15,3.74E-16
1.998,1.95E-20,6.23E-15,1.73E-15,1.69E-15,3.32E-16
1.998,1.61E-20,6.13E-15,1.63E-15,1.57E-15,2.96E-16
1.998,1.38E-20,6.05E-15,1.56E-15,1.49E-15,2.70E-16
1.998,1.22E-20,5.98E-15,1.50E-15,1.42E-15,2.49E-16
1.998,1.08E-20,5.92E-15,1.44E-15,1.36E-15,2.30E-16
1.998,9.73E-21,5.86E-15,1.39E-15,1.31E-15,2.14E-16
1.998,8.54E-21,5.79E-15,1.34E-15,1.26E-15,1.95E-16
1.998,7.10E-21,5.68E-15,1.27E-15,1.19E-15,1.70E-16
