Norm. Time,MCH,MCH-1,MCH-2,MCH-3,CYCHEXCH2
1.998,4.20E-21,5.38E-15,1.07E-15,1.02E-15,1.12E-16
1.998,2.67E-21,5.10E-15,9.30E-16,9.04E-16,7.46E-17
1.998,2.01E-21,4.92E-15,8.46E-16,8.43E-16,5.61E-17
1.998,1.57E-21,4.75E-15,7.77E-16,7.95E-16,4.33E-17
1.998,1.32E-21,4.64E-15,7.31E-16,7.64E-16,3.57E-17
1.998,1.05E-21,4.48E-15,6.73E-16,7.26E-16,2.77E-17
1.998,8.15E-22,4.30E-15,6.10E-16,6.86E-16,2.05E-17
1.998,5.88E-22,4.06E-15,5.34E-16,6.38E-16,1.39E-17
1.998,3.00E-22,3.52E-15,3.87E-16,5.48E-16,6.66E-18
1.998,2.20E-22,3.26E-15,3.23E-16,5.08E-16,5.03E-18
1.998,1.77E-22,3.06E-15,2.81E-16,4.80E-16,4.22E-18
1.998,1.50E-22,2.90E-15,2.50E-16,4.59E-16,3.71E-18
1.998,1.22E-22,2.70E-15,2.13E-16,4.32E-16,3.18E-18
1.9981,1.02E-22,2.54E-15,1.84E-16,4.11E-16,2.79E-18
1.9981,8.98E-23,2.41E-15,1.64E-16,3.95E-16,2.53E-18
1.9981,7.55E-23,2.24E-15,1.39E-16,3.74E-16,2.22E-18
1.9981,6.46E-23,2.10E-15,1.18E-16,3.56E-16,1.96E-18
1.9981,5.76E-23,2.00E-15,1.05E-16,3.43E-16,1.79E-18
1.9981,5.26E-23,1.92E-15,9.50E-17,3.34E-16,1.67E-18
1.9981,4.83E-23,1.85E-15,8.63E-17,3.25E-16,1.56E-18
1.9981,4.42E-23,1.78E-15,7.81E-17,3.17E-16,1.46E-18
1.9981,3.66E-23,1.64E-15,6.25E-17,2.99E-16,1.26E-18
1.9982,3.15E-23,1.54E-15,5.23E-17,2.87E-16,1.12E-18
1.9982,2.84E-23,1.48E-15,4.60E-17,2.79E-16,1.04E-18
1.9982,2.57E-23,1.43E-15,4.07E-17,2.72E-16,9.64E-19
1.9982,2.08E-23,1.33E-15,3.13E-17,2.58E-16,8.27E-19
1.9982,1.84E-23,1.27E-15,2.70E-17,2.50E-16,7.61E-19
1.9982,1.67E-23,1.23E-15,2.40E-17,2.45E-16,7.12E-19
1.9983,1.51E-23,1.20E-15,2.14E-17,2.39E-16,6.69E-19
1.9983,1.13E-23,1.10E-15,1.53E-17,2.24E-16,5.58E-19
1.9983,8.37E-24,1.02E-15,1.13E-17,2.09E-16,4.71E-19
1.9983,7.04E-24,9.77E-16,9.57E-18,2.02E-16,4.29E-19
1.9984,4.58E-24,8.79E-16,6.82E-18,1.83E-16,3.47E-19
1.9985,2.70E-24,7.69E-16,4.98E-18,1.61E-16,2.74E-19
1.9986,1.64E-24,6.72E-16,3.98E-18,1.41E-16,2.22E-19
1.9986,1.06E-24,5.90E-16,3.35E-18,1.23E-16,1.84E-19
1.9987,7.21E-25,5.19E-16,2.89E-18,1.09E-16,1.55E-19
1.9988,3.34E-25,3.81E-16,2.09E-18,7.96E-17,1.06E-19
1.999,1.83E-25,2.78E-16,1.52E-18,5.81E-17,7.34E-20
1.9991,1.12E-25,2.01E-16,1.10E-18,4.21E-17,5.11E-20
1.9992,8.06E-26,1.58E-16,8.69E-19,3.30E-17,3.91E-20
1.9993,6.76E-26,1.37E-16,7.57E-19,2.87E-17,3.36E-20
1.9994,5.19E-26,1.10E-16,6.09E-19,2.30E-17,2.65E-20
1.9996,3.24E-26,7.30E-17,4.06E-19,1.53E-17,1.71E-20
1.9998,2.07E-26,4.84E-17,2.71E-19,1.01E-17,1.11E-20
1.9999,1.33E-26,3.20E-17,1.80E-19,6.70E-18,7.27E-21
2.0001,8.78E-27,2.15E-17,1.22E-19,4.49E-18,4.83E-21
2.0003,6.48E-27,1.60E-17,9.12E-20,3.35E-18,3.58E-21
2.0004,4.91E-27,1.22E-17,6.98E-20,2.56E-18,2.72E-21
2.0006,3.45E-27,8.65E-18,4.98E-20,1.81E-18,1.92E-21
2.0009,1.49E-27,3.76E-18,2.20E-20,7.90E-19,8.31E-22
2.0013,6.13E-28,1.56E-18,9.26E-21,3.28E-19,3.44E-22
2.0016,3.34E-28,8.53E-19,5.10E-21,1.79E-19,1.88E-22
2.0017,2.45E-28,6.26E-19,3.77E-21,1.32E-19,1.38E-22
2.0019,1.75E-28,4.48E-19,2.71E-21,9.42E-20,9.85E-23
2.0022,8.48E-29,2.17E-19,1.33E-21,4.57E-20,4.77E-23
2.0026,3.29E-29,8.44E-20,5.25E-22,1.78E-20,1.85E-23
2.003,1.32E-29,3.38E-20,2.14E-22,7.12E-21,7.43E-24
2.0034,6.55E-30,1.68E-20,1.08E-22,3.54E-21,3.70E-24
2.0037,3.10E-30,7.96E-21,5.16E-23,1.68E-21,1.76E-24
2.0043,8.98E-31,2.30E-21,1.53E-23,4.86E-22,5.16E-25
2.0048,2.78E-31,7.13E-22,4.83E-24,1.51E-22,1.67E-25
2.0049,1.95E-31,5.00E-22,3.41E-24,1.06E-22,1.21E-25
2.0051,1.42E-31,3.63E-22,2.48E-24,7.67E-23,9.04E-26
2.0055,6.13E-32,1.56E-22,1.09E-24,3.31E-23,4.51E-26
2.0063,1.09E-32,2.70E-23,1.94E-25,5.73E-24,1.67E-26
2.0072,1.64E-33,3.25E-24,2.42E-26,6.90E-25,1.15E-26
2.008,5.82E-34,5.45E-25,4.19E-27,1.16E-25,1.09E-26
2.0082,5.10E-34,3.63E-25,2.80E-27,7.68E-26,1.08E-26
2.0084,4.53E-34,2.19E-25,1.70E-27,4.63E-26,1.08E-26
2.0088,4.11E-34,1.12E-25,8.74E-28,2.34E-26,1.07E-26
2.009,3.90E-34,6.20E-26,4.80E-28,1.27E-26,1.07E-26
2.0093,3.79E-34,3.52E-26,2.68E-28,6.99E-27,1.07E-26
2.0096,3.73E-34,2.05E-26,1.50E-28,3.85E-27,1.07E-26
2.0098,3.69E-34,1.24E-26,8.48E-29,2.13E-27,1.07E-26
2.0109,3.63E-34,3.57E-27,1.15E-29,2.28E-28,1.06E-26
2.0112,3.61E-34,3.01E-27,6.69E-30,1.09E-28,1.06E-26
2.0113,3.61E-34,2.89E-27,5.61E-30,8.22E-29,1.06E-26
2.0118,3.60E-34,2.66E-27,3.68E-30,3.51E-29,1.06E-26
2.0134,3.56E-34,2.52E-27,2.54E-30,8.11E-30,1.05E-26
2.0155,3.51E-34,2.50E-27,2.48E-30,7.27E-30,1.04E-26
2.0177,3.46E-34,2.48E-27,2.46E-30,7.20E-30,1.04E-26
2.0194,3.41E-34,2.47E-27,2.44E-30,7.15E-30,1.03E-26
2.0241,3.31E-34,2.43E-27,2.40E-30,7.02E-30,1.01E-26
2.0245,3.30E-34,2.42E-27,2.40E-30,7.01E-30,1.01E-26
2.03,3.17E-34,2.37E-27,2.34E-30,6.84E-30,9.88E-27
2.0339,3.08E-34,2.34E-27,2.30E-30,6.73E-30,9.74E-27
2.0371,3.01E-34,2.31E-27,2.27E-30,6.64E-30,9.62E-27
2.0402,2.95E-34,2.28E-27,2.24E-30,6.55E-30,9.51E-27
2.0412,2.93E-34,2.27E-27,2.23E-30,6.53E-30,9.47E-27
2.0434,2.89E-34,2.25E-27,2.21E-30,6.47E-30,9.40E-27
2.0467,2.82E-34,2.23E-27,2.19E-30,6.39E-30,9.29E-27
2.0477,2.80E-34,2.22E-27,2.18E-30,6.37E-30,9.25E-27
2.0499,2.76E-34,2.20E-27,2.16E-30,6.31E-30,9.17E-27
2.0518,2.72E-34,2.18E-27,2.14E-30,6.26E-30,9.11E-27
2.0533,2.69E-34,2.17E-27,2.13E-30,6.22E-30,9.06E-27
2.0576,2.61E-34,2.14E-27,2.09E-30,6.11E-30,8.91E-27
2.0596,2.58E-34,2.12E-27,2.07E-30,6.06E-30,8.84E-27
2.0609,2.56E-34,2.11E-27,2.06E-30,6.02E-30,8.80E-27
2.0628,2.52E-34,2.10E-27,2.05E-30,5.98E-30,8.74E-27
2.0646,2.49E-34,2.08E-27,2.03E-30,5.94E-30,8.68E-27
2.0661,2.47E-34,2.07E-27,2.02E-30,5.90E-30,8.63E-27
2.0691,2.42E-34,2.05E-27,1.99E-30,5.82E-30,8.53E-27
2.0693,2.41E-34,2.04E-27,1.99E-30,5.82E-30,8.52E-27
2.0724,2.36E-34,2.02E-27,1.96E-30,5.74E-30,8.42E-27
2.0731,2.35E-34,2.01E-27,1.96E-30,5.72E-30,8.40E-27
2.0756,2.31E-34,1.99E-27,1.94E-30,5.66E-30,8.31E-27
2.0769,2.28E-34,1.98E-27,1.93E-30,5.62E-30,8.27E-27
2.0788,2.25E-34,1.97E-27,1.91E-30,5.58E-30,8.20E-27
2.0792,2.25E-34,1.96E-27,1.91E-30,5.57E-30,8.19E-27
2.0821,2.21E-34,1.94E-27,1.89E-30,5.51E-30,8.11E-27
2.0823,2.20E-34,1.94E-27,1.88E-30,5.50E-30,8.10E-27
2.0853,2.16E-34,1.92E-27,1.86E-30,5.43E-30,8.01E-27
2.0858,2.15E-34,1.92E-27,1.86E-30,5.42E-30,8.00E-27
2.0885,2.11E-34,1.90E-27,1.84E-30,5.37E-30,7.92E-27
2.0892,2.10E-34,1.89E-27,1.83E-30,5.35E-30,7.90E-27
2.0949,2.02E-34,1.85E-27,1.79E-30,5.23E-30,7.73E-27
2.0952,2.02E-34,1.85E-27,1.79E-30,5.22E-30,7.72E-27
2.0982,1.98E-34,1.83E-27,1.77E-30,5.16E-30,7.64E-27
2.0984,1.98E-34,1.83E-27,1.77E-30,5.16E-30,7.63E-27
2.1014,1.94E-34,1.81E-27,1.75E-30,5.09E-30,7.55E-27
2.1024,1.92E-34,1.80E-27,1.74E-30,5.07E-30,7.52E-27
2.1046,1.89E-34,1.79E-27,1.72E-30,5.03E-30,7.45E-27
2.1051,1.89E-34,1.78E-27,1.72E-30,5.02E-30,7.44E-27
2.1078,1.85E-34,1.77E-27,1.70E-30,4.96E-30,7.37E-27
2.108,1.85E-34,1.77E-27,1.70E-30,4.96E-30,7.36E-27
2.1104,1.82E-34,1.75E-27,1.68E-30,4.91E-30,7.29E-27
2.1111,1.81E-34,1.74E-27,1.68E-30,4.89E-30,7.27E-27
2.1124,1.80E-34,1.74E-27,1.67E-30,4.87E-30,7.24E-27
2.1143,1.77E-34,1.72E-27,1.66E-30,4.83E-30,7.18E-27
2.1171,1.74E-34,1.71E-27,1.64E-30,4.78E-30,7.11E-27
2.118,1.73E-34,1.70E-27,1.63E-30,4.76E-30,7.09E-27
2.1207,1.70E-34,1.68E-27,1.62E-30,4.71E-30,7.02E-27
2.1219,1.69E-34,1.68E-27,1.61E-30,4.69E-30,6.99E-27
2.1239,1.66E-34,1.66E-27,1.60E-30,4.65E-30,6.94E-27
2.1245,1.66E-34,1.66E-27,1.59E-30,4.64E-30,6.92E-27
2.1303,1.59E-34,1.62E-27,1.55E-30,4.52E-30,6.76E-27
2.1305,1.59E-34,1.62E-27,1.55E-30,4.52E-30,6.76E-27
2.1325,1.57E-34,1.61E-27,1.54E-30,4.48E-30,6.71E-27
2.1368,1.52E-34,1.58E-27,1.51E-30,4.40E-30,6.60E-27
2.137,1.52E-34,1.58E-27,1.51E-30,4.40E-30,6.59E-27
2.1399,1.50E-34,1.57E-27,1.50E-30,4.35E-30,6.53E-27
2.14,1.49E-34,1.57E-27,1.49E-30,4.35E-30,6.53E-27
2.1403,1.49E-34,1.56E-27,1.49E-30,4.35E-30,6.52E-27
2.1432,1.46E-34,1.55E-27,1.48E-30,4.29E-30,6.45E-27
2.1433,1.46E-34,1.55E-27,1.48E-30,4.29E-30,6.45E-27
2.1449,1.45E-34,1.54E-27,1.46E-30,4.26E-30,6.40E-27
2.1465,1.43E-34,1.53E-27,1.45E-30,4.23E-30,6.36E-27
2.1472,1.42E-34,1.52E-27,1.45E-30,4.22E-30,6.35E-27
2.1529,1.37E-34,1.49E-27,1.42E-30,4.12E-30,6.21E-27
2.154,1.36E-34,1.48E-27,1.41E-30,4.11E-30,6.19E-27
2.1563,1.34E-34,1.47E-27,1.40E-30,4.07E-30,6.14E-27
2.1593,1.32E-34,1.46E-27,1.38E-30,4.02E-30,6.07E-27
2.1598,1.31E-34,1.45E-27,1.38E-30,4.01E-30,6.06E-27
2.1627,1.29E-34,1.44E-27,1.37E-30,3.97E-30,6.00E-27
2.1643,1.27E-34,1.43E-27,1.36E-30,3.94E-30,5.96E-27
2.1659,1.26E-34,1.42E-27,1.35E-30,3.91E-30,5.92E-27
2.1689,1.23E-34,1.40E-27,1.33E-30,3.86E-30,5.85E-27
2.1693,1.23E-34,1.40E-27,1.33E-30,3.86E-30,5.84E-27
2.1722,1.21E-34,1.39E-27,1.31E-30,3.81E-30,5.78E-27
2.1755,1.18E-34,1.37E-27,1.29E-30,3.76E-30,5.71E-27
2.1761,1.18E-34,1.37E-27,1.29E-30,3.75E-30,5.70E-27
2.1787,1.16E-34,1.35E-27,1.28E-30,3.72E-30,5.64E-27
2.1799,1.15E-34,1.35E-27,1.27E-30,3.70E-30,5.62E-27
2.1883,1.09E-34,1.31E-27,1.23E-30,3.58E-30,5.45E-27
2.1884,1.09E-34,1.31E-27,1.23E-30,3.58E-30,5.45E-27
2.19,1.08E-34,1.30E-27,1.23E-30,3.56E-30,5.42E-27
2.1918,1.07E-34,1.29E-27,1.22E-30,3.53E-30,5.38E-27
2.1948,1.04E-34,1.28E-27,1.20E-30,3.48E-30,5.32E-27
2.1951,1.04E-34,1.27E-27,1.20E-30,3.48E-30,5.31E-27
2.198,1.02E-34,1.26E-27,1.19E-30,3.44E-30,5.25E-27
2.1982,1.02E-34,1.26E-27,1.18E-30,3.44E-30,5.25E-27
2.2021,9.98E-35,1.24E-27,1.17E-30,3.39E-30,5.18E-27
2.2044,9.84E-35,1.23E-27,1.16E-30,3.36E-30,5.14E-27
2.2048,9.82E-35,1.23E-27,1.16E-30,3.35E-30,5.13E-27
2.2077,9.64E-35,1.22E-27,1.14E-30,3.31E-30,5.08E-27
2.2086,9.58E-35,1.21E-27,1.14E-30,3.30E-30,5.06E-27
2.2109,9.44E-35,1.20E-27,1.13E-30,3.27E-30,5.01E-27
2.2111,9.43E-35,1.20E-27,1.13E-30,3.27E-30,5.01E-27
2.2141,9.24E-35,1.19E-27,1.11E-30,3.22E-30,4.95E-27
2.2142,9.23E-35,1.19E-27,1.11E-30,3.22E-30,4.95E-27
2.2154,9.16E-35,1.18E-27,1.11E-30,3.21E-30,4.92E-27
2.2174,9.04E-35,1.17E-27,1.10E-30,3.18E-30,4.89E-27
2.2193,8.94E-35,1.17E-27,1.09E-30,3.16E-30,4.86E-27
2.2238,8.70E-35,1.15E-27,1.07E-30,3.11E-30,4.78E-27
2.2254,8.62E-35,1.14E-27,1.07E-30,3.09E-30,4.75E-27
2.227,8.53E-35,1.13E-27,1.06E-30,3.07E-30,4.73E-27
2.2279,8.49E-35,1.13E-27,1.06E-30,3.06E-30,4.71E-27
2.2303,8.36E-35,1.12E-27,1.05E-30,3.03E-30,4.67E-27
2.2328,8.23E-35,1.11E-27,1.04E-30,3.00E-30,4.63E-27
2.2336,8.18E-35,1.11E-27,1.03E-30,2.99E-30,4.61E-27
2.2366,8.02E-35,1.09E-27,1.02E-30,2.95E-30,4.56E-27
2.237,8.01E-35,1.09E-27,1.02E-30,2.95E-30,4.55E-27
2.2399,7.87E-35,1.08E-27,1.01E-30,2.91E-30,4.51E-27
2.2416,7.79E-35,1.07E-27,1.00E-30,2.90E-30,4.48E-27
2.2432,7.71E-35,1.07E-27,9.96E-31,2.88E-30,4.46E-27
2.2452,7.62E-35,1.06E-27,9.89E-31,2.86E-30,4.43E-27
2.2464,7.57E-35,1.06E-27,9.85E-31,2.85E-30,4.41E-27
2.248,7.50E-35,1.05E-27,9.79E-31,2.83E-30,4.38E-27
2.2496,7.42E-35,1.05E-27,9.73E-31,2.81E-30,4.36E-27
2.2521,7.31E-35,1.04E-27,9.64E-31,2.79E-30,4.32E-27
2.253,7.27E-35,1.03E-27,9.60E-31,2.78E-30,4.30E-27
2.2559,7.14E-35,1.02E-27,9.49E-31,2.74E-30,4.26E-27
2.2566,7.11E-35,1.02E-27,9.46E-31,2.73E-30,4.25E-27
2.2592,6.99E-35,1.01E-27,9.36E-31,2.70E-30,4.20E-27
2.2609,6.91E-35,1.00E-27,9.29E-31,2.69E-30,4.18E-27
2.2624,6.85E-35,9.96E-28,9.24E-31,2.67E-30,4.15E-27
2.2627,6.84E-35,9.95E-28,9.23E-31,2.67E-30,4.15E-27
2.2656,6.72E-35,9.85E-28,9.14E-31,2.64E-30,4.11E-27
2.2657,6.72E-35,9.85E-28,9.13E-31,2.64E-30,4.11E-27
2.2679,6.63E-35,9.77E-28,9.06E-31,2.62E-30,4.07E-27
2.2688,6.59E-35,9.74E-28,9.02E-31,2.61E-30,4.06E-27
2.269,6.58E-35,9.73E-28,9.02E-31,2.60E-30,4.06E-27
2.272,6.47E-35,9.64E-28,8.93E-31,2.58E-30,4.02E-27
2.2721,6.47E-35,9.63E-28,8.92E-31,2.58E-30,4.01E-27
2.2738,6.40E-35,9.57E-28,8.86E-31,2.56E-30,3.99E-27
2.2753,6.34E-35,9.52E-28,8.81E-31,2.54E-30,3.97E-27
2.2758,6.32E-35,9.51E-28,8.80E-31,2.54E-30,3.96E-27
2.2785,6.21E-35,9.40E-28,8.69E-31,2.51E-30,3.92E-27
2.2788,6.20E-35,9.39E-28,8.68E-31,2.50E-30,3.91E-27
2.2817,6.09E-35,9.29E-28,8.59E-31,2.48E-30,3.87E-27
2.2819,6.09E-35,9.29E-28,8.58E-31,2.48E-30,3.87E-27
2.2845,5.99E-35,9.19E-28,8.49E-31,2.45E-30,3.83E-27
2.2851,5.97E-35,9.17E-28,8.47E-31,2.44E-30,3.82E-27
2.2882,5.86E-35,9.08E-28,8.37E-31,2.42E-30,3.78E-27
2.2884,5.85E-35,9.07E-28,8.37E-31,2.41E-30,3.78E-27
2.2914,5.75E-35,8.98E-28,8.28E-31,2.39E-30,3.74E-27
2.2914,5.75E-35,8.98E-28,8.28E-31,2.39E-30,3.74E-27
2.2921,5.73E-35,8.95E-28,8.25E-31,2.38E-30,3.73E-27
2.2946,5.63E-35,8.86E-28,8.17E-31,2.35E-30,3.69E-27
2.2948,5.63E-35,8.86E-28,8.16E-31,2.35E-30,3.69E-27
2.2978,5.53E-35,8.76E-28,8.07E-31,2.33E-30,3.65E-27
2.298,5.52E-35,8.76E-28,8.06E-31,2.32E-30,3.65E-27
2.301,5.42E-35,8.66E-28,7.96E-31,2.29E-30,3.61E-27
2.301,5.42E-35,8.65E-28,7.96E-31,2.29E-30,3.61E-27
2.3014,5.41E-35,8.64E-28,7.95E-31,2.29E-30,3.60E-27
2.3043,5.31E-35,8.55E-28,7.86E-31,2.27E-30,3.56E-27
2.3047,5.30E-35,8.54E-28,7.85E-31,2.26E-30,3.56E-27
2.3075,5.22E-35,8.46E-28,7.77E-31,2.24E-30,3.52E-27
2.3078,5.21E-35,8.45E-28,7.76E-31,2.24E-30,3.52E-27
2.3107,5.11E-35,8.36E-28,7.67E-31,2.21E-30,3.48E-27
2.3109,5.11E-35,8.35E-28,7.67E-31,2.21E-30,3.48E-27
2.3136,5.03E-35,8.27E-28,7.59E-31,2.19E-30,3.45E-27
2.314,5.02E-35,8.26E-28,7.58E-31,2.18E-30,3.44E-27
2.3146,5.00E-35,8.24E-28,7.56E-31,2.18E-30,3.43E-27
2.3171,4.92E-35,8.16E-28,7.48E-31,2.15E-30,3.40E-27
2.3175,4.91E-35,8.15E-28,7.47E-31,2.15E-30,3.40E-27
2.3204,4.83E-35,8.07E-28,7.39E-31,2.13E-30,3.36E-27
2.3207,4.82E-35,8.06E-28,7.38E-31,2.12E-30,3.36E-27
2.3236,4.73E-35,7.97E-28,7.29E-31,2.10E-30,3.32E-27
2.3238,4.73E-35,7.96E-28,7.29E-31,2.10E-30,3.32E-27
2.3268,4.64E-35,7.87E-28,7.19E-31,2.07E-30,3.28E-27
2.3269,4.64E-35,7.87E-28,7.19E-31,2.07E-30,3.28E-27
2.3279,4.61E-35,7.84E-28,7.16E-31,2.06E-30,3.27E-27
2.3302,4.55E-35,7.78E-28,7.11E-31,2.04E-30,3.24E-27
2.3333,4.47E-35,7.69E-28,7.03E-31,2.02E-30,3.21E-27
2.3333,4.47E-35,7.69E-28,7.03E-31,2.02E-30,3.21E-27
2.3344,4.44E-35,7.66E-28,7.00E-31,2.01E-30,3.19E-27
2.3366,4.38E-35,7.60E-28,6.94E-31,2.00E-30,3.17E-27
2.341,4.27E-35,7.48E-28,6.82E-31,1.96E-30,3.12E-27
2.3431,4.22E-35,7.42E-28,6.76E-31,1.94E-30,3.09E-27
2.3461,4.14E-35,7.34E-28,6.68E-31,1.92E-30,3.06E-27
2.3463,4.14E-35,7.34E-28,6.68E-31,1.92E-30,3.06E-27
2.3493,4.07E-35,7.26E-28,6.61E-31,1.90E-30,3.02E-27
2.3499,4.06E-35,7.24E-28,6.59E-31,1.89E-30,3.02E-27
2.3526,3.99E-35,7.17E-28,6.53E-31,1.87E-30,2.99E-27
2.3529,3.99E-35,7.17E-28,6.52E-31,1.87E-30,2.99E-27
2.3558,3.92E-35,7.08E-28,6.44E-31,1.85E-30,2.95E-27
2.356,3.91E-35,7.08E-28,6.43E-31,1.85E-30,2.95E-27
2.3589,3.85E-35,7.01E-28,6.36E-31,1.83E-30,2.92E-27
2.3591,3.84E-35,7.00E-28,6.36E-31,1.82E-30,2.92E-27
2.3609,3.80E-35,6.95E-28,6.31E-31,1.81E-30,2.90E-27
2.3622,3.77E-35,6.91E-28,6.27E-31,1.80E-30,2.88E-27
2.3625,3.76E-35,6.91E-28,6.27E-31,1.80E-30,2.88E-27
2.3655,3.70E-35,6.84E-28,6.20E-31,1.78E-30,2.85E-27
2.3687,3.64E-35,6.77E-28,6.14E-31,1.76E-30,2.82E-27
2.3692,3.63E-35,6.76E-28,6.12E-31,1.76E-30,2.82E-27
2.3719,3.57E-35,6.69E-28,6.06E-31,1.74E-30,2.79E-27
2.3723,3.56E-35,6.68E-28,6.05E-31,1.74E-30,2.78E-27
2.3751,3.51E-35,6.62E-28,6.00E-31,1.72E-30,2.76E-27
2.3752,3.51E-35,6.62E-28,5.99E-31,1.72E-30,2.76E-27
2.3764,3.49E-35,6.59E-28,5.97E-31,1.71E-30,2.75E-27
2.3784,3.44E-35,6.54E-28,5.92E-31,1.70E-30,2.72E-27
2.3802,3.41E-35,6.49E-28,5.87E-31,1.68E-30,2.71E-27
2.3816,3.38E-35,6.46E-28,5.84E-31,1.67E-30,2.69E-27
2.3818,3.37E-35,6.45E-28,5.84E-31,1.67E-30,2.69E-27
2.3848,3.32E-35,6.39E-28,5.77E-31,1.65E-30,2.66E-27
2.3849,3.32E-35,6.39E-28,5.77E-31,1.65E-30,2.66E-27
2.3874,3.27E-35,6.33E-28,5.72E-31,1.64E-30,2.64E-27
2.3885,3.25E-35,6.30E-28,5.69E-31,1.63E-30,2.63E-27
2.3913,3.20E-35,6.24E-28,5.63E-31,1.61E-30,2.60E-27
2.3917,3.19E-35,6.23E-28,5.62E-31,1.61E-30,2.60E-27
2.3944,3.15E-35,6.18E-28,5.57E-31,1.60E-30,2.57E-27
2.3946,3.14E-35,6.17E-28,5.57E-31,1.59E-30,2.57E-27
2.3965,3.11E-35,6.13E-28,5.53E-31,1.58E-30,2.55E-27
2.3977,3.09E-35,6.10E-28,5.50E-31,1.58E-30,2.54E-27
2.3988,3.07E-35,6.08E-28,5.48E-31,1.57E-30,2.53E-27
2.4009,3.03E-35,6.03E-28,5.43E-31,1.56E-30,2.51E-27
2.402,3.01E-35,6.01E-28,5.41E-31,1.55E-30,2.50E-27
2.4041,2.98E-35,5.96E-28,5.37E-31,1.54E-30,2.48E-27
2.4048,2.97E-35,5.95E-28,5.36E-31,1.53E-30,2.48E-27
2.4073,2.92E-35,5.89E-28,5.30E-31,1.52E-30,2.45E-27
2.4075,2.92E-35,5.89E-28,5.30E-31,1.52E-30,2.45E-27
2.4105,2.87E-35,5.82E-28,5.24E-31,1.50E-30,2.43E-27
2.4117,2.85E-35,5.80E-28,5.21E-31,1.49E-30,2.42E-27
2.4141,2.82E-35,5.75E-28,5.17E-31,1.48E-30,2.40E-27
2.4202,2.72E-35,5.63E-28,5.05E-31,1.44E-30,2.35E-27
2.4204,2.72E-35,5.63E-28,5.05E-31,1.44E-30,2.34E-27
2.4249,2.65E-35,5.53E-28,4.96E-31,1.42E-30,2.31E-27
2.4299,2.58E-35,5.43E-28,4.87E-31,1.39E-30,2.26E-27
2.4344,2.51E-35,5.34E-28,4.78E-31,1.37E-30,2.23E-27
2.4363,2.49E-35,5.31E-28,4.75E-31,1.35E-30,2.21E-27
2.4371,2.48E-35,5.29E-28,4.73E-31,1.35E-30,2.20E-27
2.4395,2.44E-35,5.24E-28,4.68E-31,1.34E-30,2.18E-27
2.4397,2.44E-35,5.24E-28,4.68E-31,1.34E-30,2.18E-27
2.4422,2.41E-35,5.19E-28,4.64E-31,1.32E-30,2.16E-27
2.446,2.36E-35,5.13E-28,4.58E-31,1.31E-30,2.14E-27
2.4474,2.34E-35,5.10E-28,4.55E-31,1.30E-30,2.12E-27
2.4492,2.32E-35,5.07E-28,4.52E-31,1.29E-30,2.11E-27
2.4503,2.30E-35,5.05E-28,4.50E-31,1.28E-30,2.10E-27
2.4525,2.28E-35,5.01E-28,4.47E-31,1.27E-30,2.09E-27
2.4543,2.26E-35,4.98E-28,4.44E-31,1.27E-30,2.07E-27
2.4558,2.24E-35,4.95E-28,4.41E-31,1.26E-30,2.06E-27
2.4588,2.20E-35,4.90E-28,4.36E-31,1.24E-30,2.04E-27
2.4593,2.19E-35,4.89E-28,4.35E-31,1.24E-30,2.04E-27
2.4621,2.16E-35,4.84E-28,4.31E-31,1.23E-30,2.02E-27
2.4623,2.16E-35,4.84E-28,4.31E-31,1.23E-30,2.02E-27
2.4653,2.12E-35,4.78E-28,4.25E-31,1.21E-30,1.99E-27
2.4654,2.12E-35,4.78E-28,4.25E-31,1.21E-30,1.99E-27
2.4685,2.09E-35,4.73E-28,4.20E-31,1.20E-30,1.97E-27
2.4691,2.08E-35,4.72E-28,4.19E-31,1.19E-30,1.97E-27
2.4721,2.05E-35,4.67E-28,4.14E-31,1.18E-30,1.95E-27
2.475,2.02E-35,4.62E-28,4.10E-31,1.17E-30,1.93E-27
2.4753,2.01E-35,4.62E-28,4.10E-31,1.17E-30,1.92E-27
2.4812,1.95E-35,4.53E-28,4.01E-31,1.14E-30,1.89E-27
2.4816,1.95E-35,4.52E-28,4.01E-31,1.14E-30,1.88E-27
2.4846,1.92E-35,4.48E-28,3.96E-31,1.13E-30,1.86E-27
2.4847,1.92E-35,4.47E-28,3.96E-31,1.13E-30,1.86E-27
2.4865,1.90E-35,4.44E-28,3.93E-31,1.12E-30,1.85E-27
2.4879,1.88E-35,4.42E-28,3.91E-31,1.11E-30,1.84E-27
2.4889,1.87E-35,4.40E-28,3.90E-31,1.11E-30,1.83E-27
2.4912,1.85E-35,4.37E-28,3.86E-31,1.10E-30,1.82E-27
2.4943,1.82E-35,4.32E-28,3.82E-31,1.09E-30,1.80E-27
2.4943,1.82E-35,4.32E-28,3.82E-31,1.09E-30,1.80E-27
2.4944,1.82E-35,4.32E-28,3.82E-31,1.08E-30,1.80E-27
2.4963,1.80E-35,4.29E-28,3.79E-31,1.08E-30,1.79E-27
2.4977,1.79E-35,4.27E-28,3.78E-31,1.07E-30,1.78E-27
2.5007,1.76E-35,4.23E-28,3.74E-31,1.06E-30,1.76E-27
2.5018,1.75E-35,4.22E-28,3.72E-31,1.06E-30,1.76E-27
2.504,1.74E-35,4.19E-28,3.70E-31,1.05E-30,1.74E-27
