Time691,691K,Time713,713K,Time743,743K
10.6,48.797,5.7037,87.712,1.5624,163.93
10.607,48.802,5.7041,88.411,1.5624,165.01
10.647,48.831,5.7044,89.132,1.5624,165.98
10.7,48.871,5.7047,89.927,1.5624,167.1
10.701,48.871,5.7051,90.805,1.5624,168.02
10.71,48.872,5.7054,91.711,1.5624,169
10.757,48.877,5.7057,92.672,1.5625,170.32
10.8,48.882,5.706,93.684,1.5625,171.09
10.805,48.881,5.7062,94.438,1.5625,171.69
10.853,48.879,5.7064,95.059,1.5625,172.26
10.901,48.877,5.7066,96.192,1.5625,172.76
10.918,48.878,5.7068,97.056,1.5625,173.33
11,48.885,5.707,97.832,1.5626,174.53
11.003,48.886,5.7071,98.317,1.5626,175.66
11.034,48.895,5.7071,98.612,1.5626,176.52
11.165,48.938,5.7072,98.809,1.5626,177.02
11.2,48.951,5.7072,99.068,1.5626,177.51
11.212,48.954,5.7073,99.324,1.5627,178.71
11.298,48.976,5.7073,99.541,1.5627,179.56
11.306,48.977,5.7073,99.629,1.5627,180.51
11.357,48.986,5.7074,99.834,1.5628,181.21
11.5,49.016,5.7074,99.874,1.5628,181.75
11.503,49.017,5.7074,99.875,1.5628,182.23
11.535,49.029,5.7074,99.905,1.5628,182.67
11.6,49.055,5.7074,100.14,1.5629,183.07
11.603,49.056,5.7075,100.56,1.5629,183.45
11.633,49.075,5.7076,101.02,1.5629,183.79
11.7,49.119,5.7077,101.35,1.5629,184.1
11.703,49.12,5.7077,101.58,1.563,184.36
11.736,49.139,5.7078,102.06,1.563,185.14
11.8,49.177,5.7079,102.98,1.5631,185.74
11.806,49.179,5.7081,103.72,1.5631,186.07
11.852,49.196,5.7082,104.3,1.5632,186.35
11.9,49.215,5.7083,104.86,1.5632,186.6
11.914,49.22,5.7084,105.4,1.5633,186.81
12,49.251,5.7084,105.85,1.5633,187.01
12.005,49.253,5.7085,106.24,1.5634,187.21
12.046,49.274,5.7086,106.6,1.5634,187.43
12.1,49.303,5.7086,107.05,1.5635,187.6
12.101,49.304,5.7087,107.7,1.5636,187.74
12.118,49.317,5.7088,108.38,1.5636,187.86
12.194,49.379,5.7089,109.04,1.5636,187.95
12.201,49.385,5.709,109.69,1.5637,188.06
12.22,49.4,5.7091,110.31,1.5637,188.16
12.3,49.466,5.7093,111.86,1.5638,188.24
12.302,49.468,5.7095,113.52,1.5639,188.43
12.321,49.482,5.7096,114.52,1.5641,188.68
12.399,49.543,5.7097,115.3,1.5642,188.9
12.4,49.543,5.7097,115.96,1.5644,189.08
12.408,49.55,5.7098,116.86,1.5645,189.21
12.493,49.621,5.71,119.12,1.5647,189.37
12.5,49.628,5.7101,120.81,1.565,189.73
12.51,49.638,5.7102,122,1.5653,190.03
12.566,49.699,5.7105,125.92,1.5656,190.27
12.6,49.738,5.7106,128.69,1.5658,190.49
12.612,49.754,5.7106,130.27,1.566,190.69
12.691,49.861,5.7107,131.36,1.5663,190.93
12.701,49.876,5.7108,134.2,1.5667,191.25
12.717,49.898,5.7108,136.5,1.5671,191.55
12.799,50.015,5.7109,136.77,1.5676,191.92
12.808,50.028,5.7109,138.95,1.5681,192.25
12.886,50.158,5.711,140.71,1.5685,192.51
12.902,50.187,5.711,141.91,1.5689,192.76
12.932,50.241,5.711,142.76,1.5693,192.99
13.087,50.572,5.711,143.43,1.5697,193.23
13.101,50.607,5.711,144.04,1.5703,193.53
13.126,50.673,5.711,144.53,1.5708,193.79
13.2,50.888,5.711,145.09,1.5713,194.01
13.204,50.9,5.7111,145.6,1.5718,194.21
13.232,50.987,5.7111,146.18,1.5722,194.38
13.3,51.225,5.7111,148.28,1.5726,194.55
13.301,51.229,5.7111,149.58,1.573,194.7
13.313,51.279,5.7112,150.53,1.5735,194.85
13.383,51.592,5.7112,151.39,1.5739,194.99
13.401,51.686,5.7112,153.53,1.5743,195.12
13.418,51.778,5.7112,155.11,1.5748,195.24
13.477,52.141,5.7112,156.05,1.5752,195.35
13.5,52.308,5.7113,156.77,1.5756,195.45
13.51,52.379,5.7113,157.38,1.5774,195.86
13.551,52.724,5.7113,157.92,1.579,196.13
13.6,53.222,5.7113,159.45,1.5802,196.3
13.603,53.251,5.7113,160.68,1.5819,196.5
13.614,53.391,5.7113,161.21,1.584,196.67
13.653,53.94,5.7113,161.72,1.586,196.81
13.689,54.582,5.7113,162.23,1.5877,196.89
13.7,54.824,5.7114,162.66,1.5892,196.95
13.705,54.943,5.7114,163.08,1.5916,197.02
13.727,55.483,5.7114,164.49,1.5943,197.08
13.738,55.825,5.7114,165,1.5986,197.14
13.757,56.438,5.7114,165.66,1.6019,197.17
13.781,57.41,5.7114,166.47,1.6045,197.18
13.794,58.052,5.7114,167.4,1.6072,197.2
13.8,58.398,5.7114,168.49,1.6111,197.21
13.803,58.563,5.7115,169.67,1.6159,197.23
13.806,58.71,5.7115,172.21,1.6208,197.24
13.808,58.847,5.7115,174,1.6256,197.25
13.811,59.014,5.7116,175.25,1.6297,197.26
13.817,59.388,5.7116,176.17,1.6325,197.26
13.824,59.776,5.7116,176.78,1.637,197.27
13.829,60.175,5.7116,177.21,1.6428,197.28
13.835,60.594,5.7116,178.28,1.6505,197.3
13.841,60.993,5.7117,179.36,1.6608,197.32
13.845,61.344,5.7117,180.15,1.6711,197.34
13.849,61.67,5.7117,180.62,1.6814,197.36
13.854,62.036,5.7117,181.03,1.6917,197.37
13.858,62.423,5.7117,181.43,1.7012,197.39
13.863,62.824,5.7117,181.79,1.7067,197.4
13.866,63.19,5.7117,182.13,1.7158,197.42
13.875,64.059,5.7117,182.59,1.7248,197.43
13.883,64.808,5.7118,182.99,1.7338,197.44
13.889,65.381,5.7118,183.38,1.7516,197.47
13.894,65.81,5.7118,183.68,1.7841,197.52
13.898,66.102,5.7118,183.95,1.8039,197.55
13.9,66.27,5.7118,184.56,1.822,197.57
13.902,66.421,5.7119,185.21,1.8801,197.64
13.911,66.944,5.7119,185.73,1.9065,197.66
13.918,67.214,5.7119,186.13,1.9222,197.68
13.923,67.397,5.7119,186.5,1.938,197.69
13.928,67.554,5.712,187.48,1.9538,197.7
13.939,67.843,5.7121,188.84,1.9696,197.72
13.946,68.004,5.7122,189.58,1.9853,197.73
13.952,68.124,5.7122,190.1,2,197.74
13.955,68.187,5.7123,190.41,2.0161,197.75
13.963,68.35,5.7124,190.64,2.0319,197.76
13.975,68.582,5.7124,190.85,2.0477,197.77
13.987,68.812,5.7124,191.06,2.0635,197.78
14,69.075,5.7125,191.28,2.0792,197.79
14.004,69.148,5.7126,191.45,2.095,197.8
14.026,69.636,5.7126,191.59,2.1011,197.8
14.052,70.31,5.7127,191.71,2.1491,197.85
14.068,70.81,5.7127,191.82,2.2013,197.89
14.084,71.38,5.7128,191.92,2.2489,197.94
14.089,71.607,5.7128,192.02,2.3002,197.98
14.089,71.607,5.7129,192.11,2.3116,197.98
14.089,71.607,5.7129,192.19,2.3998,197.99
14.089,71.608,5.713,192.32,2.4132,197.99
14.089,71.611,5.7132,192.63,2.5,197.99
14.09,71.617,5.7133,192.83,2.5193,198
14.09,71.633,5.7134,192.96,2.679,198.06
14.091,71.683,5.7135,193.07,2.7071,198.06
14.093,71.776,5.7136,193.18,2.7995,198.04
14.097,71.942,5.7139,193.43,2.8043,198.04
14.1,72.102,5.7142,193.78,2.896,197.98
14.104,72.301,5.7145,194.1,2.9082,197.97
14.121,73.28,5.7148,194.35,3,197.94
14.132,74.18,5.7151,194.61,3,197.94
14.138,74.762,5.7155,194.95,3.0096,197.94
14.143,75.304,5.7158,195.27,3.0998,197.94
14.146,75.736,5.7161,195.51,3.1118,197.94
14.152,76.562,5.7164,195.71,3.2001,197.98
14.156,77.295,5.7166,195.88,3.213,197.98
14.159,77.926,5.7172,196.31,3.3,197.99
14.16,78.371,5.7181,196.87,3.3089,197.99
14.162,78.853,5.7188,197.31,3.3998,197.95
14.164,79.392,5.7194,197.65,3.4171,197.93
14.165,79.901,5.72,197.97,3.5,197.85
14.167,80.462,5.7206,198.27,3.5239,197.83
14.168,81.056,5.7212,198.54,3.5836,197.76
14.169,81.595,5.7218,198.8,3.6085,197.73
14.17,82.186,5.7224,199.02,3.6989,197.64
14.171,82.997,5.7229,199.19,3.7011,197.64
14.173,84.212,5.7237,199.48,3.729,197.64
14.174,85.111,5.7255,199.98,3.8015,197.64
14.174,85.977,5.7273,200.38,3.8552,197.63
14.175,86.72,5.7291,200.7,3.9024,197.62
14.175,87.437,5.7305,200.91,3.971,197.56
14.176,88.244,5.7314,201.02,4,197.54
14.176,89.094,5.7322,201.11,4.0162,197.52
14.177,89.846,5.7329,201.18,4.1009,197.43
14.177,90.584,5.7336,201.24,4.1508,197.37
14.178,91.842,5.7345,201.31,4.2008,197.31
14.178,93.086,5.737,201.47,4.2279,197.3
14.178,94.947,5.7395,201.59,4.3011,197.29
14.179,96.129,5.7419,201.67,4.3523,197.26
14.179,97.022,5.7444,201.73,4.4011,197.24
14.179,97.79,5.7468,201.77,4.4606,197.18
14.179,98.515,5.7491,201.8,4.5,197.14
14.179,99.251,5.7513,201.83,4.5236,197.13
14.18,99.853,5.7535,201.84,4.6041,197.08
14.18,100.2,5.7556,201.86,4.6999,197.02
14.18,100.42,5.757,201.87,4.7176,197
14.18,100.68,5.7605,201.88,4.8001,196.9
14.18,100.88,5.7654,201.9,4.8123,196.89
14.18,101.1,5.7703,201.91,4.9002,196.84
14.18,101.21,5.7752,201.92,4.9234,196.82
14.18,101.34,5.7801,201.94,5,196.76
14.18,101.45,5.7851,201.95,5.1043,196.67
14.18,101.51,5.7915,201.96,5.2379,196.61
14.18,101.51,5.8003,201.98,5.3009,196.59
14.18,101.52,5.8056,201.99,5.3373,196.54
14.18,101.63,5.8097,202,5.5,196.35
14.18,102.02,5.8132,202,5.5066,196.35
14.18,102.54,5.8164,202.01,5.5989,196.32
14.18,103.03,5.8254,202.02,5.6241,196.31
14.18,103.46,5.8378,202.05,5.7002,196.28
14.18,104.5,5.8502,202.07,5.7137,196.26
14.181,105.81,5.8626,202.09,5.8001,196.14
14.181,106.65,5.8749,202.11,5.8106,196.14
14.181,107.5,5.8873,202.13,5.8994,196.12
14.181,109.2,5.9,202.15,5.9101,196.12
14.181,110.17,5.9043,202.16,6,196.12
14.181,111.01,5.9351,202.23,6.0096,196.11
14.181,112.22,5.9615,202.28,6.1002,196.04
14.182,113.03,5.9823,202.32,6.1316,196.03
14.182,113.7,6,202.36,6.2025,196
14.182,114.25,6.0085,202.38,6.2993,195.94
14.182,115.62,6.0184,202.4,6.3047,195.93
14.182,116.72,6.0864,202.55,6.3882,195.81
14.182,117.63,6.1058,202.59,6.4042,195.78
14.182,118.38,6.1806,202.76,6.4946,195.7
14.182,119.4,6.2016,202.8,6.5,195.7
14.182,120.21,6.2604,202.9,6.5024,195.7
14.182,121.53,6.3036,202.96,6.5487,195.73
14.183,122.76,6.3999,203.07,6.6025,195.76
14.183,123.83,6.4114,203.07,6.6777,195.75
14.183,124.78,6.5,203.1,6.7028,195.74
14.183,125.52,6.5,203.1,6.7668,195.69
14.183,126.18,6.5239,203.11,6.827,195.63
14.183,127.11,6.6001,203.14,6.903,195.55
14.183,128.34,6.6127,203.15,6.9991,195.42
14.183,129.35,6.7,203.22,7,195.42
14.183,130.91,6.7044,203.22,7.0039,195.42
14.183,132.63,6.7803,203.32,7.0824,195.4
14.183,134.94,6.8015,203.34,7.1055,195.4
14.183,136.46,6.8556,203.38,7.2001,195.42
14.183,137.96,6.9008,203.41,7.2205,195.41
14.183,139.46,6.932,203.41,7.3001,195.4
14.183,139.74,7,203.4,7.3136,195.39
14.183,140.96,7.0155,203.4,7.4,195.3
14.183,141.97,7.1003,203.41,7.4176,195.28
14.183,142.92,7.114,203.42,7.5,195.22
14.183,143.8,7.2,203.46,7.5211,195.21
14.183,144.75,7.2154,203.47,7.7988,195.09
14.183,146.39,7.3008,203.48,7.8134,195.09
14.183,148.1,7.3302,203.5,7.8999,195.09
14.183,149.19,7.4011,203.53,7.9063,195.08
14.184,149.96,7.4455,203.52,7.9991,195.01
14.184,150.63,7.5,203.5,8,195.01
14.184,151.25,7.515,203.49,8.0051,195
14.184,153.11,7.6003,203.4,8.0729,194.87
14.184,154.13,7.6271,203.39,8.1016,194.82
14.184,154.87,7.7004,203.34,8.1385,194.79
14.184,156.46,7.7202,203.35,8.2021,194.74
14.184,158.06,7.8018,203.37,8.2597,194.73
14.184,159.38,7.8492,203.39,8.3053,194.73
14.184,160.59,7.9003,203.41,8.3999,194.73
14.184,161.52,7.9212,203.41,8.433,194.72
14.184,162.58,8,203.4,8.5,194.71
14.184,163.75,8.0483,203.38,8.5238,194.71
14.184,164.64,8.1124,203.36,8.6003,194.68
14.184,165.81,8.2027,203.34,8.6189,194.66
14.184,166.82,8.2944,203.31,8.7005,194.56
14.184,167.61,8.3177,203.3,8.7545,194.49
14.184,168.26,8.4002,203.25,8.8007,194.43
14.184,168.91,8.421,203.25,8.8212,194.43
14.184,169.55,8.5,203.24,8.9999,194.43
14.184,170.19,8.5167,203.24,9,194.43
14.184,170.89,8.6017,203.26,9.0132,194.42
14.184,171.6,8.6529,203.25,9.1,194.35
14.184,172.21,8.7032,203.24,9.1225,194.33
14.184,172.76,8.7928,203.2,9.2031,194.26
14.184,173.28,8.8152,203.18,9.2968,194.22
14.184,173.79,8.9009,203.12,9.3102,194.22
14.184,174.26,8.9387,203.11,9.3999,194.19
14.184,174.7,9,203.1,9.4317,194.19
14.184,175.11,9.2005,203.06,9.5,194.18
14.184,175.46,9.2468,203.04,9.5247,194.16
14.184,175.78,9.3064,203.02,9.6015,194.13
14.184,176.07,9.4004,202.97,9.6616,194.08
14.184,176.35,9.4319,202.97,9.7014,194.04
14.184,176.6,9.5,202.96,9.7653,193.95
14.184,176.85,9.5049,202.96,9.801,193.91
14.184,177.08,9.596,202.88,9.8357,193.89
14.184,177.44,9.6217,202.86,9.9028,193.86
14.184,178.01,9.7005,202.78,9.9993,193.85
14.184,179.33,9.7213,202.77,10,193.85
14.184,180.62,9.8004,202.74,10.024,193.84
14.184,181.56,9.8398,202.74,10.102,193.82
14.184,182.15,10,202.72,10.199,193.8
14.184,182.58,10.006,202.72,10.204,193.8
14.184,183.26,10.095,202.62,10.299,193.73
14.184,183.86,10.103,202.61,10.305,193.72
14.184,184.64,10.166,202.59,10.4,193.61
14.184,185.18,10.3,202.56,10.411,193.6
14.184,185.67,10.324,202.54,10.5,193.52
14.184,186.09,10.4,202.48,10.506,193.52
14.184,186.44,10.414,202.48,10.597,193.55
14.184,186.78,10.5,202.48,10.618,193.55
14.184,187.06,10.5,202.48,10.702,193.55
14.184,187.34,10.512,202.47,10.763,193.51
14.184,187.6,10.692,202.37,10.803,193.49
14.184,187.96,10.727,202.36,10.921,193.36
14.184,188.27,11,202.24,11,193.28
14.184,188.54,11.018,202.24,11.057,193.22
14.184,188.77,11.102,202.24,11.101,193.16
14.184,189.38,11.2,202.26,11.128,193.15
14.185,190.35,11.203,202.26,11.202,193.12
14.185,190.93,11.274,202.21,11.296,193.11
14.185,191.25,11.304,202.19,11.405,193.09
14.185,191.53,11.398,202.08,11.5,193.05
14.185,192.14,11.409,202.07,11.524,193.03
14.185,192.66,11.5,202.03,11.601,192.97
14.185,192.94,11.521,202.03,11.632,192.97
14.185,193.12,11.603,202.03,11.701,192.96
14.185,193.4,11.68,202,11.746,192.94
14.186,193.8,11.705,201.99,12,192.82
14.186,194.06,11.8,201.92,12.052,192.79
14.186,194.36,11.815,201.92,12.201,192.71
14.186,194.72,11.9,201.89,12.244,192.69
14.187,195.06,11.943,201.89,12.302,192.68
14.187,195.38,12,201.9,12.376,192.68
14.187,195.68,12.007,201.89,12.41,192.67
14.188,195.93,12.142,201.79,12.5,192.66
14.188,196.1,12.21,201.75,12.5,192.66
14.188,196.25,12.301,201.7,12.506,192.65
14.188,196.64,12.359,201.67,12.598,192.56
14.189,197.13,12.4,201.66,12.613,192.55
14.19,197.48,12.424,201.66,12.7,192.48
14.19,197.77,12.5,201.68,12.745,192.46
14.191,198.36,12.506,201.68,12.804,192.42
14.192,198.74,12.599,201.61,12.9,192.38
14.192,199.08,12.609,201.6,12.927,192.38
14.193,199.38,12.7,201.5,13,192.37
14.194,199.8,12.709,201.5,13.019,192.35
14.194,200.16,12.801,201.47,13.2,192.25
14.195,200.45,12.872,201.44,13.227,192.23
14.196,200.72,12.904,201.43,13.3,192.17
14.197,200.97,12.999,201.4,13.34,192.16
14.197,201.24,13,201.4,13.4,192.13
14.198,201.48,13.055,201.39,13.426,192.14
14.199,201.77,13.116,201.38,13.5,192.16
14.202,202.2,13.2,201.35,13.506,192.16
14.203,202.48,13.224,201.33,13.598,192.12
14.205,202.7,13.301,201.28,13.606,192.11
14.206,202.84,13.331,201.27,13.776,191.96
14.208,202.97,13.41,201.25,13.902,191.85
14.21,203.11,13.5,201.25,13.99,191.81
14.212,203.22,13.514,201.24,14,191.81
14.214,203.3,13.6,201.19,14.014,191.81
14.216,203.37,13.608,201.18,14.1,191.81
14.218,203.41,13.699,201.06,14.125,191.8
14.219,203.44,13.703,201.06,14.201,191.78
14.221,203.46,13.769,201.02,14.255,191.75
14.222,203.48,13.801,201.01,14.303,191.73
14.223,203.5,13.852,201.01,14.376,191.66
14.224,203.51,13.901,201.02,14.433,191.6
14.227,203.54,13.952,201.01,14.5,191.54
14.231,203.57,14,200.99,14.521,191.53
14.235,203.59,14.015,201,14.601,191.48
14.24,203.61,14.1,201.02,14.675,191.46
14.244,203.62,14.113,201.02,14.723,191.45
14.248,203.64,14.201,200.98,14.802,191.44
14.253,203.65,14.236,200.95,14.891,191.41
14.259,203.67,14.301,200.9,14.915,191.41
14.267,203.69,14.354,200.87,15,191.4
14.275,203.71,14.416,200.84,15.006,191.39
14.282,203.73,14.5,200.8,15.1,191.29
14.292,203.76,14.574,200.77,15.119,191.27
14.301,203.78,14.611,200.75,15.2,191.15
14.305,203.79,14.884,200.68,15.218,191.15
14.309,203.8,14.903,200.67,15.3,191.15
14.314,203.81,14.994,200.62,15.316,191.16
14.317,203.82,15,200.61,15.4,191.19
14.323,203.83,15.055,200.59,15.418,191.19
14.336,203.86,15.103,200.57,15.5,191.18
14.349,203.89,15.19,200.57,15.51,191.17
14.362,203.91,15.22,200.57,15.694,191.01
14.379,203.95,15.3,200.59,15.702,191
14.406,204,15.318,200.57,15.754,191
14.447,204.08,15.401,200.47,15.801,190.99
14.487,204.15,15.426,200.43,15.86,190.95
14.501,204.18,15.5,200.32,15.912,190.93
14.528,204.24,15.503,200.32,16,190.89
14.575,204.33,15.555,200.31,16.201,190.8
14.6,204.38,15.603,200.31,16.252,190.79
14.623,204.43,15.696,200.36,16.301,190.78
14.701,204.6,15.701,200.36,16.33,190.76
14.729,204.66,15.744,200.35,16.404,190.71
14.8,204.78,15.801,200.33,16.5,190.65
14.912,204.96,15.83,200.31,16.511,190.65
15,205.07,15.901,200.25,16.601,190.64
15.029,205.1,15.931,200.24,16.658,190.62
15.098,205.16,16,200.22,16.802,190.58
15.107,205.17,16.075,200.19,16.876,190.55
15.2,205.22,16.205,200.14,16.92,190.53
15.203,205.23,16.3,200.11,17,190.51
15.296,205.3,16.317,200.1,17.046,190.51
15.309,205.32,16.4,200.04,17.106,190.51
15.425,205.45,16.426,200.03,17.274,190.46
15.501,205.52,16.5,200.01,17.332,190.44
15.529,205.53,16.528,200.01,17.401,190.41
15.6,205.53,16.609,200.01,17.438,190.37
15.623,205.53,16.7,200,17.5,190.32
15.7,205.52,16.721,199.99,17.52,190.31
15.71,205.53,16.802,199.95,17.6,190.26
15.8,205.59,16.897,199.89,17.619,190.26
15.811,205.61,16.904,199.88,17.701,190.25
15.9,205.72,16.976,199.88,17.748,190.26
15.923,205.73,17,199.88,17.801,190.26
16,205.78,17.048,199.88,17.837,190.25
16.008,205.77,17.201,199.86,17.901,190.22
16.098,205.74,17.236,199.83,17.936,190.18
16.104,205.74,17.317,199.78,18,190.12
16.194,205.74,17.401,199.73,18.011,190.11
16.214,205.74,17.438,199.73,18.101,190.07
16.3,205.73,17.5,199.72,18.136,190.07
16.327,205.74,17.516,199.71,18.201,190.07
16.4,205.74,17.6,199.67,18.276,190.05
16.412,205.75,17.61,199.67,18.307,190.04
16.5,205.81,17.7,199.58,18.4,189.96
16.505,205.81,17.733,199.55,18.443,189.93
16.587,205.79,17.801,199.51,18.5,189.89
16.616,205.78,17.837,199.51,18.511,189.89
16.7,205.77,17.916,199.52,18.6,189.87
16.728,205.77,18,199.52,18.647,189.87
16.801,205.77,18.008,199.51,18.703,189.87
16.847,205.75,18.1,199.44,18.875,189.85
16.902,205.73,18.11,199.44,18.905,189.84
16.959,205.75,18.201,199.42,18.983,189.75
17.006,205.77,18.27,199.43,19,189.73
17.1,205.8,18.318,199.43,19.01,189.72
17.103,205.8,18.401,199.42,19.1,189.69
17.195,205.78,18.459,199.41,19.103,189.69
17.2,205.78,18.5,199.4,19.173,189.72
17.259,205.76,18.567,199.37,19.201,189.73
17.302,205.74,18.621,199.34,19.251,189.72
17.385,205.73,18.701,199.3,19.302,189.71
17.502,205.71,18.724,199.3,19.398,189.66
17.598,205.68,18.8,199.3,19.429,189.64
17.616,205.69,18.826,199.31,19.5,189.61
17.7,205.69,18.901,199.34,19.608,189.56
17.706,205.69,18.935,199.34,19.7,189.51
17.8,205.62,19,199.34,19.75,189.49
17.807,205.61,19.063,199.33,19.801,189.47
17.9,205.51,19.107,199.32,19.868,189.47
17.904,205.51,19.2,199.28,19.902,189.47
17.997,205.49,19.218,199.27,19.965,189.44
18,205.49,19.3,199.21,20,189.43
18.011,205.49,19.307,199.22,20.016,189.41
18.1,205.54,19.397,199.23,20.101,189.34
18.163,205.56,19.424,199.24,20.159,189.3
18.201,205.57,19.5,199.26,20.202,189.27
18.24,205.55,19.516,199.25,20.265,189.25
18.301,205.53,19.7,199.12,20.303,189.24
18.347,205.5,19.761,199.07,20.381,189.27
18.401,205.46,19.803,199.03,20.429,189.29
18.46,205.44,19.898,198.99,20.5,189.31
18.504,205.44,19.905,198.99,20.504,189.31
18.599,205.45,19.995,199.04,20.567,189.27
18.61,205.45,20,199.05,20.602,189.25
18.7,205.44,20.01,199.05,20.664,189.25
18.722,205.43,20.1,199.03,20.704,189.25
18.8,205.39,20.109,199.03,20.79,189.2
18.903,205.34,20.287,198.9,20.805,189.19
19,205.3,20.302,198.89,20.899,189.08
19.009,205.3,20.397,198.85,20.905,189.08
19.101,205.31,20.407,198.85,20.986,189.08
19.153,205.29,20.5,198.84,21,189.08
19.301,205.26,20.622,198.82,21.015,189.07
19.392,205.22,20.701,198.8,21.101,189.02
19.418,205.21,20.797,198.76,21.165,189.01
19.5,205.15,20.809,198.76,21.212,189.01
19.514,205.15,20.899,198.77,21.3,189.01
19.6,205.16,20.908,198.77,21.319,188.99
19.712,205.16,21,198.76,21.402,188.92
19.8,205.14,21,198.76,21.488,188.87
19.822,205.13,21.038,198.74,21.5,188.87
20,204.99,21.105,198.73,21.52,188.86
20.001,204.99,21.2,198.69,21.601,188.84
20.027,205,21.247,198.65,21.638,188.84
20.2,205.12,21.303,198.62,21.702,188.84
20.202,205.12,21.381,198.58,21.783,188.86
20.25,205.09,21.405,198.57,21.805,188.87
20.304,205.06,21.499,198.57,21.9,188.87
20.4,205.02,21.5,198.57,21.933,188.86
20.4,205.02,21.544,198.57,22,188.85
20.415,205.02,21.601,198.56,22.015,188.84
20.501,205.02,21.661,198.58,22.1,188.78
20.53,204.99,21.706,198.59,22.135,188.77
20.601,204.92,21.799,198.57,22.201,188.74
20.628,204.92,21.815,198.57,22.241,188.76
20.7,204.9,21.902,198.53,22.301,188.78
20.718,204.9,21.979,198.52,22.34,188.78
20.8,204.93,22,198.52,22.401,188.78
20.826,204.92,22.018,198.51,22.475,188.76
21.001,204.9,22.101,198.48,22.5,188.75
21.08,204.88,22.14,198.47,22.518,188.74
21.105,204.87,22.201,198.46,22.6,188.7
21.199,204.8,22.233,198.44,22.63,188.67
21.2,204.79,22.301,198.39,22.8,188.52
21.227,204.78,22.36,198.37,22.818,188.52
21.3,204.74,22.406,198.35,23,188.52
21.344,204.73,22.499,198.35,NaN,NaN
21.413,204.71,22.5,198.35,NaN,NaN
21.699,204.68,22.548,198.35,NaN,NaN
21.717,204.67,22.701,198.32,NaN,NaN
21.801,204.65,22.728,198.31,NaN,NaN
21.839,204.66,22.806,198.27,NaN,NaN
21.907,204.66,23,198.19,NaN,NaN
22,204.64,NaN,NaN,NaN,NaN
22.048,204.62,NaN,NaN,NaN,NaN
22.103,204.6,NaN,NaN,NaN,NaN
22.185,204.61,NaN,NaN,NaN,NaN
22.21,204.61,NaN,NaN,NaN,NaN
22.301,204.59,NaN,NaN,NaN,NaN
22.374,204.58,NaN,NaN,NaN,NaN
22.407,204.57,NaN,NaN,NaN,NaN
22.499,204.6,NaN,NaN,NaN,NaN
22.504,204.6,NaN,NaN,NaN,NaN
22.576,204.54,NaN,NaN,NaN,NaN
22.636,204.5,NaN,NaN,NaN,NaN
22.701,204.45,NaN,NaN,NaN,NaN
22.734,204.45,NaN,NaN,NaN,NaN
22.8,204.45,NaN,NaN,NaN,NaN
22.814,204.46,NaN,NaN,NaN,NaN
22.9,204.49,NaN,NaN,NaN,NaN
22.927,204.49,NaN,NaN,NaN,NaN
23.001,204.48,NaN,NaN,NaN,NaN
23.046,204.46,NaN,NaN,NaN,NaN
23.101,204.43,NaN,NaN,NaN,NaN
23.141,204.43,NaN,NaN,NaN,NaN
23.3,204.43,NaN,NaN,NaN,NaN
23.32,204.43,NaN,NaN,NaN,NaN
23.401,204.45,NaN,NaN,NaN,NaN
23.455,204.45,NaN,NaN,NaN,NaN
23.505,204.44,NaN,NaN,NaN,NaN
23.6,204.42,NaN,NaN,NaN,NaN
23.643,204.41,NaN,NaN,NaN,NaN
23.701,204.4,NaN,NaN,NaN,NaN
23.754,204.36,NaN,NaN,NaN,NaN
23.801,204.32,NaN,NaN,NaN,NaN
23.838,204.32,NaN,NaN,NaN,NaN
24,204.32,NaN,NaN,NaN,NaN
24.032,204.31,NaN,NaN,NaN,NaN
24.106,204.26,NaN,NaN,NaN,NaN
24.2,204.2,NaN,NaN,NaN,NaN
24.212,204.2,NaN,NaN,NaN,NaN
24.3,204.19,NaN,NaN,NaN,NaN
24.353,204.19,NaN,NaN,NaN,NaN
24.4,204.19,NaN,NaN,NaN,NaN
24.41,204.18,NaN,NaN,NaN,NaN
24.5,204.12,NaN,NaN,NaN,NaN
24.523,204.12,NaN,NaN,NaN,NaN
24.701,204.1,NaN,NaN,NaN,NaN
24.738,204.08,NaN,NaN,NaN,NaN
24.801,204.06,NaN,NaN,NaN,NaN
24.83,204.06,NaN,NaN,NaN,NaN
24.9,204.07,NaN,NaN,NaN,NaN
24.916,204.06,NaN,NaN,NaN,NaN
25.003,204.03,NaN,NaN,NaN,NaN
25.1,204,NaN,NaN,NaN,NaN
25.123,204,NaN,NaN,NaN,NaN
25.2,204,NaN,NaN,NaN,NaN
25.21,204,NaN,NaN,NaN,NaN
25.3,203.92,NaN,NaN,NaN,NaN
25.331,203.9,NaN,NaN,NaN,NaN
25.403,203.86,NaN,NaN,NaN,NaN
25.485,203.86,NaN,NaN,NaN,NaN
25.51,203.86,NaN,NaN,NaN,NaN
25.6,203.9,NaN,NaN,NaN,NaN
25.618,203.9,NaN,NaN,NaN,NaN
25.7,203.9,NaN,NaN,NaN,NaN
25.714,203.89,NaN,NaN,NaN,NaN
25.8,203.82,NaN,NaN,NaN,NaN
25.827,203.8,NaN,NaN,NaN,NaN
25.901,203.76,NaN,NaN,NaN,NaN
25.992,203.73,NaN,NaN,NaN,NaN
26,203.72,NaN,NaN,NaN,NaN
