Time691,691K,Time713,713K,Time743,743K
26.044,203.71,NaN,NaN,NaN,NaN
26.101,203.7,NaN,NaN,NaN,NaN
26.125,203.71,NaN,NaN,NaN,NaN
26.201,203.74,NaN,NaN,NaN,NaN
26.261,203.74,NaN,NaN,NaN,NaN
26.305,203.74,NaN,NaN,NaN,NaN
26.438,203.7,NaN,NaN,NaN,NaN
26.607,203.65,NaN,NaN,NaN,NaN
26.701,203.6,NaN,NaN,NaN,NaN
26.777,203.55,NaN,NaN,NaN,NaN
26.8,203.54,NaN,NaN,NaN,NaN
26.808,203.54,NaN,NaN,NaN,NaN
26.9,203.55,NaN,NaN,NaN,NaN
26.951,203.55,NaN,NaN,NaN,NaN
27.006,203.55,NaN,NaN,NaN,NaN
27.1,203.57,NaN,NaN,NaN,NaN
27.11,203.56,NaN,NaN,NaN,NaN
27.2,203.53,NaN,NaN,NaN,NaN
27.253,203.5,NaN,NaN,NaN,NaN
27.301,203.47,NaN,NaN,NaN,NaN
27.344,203.47,NaN,NaN,NaN,NaN
27.4,203.47,NaN,NaN,NaN,NaN
27.424,203.46,NaN,NaN,NaN,NaN
27.501,203.41,NaN,NaN,NaN,NaN
27.525,203.41,NaN,NaN,NaN,NaN
27.6,203.41,NaN,NaN,NaN,NaN
27.612,203.41,NaN,NaN,NaN,NaN
27.7,203.47,NaN,NaN,NaN,NaN
27.712,203.47,NaN,NaN,NaN,NaN
27.8,203.46,NaN,NaN,NaN,NaN
27.812,203.45,NaN,NaN,NaN,NaN
27.9,203.34,NaN,NaN,NaN,NaN
27.935,203.31,NaN,NaN,NaN,NaN
28.001,203.26,NaN,NaN,NaN,NaN
28.067,203.22,NaN,NaN,NaN,NaN
28.102,203.21,NaN,NaN,NaN,NaN
28.149,203.22,NaN,NaN,NaN,NaN
28.302,203.26,NaN,NaN,NaN,NaN
28.382,203.24,NaN,NaN,NaN,NaN
28.4,203.23,NaN,NaN,NaN,NaN
28.457,203.21,NaN,NaN,NaN,NaN
28.509,203.19,NaN,NaN,NaN,NaN
28.6,203.14,NaN,NaN,NaN,NaN
28.656,203.12,NaN,NaN,NaN,NaN
28.701,203.1,NaN,NaN,NaN,NaN
28.727,203.1,NaN,NaN,NaN,NaN
28.804,203.11,NaN,NaN,NaN,NaN
28.9,203.11,NaN,NaN,NaN,NaN
28.904,203.11,NaN,NaN,NaN,NaN
28.989,203.04,NaN,NaN,NaN,NaN
29.019,203.02,NaN,NaN,NaN,NaN
29.1,202.97,NaN,NaN,NaN,NaN
29.123,202.97,NaN,NaN,NaN,NaN
29.2,202.97,NaN,NaN,NaN,NaN
29.229,202.98,NaN,NaN,NaN,NaN
29.301,203,NaN,NaN,NaN,NaN
29.329,202.99,NaN,NaN,NaN,NaN
29.402,202.97,NaN,NaN,NaN,NaN
29.479,202.97,NaN,NaN,NaN,NaN
29.507,202.97,NaN,NaN,NaN,NaN
29.6,202.93,NaN,NaN,NaN,NaN
29.614,202.92,NaN,NaN,NaN,NaN
29.7,202.85,NaN,NaN,NaN,NaN
29.711,202.85,NaN,NaN,NaN,NaN
29.898,202.82,NaN,NaN,NaN,NaN
29.914,202.82,NaN,NaN,NaN,NaN
30,202.78,NaN,NaN,NaN,NaN
30.102,202.75,NaN,NaN,NaN,NaN
30.144,202.77,NaN,NaN,NaN,NaN
30.202,202.8,NaN,NaN,NaN,NaN
30.263,202.8,NaN,NaN,NaN,NaN
30.305,202.79,NaN,NaN,NaN,NaN
30.398,202.75,NaN,NaN,NaN,NaN
30.416,202.74,NaN,NaN,NaN,NaN
30.502,202.72,NaN,NaN,NaN,NaN
30.571,202.72,NaN,NaN,NaN,NaN
30.606,202.72,NaN,NaN,NaN,NaN
30.7,202.68,NaN,NaN,NaN,NaN
30.724,202.66,NaN,NaN,NaN,NaN
30.8,202.6,NaN,NaN,NaN,NaN
30.81,202.6,NaN,NaN,NaN,NaN
30.901,202.59,NaN,NaN,NaN,NaN
30.976,202.59,NaN,NaN,NaN,NaN
31.032,202.58,NaN,NaN,NaN,NaN
31.109,202.57,NaN,NaN,NaN,NaN
31.203,202.57,NaN,NaN,NaN,NaN
31.299,202.55,NaN,NaN,NaN,NaN
31.315,202.54,NaN,NaN,NaN,NaN
31.501,202.47,NaN,NaN,NaN,NaN
31.572,202.46,NaN,NaN,NaN,NaN
31.6,202.45,NaN,NaN,NaN,NaN
31.645,202.45,NaN,NaN,NaN,NaN
31.8,202.45,NaN,NaN,NaN,NaN
31.823,202.44,NaN,NaN,NaN,NaN
31.901,202.4,NaN,NaN,NaN,NaN
31.972,202.35,NaN,NaN,NaN,NaN
32.023,202.32,NaN,NaN,NaN,NaN
32.102,202.28,NaN,NaN,NaN,NaN
32.194,202.27,NaN,NaN,NaN,NaN
32.204,202.27,NaN,NaN,NaN,NaN
32.3,202.3,NaN,NaN,NaN,NaN
32.319,202.29,NaN,NaN,NaN,NaN
32.4,202.26,NaN,NaN,NaN,NaN
32.431,202.24,NaN,NaN,NaN,NaN
32.501,202.2,NaN,NaN,NaN,NaN
32.54,202.2,NaN,NaN,NaN,NaN
32.605,202.21,NaN,NaN,NaN,NaN
32.699,202.24,NaN,NaN,NaN,NaN
32.717,202.24,NaN,NaN,NaN,NaN
32.8,202.24,NaN,NaN,NaN,NaN
32.817,202.23,NaN,NaN,NaN,NaN
33,202.09,NaN,NaN,NaN,NaN
33.005,202.09,NaN,NaN,NaN,NaN
33.081,202.11,NaN,NaN,NaN,NaN
33.107,202.12,NaN,NaN,NaN,NaN
33.2,202.16,NaN,NaN,NaN,NaN
33.2,202.16,NaN,NaN,NaN,NaN
33.215,202.16,NaN,NaN,NaN,NaN
33.301,202.14,NaN,NaN,NaN,NaN
33.373,202.11,NaN,NaN,NaN,NaN
33.414,202.1,NaN,NaN,NaN,NaN
33.6,202.05,NaN,NaN,NaN,NaN
33.62,202.04,NaN,NaN,NaN,NaN
33.701,201.99,NaN,NaN,NaN,NaN
33.744,201.98,NaN,NaN,NaN,NaN
33.802,201.97,NaN,NaN,NaN,NaN
33.88,201.97,NaN,NaN,NaN,NaN
33.908,201.97,NaN,NaN,NaN,NaN
34,201.99,NaN,NaN,NaN,NaN
34.037,202,NaN,NaN,NaN,NaN
34.101,202.01,NaN,NaN,NaN,NaN
34.12,201.99,NaN,NaN,NaN,NaN
34.2,201.93,NaN,NaN,NaN,NaN
34.222,201.92,NaN,NaN,NaN,NaN
34.301,201.9,NaN,NaN,NaN,NaN
34.349,201.9,NaN,NaN,NaN,NaN
34.401,201.9,NaN,NaN,NaN,NaN
34.449,201.88,NaN,NaN,NaN,NaN
34.502,201.85,NaN,NaN,NaN,NaN
34.559,201.85,NaN,NaN,NaN,NaN
34.602,201.85,NaN,NaN,NaN,NaN
34.699,201.81,NaN,NaN,NaN,NaN
34.704,201.81,NaN,NaN,NaN,NaN
34.796,201.71,NaN,NaN,NaN,NaN
34.8,201.71,NaN,NaN,NaN,NaN
34.807,201.71,NaN,NaN,NaN,NaN
34.896,201.73,NaN,NaN,NaN,NaN
34.911,201.73,NaN,NaN,NaN,NaN
35,201.73,NaN,NaN,NaN,NaN
35.016,201.73,NaN,NaN,NaN,NaN
35.1,201.69,NaN,NaN,NaN,NaN
35.122,201.69,NaN,NaN,NaN,NaN
35.2,201.69,NaN,NaN,NaN,NaN
35.223,201.68,NaN,NaN,NaN,NaN
35.301,201.64,NaN,NaN,NaN,NaN
35.33,201.64,NaN,NaN,NaN,NaN
35.401,201.64,NaN,NaN,NaN,NaN
35.447,201.66,NaN,NaN,NaN,NaN
35.501,201.69,NaN,NaN,NaN,NaN
35.52,201.68,NaN,NaN,NaN,NaN
35.6,201.63,NaN,NaN,NaN,NaN
35.703,201.56,NaN,NaN,NaN,NaN
35.8,201.52,NaN,NaN,NaN,NaN
35.804,201.52,NaN,NaN,NaN,NaN
35.893,201.56,NaN,NaN,NaN,NaN
35.911,201.56,NaN,NaN,NaN,NaN
36,201.59,NaN,NaN,NaN,NaN
36.033,201.59,NaN,NaN,NaN,NaN
36.101,201.59,NaN,NaN,NaN,NaN
36.137,201.57,NaN,NaN,NaN,NaN
36.201,201.53,NaN,NaN,NaN,NaN
36.257,201.49,NaN,NaN,NaN,NaN
36.302,201.46,NaN,NaN,NaN,NaN
36.358,201.45,NaN,NaN,NaN,NaN
36.4,201.44,NaN,NaN,NaN,NaN
36.411,201.45,NaN,NaN,NaN,NaN
36.5,201.5,NaN,NaN,NaN,NaN
36.511,201.49,NaN,NaN,NaN,NaN
36.6,201.48,NaN,NaN,NaN,NaN
36.633,201.48,NaN,NaN,NaN,NaN
36.801,201.48,NaN,NaN,NaN,NaN
36.83,201.46,NaN,NaN,NaN,NaN
36.901,201.39,NaN,NaN,NaN,NaN
36.968,201.35,NaN,NaN,NaN,NaN
37.001,201.33,NaN,NaN,NaN,NaN
37.037,201.33,NaN,NaN,NaN,NaN
37.101,201.34,NaN,NaN,NaN,NaN
37.161,201.36,NaN,NaN,NaN,NaN
37.2,201.38,NaN,NaN,NaN,NaN
37.211,201.38,NaN,NaN,NaN,NaN
37.397,201.35,NaN,NaN,NaN,NaN
37.419,201.34,NaN,NaN,NaN,NaN
37.501,201.31,NaN,NaN,NaN,NaN
37.598,201.26,NaN,NaN,NaN,NaN
37.608,201.26,NaN,NaN,NaN,NaN
37.7,201.26,NaN,NaN,NaN,NaN
37.712,201.26,NaN,NaN,NaN,NaN
37.804,201.22,NaN,NaN,NaN,NaN
37.9,201.2,NaN,NaN,NaN,NaN
37.91,201.2,NaN,NaN,NaN,NaN
38,201.22,NaN,NaN,NaN,NaN
38.018,201.22,NaN,NaN,NaN,NaN
38.101,201.2,NaN,NaN,NaN,NaN
38.162,201.16,NaN,NaN,NaN,NaN
38.201,201.14,NaN,NaN,NaN,NaN
38.243,201.15,NaN,NaN,NaN,NaN
38.301,201.17,NaN,NaN,NaN,NaN
38.328,201.16,NaN,NaN,NaN,NaN
38.401,201.13,NaN,NaN,NaN,NaN
38.49,201.11,NaN,NaN,NaN,NaN
38.507,201.1,NaN,NaN,NaN,NaN
38.6,201.1,NaN,NaN,NaN,NaN
38.633,201.11,NaN,NaN,NaN,NaN
38.701,201.12,NaN,NaN,NaN,NaN
38.75,201.09,NaN,NaN,NaN,NaN
38.8,201.07,NaN,NaN,NaN,NaN
38.813,201.05,NaN,NaN,NaN,NaN
38.9,200.95,NaN,NaN,NaN,NaN
38.904,200.95,NaN,NaN,NaN,NaN
38.994,200.94,NaN,NaN,NaN,NaN
39.006,200.94,NaN,NaN,NaN,NaN
39.1,200.96,NaN,NaN,NaN,NaN
39.131,200.97,NaN,NaN,NaN,NaN
39.202,200.97,NaN,NaN,NaN,NaN
39.294,200.96,NaN,NaN,NaN,NaN
39.311,200.96,NaN,NaN,NaN,NaN
39.4,200.92,NaN,NaN,NaN,NaN
39.434,200.9,NaN,NaN,NaN,NaN
39.501,200.86,NaN,NaN,NaN,NaN
39.527,200.86,NaN,NaN,NaN,NaN
39.6,200.87,NaN,NaN,NaN,NaN
39.617,200.88,NaN,NaN,NaN,NaN
39.7,200.92,NaN,NaN,NaN,NaN
39.714,200.91,NaN,NaN,NaN,NaN
39.899,200.74,NaN,NaN,NaN,NaN
39.901,200.74,NaN,NaN,NaN,NaN
39.942,200.75,NaN,NaN,NaN,NaN
40.002,200.77,NaN,NaN,NaN,NaN
40.093,200.81,NaN,NaN,NaN,NaN
40.112,200.82,NaN,NaN,NaN,NaN
40.2,200.84,NaN,NaN,NaN,NaN
40.21,200.84,NaN,NaN,NaN,NaN
40.3,200.79,NaN,NaN,NaN,NaN
40.346,200.76,NaN,NaN,NaN,NaN
40.4,200.73,NaN,NaN,NaN,NaN
40.414,200.73,NaN,NaN,NaN,NaN
40.501,200.71,NaN,NaN,NaN,NaN
40.589,200.71,NaN,NaN,NaN,NaN
40.616,200.72,NaN,NaN,NaN,NaN
40.8,200.74,NaN,NaN,NaN,NaN
40.85,200.74,NaN,NaN,NaN,NaN
40.903,200.74,NaN,NaN,NaN,NaN
40.962,200.7,NaN,NaN,NaN,NaN
41.101,200.61,NaN,NaN,NaN,NaN
41.153,200.59,NaN,NaN,NaN,NaN
41.2,200.57,NaN,NaN,NaN,NaN
41.227,200.57,NaN,NaN,NaN,NaN
41.304,200.56,NaN,NaN,NaN,NaN
41.399,200.58,NaN,NaN,NaN,NaN
41.418,200.59,NaN,NaN,NaN,NaN
41.5,200.62,NaN,NaN,NaN,NaN
41.523,200.61,NaN,NaN,NaN,NaN
41.601,200.58,NaN,NaN,NaN,NaN
41.646,200.55,NaN,NaN,NaN,NaN
41.701,200.51,NaN,NaN,NaN,NaN
41.749,200.49,NaN,NaN,NaN,NaN
41.803,200.48,NaN,NaN,NaN,NaN
41.9,200.49,NaN,NaN,NaN,NaN
41.939,200.49,NaN,NaN,NaN,NaN
42,200.49,NaN,NaN,NaN,NaN
42.015,200.49,NaN,NaN,NaN,NaN
42.1,200.45,NaN,NaN,NaN,NaN
42.119,200.45,NaN,NaN,NaN,NaN
42.201,200.45,NaN,NaN,NaN,NaN
42.281,200.43,NaN,NaN,NaN,NaN
42.402,200.4,NaN,NaN,NaN,NaN
42.499,200.42,NaN,NaN,NaN,NaN
42.503,200.41,NaN,NaN,NaN,NaN
42.592,200.37,NaN,NaN,NaN,NaN
42.608,200.36,NaN,NaN,NaN,NaN
42.7,200.34,NaN,NaN,NaN,NaN
42.733,200.34,NaN,NaN,NaN,NaN
42.8,200.34,NaN,NaN,NaN,NaN
42.889,200.35,NaN,NaN,NaN,NaN
42.905,200.35,NaN,NaN,NaN,NaN
43,200.29,NaN,NaN,NaN,NaN
43.033,200.25,NaN,NaN,NaN,NaN
43.102,200.18,NaN,NaN,NaN,NaN
43.146,200.16,NaN,NaN,NaN,NaN
43.204,200.14,NaN,NaN,NaN,NaN
43.295,200.17,NaN,NaN,NaN,NaN
43.314,200.17,NaN,NaN,NaN,NaN
43.401,200.17,NaN,NaN,NaN,NaN
43.493,200.18,NaN,NaN,NaN,NaN
43.518,200.19,NaN,NaN,NaN,NaN
43.6,200.21,NaN,NaN,NaN,NaN
43.609,200.2,NaN,NaN,NaN,NaN
43.7,200.16,NaN,NaN,NaN,NaN
43.748,200.14,NaN,NaN,NaN,NaN
43.8,200.12,NaN,NaN,NaN,NaN
43.816,200.08,NaN,NaN,NaN,NaN
43.9,199.89,NaN,NaN,NaN,NaN
43.902,199.89,NaN,NaN,NaN,NaN
43.929,199.89,NaN,NaN,NaN,NaN
44,199.89,NaN,NaN,NaN,NaN
44.005,199.9,NaN,NaN,NaN,NaN
44.061,200.03,NaN,NaN,NaN,NaN
44.1,200.12,NaN,NaN,NaN,NaN
44.107,200.11,NaN,NaN,NaN,NaN
44.173,200.08,NaN,NaN,NaN,NaN
44.208,200.06,NaN,NaN,NaN,NaN
44.3,199.99,NaN,NaN,NaN,NaN
44.314,199.99,NaN,NaN,NaN,NaN
44.4,199.98,NaN,NaN,NaN,NaN
44.417,199.98,NaN,NaN,NaN,NaN
44.5,200.01,NaN,NaN,NaN,NaN
44.512,200.01,NaN,NaN,NaN,NaN
44.6,200,NaN,NaN,NaN,NaN
44.616,199.99,NaN,NaN,NaN,NaN
44.8,199.9,NaN,NaN,NaN,NaN
44.813,199.9,NaN,NaN,NaN,NaN
44.9,199.92,NaN,NaN,NaN,NaN
44.938,199.94,NaN,NaN,NaN,NaN
45.001,199.96,NaN,NaN,NaN,NaN
45.057,199.96,NaN,NaN,NaN,NaN
45.109,199.95,NaN,NaN,NaN,NaN
45.2,199.9,NaN,NaN,NaN,NaN
45.306,199.85,NaN,NaN,NaN,NaN
45.4,199.82,NaN,NaN,NaN,NaN
45.409,199.82,NaN,NaN,NaN,NaN
45.5,199.83,NaN,NaN,NaN,NaN
45.536,199.83,NaN,NaN,NaN,NaN
45.601,199.83,NaN,NaN,NaN,NaN
45.646,199.81,NaN,NaN,NaN,NaN
45.719,199.77,NaN,NaN,NaN,NaN
45.801,199.74,NaN,NaN,NaN,NaN
45.823,199.75,NaN,NaN,NaN,NaN
45.9,199.77,NaN,NaN,NaN,NaN
45.917,199.76,NaN,NaN,NaN,NaN
46,199.72,NaN,NaN,NaN,NaN
46.044,199.7,NaN,NaN,NaN,NaN
46.101,199.68,NaN,NaN,NaN,NaN
46.133,199.69,NaN,NaN,NaN,NaN
46.203,199.72,NaN,NaN,NaN,NaN
46.3,199.74,NaN,NaN,NaN,NaN
46.329,199.74,NaN,NaN,NaN,NaN
46.401,199.74,NaN,NaN,NaN,NaN
46.444,199.71,NaN,NaN,NaN,NaN
46.502,199.67,NaN,NaN,NaN,NaN
46.572,199.63,NaN,NaN,NaN,NaN
46.614,199.61,NaN,NaN,NaN,NaN
46.7,199.58,NaN,NaN,NaN,NaN
46.715,199.58,NaN,NaN,NaN,NaN
46.8,199.6,NaN,NaN,NaN,NaN
46.842,199.62,NaN,NaN,NaN,NaN
46.901,199.64,NaN,NaN,NaN,NaN
46.932,199.63,NaN,NaN,NaN,NaN
47.001,199.6,NaN,NaN,NaN,NaN
47.029,199.58,NaN,NaN,NaN,NaN
47.101,199.51,NaN,NaN,NaN,NaN
47.127,199.5,NaN,NaN,NaN,NaN
47.201,199.49,NaN,NaN,NaN,NaN
47.265,199.49,NaN,NaN,NaN,NaN
47.323,199.48,NaN,NaN,NaN,NaN
47.417,199.47,NaN,NaN,NaN,NaN
47.6,199.42,NaN,NaN,NaN,NaN
47.636,199.42,NaN,NaN,NaN,NaN
47.708,199.41,NaN,NaN,NaN,NaN
47.8,199.42,NaN,NaN,NaN,NaN
47.816,199.42,NaN,NaN,NaN,NaN
47.9,199.4,NaN,NaN,NaN,NaN
47.925,199.38,NaN,NaN,NaN,NaN
48.001,199.33,NaN,NaN,NaN,NaN
48.043,199.34,NaN,NaN,NaN,NaN
48.201,199.36,NaN,NaN,NaN,NaN
48.233,199.34,NaN,NaN,NaN,NaN
48.315,199.31,NaN,NaN,NaN,NaN
48.4,199.27,NaN,NaN,NaN,NaN
48.419,199.27,NaN,NaN,NaN,NaN
48.5,199.25,NaN,NaN,NaN,NaN
48.528,199.26,NaN,NaN,NaN,NaN
48.601,199.28,NaN,NaN,NaN,NaN
48.646,199.27,NaN,NaN,NaN,NaN
48.702,199.27,NaN,NaN,NaN,NaN
48.77,199.23,NaN,NaN,NaN,NaN
48.805,199.22,NaN,NaN,NaN,NaN
48.9,199.2,NaN,NaN,NaN,NaN
48.914,199.21,NaN,NaN,NaN,NaN
49,199.23,NaN,NaN,NaN,NaN
49.014,199.22,NaN,NaN,NaN,NaN
49.199,199.13,NaN,NaN,NaN,NaN
49.2,199.13,NaN,NaN,NaN,NaN
49.216,199.13,NaN,NaN,NaN,NaN
49.3,199.13,NaN,NaN,NaN,NaN
49.328,199.12,NaN,NaN,NaN,NaN
49.405,199.1,NaN,NaN,NaN,NaN
49.5,199.09,NaN,NaN,NaN,NaN
49.517,199.09,NaN,NaN,NaN,NaN
49.6,199.1,NaN,NaN,NaN,NaN
49.62,199.11,NaN,NaN,NaN,NaN
49.7,199.16,NaN,NaN,NaN,NaN
49.714,199.16,NaN,NaN,NaN,NaN
49.8,199.14,NaN,NaN,NaN,NaN
49.816,199.12,NaN,NaN,NaN,NaN
49.9,199.05,NaN,NaN,NaN,NaN
49.931,199.03,NaN,NaN,NaN,NaN
50,199,NaN,NaN,NaN,NaN
