Time690,690K,Time729,729K,Time742,742K,Time761,761K,Time777,777K,Time797,797K,Time815,815K,Time840,840K,Time867,867K,Time893,893K
10.7,48.848,6.6158,49.009,4.4833,49.315,4.9889,49.141,4.5,49.119,5.2003,48.886,3.1079,49.212,5.117,48.197,3.9027,48.412,3,48.384
10.804,48.856,6.7933,49.01,4.5,49.313,5,49.139,4.6122,49.103,5.3011,48.847,3.3984,49.112,5.3994,48.117,4,48.367,3.1321,48.307
10.939,48.866,6.8996,48.999,4.6075,49.283,5.1969,49.1,4.9962,49.023,5.4813,48.833,3.5,49.101,5.5,48.09,4.118,48.312,3.2914,48.268
11,48.859,7,48.962,4.7988,49.254,5.3018,49.068,5,49.022,5.5,48.833,3.7099,49.032,5.6508,48.023,4.2999,48.264,3.4001,48.249
11.102,48.827,7.1007,48.938,4.9153,49.221,5.4134,49.03,5.1074,48.988,5.6101,48.8,3.8956,48.965,5.7752,47.988,4.4008,48.2,3.5,48.194
11.303,48.799,7.363,48.922,5,49.203,5.5,49.015,5.3008,48.948,6,48.678,4,48.927,6,47.931,4.5,48.155,3.6734,48.097
11.528,48.795,7.5,48.894,5.2895,49.166,5.6406,49.007,5.4537,48.931,6.2587,48.626,4.1653,48.882,6.2,47.868,4.6026,48.091,3.8022,48.053
11.8,48.759,7.6947,48.874,5.4801,49.12,5.7953,48.985,5.5,48.92,6.499,48.572,4.3029,48.845,6.3601,47.831,4.7213,48.035,4,47.963
11.969,48.761,7.899,48.842,5.5,49.115,5.9003,48.949,5.8062,48.836,6.5,48.572,4.4331,48.79,6.5,47.805,4.8959,47.975,4.2,47.879
12,48.763,8,48.813,5.6799,49.064,6,48.922,6,48.805,6.6188,48.564,4.5,48.77,6.6353,47.785,5,47.939,4.3003,47.812
12.135,48.741,8.1124,48.797,5.8283,49.052,6.2024,48.878,6.1973,48.778,6.7952,48.521,4.6663,48.734,6.799,47.747,5.1773,47.885,4.4018,47.764
12.299,48.706,8.3286,48.807,5.9818,49.043,6.3867,48.859,6.2999,48.754,6.8995,48.5,4.9007,48.668,6.9995,47.674,5.4013,47.787,4.5,47.746
12.501,48.706,8.4892,48.776,6,49.043,6.5,48.843,6.5,48.709,7,48.486,5,48.638,7,47.674,5.5,47.753,4.6015,47.691
12.663,48.692,8.5,48.773,6.2202,49.005,6.7972,48.787,6.7026,48.681,7.1201,48.453,5.201,48.557,7.1193,47.659,5.7012,47.68,4.7016,47.613
12.8,48.667,8.7087,48.749,6.3996,48.955,6.9878,48.758,6.8866,48.644,7.4993,48.385,5.4248,48.52,7.3869,47.594,5.9066,47.623,4.8951,47.538
12.908,48.652,8.9026,48.741,6.5,48.934,7,48.755,7,48.603,7.5,48.385,5.5,48.497,7.5,47.564,6,47.607,5,47.501
13,48.646,9,48.729,6.6913,48.899,7.1823,48.745,7,48.603,7.6005,48.366,5.6635,48.433,7.722,47.518,6.2667,47.529,5.1246,47.46
13.217,48.637,9.1651,48.693,6.8988,48.897,7.3263,48.71,7.1546,48.571,7.7215,48.373,5.8488,48.414,7.9039,47.491,6.3993,47.485,5.2962,47.383
13.4,48.621,9.3016,48.669,6.9994,48.864,7.5,48.677,7.3007,48.54,7.9282,48.338,6,48.362,8,47.486,6.5,47.451,5.4004,47.322
13.503,48.616,9.4979,48.638,7,48.863,7.6778,48.674,7.4969,48.535,8,48.328,6.1338,48.322,8.1277,47.455,6.7999,47.385,5.5,47.281
13.7,48.564,9.5,48.638,7.1049,48.789,7.8019,48.628,7.5,48.535,8.1076,48.297,6.2996,48.307,8.3,47.398,6.9002,47.346,5.7998,47.204
13.8,48.571,9.6029,48.622,7.2999,48.843,7.9078,48.603,7.7999,48.489,8.297,48.252,6.402,48.276,8.4611,47.383,7,47.324,5.9004,47.151
13.903,48.564,9.8034,48.617,7.4084,48.821,8,48.607,7.9011,48.462,8.4019,48.246,6.5,48.232,8.5,47.383,7.1995,47.258,6,47.092
14,48.564,10,48.582,7.5,48.809,8.1634,48.583,8,48.448,8.5,48.223,6.602,48.212,8.6013,47.356,7.3002,47.235,6.2006,47.039
14.166,48.549,10.3,48.558,7.6895,48.785,8.3998,48.559,8.1896,48.418,8.6583,48.195,6.8006,48.197,8.7969,47.291,7.4963,47.192,6.4066,46.955
14.3,48.518,10.5,48.522,7.8005,48.768,8.5,48.528,8.306,48.411,8.7997,48.152,6.9993,48.172,8.9216,47.27,7.5,47.191,6.5,46.928
14.414,48.497,10.787,48.496,7.9914,48.732,8.6524,48.504,8.5,48.38,8.9118,48.132,7,48.172,9,47.254,7.6998,47.119,6.7107,46.878
14.795,48.493,10.9,48.483,8,48.73,8.8999,48.489,8.7401,48.342,9,48.124,7.1087,48.154,9.2929,47.199,7.8011,47.103,6.8595,46.821
14.9,48.461,11,48.483,8.1738,48.719,9,48.459,8.9004,48.326,9.1227,48.115,7.3008,48.092,9.3999,47.182,8,47.048,6.9992,46.76
15,48.44,11.2,48.427,8.2929,48.695,9.2002,48.433,9,48.299,9.2989,48.072,7.5,48.033,9.5,47.146,8.1578,47.025,7,46.759
15.104,48.448,11.399,48.439,8.4668,48.667,9.3995,48.394,9.2992,48.236,9.5,48.029,7.8973,47.95,9.6976,47.105,8.3002,46.999,7.1044,46.753
15.291,48.441,11.5,48.415,8.5,48.664,9.5,48.377,9.406,48.212,9.799,47.968,8,47.935,9.8011,47.079,8.4763,46.935,7.2996,46.719
15.406,48.426,11.8,48.36,8.7005,48.623,9.7056,48.351,9.5,48.195,9.9215,47.955,8.3218,47.894,9.9948,47.034,8.5,46.928,7.4434,46.655
15.601,48.408,11.928,48.371,8.8037,48.618,9.9,48.329,9.7906,48.166,10,47.944,8.5,47.851,10,47.033,8.6057,46.909,7.5,46.632
15.76,48.385,12,48.368,8.976,48.592,10,48.303,9.998,48.137,10.2,47.902,8.679,47.813,10.107,47.015,8.7994,46.841,7.7048,46.608
16,48.37,12.146,48.337,9,48.59,10.198,48.269,10,48.137,10.309,47.89,8.8005,47.797,10.3,46.967,9,46.83,7.9003,46.557
16.135,48.349,12.403,48.301,9.1991,48.569,10.301,48.256,10.103,48.114,10.499,47.836,8.9681,47.762,10.402,46.961,9.2003,46.77,8,46.511
16.302,48.335,12.5,48.301,9.3084,48.555,10.421,48.25,10.399,48.061,10.5,47.836,9,47.758,10.5,46.936,9.3934,46.707,8.1493,46.471
16.472,48.326,12.602,48.285,9.4717,48.539,10.5,48.23,10.5,48.042,10.674,47.8,9.1098,47.749,10.612,46.917,9.5,46.656,8.4157,46.42
16.6,48.331,12.774,48.277,9.5,48.54,10.603,48.226,11,47.957,10.8,47.789,9.2949,47.672,10.801,46.875,9.6153,46.639,8.5,46.396
16.9,48.289,12.899,48.262,9.6034,48.523,10.754,48.218,11.201,47.939,10.915,47.774,9.4022,47.65,10.999,46.84,9.78,46.621,8.8008,46.304
17,48.286,13,48.25,9.7129,48.493,11,48.17,11.404,47.917,11,47.766,9.5,47.65,11,46.839,9.935,46.569,9,46.259
17.204,48.272,13.186,48.23,9.8997,48.478,11.151,48.148,11.5,47.913,11.172,47.755,9.6755,47.621,11.172,46.802,10,46.548,9.1392,46.215
17.597,48.237,13.301,48.222,10,48.462,11.4,48.097,11.639,47.877,11.403,47.723,9.8,47.587,11.399,46.743,10.144,46.535,9.3977,46.157
17.717,48.23,13.462,48.194,10.1,48.433,11.5,48.084,11.8,47.855,11.5,47.705,9.9383,47.581,11.5,46.728,10.385,46.492,9.5,46.117
17.9,48.209,13.5,48.191,10.382,48.432,11.673,48.066,11.902,47.832,11.694,47.656,10,47.572,11.688,46.704,10.5,46.457,9.7954,46.033
18,48.209,13.698,48.156,10.5,48.417,11.801,48.054,12,47.819,11.801,47.631,10.197,47.519,11.791,46.675,10.699,46.398,9.9043,46.003
18.116,48.195,13.802,48.147,10.61,48.391,11.909,48.047,12.108,47.808,12,47.612,10.369,47.496,11.899,46.667,10.811,46.396,10,45.986
18.3,48.188,13.999,48.112,10.904,48.347,12,48.024,12.289,47.776,12.106,47.597,10.5,47.475,12,46.677,10.994,46.341,10.103,45.952
18.41,48.166,14,48.112,11,48.339,12.2,47.999,12.4,47.757,12.301,47.561,10.703,47.445,12.164,46.649,11,46.339,10.291,45.925
18.598,48.156,14.115,48.1,11.107,48.334,12.307,47.968,12.5,47.753,12.417,47.538,10.871,47.402,12.318,46.606,11.105,46.306,10.4,45.896
18.717,48.149,14.281,48.084,11.298,48.298,12.5,47.96,12.602,47.762,12.5,47.538,11,47.388,12.498,46.557,11.318,46.272,10.5,45.862
18.958,48.122,14.402,48.069,11.414,48.28,12.727,47.931,12.799,47.731,12.696,47.502,11.196,47.341,12.5,46.557,11.5,46.232,10.61,45.833
19,48.114,14.5,48.054,11.5,48.273,12.912,47.91,12.907,47.712,12.899,47.455,11.3,47.311,12.609,46.542,11.666,46.195,11,45.75
19.109,48.108,14.67,48.03,11.7,48.269,13,47.888,13,47.7,13,47.441,11.401,47.31,12.781,46.534,11.882,46.14,11,45.75
19.37,48.102,14.9,48.014,11.859,48.226,13.106,47.871,13.106,47.667,13.103,47.44,11.5,47.291,12.894,46.484,12,46.126,11.298,45.678
19.501,48.09,15,48.014,12,48.2,13.29,47.859,13.267,47.639,13.402,47.408,11.709,47.27,13,46.451,12.12,46.117,11.402,45.661
19.634,48.072,15.199,47.972,12.162,48.198,13.407,47.84,13.5,47.616,13.5,47.371,11.9,47.229,13,46.451,12.4,46.078,11.5,45.65
19.896,48.072,15.3,47.964,12.292,48.185,13.5,47.828,13.699,47.58,13.673,47.335,12,47.209,13.195,46.436,12.5,46.046,11.801,45.571
19.998,48.066,15.402,47.968,12.5,48.159,13.898,47.786,13.9,47.571,13.999,47.289,12.2,47.185,13.383,46.414,12.65,46.001,11.999,45.544
20,48.066,15.5,47.964,12.5,48.159,14,47.761,14,47.545,14,47.289,12.4,47.166,13.5,46.381,12.8,45.957,12,45.544
20.201,48.031,15.658,47.941,12.701,48.11,14.113,47.737,14.177,47.51,14.104,47.283,12.5,47.147,13.673,46.33,12.9,45.957,12.118,45.512
20.4,48.038,16,47.894,12.83,48.094,14.3,47.702,14.396,47.488,14.334,47.235,12.602,47.103,13.804,46.321,13,45.925,12.301,45.466
20.569,48.005,16,47.894,13,48.09,14.5,47.68,14.5,47.47,14.5,47.224,12.829,47.072,14,46.291,13.197,45.883,12.453,45.451
20.705,48,16.111,47.887,13.301,48.058,14.617,47.68,14.608,47.455,14.64,47.2,13,47.066,14.204,46.256,13.339,45.851,12.5,45.438
20.9,47.989,16.393,47.867,13.457,48.028,14.765,47.668,14.76,47.414,14.8,47.174,13.101,47.046,14.5,46.192,13.5,45.841,12.687,45.38
21,47.989,16.5,47.851,13.5,48.017,14.9,47.664,14.888,47.389,14.906,47.145,13.273,46.99,14.816,46.128,13.603,45.814,12.807,45.35
21.199,47.958,16.799,47.813,13.772,47.983,14.999,47.634,15,47.391,15,47.128,13.4,46.98,15,46.098,13.717,45.764,12.999,45.323
21.321,47.956,17,47.789,13.9,47.948,15,47.634,15.105,47.391,15.164,47.116,13.5,46.98,15.3,46.073,13.899,45.742,13,45.322
21.5,47.955,17.104,47.784,14,47.944,15.1,47.613,15.29,47.37,15.34,47.088,13.712,46.934,15.5,46.014,14,45.721,13.131,45.288
21.6,47.961,17.284,47.752,14.182,47.95,15.39,47.593,15.4,47.356,15.5,47.046,14,46.875,15.665,45.993,14.186,45.697,13.395,45.24
21.8,47.927,17.4,47.751,14.302,47.932,15.5,47.575,15.5,47.335,15.7,47.041,14.303,46.846,15.968,45.924,14.299,45.663,13.5,45.223
21.916,47.925,17.5,47.743,14.5,47.888,15.7,47.541,15.701,47.282,15.811,47.022,14.432,46.817,16,45.916,14.5,45.632,13.789,45.161
22,47.934,17.685,47.727,14.711,47.875,15.804,47.537,15.9,47.287,16,47.005,14.5,46.795,16.102,45.901,14.798,45.564,13.9,45.147
22.114,47.927,17.8,47.72,14.897,47.848,15.992,47.538,16,47.269,16.101,46.996,14.603,46.771,16.335,45.902,14.903,45.538,14,45.119
22.4,47.906,17.936,47.694,15,47.832,16,47.537,16.201,47.238,16.22,46.959,14.811,46.756,16.5,45.857,15,45.523,14.132,45.083
22.704,47.878,18,47.689,15.113,47.825,16.14,47.512,16.396,47.213,16.4,46.932,15,46.738,16.5,45.857,15.104,45.522,14.301,45.054
22.896,47.858,18.204,47.689,15.392,47.8,16.3,47.483,16.5,47.204,16.5,46.928,15.106,46.718,16.601,45.837,15.397,45.466,14.5,45.043
23,47.858,18.315,47.689,15.5,47.779,16.4,47.483,16.705,47.182,16.699,46.905,15.426,46.655,16.714,45.834,15.5,45.455,14.705,44.976
23.159,47.85,18.5,47.65,15.662,47.758,16.5,47.462,16.949,47.154,16.833,46.889,15.5,46.634,16.896,45.808,15.798,45.399,14.901,44.928
23.3,47.851,18.5,47.65,15.8,47.743,16.64,47.451,17,47.147,16.995,46.861,15.608,46.62,17,45.808,15.903,45.378,15,44.912
23.417,47.836,18.627,47.647,15.937,47.707,16.8,47.441,17.205,47.112,17,46.86,15.746,46.618,17.103,45.788,16,45.368,15.105,44.883
23.6,47.837,18.9,47.6,16,47.699,17,47.407,17.328,47.103,17.209,46.85,15.9,46.587,17.251,45.764,16.112,45.359,15.269,44.84
23.768,47.83,19,47.6,16.102,47.703,17.161,47.381,17.5,47.065,17.495,46.802,16,46.568,17.4,45.73,16.3,45.306,15.398,44.842
23.9,47.83,19.202,47.588,16.282,47.689,17.394,47.354,17.671,47.049,17.5,46.801,16.311,46.525,17.5,45.735,16.5,45.285,15.5,44.825
24,47.803,19.393,47.581,16.427,47.678,17.5,47.349,17.857,47.031,17.706,46.773,16.492,46.495,17.5,45.735,16.625,45.268,15.5,44.825
24.2,47.782,19.5,47.569,16.5,47.675,17.5,47.349,18,47.018,18,46.747,16.5,46.493,17.735,45.69,16.898,45.214,15.606,44.775
24.301,47.789,19.7,47.554,16.707,47.654,17.61,47.328,18.298,46.988,18.295,46.707,16.623,46.46,18,45.661,17,45.193,15.768,44.743
24.5,47.775,19.815,47.553,16.886,47.647,17.896,47.304,18.405,46.982,18.5,46.679,16.889,46.447,18.19,45.628,17,45.193,16,44.685
24.701,47.734,20,47.508,17,47.627,18,47.307,18.5,46.966,18.719,46.64,17,46.427,18.3,45.637,17.202,45.182,16,44.685
24.897,47.757,20,47.508,17.102,47.583,18.198,47.299,18.689,46.949,18.9,46.63,17.103,46.39,18.401,45.617,17.4,45.131,16.105,44.663
25,47.754,20.197,47.504,17.224,47.57,18.301,47.299,18.8,46.936,19,46.625,17.391,46.368,18.5,45.589,17.5,45.106,16.402,44.62
25.193,47.718,20.311,47.503,17.408,47.574,18.498,47.27,18.954,46.931,19.198,46.603,17.5,46.367,18.737,45.558,17.633,45.09,16.5,44.599
25.383,47.719,20.5,47.489,17.5,47.563,18.5,47.27,19,46.931,19.301,46.607,17.648,46.349,18.901,45.545,17.799,45.06,16.601,44.567
26,47.699,20.712,47.476,17.673,47.542,18.699,47.249,19.103,46.918,19.41,46.596,17.803,46.315,19,45.54,17.915,45.051,16.901,44.529
26.295,47.689,21,47.436,17.8,47.527,18.9,47.22,19.399,46.871,19.5,46.576,18,46.297,19.111,45.518,18,45.029,17,44.508
26.401,47.678,21.3,47.432,17.904,47.508,19,47.211,19.5,46.85,19.603,46.566,18.236,46.27,19.295,45.487,18.298,44.968,17.228,44.449
26.554,47.665,21.456,47.411,18,47.508,19.191,47.191,19.675,46.848,19.792,46.528,18.499,46.227,19.401,45.472,18.482,44.964,17.5,44.412
26.799,47.658,21.5,47.405,18.435,47.459,19.313,47.171,19.802,46.849,19.9,46.522,18.5,46.227,19.5,45.472,18.5,44.963,17.702,44.375
26.901,47.654,21.697,47.371,18.5,47.456,19.497,47.149,19.996,46.82,20,46.509,18.7,46.209,19.762,45.441,18.612,44.935,17.82,44.352
27,47.638,21.8,47.382,18.802,47.436,19.5,47.149,20,46.82,20.18,46.496,18.801,46.213,19.901,45.405,18.802,44.907,18,44.338
27.105,47.624,21.91,47.388,19,47.42,19.803,47.141,20.266,46.783,20.303,46.5,18.979,46.174,20,45.39,18.917,44.881,18.105,44.315
27.226,47.637,22,47.378,19.196,47.377,19.999,47.104,20.4,46.777,20.5,46.469,19,46.167,20.281,45.383,19,44.877,18.297,44.259
27.399,47.62,NaN,NaN,19.305,47.368,20,47.104,20.5,46.76,20.7,46.419,19.1,46.158,20.4,45.347,19.153,44.848,18.4,44.242
27.699,47.573,NaN,NaN,19.441,47.356,20.192,47.087,20.603,46.738,21,46.406,19.289,46.159,20.5,45.323,19.3,44.826,18.5,44.221
27.83,47.585,NaN,NaN,19.5,47.361,20.3,47.075,20.796,46.734,21.5,46.384,19.468,46.114,20.601,45.309,19.461,44.805,18.647,44.201
28,47.576,NaN,NaN,19.6,47.361,20.496,47.079,20.911,46.72,21.798,46.353,19.5,46.107,20.757,45.326,19.5,44.801,18.804,44.162
28.204,47.552,NaN,NaN,19.701,47.337,20.5,47.079,21,46.713,22,46.326,19.66,46.089,20.901,45.304,19.7,44.775,19,44.142
28.377,47.559,NaN,NaN,19.819,47.335,20.711,47.061,21.201,46.712,NaN,NaN,19.801,46.075,21,45.294,19.827,44.735,19.113,44.116
28.5,47.545,NaN,NaN,19.996,47.321,21,47.021,21.432,46.684,NaN,NaN,19.967,46.065,21.131,45.287,20,44.715,19.219,44.081
28.695,47.522,NaN,NaN,20,47.321,21.199,47.013,21.5,46.678,NaN,NaN,20,46.061,21.4,45.241,20.161,44.718,19.4,44.068
28.804,47.521,NaN,NaN,20.104,47.324,21.323,46.998,21.667,46.651,NaN,NaN,20.107,46.037,21.5,45.222,20.3,44.705,19.5,44.058
28.996,47.521,NaN,NaN,20.3,47.294,21.5,46.988,21.985,46.615,NaN,NaN,20.3,46.001,21.666,45.195,20.421,44.675,19.678,44.015
29,47.521,NaN,NaN,20.5,47.278,21.705,46.979,22,46.615,NaN,NaN,20.403,45.997,21.802,45.193,20.5,44.66,19.801,44
29.113,47.511,NaN,NaN,20.7,47.266,21.883,46.947,NaN,NaN,NaN,NaN,20.5,46.006,22,45.174,20.695,44.645,19.982,43.976
29.299,47.508,NaN,NaN,20.9,47.246,22,46.922,NaN,NaN,NaN,NaN,20.801,45.964,22.201,45.136,20.8,44.645,20,43.974
29.421,47.492,NaN,NaN,21,47.23,NaN,NaN,NaN,NaN,NaN,NaN,20.906,45.941,22.398,45.113,21,44.604,20.197,43.943
29.564,47.488,NaN,NaN,21.109,47.219,NaN,NaN,NaN,NaN,NaN,NaN,21,45.937,22.5,45.108,21.104,44.593,20.3,43.911
29.99,47.451,NaN,NaN,21.362,47.23,NaN,NaN,NaN,NaN,NaN,NaN,21.141,45.948,22.888,45.048,21.284,44.564,20.461,43.889
30,47.45,NaN,NaN,21.5,47.211,NaN,NaN,NaN,NaN,NaN,NaN,21.3,45.946,23,45.036,21.403,44.574,20.5,43.885
30.292,47.463,NaN,NaN,21.62,47.172,NaN,NaN,NaN,NaN,NaN,NaN,21.415,45.925,NaN,NaN,21.5,44.554,20.702,43.869
30.401,47.436,NaN,NaN,21.972,47.17,NaN,NaN,NaN,NaN,NaN,NaN,21.5,45.914,NaN,NaN,21.638,44.522,20.887,43.817
30.522,47.412,NaN,NaN,22,47.172,NaN,NaN,NaN,NaN,NaN,NaN,21.806,45.877,NaN,NaN,21.8,44.484,20.99,43.793
30.698,47.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.992,45.86,NaN,NaN,21.909,44.476,21,43.791
30.876,47.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,45.859,NaN,NaN,22,44.489,21.101,43.796
31,47.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.105,44.483,21.219,43.789
31,47.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.303,44.439,21.485,43.733
31.164,47.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.41,44.409,21.5,43.729
31.291,47.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5,44.4,21.641,43.711
31.401,47.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.706,44.389,21.804,43.691
31.516,47.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.881,44.355,21.98,43.663
31.708,47.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,44.345,22,43.661
31.899,47.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.12,43.671
32,47.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.301,43.63
32.103,47.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5,43.604
32.296,47.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.696,43.574
32.429,47.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.804,43.542
32.598,47.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.929,43.52
32.802,47.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,43.517
32.982,47.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,47.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.116,47.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.246,47.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.6,47.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.703,47.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.9,47.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,47.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.2,47.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.307,47.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.492,47.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.601,47.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,47.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.189,47.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.301,47.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.501,47.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.7,47.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.996,47.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,47.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.2,47.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.371,47.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.7,47.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.808,47.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.965,47.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,47.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.199,47.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.443,47.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.606,47.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.8,47.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.999,47.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,47.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.101,47.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.247,47.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.492,47.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.625,46.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.8,46.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.984,46.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
