Time690,690K,Time729,729K,Time742,742K,Time761,761K,Time777,777K,Time797,797K,Time815,815K,Time840,840K,Time867,867K,Time893,893K
-8.2035,15.162,-9.5,10.2,-10.5,8.56,-10.265,8.2591,-9.8342,8.2805,-10.1,7.2363,-10.719,6.335,-10,6.2281,-9.8159,5.763,-10.5,4.747
-8.1132,15.386,-9.4002,10.34,-10.4,8.6796,-10.173,8.3625,-9.7001,8.4649,-10,7.3398,-10.625,6.4223,-9.9014,6.3163,-9.7776,5.7957,-10.401,4.8259
-8.0799,15.466,-9.3,10.49,-10.3,8.8054,-10.062,8.4886,-9.6033,8.5789,-9.9003,7.4415,-10.533,6.5118,-9.8656,6.3534,-9.6974,5.863,-10.32,4.8895
-8,15.658,-9.1992,10.634,-10.202,8.9107,-10,8.5556,-9.5066,8.6918,-9.8031,7.5579,-10.5,6.5434,-9.7917,6.432,-9.6,5.9624,-10.272,4.9234
-7.8996,15.9,-9.0819,10.811,-10.162,8.9504,-9.8994,8.6664,-9.5,8.6995,-9.6987,7.6859,-10.402,6.6247,-9.6998,6.5362,-9.5002,6.05,-10.199,4.9726
-7.7985,16.172,-9,10.936,-10.048,9.074,-9.7996,8.7874,-9.401,8.8478,-9.5997,7.7933,-10.35,6.6756,-9.6,6.6238,-9.5,6.0501,-10.1,5.0295
-7.692,16.46,-8.9004,11.1,-10,9.1328,-9.7014,8.919,-9.3312,8.9413,-9.5004,7.9137,-10.2,6.8189,-9.504,6.7188,-9.4003,6.1153,-10.003,5.1037
-7.5438,16.874,-8.8042,11.273,-9.899,9.2552,-9.6089,9.0587,-9.2822,9.0045,-9.5,7.9142,-10.101,6.9161,-9.5,6.7228,-9.3767,6.143,-10,5.106
-7.4506,17.136,-8.7237,11.415,-9.7996,9.3741,-9.5748,9.108,-9.1976,9.1065,-9.4001,8.0226,-10.002,7.0106,-9.4023,6.8272,-9.2757,6.2647,-9.9016,5.2032
-7.3723,17.359,-8.6297,11.581,-9.6993,9.5134,-9.5,9.2145,-9.0902,9.265,-9.3253,8.1189,-10,7.0124,-9.3239,6.9083,-9.1989,6.3591,-9.8844,5.2172
-7.2735,17.653,-8.5,11.817,-9.6,9.6511,-9.4009,9.3298,-9,9.4062,-9.2166,8.2554,-9.9019,7.1204,-9.2867,6.9493,-9.0992,6.4547,-9.783,5.2976
-7.186,17.915,-8.4003,11.984,-9.5004,9.7831,-9.3313,9.4226,-8.9043,9.5329,-9.1535,8.3432,-9.8123,7.226,-9.1281,7.1438,-9,6.5624,-9.6476,5.4021
-7.0917,18.214,-8.298,12.171,-9.5,9.7836,-9.2482,9.5381,-8.8014,9.6803,-9.0816,8.4467,-9.7744,7.2663,-9.0804,7.2011,-8.9001,6.6692,-9.5743,5.4593
-7,18.522,-8.1887,12.382,-9.3957,9.9226,-9.186,9.6243,-8.7027,9.8281,-9,8.5604,-9.6856,7.3578,-9,7.2922,-8.8234,6.7618,-9.5,5.5176
-6.8991,18.863,-8.0063,12.759,-9.299,10.067,-9.0972,9.7351,-8.6044,9.9832,-8.9072,8.6579,-9.5831,7.4784,-8.8998,7.4026,-8.7815,6.8147,-9.4007,5.6096
-6.7997,19.194,-8,12.773,-9.2,10.213,-9,9.8704,-8.5385,10.099,-8.8645,8.7133,-9.5,7.5821,-8.7993,7.5231,-8.6826,6.9444,-9.3029,5.7125
-6.6998,19.524,-7.8994,12.994,-9.1002,10.348,-8.9007,10.005,-8.5,10.167,-8.7708,8.8424,-9.3986,7.6987,-8.6997,7.6581,-8.598,7.0496,-9.2442,5.7792
-6.6003,19.882,-7.8,13.215,-9.0024,10.495,-8.8534,10.076,-8.4,10.333,-8.6852,8.9664,-9.3,7.8166,-8.599,7.7963,-8.5,7.1654,-9.1646,5.8634
-6.4954,20.274,-7.7,13.422,-9,10.499,-8.7933,10.169,-8.301,10.515,-8.5954,9.1081,-9.2002,7.9599,-8.5,7.94,-8.4001,7.2787,-9.082,5.9405
-6.3983,20.659,-7.6008,13.653,-8.9003,10.663,-8.6977,10.343,-8.2001,10.706,-8.5,9.2495,-9.1061,8.0949,-8.3998,8.0759,-8.3068,7.4064,-9,6.0138
-6.2997,21.06,-7.5,13.896,-8.8029,10.838,-8.5107,10.679,-8.1009,10.881,-8.3989,9.3821,-9.0591,8.1563,-8.2995,8.2071,-8.2034,7.5701,-8.9002,6.1095
-6.1972,21.482,-7.399,14.139,-8.6996,11.032,-8.5,10.698,-8.0046,11.065,-8.2997,9.5326,-9,8.2331,-8.199,8.35,-8.1916,7.586,-8.8098,6.1959
-6.0988,21.895,-7.2968,14.384,-8.5976,11.21,-8.3992,10.872,-8,11.073,-8.2,9.6981,-8.8958,8.3613,-8.0992,8.5013,-8.0901,7.7139,-8.6801,6.3377
-6,22.32,-7.1553,14.74,-8.5,11.381,-8.2021,11.229,-7.8996,11.269,-8.1,9.8781,-8.7978,8.4881,-8,8.6532,-8,7.8292,-8.5013,6.5531
-5.8991,22.779,-7.0007,15.15,-8.3998,11.562,-8.1154,11.382,-7.8,11.464,-8.0045,10.038,-8.6971,8.63,-8,8.6532,-7.9074,7.9649,-8.5,6.5547
-5.7994,23.228,-7,15.152,-8.3,11.733,-8.0601,11.489,-7.7001,11.688,-8,10.046,-8.5979,8.7851,-7.8985,8.82,-7.8004,8.1252,-8.403,6.6693
-5.6996,23.698,-6.898,15.438,-8.2,11.915,-8,11.611,-7.5998,11.921,-7.9001,10.216,-8.5,8.9334,-7.798,8.9817,-7.7531,8.2068,-8.3722,6.7044
-5.6001,24.194,-6.7873,15.752,-8.0998,12.118,-7.8994,11.816,-7.5,12.139,-7.8168,10.385,-8.4002,9.0864,-7.6994,9.1393,-7.6474,8.3965,-8.2941,6.7954
-5.5,24.696,-6.6748,16.091,-8,12.333,-7.7999,12.032,-7.4002,12.355,-7.7683,10.484,-8.301,9.2556,-7.5998,9.3141,-7.577,8.524,-8.1998,6.9205
-5.4,25.189,-6.5796,16.392,-8,12.333,-7.6999,12.248,-7.3182,12.549,-7.6158,10.791,-8.2171,9.375,-7.5,9.5022,-7.5,8.6571,-8.1,7.0509
-5.3002,25.709,-6.5,16.647,-7.8796,12.591,-7.6007,12.46,-7.2126,12.811,-7.5,11.025,-8.1551,9.4741,-7.4011,9.7152,-7.3987,8.8075,-8,7.193
-5.2159,26.196,-6.3776,17.03,-7.7233,12.944,-7.5009,12.692,-7.1837,12.883,-7.4086,11.224,-8.0947,9.5771,-7.3058,9.9186,-7.2998,8.9685,-7.8937,7.3476
-5.1788,26.409,-6.2015,17.612,-7.6027,13.221,-7.5,12.694,-7.08,13.142,-7.3237,11.4,-8,9.7585,-7.2821,9.9665,-7.2121,9.1348,-7.7246,7.56
-5.0886,26.929,-6.1423,17.831,-7.5064,13.442,-7.3994,12.943,-7,13.351,-7.2033,11.676,-7.9002,9.9479,-7.1927,10.145,-7.1124,9.3284,-7.6951,7.6001
-5,27.435,-6.0703,18.103,-7.5,13.457,-7.3,13.185,-6.8997,13.624,-7.1316,11.852,-7.8213,10.109,-7.088,10.351,-7.0049,9.5545,-7.5988,7.7662
-4.9001,28.033,-6,18.373,-7.3963,13.705,-7.2048,13.409,-6.7995,13.888,-7.0847,11.964,-7.7695,10.209,-7,10.534,-7,9.5652,-7.5,7.9494
-4.8072,28.627,-5.9003,18.741,-7.197,14.213,-7.1001,13.67,-6.6998,14.166,-7,12.152,-7.6741,10.389,-6.9043,10.748,-6.9,9.7836,-7.4013,8.11
-4.7536,28.984,-5.8003,19.136,-7.0129,14.698,-7,13.931,-6.6018,14.471,-6.9001,12.401,-7.5963,10.537,-6.8605,10.853,-6.7905,10.029,-7.3001,8.2792
-4.6933,29.394,-5.698,19.56,-7,14.733,-6.8975,14.211,-6.5003,14.795,-6.8007,12.67,-7.5,10.751,-6.781,11.049,-6.6965,10.25,-7.2001,8.4581
-4.5975,30.045,-5.5979,19.977,-6.9011,15.015,-6.773,14.564,-6.5,14.796,-6.7504,12.796,-7.3975,10.992,-6.695,11.271,-6.5969,10.48,-7.0999,8.6321
-4.4986,30.739,-5.5,20.392,-6.8138,15.277,-6.6873,14.812,-6.4,15.109,-6.6636,13.017,-7.2656,11.278,-6.598,11.516,-6.5,10.715,-7,8.8171
-4.4,31.447,-5.4,20.827,-6.7705,15.407,-6.5897,15.1,-6.2998,15.439,-6.5662,13.271,-7.1856,11.46,-6.5,11.752,-6.4001,10.969,-6.8994,9.0117
-4.2968,32.184,-5.3059,21.274,-6.6182,15.865,-6.5,15.379,-6.1985,15.791,-6.5,13.45,-7.0433,11.814,-6.4022,12.022,-6.2998,11.23,-6.8002,9.2048
-4.1908,32.945,-5.2111,21.748,-6.5,16.229,-6.4078,15.669,-6.099,16.134,-6.3986,13.735,-7,11.925,-6.3449,12.194,-6.2161,11.472,-6.7272,9.3588
-4,34.358,-5.1442,22.075,-6.3996,16.555,-6.3134,15.97,-6,16.494,-6.2948,14.057,-6.8998,12.189,-6.2023,12.614,-6.1055,11.798,-6.6881,9.4447
-3.9008,35.086,-5.0002,22.789,-6.3002,16.877,-6.2364,16.23,-5.8999,16.885,-6.1966,14.377,-6.8,12.457,-6.1398,12.793,-6.0622,11.925,-6.5961,9.6607
-3.8047,35.838,-5,22.79,-6.2025,17.221,-6.1427,16.563,-5.807,17.246,-6.098,14.7,-6.7029,12.732,-6.0589,13.031,-6,12.11,-6.5,9.8845
-3.7226,36.482,-4.8999,23.309,-6.1579,17.392,-6.0759,16.811,-5.7308,17.545,-6,15.016,-6.6351,12.92,-6,13.21,-5.8962,12.43,-6.4004,10.104
-3.5006,38.087,-4.804,23.85,-6.0913,17.65,-6,17.104,-5.6585,17.84,-5.8999,15.357,-6.5859,13.056,-5.8998,13.524,-5.7982,12.743,-6.3527,10.223
-3.4,38.908,-4.7024,24.435,-6,18.002,-5.9001,17.49,-5.5665,18.232,-5.7993,15.735,-6.5,13.281,-5.8018,13.867,-5.7,13.081,-6.2083,10.598
-3.3003,39.712,-4.65,24.734,-5.9,18.38,-5.8037,17.851,-5.5,18.527,-5.6985,16.127,-6.4086,13.567,-5.7124,14.178,-5.6018,13.417,-6.118,10.85
-3.2033,40.416,-4.5,25.649,-5.7989,18.766,-5.7149,18.181,-5.3994,19.003,-5.5999,16.516,-6.3332,13.823,-5.6561,14.389,-5.5006,13.775,-6.0425,11.075
-3.0998,41.138,-4.3996,26.305,-5.6999,19.166,-5.6901,18.278,-5.2996,19.492,-5.5,16.911,-6.2801,14.004,-5.5,15.013,-5.5,13.777,-6,11.206
-3,41.864,-4.2957,26.984,-5.611,19.553,-5.5984,18.662,-5.1917,20.021,-5.3976,17.33,-6.1962,14.286,-5.5,15.013,-5.4009,14.158,-5.9017,11.493
-2.8997,42.544,-4.1964,27.659,-5.5125,20.008,-5.5,19.108,-5.0692,20.655,-5.2728,17.873,-6.0952,14.624,-5.4013,15.397,-5.3003,14.553,-5.8047,11.783
-2.8002,43.183,-4.0903,28.423,-5.5,20.067,-5.4054,19.542,-5,21.032,-5.116,18.604,-6,14.956,-5.3335,15.682,-5.2653,14.702,-5.7286,12.018
-2.7017,43.903,-4,29.098,-5.3989,20.552,-5.2977,20.056,-4.9059,21.547,-5.043,18.973,-5.9086,15.293,-5.1916,16.307,-5.1929,15.02,-5.5956,12.447
-2.6677,44.132,-3.8999,29.866,-5.3,21.034,-5.1937,20.564,-4.8034,22.131,-5,19.198,-5.8403,15.557,-5.095,16.76,-5.0994,15.455,-5.5,12.79
-2.5769,44.722,-3.8008,30.636,-5.2062,21.481,-5.0971,21.067,-4.7003,22.739,-4.8997,19.723,-5.7003,16.133,-5,17.218,-5,15.907,-5.4003,13.188
-2.4322,45.583,-3.7221,31.254,-5.1002,22.004,-5,21.584,-4.6055,23.332,-4.7995,20.274,-5.6028,16.552,-4.9,17.708,-4.9008,16.397,-5.3037,13.556
-2.3584,46.039,-3.6634,31.719,-5.0052,22.502,-4.9001,22.111,-4.5316,23.821,-4.7002,20.833,-5.5286,16.878,-4.8008,18.208,-4.8029,16.882,-5.2351,13.815
-2.2895,46.455,-3.5696,32.48,-5,22.53,-4.8,22.671,-4.5,24.036,-4.6024,21.39,-5.5,17.007,-4.7573,18.448,-4.7013,17.407,-5.1946,13.973
-2.1988,46.911,-3.5,33.068,-4.8922,23.127,-4.7139,23.186,-4.4052,24.682,-4.5335,21.804,-5.4049,17.429,-4.5438,19.708,-4.6449,17.726,-5.0975,14.397
-2.0985,47.333,-3.4138,33.777,-4.7984,23.676,-4.6638,23.491,-4.3111,25.361,-4.5,22.01,-5.3,17.913,-4.5,19.985,-4.5622,18.214,-5.0001,14.828
-2,47.781,-3.3447,34.311,-4.695,24.281,-4.5783,24.021,-4.2796,25.591,-4.4006,22.649,-5.1998,18.399,-4.4001,20.632,-4.5,18.599,-5,14.829
-1.8982,48.255,-3.274,34.866,-4.599,24.871,-4.5,24.516,-4.1951,26.215,-4.3004,23.316,-5.0998,18.923,-4.3006,21.289,-4.4007,19.221,-4.9,15.284
-1.7992,48.69,-3.1899,35.555,-4.5,25.514,-4.3986,25.187,-4.0999,26.929,-4.2293,23.794,-5,19.485,-4.2433,21.69,-4.3016,19.873,-4.8026,15.775
-1.6999,48.966,-3,37.096,-4.4082,26.118,-4.2972,25.897,-4.0077,27.68,-4.1715,24.201,-4.8995,20.078,-4.143,22.412,-4.2,20.584,-4.7825,15.875
-1.6001,49.096,-2.9005,38.014,-4.3408,26.573,-4.1927,26.647,-4,27.744,-4.0493,25.121,-4.8008,20.665,-4,23.498,-4.1024,21.284,-4.6383,16.618
-1.505,49.34,-2.8821,38.157,-4.2,27.58,-4.0463,27.771,-3.8998,28.594,-4,25.513,-4.7425,21.016,-3.8996,24.319,-4.0007,22.069,-4.591,16.878
-1.4001,49.59,-2.7754,39,-4.1003,28.342,-4,28.144,-3.8019,29.431,-3.8999,26.305,-4.6745,21.439,-3.8002,25.165,-4,22.075,-4.5,17.416
-1.3007,49.626,-2.6776,39.816,-4.0015,29.118,-3.9076,28.885,-3.7258,30.084,-3.8012,27.109,-4.5969,21.944,-3.7087,25.966,-3.9029,22.851,-4.3994,18.03
-1.2,49.638,-2.5961,40.547,-4,29.13,-3.8744,29.151,-3.6175,31.02,-3.7033,27.936,-4.5,22.625,-3.6492,26.501,-3.8106,23.628,-4.3,18.648
-1.0995,49.734,-2.5,41.288,-3.9011,29.986,-3.769,30.008,-3.5733,31.401,-3.6268,28.6,-4.4216,23.179,-3.5004,27.891,-3.7001,24.621,-4.1991,19.345
-1,49.796,-2.3882,42.18,-3.8722,30.214,-3.6895,30.665,-3.5,32.035,-3.5008,29.736,-4.3836,23.452,-3.5,27.894,-3.6054,25.499,-4.101,20.075
-0.80096,49.859,-2.2995,42.892,-3.7957,30.825,-3.5924,31.454,-3.4,32.919,-3.5,29.743,-4.2831,24.185,-3.4049,28.792,-3.5738,25.791,-4.0673,20.322
-0.69579,49.917,-2.1994,43.614,-3.6994,31.546,-3.5,32.279,-3.3057,33.759,-3.4014,30.607,-4.108,25.581,-3.308,29.748,-3.5,26.489,-4,20.83
-0.58933,49.965,-2.0999,44.307,-3.5973,32.391,-3.4001,33.241,-3.2026,34.713,-3.3198,31.367,-4,26.507,-3.2541,30.298,-3.3998,27.481,-3.8932,21.675
-0.39881,50,-2.0006,44.98,-3.5,33.235,-3.3344,33.802,-3.132,35.418,-3.2201,32.322,-3.8997,27.416,-3.1889,30.97,-3.3024,28.464,-3.7984,22.471
-0.20012,50.007,-2,44.984,-3.4003,34.112,-3.2902,34.179,-3.0921,35.813,-3.1685,32.803,-3.8001,28.355,-3.0447,32.378,-3.2562,28.942,-3.7004,23.335
-0.01344,50.024,-1.9001,45.725,-3.35,34.511,-3.1914,34.981,-3,36.622,-3.0822,33.598,-3.7309,28.966,-3,32.828,-3.1907,29.64,-3.6734,23.577
0,50.03,-1.8022,46.348,-3.1997,35.757,-3.0977,35.819,-2.9015,37.471,-3,34.371,-3.6694,29.522,-2.9004,33.896,-3.0999,30.636,-3.5978,24.272
0.10045,49.996,-1.7099,46.79,-3.0991,36.624,-3,36.748,-2.8634,37.856,-2.9013,35.35,-3.5514,30.657,-2.8603,34.324,-3.012,31.503,-3.5,25.174
0.20673,49.947,-1.6406,47.132,-3,37.473,-2.9029,37.625,-2.7957,38.555,-2.8002,36.397,-3.5,31.189,-2.7934,35.057,-3,31.625,-3.4032,26.147
0.39976,49.955,-1.5732,47.482,-2.9004,38.329,-2.8002,38.528,-2.6999,39.489,-2.751,36.846,-3.4006,32.173,-2.6828,36.256,-2.9012,32.671,-3.358,26.617
0.58253,49.966,-1.5,47.886,-2.8069,39.131,-2.702,39.395,-2.6069,40.327,-2.6335,37.946,-3.3032,33.04,-2.5895,37.237,-2.8494,33.251,-3.2518,27.746
0.69908,49.966,-1.4,48.383,-2.6978,40.104,-2.6829,39.552,-2.5002,41.314,-2.5817,38.456,-3.2828,33.242,-2.5,38.131,-2.7602,34.276,-3.1854,28.452
0.80004,49.94,-1.3013,48.693,-2.5999,40.95,-2.5765,40.442,-2.5,41.316,-2.5,39.32,-3.1964,34.131,-2.407,39.218,-2.6415,35.704,-3.0913,29.421
1,49.915,-1.2037,48.901,-2.5,41.741,-2.5,41.113,-2.4025,42.166,-2.4004,40.24,-3.1,35.135,-2.3,40.537,-2.5574,36.711,-3,30.41
1.4026,49.87,-1.102,49.159,-2.3999,42.583,-2.4027,42.055,-2.3833,42.316,-2.3091,41.131,-3.0004,36.079,-2.2044,41.509,-2.5,37.377,-2.9003,31.583
1.6005,49.863,-1.0004,49.387,-2.3002,43.43,-2.324,42.715,-2.2933,43.016,-2.2573,41.625,-3,36.083,-2.19,41.64,-2.4016,38.438,-2.8446,32.231
1.7989,49.859,-1,49.388,-2.2538,43.732,-2.287,43.008,-2.1624,44.053,-2.1963,42.205,-2.9018,37.119,-2.0919,42.494,-2.3814,38.688,-2.7869,32.92
1.9943,49.816,-0.89697,49.455,-2.1706,44.277,-2.1934,43.663,-2.0001,45.413,-2.0895,43.058,-2.8796,37.346,-2,43.283,-2.2979,39.758,-2.6805,34.19
2,49.815,-0.70015,49.601,-2.0765,44.91,-2.0962,44.338,-2,45.414,-2,43.815,-2.7854,38.32,-1.9265,44.083,-2.2,40.908,-2.5889,35.247
2.1696,49.805,-0.60015,49.75,-2,45.478,-2,45.112,-1.9014,46.106,-1.9002,44.736,-2.6941,39.257,-1.8641,44.73,-2.1208,41.623,-2.5,36.305
2.3012,49.788,-0.50003,49.854,-1.9003,46.176,-1.9,45.924,-1.8078,46.653,-1.863,45.055,-2.5995,40.261,-1.7599,45.628,-2.0815,41.996,-2.4014,37.516
2.4375,49.762,-0.5,49.854,-1.8458,46.505,-1.8035,46.477,-1.7217,47.171,-1.782,45.718,-2.5,41.316,-1.6148,46.596,-2,42.81,-2.3234,38.466
2.6035,49.763,-0.39613,49.829,-1.7698,46.946,-1.7726,46.629,-1.6031,47.889,-1.6904,46.309,-2.5,41.317,-1.5742,46.892,-1.9016,43.887,-2.2932,38.841
2.7798,49.749,-0.20087,49.895,-1.6541,47.576,-1.6921,47.027,-1.5686,48.058,-1.594,46.861,-2.4158,42.096,-1.5,47.46,-1.8547,44.376,-2.1994,39.992
2.9035,49.737,-0.1,49.962,-1.587,47.942,-1.5882,47.659,-1.5,48.389,-1.5,47.454,-2.372,42.458,-1.4003,48.088,-1.7997,44.96,-2.0984,40.983
3,49.733,0,49.987,-1.5,48.359,-1.5,48.2,-1.4031,48.658,-1.4002,48.131,-2.2943,43.063,-1.3036,48.465,-1.6997,45.743,-2.0001,42.006
3.1634,49.709,0.10174,49.983,-1.3991,48.683,-1.4006,48.635,-1.3074,48.948,-1.3366,48.422,-2.195,43.989,-1.218,48.776,-1.6002,46.47,-2,42.007
3.4007,49.708,0.29479,49.943,-1.2995,48.911,-1.3047,48.858,-1.2233,49.181,-1.2532,48.699,-2.0996,44.987,-1.1005,49.251,-1.5425,46.942,-1.911,43.156
3.5919,49.708,0.40036,49.95,-1.1997,49.179,-1.2014,49.122,-1.1709,49.295,-1.1865,48.87,-2,45.794,-1.0394,49.37,-1.5,47.295,-1.8896,43.421
3.7008,49.685,0.5,49.937,-1.1001,49.516,-1.0978,49.405,-1.0513,49.443,-1.0701,49.272,-2,45.794,-1,49.447,-1.4001,48.052,-1.7998,44.467
3.8954,49.642,0.60655,49.911,-1.012,49.626,-1,49.537,-1,49.47,-1,49.504,-1.9037,46.399,-0.90007,49.464,-1.3438,48.335,-1.7001,45.31
4,49.634,0.79984,49.875,-1,49.641,-0.89313,49.6,-0.89987,49.555,-0.8985,49.578,-1.813,47.035,-0.80053,49.575,-1.2012,48.953,-1.6047,46.029
4.1928,49.623,0.91846,49.883,-0.90002,49.585,-0.70548,49.8,-0.79859,49.75,-0.73502,49.615,-1.7384,47.562,-0.69997,49.721,-1.1016,49.33,-1.5905,46.15
4.3057,49.626,1,49.883,-0.8,49.645,-0.60478,49.886,-0.69759,49.872,-0.66806,49.734,-1.6794,47.952,-0.58764,49.787,-1.0576,49.419,-1.5,46.969
4.5001,49.594,1.1108,49.85,-0.6989,49.762,-0.5,49.854,-0.53514,49.859,-0.59448,49.898,-1.5988,48.41,-0.5,49.816,-1,49.533,-1.4004,47.701
4.6574,49.562,1.2968,49.8,-0.58635,49.846,-0.39993,49.867,-0.5,49.843,-0.5,49.955,-1.5,48.744,-0.30105,49.9,-0.89999,49.521,-1.338,47.969
4.8054,49.538,1.432,49.797,-0.5,49.899,-0.29864,49.931,-0.39994,49.915,-0.39968,49.92,-1.3784,49.128,-0.19975,49.918,-0.79972,49.581,-1.27,48.245
5,49.513,1.5,49.792,-0.38973,49.914,-0.09807,50.013,-0.29997,49.953,-0.18002,49.991,-1.2994,49.396,-0.09572,49.954,-0.69994,49.785,-1.1917,48.551
5.1323,49.499,1.6012,49.742,-0.20539,49.97,0,50.031,-0.19811,49.945,-1e-05,50.096,-1.1955,49.545,0,49.997,-0.60001,49.851,-1.0999,49.031
5.2938,49.485,1.7089,49.709,-0.08128,50.006,0.11256,50.022,-0.0902,50.001,0,50.096,-1.0017,49.602,0.11479,49.933,-0.5,49.839,-1.0001,49.296
5.4105,49.47,1.8999,49.721,0,50.024,0.31361,50.006,0,50.001,0.14199,50.053,-1,49.603,0.29958,49.895,-0.29949,49.96,-1,49.296
5.6106,49.422,2,49.717,0.1044,50.012,0.5,49.913,0.10044,49.968,0.30011,49.99,-0.90049,49.775,0.40022,49.895,-0.19902,49.991,-0.90003,49.29
5.7827,49.406,2.1219,49.684,0.21686,49.949,0.60801,49.912,0.29149,49.972,0.44312,49.988,-0.80026,49.87,0.5,49.833,-0.09774,50.052,-0.79996,49.373
5.9009,49.382,2.299,49.639,0.39937,49.95,0.8005,49.908,0.40004,49.958,0.5,49.985,-0.70012,49.923,0.6961,49.75,0,50.057,-0.66846,49.57
6,49.375,2.4983,49.631,0.4999,49.929,0.90176,49.903,0.5,49.901,0.70092,49.904,-0.57733,49.955,0.89908,49.738,0.10089,50.033,-0.58206,49.64
6.1649,49.377,2.5,49.631,0.5,49.929,1,49.876,0.60007,49.867,0.84206,49.897,-0.5,49.955,1,49.71,0.30532,49.935,-0.5,49.64
6.2989,49.368,2.6022,49.61,0.6002,49.886,1.2637,49.804,0.80175,49.877,1,49.884,-0.39639,49.979,1.1966,49.628,0.4473,49.904,-0.39964,49.66
6.5006,49.324,2.8005,49.565,0.71354,49.899,1.4011,49.767,0.92501,49.866,1.2019,49.833,-0.28101,50.063,1.3005,49.564,0.5,49.882,-0.21449,49.773
6.6164,49.312,2.9485,49.536,0.90013,49.886,1.5,49.731,1,49.848,1.4127,49.745,-0.09997,50.082,1.4045,49.518,0.60116,49.815,-0.09984,49.821
6.7942,49.289,3,49.536,1,49.877,1.6159,49.701,1.2008,49.763,1.5,49.719,0,50.103,1.5,49.492,0.70333,49.767,0,49.834
6.9004,49.277,3.1403,49.552,1.1766,49.812,1.8003,49.681,1.3244,49.717,1.6473,49.663,0.10645,50.128,1.7062,49.401,0.8877,49.729,0.15837,49.756
7,49.277,3.2985,49.54,1.3471,49.797,1.9997,49.641,1.5,49.663,1.8021,49.619,0.26241,50.068,1.9215,49.352,0.99987,49.665,0.29968,49.718
7.2165,49.24,3.4015,49.511,1.4683,49.76,2,49.641,1.695,49.621,1.9977,49.599,0.40096,49.997,2,49.309,1,49.665,0.40116,49.666
7.3966,49.24,3.5,49.487,1.5,49.743,2.1301,49.613,1.8001,49.616,2,49.599,0.5,49.934,2.1054,49.247,1.102,49.628,0.5,49.634
7.5001,49.237,3.6074,49.474,1.6011,49.705,2.2997,49.582,1.9181,49.584,2.1488,49.565,0.60951,49.948,2.3062,49.212,1.268,49.536,0.64516,49.56
7.6017,49.208,3.8,49.466,1.794,49.734,2.4086,49.565,2,49.569,2.3937,49.487,0.77979,49.986,2.5,49.121,1.3997,49.485,0.89956,49.417
7.7145,49.194,3.9994,49.438,1.9003,49.7,2.5,49.533,2.1246,49.549,2.5,49.455,0.90448,49.947,2.6247,49.059,1.5,49.467,1,49.404
7.8638,49.191,4,49.437,2,49.679,2.7013,49.488,2.3999,49.489,2.6502,49.423,1,49.876,2.8684,48.994,1.7414,49.327,1.1002,49.359
8,49.172,4.3125,49.375,2.3832,49.618,2.8998,49.479,2.5,49.46,2.8957,49.358,1.1213,49.797,2.9964,48.974,1.8902,49.252,1.2024,49.275
8.5001,49.107,4.5,49.36,2.5,49.611,3,49.474,2.6017,49.408,3,49.341,1.2572,49.74,3,48.973,2,49.212,1.3269,49.197
8.6892,49.072,4.6986,49.315,2.6999,49.542,3.189,49.437,2.7776,49.382,3.1507,49.329,1.4019,49.712,3.1012,48.94,2.1997,49.147,1.4996,49.107
8.8,49.071,4.8095,49.31,2.8004,49.538,3.3006,49.411,2.9002,49.367,3.2944,49.308,1.5,49.671,3.2987,48.837,2.3026,49.104,1.5,49.106
8.9123,49.05,4.998,49.283,2.9254,49.539,3.4584,49.393,3,49.367,3.4995,49.253,1.611,49.642,3.4013,48.804,2.4164,49.039,1.6002,49.024
9,49.031,5,49.282,3,49.53,3.5,49.389,3.1446,49.351,3.5,49.253,1.8197,49.569,3.5,48.782,2.5,48.971,1.7015,48.98
9.2306,48.999,5.1949,49.222,3.1996,49.53,3.6862,49.36,3.3008,49.324,3.8167,49.191,1.9997,49.489,3.6955,48.724,2.605,48.923,1.8376,48.937
9.3992,48.992,5.3001,49.217,3.4001,49.478,3.8002,49.357,3.4916,49.307,4,49.159,2,49.489,3.8003,48.674,2.7998,48.836,2,48.843
9.5026,48.995,5.5,49.185,3.5,49.466,3.9751,49.324,3.5,49.306,4.1039,49.135,2.1028,49.483,3.9903,48.607,2.9,48.813,2.1065,48.791
9.663,48.979,5.665,49.147,3.6548,49.418,4,49.317,3.6171,49.264,4.2061,49.123,2.2716,49.443,4,48.604,3,48.813,2.2759,48.729
9.9003,48.956,5.8001,49.14,3.8001,49.402,4.2202,49.28,3.866,49.229,4.4374,49.064,2.5,49.354,4.2188,48.51,3.1863,48.722,2.4003,48.643
10,48.949,6,49.096,3.9002,49.41,4.4009,49.25,4,49.212,4.5,49.052,2.6367,49.315,4.4021,48.447,3.307,48.671,2.5,48.594
10.2,48.941,6.2133,49.077,4,49.393,4.5,49.224,4,49.212,4.7044,49.031,2.8,49.292,4.5,48.405,3.492,48.612,2.6647,48.519
10.4,48.877,6.4017,49.034,4.1015,49.363,4.6412,49.214,4.2288,49.152,4.8626,48.991,2.9001,49.292,4.7007,48.34,3.5,48.609,2.7999,48.458
10.579,48.863,6.5,49.011,4.3018,49.321,4.8023,49.183,4.4989,49.119,5,48.944,3,49.261,5,48.244,3.7002,48.494,2.9006,48.433
