,690K,,729K,,742K,,761K,,777K,,797K,,815K,,840K,,867K,,893K
22.72,153.58,19.103,146.27,18.011,144.12,19.638,140.59,18.425,138.13,17.5,135.65,14.5,134.03,14.787,129.83,15.134,125.46,15.802,120.74
22.8,153.56,19.141,146.26,18.093,144.09,19.801,140.57,18.5,138.1,17.517,135.65,14.511,134.02,14.902,129.73,15.246,125.4,15.825,120.73
22.814,153.56,19.204,146.24,18.4,143.98,19.841,140.56,18.602,138.05,17.646,135.59,14.584,133.97,14.928,129.73,15.315,125.36,15.983,120.61
22.9,153.52,19.27,146.22,18.415,143.97,19.901,140.54,18.626,138.05,17.72,135.57,14.603,133.96,15,129.72,15.399,125.32,16,120.6
22.91,153.52,19.32,146.22,18.5,143.96,19.917,140.53,18.702,138.04,17.859,135.53,14.643,133.95,15.201,129.69,15.416,125.32,16.023,120.59
22.984,153.52,19.4,146.22,18.704,143.94,20,140.46,18.727,138.03,18,135.5,14.705,133.93,15.226,129.68,15.5,125.29,16.1,120.54
23,153.52,19.417,146.21,18.755,143.92,20,140.46,18.8,138.01,18.115,135.46,14.755,133.93,15.3,129.65,15.5,125.29,16.116,120.54
23.02,153.52,19.5,146.18,18.805,143.9,20.016,140.45,18.819,138.01,18.199,135.43,14.817,133.92,15.314,129.64,15.52,125.28,16.199,120.51
23.102,153.51,19.5,146.18,18.86,143.9,20.099,140.4,18.9,137.99,18.221,135.42,14.955,133.88,15.39,129.58,15.654,125.21,16.213,120.51
23.134,153.5,19.526,146.17,18.903,143.9,20.107,140.4,18.926,137.99,18.301,135.38,15,133.87,15.5,129.49,15.714,125.17,16.344,120.45
23.201,153.49,19.6,146.13,18.937,143.89,20.152,140.4,19,137.99,18.337,135.36,15.016,133.86,15.517,129.48,15.802,125.14,16.411,120.42
23.219,153.49,19.612,146.13,19,143.86,20.201,140.41,19.012,137.99,18.5,135.3,15.1,133.81,15.599,129.44,15.839,125.11,16.496,120.37
23.299,153.5,19.692,146.13,19.02,143.84,20.227,140.4,19.078,137.97,18.607,135.26,15.111,133.81,15.628,129.44,15.901,125.08,16.5,120.37
23.304,153.49,19.717,146.14,19.1,143.77,20.304,140.37,19.109,137.95,18.658,135.22,15.198,133.79,15.7,129.42,15.933,125.07,16.512,120.36
23.341,153.48,19.8,146.15,19.118,143.76,20.347,140.36,19.188,137.9,18.706,135.19,15.205,133.78,15.716,129.41,16,125.05,16.596,120.28
23.402,153.45,19.803,146.14,19.2,143.73,20.401,140.36,19.216,137.89,18.787,135.15,15.25,133.75,15.801,129.35,16.023,125.05,16.603,120.28
23.417,153.45,19.837,146.11,19.224,143.72,20.431,140.37,19.335,137.84,18.802,135.15,15.401,133.65,16,129.21,16.1,125.04,16.632,120.27
23.5,153.44,19.901,146.05,19.3,143.7,20.5,140.38,19.41,137.81,18.832,135.15,15.424,133.63,16.016,129.2,16.113,125.03,16.797,120.22
23.514,153.44,19.92,146.04,19.32,143.69,20.51,140.38,19.494,137.76,18.9,135.16,15.5,133.57,16.099,129.17,16.18,124.98,16.82,120.21
23.6,153.45,20,145.99,19.4,143.65,20.576,140.35,19.5,137.76,18.919,135.16,15.515,133.57,16.106,129.17,16.21,124.96,16.9,120.18
23.605,153.45,20,145.99,19.413,143.66,20.604,140.35,19.509,137.75,19,135.15,15.596,133.53,16.146,129.17,16.298,124.88,16.916,120.17
23.646,153.43,20.008,145.99,19.466,143.67,20.65,140.34,19.584,137.74,19.028,135.14,15.606,133.53,16.3,129.2,16.305,124.88,17,120.12
23.701,153.41,20.071,145.99,19.5,143.68,20.703,140.33,19.606,137.73,19.102,135.12,15.64,133.54,16.305,129.19,16.34,124.87,17,120.12
23.713,153.41,20.114,145.99,19.519,143.68,20.752,140.31,19.655,137.74,19.15,135.1,15.701,133.54,16.342,129.17,16.5,124.83,17.021,120.11
23.782,153.44,20.201,145.98,19.6,143.68,20.809,140.29,19.703,137.76,19.201,135.08,15.716,133.54,16.402,129.12,16.518,124.82,17.196,119.98
23.803,153.44,20.229,145.98,19.609,143.67,20.898,140.25,19.744,137.76,19.226,135.08,15.797,133.51,16.439,129.09,16.601,124.78,17.209,119.97
23.838,153.44,20.301,145.98,19.663,143.63,20.933,140.24,19.801,137.76,19.3,135.09,15.813,133.5,16.5,129.04,16.627,124.78,17.295,119.92
23.901,153.43,20.325,145.98,19.701,143.61,21,140.21,19.822,137.75,19.314,135.09,15.9,133.44,16.517,129.04,16.7,124.77,17.307,119.92
23.913,153.42,20.491,145.94,19.723,143.61,21.101,140.17,19.9,137.71,19.393,135.07,15.921,133.43,16.599,128.99,16.708,124.76,17.374,119.9
23.976,153.36,20.5,145.94,19.8,143.61,21.123,140.18,19.931,137.69,19.404,135.06,16,133.38,16.607,128.99,16.763,124.73,17.5,119.86
24,153.34,20.616,145.91,19.811,143.6,21.2,140.19,20,137.67,19.449,135.04,16.023,133.38,16.658,128.99,16.807,124.71,17.516,119.85
24.009,153.34,20.7,145.9,19.885,143.58,21.216,140.18,20.028,137.66,19.5,135,16.224,133.29,16.704,128.99,16.866,124.66,17.6,119.81
24.084,153.3,20.715,145.9,19.916,143.57,21.299,140.15,20.101,137.64,19.517,135,16.311,133.26,16.745,128.96,16.903,124.63,17.621,119.8
24.103,153.29,20.799,145.87,20,143.56,21.341,140.14,20.122,137.63,19.594,134.98,16.387,133.25,16.8,128.93,16.941,124.6,17.7,119.76
24.13,153.28,20.81,145.86,20.016,143.56,21.409,140.12,20.266,137.56,19.609,134.97,16.403,133.25,16.812,128.93,17,124.57,17.724,119.75
24.2,153.28,20.886,145.81,20.1,143.57,21.488,140.12,20.307,137.54,19.673,134.92,16.433,133.22,16.891,128.91,17.012,124.57,17.8,119.71
24.211,153.28,20.909,145.79,20.111,143.57,21.5,140.11,20.358,137.54,19.706,134.9,16.5,133.17,16.91,128.91,17.092,124.56,17.815,119.7
24.292,153.3,20.973,145.78,20.171,143.53,21.533,140.11,20.404,137.54,19.767,134.87,16.521,133.15,16.965,128.91,17.2,124.54,17.899,119.68
24.306,153.3,21,145.77,20.207,143.51,21.601,140.09,20.445,137.52,19.808,134.86,16.6,133.08,17,128.91,17.217,124.53,17.914,119.67
24.353,153.29,21.011,145.78,20.277,143.48,21.631,140.09,20.5,137.49,19.842,134.86,16.607,133.08,17.007,128.9,17.298,124.49,18,119.66
24.404,153.29,21.087,145.79,20.322,143.47,21.701,140.09,20.53,137.47,19.902,134.85,16.656,133.08,17.058,128.88,17.313,124.47,18,119.66
24.451,153.27,21.105,145.8,20.486,143.43,21.722,140.08,20.602,137.43,19.933,134.84,16.704,133.08,17.108,128.85,17.399,124.4,18.011,119.66
24.502,153.25,21.149,145.79,20.5,143.43,21.8,140.05,20.627,137.43,20,134.81,16.745,133.07,17.176,128.83,17.419,124.39,18.076,119.62
24.525,153.24,21.204,145.78,20.515,143.43,21.815,140.04,20.701,137.43,20.029,134.8,16.802,133.05,17.203,128.82,17.5,124.33,18.107,119.6
24.684,153.14,21.266,145.77,20.596,143.43,21.898,139.98,20.733,137.43,20.106,134.78,16.844,133.04,17.233,128.8,17.508,124.33,18.162,119.55
24.701,153.13,21.309,145.76,20.607,143.43,21.917,139.97,20.801,137.42,20.176,134.77,16.902,133.04,17.3,128.74,17.578,124.31,18.211,119.51
24.717,153.13,21.4,145.73,20.673,143.4,22,139.92,20.829,137.41,20.207,134.77,16.928,133.02,17.315,128.73,17.62,124.29,18.295,119.45
24.792,153.14,21.424,145.72,20.711,143.39,NaN,NaN,20.901,137.38,20.276,134.78,17,132.98,17.399,128.69,17.702,124.26,18.307,119.45
24.812,153.15,21.5,145.68,20.8,143.35,NaN,NaN,20.938,137.37,20.303,134.78,17.012,132.97,17.408,128.69,17.742,124.24,18.361,119.42
24.872,153.19,21.533,145.67,20.814,143.34,NaN,NaN,21,137.36,20.341,134.77,17.082,132.9,17.461,128.7,17.801,124.2,18.412,119.4
24.902,153.2,21.6,145.64,20.9,143.33,NaN,NaN,21.011,137.36,20.401,134.74,17.103,132.88,17.5,128.7,17.821,124.2,18.498,119.35
24.931,153.2,21.623,145.63,20.91,143.33,NaN,NaN,21.075,137.37,20.439,134.72,17.128,132.87,17.51,128.7,17.9,124.19,18.5,119.35
25,153.19,21.7,145.58,20.983,143.29,NaN,NaN,21.103,137.38,20.5,134.69,17.244,132.86,17.571,128.66,17.907,124.19,18.515,119.34
25,153.19,21.706,145.58,21,143.29,NaN,NaN,21.14,137.37,20.539,134.67,17.31,132.85,17.701,128.59,17.952,124.15,18.6,119.32
25.007,153.19,21.747,145.59,21.034,143.28,NaN,NaN,21.202,137.35,20.607,134.62,17.387,132.82,17.729,128.58,18,124.12,18.608,119.32
25.059,153.15,21.806,145.61,21.101,143.25,NaN,NaN,21.224,137.34,20.695,134.56,17.405,132.81,17.9,128.51,18.019,124.1,18.675,119.28
25.118,153.11,21.894,145.63,21.123,143.25,NaN,NaN,21.3,137.29,20.704,134.55,17.442,132.81,17.914,128.51,18.1,124.04,18.714,119.25
25.2,153.07,21.906,145.63,21.207,143.25,NaN,NaN,21.313,137.29,20.732,134.55,17.5,132.81,17.999,128.5,18.121,124.03,18.799,119.19
25.209,153.07,21.954,145.61,21.274,143.26,NaN,NaN,21.386,137.28,20.883,134.53,17.517,132.81,18,128.5,18.227,123.98,18.809,119.19
25.263,153.07,22,145.6,21.306,143.27,NaN,NaN,21.412,137.28,20.912,134.52,17.598,132.78,18.008,128.49,18.305,123.95,18.878,119.16
25.306,153.07,NaN,NaN,21.373,143.29,NaN,NaN,21.495,137.26,20.999,134.5,17.611,132.78,18.054,128.46,18.345,123.95,18.903,119.15
25.381,153.08,NaN,NaN,21.401,143.3,NaN,NaN,21.5,137.26,21,134.5,17.697,132.73,18.104,128.43,18.408,123.95,18.941,119.14
25.404,153.08,NaN,NaN,21.423,143.28,NaN,NaN,21.524,137.25,21.029,134.5,17.721,132.72,18.149,128.41,18.499,123.94,19,119.13
25.451,153.08,NaN,NaN,21.499,143.23,NaN,NaN,21.603,137.22,21.102,134.49,17.8,132.66,18.201,128.4,18.5,123.94,19.01,119.13
25.603,153.06,NaN,NaN,21.5,143.23,NaN,NaN,21.648,137.19,21.137,134.48,17.832,132.65,18.217,128.41,18.509,123.93,19.062,119.1
25.65,153.06,NaN,NaN,21.512,143.22,NaN,NaN,21.8,137.09,21.201,134.46,17.9,132.61,18.298,128.43,18.561,123.9,19.103,119.07
25.715,153.06,NaN,NaN,21.598,143.12,NaN,NaN,21.812,137.09,21.225,134.45,17.916,132.61,18.302,128.43,18.608,123.86,19.141,119.04
25.8,153.05,NaN,NaN,21.605,143.12,NaN,NaN,21.892,137.08,21.301,134.4,17.997,132.61,18.33,128.41,18.685,123.82,19.2,118.98
25.817,153.04,NaN,NaN,21.64,143.1,NaN,NaN,22,137.07,21.315,134.4,18,132.61,18.4,128.37,18.711,123.81,19.215,118.97
25.9,153.02,NaN,NaN,21.7,143.07,NaN,NaN,NaN,NaN,21.397,134.4,18.019,132.61,18.41,128.37,18.79,123.79,19.262,118.95
25.915,153.02,NaN,NaN,21.715,143.08,NaN,NaN,NaN,NaN,21.413,134.4,18.161,132.57,18.482,128.31,18.807,123.78,19.302,118.94
26,153.02,NaN,NaN,21.803,143.09,NaN,NaN,NaN,NaN,21.5,134.39,18.204,132.56,18.5,128.29,18.855,123.75,19.327,118.94
26.036,153.01,NaN,NaN,22,143.11,NaN,NaN,NaN,NaN,21.701,134.36,18.244,132.53,18.511,128.29,18.903,123.72,19.4,118.94
26.102,153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.718,134.35,18.302,132.49,18.574,128.26,18.931,123.71,19.413,118.93
26.144,153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8,134.3,18.35,132.47,18.701,128.21,19,123.7,19.499,118.91
26.202,152.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.81,134.29,18.403,132.44,18.728,128.21,19.013,123.7,19.5,118.91
26.238,152.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.886,134.26,18.444,132.43,18.806,128.2,19.097,123.66,19.512,118.9
26.301,152.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,134.22,18.5,132.41,18.867,128.18,19.109,123.65,19.582,118.85
26.326,152.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.519,132.41,18.921,128.17,19.184,123.6,19.618,118.83
26.4,152.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.601,132.37,19,128.16,19.206,123.59,19.7,118.78
26.423,152.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.627,132.37,19.009,128.15,19.259,123.57,19.716,118.78
26.501,152.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.701,132.36,19.078,128.11,19.307,123.56,19.799,118.75
26.516,152.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.724,132.36,19.116,128.09,19.375,123.53,19.823,118.74
26.609,152.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.801,132.37,19.2,128.03,19.407,123.52,19.903,118.71
26.704,152.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.814,132.37,19.21,128.03,19.467,123.5,19.944,118.7
26.748,152.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.895,132.34,19.282,128.01,19.5,123.49,20,118.68
26.805,152.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.907,132.33,19.311,128,19.515,123.49,20.02,118.68
26.87,152.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.96,132.28,19.399,127.97,19.6,123.49,20.1,118.67
26.906,152.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,132.24,19.412,127.97,19.605,123.49,20.111,118.66
26.954,152.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.007,132.24,19.491,127.97,19.646,123.46,20.149,118.63
27,152.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.058,132.23,19.5,127.97,19.702,123.42,20.204,118.59
27.051,152.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.103,132.22,19.603,127.97,19.737,123.39,20.258,118.55
27.102,152.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.131,132.23,19.629,127.95,19.8,123.33,20.302,118.51
27.125,152.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.2,132.25,19.79,127.86,19.812,123.32,20.334,118.5
27.175,152.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.208,132.25,19.805,127.85,19.892,123.28,20.403,118.47
27.203,152.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.251,132.23,19.856,127.81,19.903,123.27,20.45,118.46
27.23,152.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.301,132.21,19.902,127.78,19.937,123.27,20.5,118.44
27.3,152.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.321,132.2,19.928,127.77,20,123.26,20.516,118.44
27.309,152.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.401,132.14,20,127.74,20.017,123.26,20.6,118.44
27.384,152.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.437,132.11,20.01,127.74,20.101,123.26,20.613,118.44
27.415,152.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,132.07,20.071,127.74,20.133,123.26,20.688,118.4
27.558,152.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.514,132.07,20.187,127.74,20.201,123.27,20.731,118.38
27.614,152.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.595,132.05,20.207,127.73,20.217,123.26,20.8,118.34
27.7,152.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.613,132.04,20.268,127.72,20.299,123.23,20.815,118.33
27.706,152.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,132,20.301,127.71,20.309,123.22,20.895,118.25
27.742,152.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.728,132,20.318,127.69,20.383,123.17,20.906,118.24
27.802,152.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.801,131.98,20.375,127.64,20.409,123.16,20.942,118.22
27.846,152.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.828,131.98,20.411,127.61,20.495,123.11,21,118.19
27.901,152.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.9,131.98,20.492,127.55,20.5,123.1,21.006,118.19
27.912,152.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.911,131.97,20.5,127.55,20.518,123.1,21.049,118.2
27.975,152.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.98,131.95,20.517,127.54,20.6,123.08,21.103,118.2
28,152.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,131.94,20.6,127.51,20.623,123.07,21.147,118.2
28.112,152.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.021,131.92,20.604,127.51,20.7,123.06,21.208,118.19
28.2,152.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.1,131.87,20.644,127.53,20.72,123.06,21.282,118.17
28.207,152.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.114,131.87,20.704,127.55,20.801,123.06,21.305,118.16
28.258,152.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.2,131.83,20.745,127.55,20.816,123.05,21.341,118.13
28.305,152.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.208,131.83,20.801,127.56,20.903,123.01,21.5,118.02
28.367,152.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.271,131.79,20.815,127.55,21,122.95,21.5,118.02
28.402,152.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.302,131.77,20.887,127.5,21.014,122.95,21.516,118.01
28.433,152.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.328,131.76,20.903,127.49,21.099,122.93,21.6,117.98
28.504,152.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.4,131.75,20.936,127.48,21.104,122.92,21.613,117.98
28.546,152.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.415,131.76,21,127.47,21.136,122.9,21.699,117.96
28.604,152.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.498,131.78,21.015,127.47,21.2,122.84,21.718,117.96
28.672,152.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.5,131.78,21.099,127.47,21.205,122.84,21.799,117.92
28.706,152.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.509,131.78,21.105,127.46,21.244,122.84,21.823,117.91
28.755,152.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.565,131.76,21.147,127.44,21.301,122.84,21.9,117.87
28.809,152.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.799,131.66,21.299,127.33,21.321,122.85,21.912,117.86
28.889,152.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.813,131.65,21.307,127.33,21.4,122.87,21.997,117.84
28.917,152.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.895,131.6,21.36,127.32,21.407,122.87,22,117.84
29,152.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.906,131.6,21.405,127.32,21.452,122.84,22.012,117.84
29.016,152.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.937,131.59,21.437,127.3,21.5,122.82,22.035,117.85
29.077,152.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,131.58,21.5,127.27,21.523,122.8,22.1,117.87
29.106,152.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.012,131.59,21.525,127.25,21.605,122.74,22.115,117.86
29.169,152.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.084,131.61,21.6,127.2,21.672,122.71,22.19,117.85
29.207,152.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.113,131.61,21.613,127.2,21.724,122.67,22.202,117.85
29.291,152.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.2,131.62,21.697,127.19,21.801,122.62,22.225,117.83
29.308,152.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.209,131.62,21.723,127.18,21.817,122.62,22.3,117.76
29.366,152.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.28,131.61,21.801,127.18,21.898,122.6,22.311,117.75
29.406,152.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.303,131.61,21.828,127.18,21.904,122.6,22.371,117.72
29.48,152.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.335,131.59,21.997,127.13,21.932,122.61,22.402,117.7
29.507,152.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.402,131.56,22,127.13,22,122.64,22.432,117.69
29.556,152.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.446,131.54,22.021,127.12,22,122.64,22.5,117.69
29.601,152.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.5,131.52,22.171,127.04,22.014,122.63,22.541,117.67
29.615,152.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.71,131.44,22.205,127.02,22.066,122.63,22.602,117.66
29.681,152.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.799,131.41,22.256,127.01,22.102,122.62,22.645,117.63
29.801,152.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.828,131.41,22.31,126.99,22.123,122.61,22.702,117.6
29.843,152.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.902,131.4,22.399,126.96,22.2,122.55,22.724,117.58
29.903,152.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.931,131.39,22.418,126.95,22.23,122.54,22.8,117.52
29.952,152.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,131.36,22.5,126.94,22.3,122.5,22.817,117.51
30,152.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.601,126.93,22.318,122.48,22.899,117.46
30.01,152.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.622,126.92,22.4,122.42,22.907,117.46
30.056,152.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.769,126.84,22.41,122.41,22.96,117.45
30.2,152.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.902,126.77,22.47,122.4,23,117.45
30.218,152.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.932,126.76,22.5,122.39,NaN,NaN
30.3,152.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,126.74,22.543,122.38,NaN,NaN
30.307,152.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.7,122.36,NaN,NaN
30.354,152.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.712,122.36,NaN,NaN
30.403,152.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.799,122.32,NaN,NaN
30.465,152.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.815,122.31,NaN,NaN
30.506,152.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.898,122.25,NaN,NaN
30.555,152.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.904,122.25,NaN,NaN
30.603,152.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.937,122.25,NaN,NaN
30.651,152.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,122.24,NaN,NaN
30.709,152.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.788,152.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.83,152.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.902,152.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.934,152.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,152.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.012,152.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.053,152.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.101,152.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.123,152.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.2,152.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.209,152.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.278,152.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
