Time690,690K,Time728,728K,Time759,759K,Time854,854K,Time866,866K,Time899,899K
-5.1,27.852,-6.8005,16.324,-6.9052,14.705,-5.5911,14.322,-5.7222,13.503,-6.7049,9.4911
-5.0053,28.417,-6.7006,16.627,-6.8676,14.814,-5.5,14.687,-5.6884,13.618,-6.6543,9.6141
-4.9333,28.866,-6.602,16.945,-6.7694,15.108,-5.3998,15.106,-5.598,13.948,-6.5788,9.7982
-4.8002,29.727,-6.5066,17.243,-6.6878,15.355,-5.3001,15.522,-5.5,14.333,-6.5,9.9813
-4.8,29.729,-6.5,17.264,-6.5918,15.647,-5.2106,15.901,-5.4065,14.69,-6.4001,10.212
-4.7039,30.354,-6.3993,17.606,-6.5,15.94,-5.1885,15.999,-5.3006,15.111,-6.3157,10.418
-4.603,31.024,-6.2971,17.969,-6.4002,16.264,-5.0372,16.7,-5.2342,15.398,-6.2765,10.518
-4.5005,31.724,-6.1886,18.332,-6.316,16.537,-5,16.881,-5.1807,15.639,-6.0883,11.031
-4.4484,32.083,-6.0951,18.655,-6.2844,16.644,-4.9013,17.373,-5.0976,16.031,-6,11.287
-4.3847,32.528,-6,19.014,-6.1485,17.132,-4.8022,17.898,-5,16.5,-5.9001,11.605
-4.2987,33.135,-5.9008,19.409,-6.0727,17.41,-4.7143,18.39,-4.9365,16.791,-5.8014,11.928
-4.1983,33.84,-5.8038,19.799,-6,17.671,-4.5364,19.456,-4.8863,17.029,-5.7387,12.117
-4.1,34.542,-5.7007,20.226,-5.8985,18.06,-4.5,19.687,-4.7989,17.463,-5.6586,12.364
-4.0462,34.922,-5.6085,20.618,-5.781,18.532,-4.4006,20.336,-4.7017,18.001,-5.5894,12.587
-4,35.253,-5.5035,21.076,-5.6866,18.923,-4.3466,20.693,-4.6636,18.214,-5.5,12.903
-3.9059,35.934,-5.5,21.092,-5.5962,19.301,-4.2636,21.258,-4.5624,18.801,-5.3989,13.289
-3.8877,36.064,-5.4005,21.554,-5.5,19.731,-4.1938,21.752,-4.5,19.181,-5.2998,13.682
-3.7994,36.689,-5.3014,22.02,-5.4014,20.203,-4.1001,22.464,-4.4408,19.557,-5.2005,14.084
-3.6984,37.4,-5.1988,22.513,-5.3048,20.667,-4.0764,22.646,-4.397,19.843,-5.1507,14.287
-3.5995,38.132,-5.101,23.013,-5.2064,21.152,-4,23.251,-4.3005,20.473,-5.0842,14.568
-3.505,38.846,-5.001,23.521,-5.1569,21.396,-3.9568,23.593,-4.2756,20.636,-5,14.946
-3.489,38.964,-5,23.527,-5.0789,21.788,-3.8983,24.069,-4.1989,21.152,-4.9314,15.283
-3.3993,39.625,-4.8995,24.065,-5,22.191,-3.8033,24.894,-4.1005,21.873,-4.8953,15.464
-3.301,40.284,-4.8,24.628,-4.8999,22.744,-3.7726,25.162,-4.0022,22.639,-4.8,15.932
-3.2201,40.835,-4.7014,25.191,-4.8059,23.304,-3.6997,25.82,-4,22.656,-4.7434,16.209
-3.2,40.974,-4.6004,25.802,-4.7545,23.61,-3.6453,26.304,-3.9592,22.97,-4.6886,16.487
-3.108,41.607,-4.5457,26.128,-4.6968,23.958,-3.5958,26.756,-3.8392,23.938,-4.5991,16.967
-3.0357,42.105,-4.5,26.405,-4.5966,24.551,-3.5012,27.624,-3.7965,24.298,-4.5189,17.436
-2.992,42.409,-4.3898,27.097,-4.5,25.171,-3.5,27.636,-3.707,25.065,-4.5,17.55
-2.8997,43.04,-4.2744,27.873,-4.5,25.171,-3.4748,27.881,-3.6963,25.158,-4.4434,17.902
-2.8411,43.423,-4.1105,29.037,-4.4279,25.662,-3.3997,28.635,-3.6053,25.966,-4.3807,18.302
-2.7841,43.795,-4.0836,29.234,-4.3907,25.919,-3.3713,28.92,-3.5929,26.076,-4.2964,18.847
-2.6989,44.342,-4,29.852,-4.2808,26.674,-3.299,29.664,-3.5001,26.907,-4.2005,19.498
-2.5996,44.908,-3.9022,30.591,-4.1975,27.27,-3.2612,30.025,-3.5,26.908,-4.1748,19.677
-2.4994,45.498,-3.829,31.136,-4.0998,28.013,-3.2,30.626,-3.4784,27.119,-4.0948,20.252
-2.4323,45.866,-3.7527,31.715,-4.0153,28.68,-3.1939,30.679,-3.3993,27.912,-4.0004,20.96
-2.4,46.045,-3.6707,32.351,-4,28.803,-3.1404,31.153,-3.354,28.371,-4,20.964
-2.3496,46.29,-3.5791,33.077,-3.9755,28.992,-3.0999,31.52,-3.2995,28.937,-3.9748,21.166
-2.2827,46.608,-3.5,33.717,-3.8987,29.597,-3.093,31.595,-3.2787,29.124,-3.8999,21.789
-2.195,46.993,-3.4593,34.035,-3.8004,30.37,-3.0259,32.332,-3.2,29.847,-3.8642,22.084
-2.0996,47.384,-3.3991,34.515,-3.7022,31.181,-3,32.625,-3.1873,29.971,-3.7989,22.64
-2.0453,47.63,-3.2678,35.472,-3.6818,31.344,-2.9665,33.012,-3.1005,30.842,-3.7345,23.19
-1.992,47.87,-3.1992,35.991,-3.5995,32.013,-2.9322,33.416,-3.0956,30.889,-3.6756,23.71
-1.9,48.243,-3.1319,36.595,-3.5157,32.753,-2.9005,33.798,-3.0483,31.36,-3.5987,24.415
-1.8695,48.348,-3.0884,36.986,-3.5,32.894,-2.8991,33.812,-3,31.854,-3.5564,24.806
-1.7994,48.59,-3,37.755,-3.4605,33.23,-2.8845,33.952,-2.9781,32.085,-3.5,25.345
-1.74,48.732,-2.9728,37.956,-3.3991,33.763,-2.8195,34.587,-2.9001,32.934,-3.4852,25.495
-1.6916,48.845,-2.8918,38.565,-3.3008,34.494,-2.7995,34.787,-2.8928,33.012,-3.4,26.388
-1.6004,49.039,-2.8001,39.265,-3.2905,34.575,-2.7811,34.984,-2.8331,33.66,-3.389,26.502
-1.6,49.039,-2.7393,39.736,-3.2004,35.304,-2.7171,35.688,-2.7997,34.032,-3.3225,27.211
-1.503,49.25,-2.6952,40.082,-3.1837,35.449,-2.6984,35.899,-2.7908,34.122,-3.2998,27.46
-1.4955,49.263,-2.6007,40.773,-3.0008,37.105,-2.6642,36.28,-2.7421,34.625,-3.2864,27.597
-1.4027,49.388,-2.5649,41.037,-3,37.112,-2.5998,37.017,-2.6996,35.072,-3.2037,28.463
-1.3873,49.399,-2.5,41.525,-2.9764,37.313,-2.5953,37.066,-2.6943,35.127,-3.1987,28.515
-1.3,49.453,-2.4506,41.926,-2.8993,37.981,-2.5557,37.495,-2.6586,35.503,-3.1645,28.848
-1.2799,49.456,-2.3941,42.387,-2.8425,38.475,-2.5001,38.112,-2.5527,36.66,-3.0997,29.496
-1.1996,49.468,-2.3001,43.108,-2.7925,38.915,-2.5,38.114,-2.5,37.259,-3.0844,29.644
-1.1632,49.502,-2.2819,43.231,-2.7005,39.705,-2.488,38.249,-2.4981,37.282,-3.0007,30.48
-1.0986,49.562,-2.1989,43.795,-2.688,39.807,-2.4209,39.028,-2.4853,37.439,-3,30.487
-1.0099,49.672,-2.1315,44.217,-2.6149,40.41,-2.3999,39.276,-2.4702,37.623,-2.9984,30.505
-0.98894,49.691,-2.0941,44.456,-2.5979,40.552,-2.3967,39.31,-2.4002,38.502,-2.9756,30.759
-0.89996,49.744,-2,45.082,-2.5109,41.248,-2.3816,39.47,-2.3996,38.509,-2.9,31.629
-0.86849,49.741,-1.9461,45.442,-2.5,41.336,-2.3587,39.714,-2.3944,38.568,-2.8962,31.675
-0.8,49.736,-1.8999,45.754,-2.4554,41.698,-2.3313,40.011,-2.3846,38.677,-2.8495,32.247
-0.73287,49.736,-1.8757,45.885,-2.3967,42.181,-2.3047,40.301,-2.3674,38.87,-2.7997,32.876
-0.68087,49.744,-1.7986,46.308,-2.3235,42.796,-2.3,40.354,-2.3056,39.579,-2.7915,32.971
-0.59508,49.777,-1.7424,46.575,-2.2996,42.999,-2.2993,40.36,-2.2999,39.645,-2.7548,33.409
-0.50017,49.836,-1.6864,46.845,-2.2783,43.148,-2.2904,40.441,-2.2982,39.661,-2.7011,34.066
-0.46313,49.846,-1.6001,47.278,-2.1951,43.741,-2.253,40.787,-2.2861,39.777,-2.6993,34.086
-0.39869,49.862,-1.5609,47.481,-2.1222,44.268,-2.2,41.285,-2.2384,40.238,-2.6913,34.174
-0.33308,49.855,-1.5,47.799,-2.0901,44.507,-2.1996,41.289,-2.1999,40.616,-2.6554,34.568
-0.20308,49.844,-1.4779,47.907,-2.0519,44.799,-2.1935,41.34,-2.1978,40.634,-2.6,35.192
-0.14732,49.848,-1.3989,48.291,-2,45.201,-2.1621,41.606,-2.1824,40.767,-2.5937,35.263
-0.03867,49.861,-1.3703,48.391,-1.9953,45.231,-2.1,42.139,-2.1267,41.258,-2.5468,35.797
0,49.866,-1.2995,48.64,-1.9417,45.586,-2.0991,42.148,-2.0988,41.508,-2.5,36.346
0.03372,49.864,-1.2821,48.677,-1.899,45.871,-2.0896,42.238,-2.0796,41.683,-2.4944,36.411
0.10569,49.857,-1.1984,48.858,-1.8763,45.992,-2.0517,42.601,-2.0134,42.296,-2.4834,36.541
0.20098,49.825,-1.1186,49.035,-1.831,46.236,-2.0108,43,-2,42.422,-2.4686,36.716
0.29606,49.801,-1.0958,49.087,-1.7992,46.407,-2,43.106,-1.9995,42.427,-2.4398,37.062
0.32665,49.799,-1.0127,49.296,-1.7795,46.506,-1.9993,43.114,-1.9935,42.491,-2.4077,37.454
0.40206,49.796,-1,49.328,-1.7114,46.851,-1.9915,43.198,-1.9664,42.78,-2.3992,37.559
0.49635,49.807,-0.98731,49.343,-1.6969,46.927,-1.9578,43.567,-1.9112,43.379,-2.3845,37.737
0.56208,49.809,-0.9263,49.418,-1.6431,47.227,-1.9015,44.196,-1.8999,43.502,-2.3319,38.392
0.61312,49.808,-0.89973,49.45,-1.5998,47.472,-1.8999,44.213,-1.8984,43.518,-2.3,38.799
0.70614,49.791,-0.88778,49.449,-1.5778,47.594,-1.899,44.221,-1.8863,43.644,-2.2996,38.803
0.79914,49.767,-0.81336,49.443,-1.5038,48.009,-1.8926,44.277,-1.8353,44.18,-2.2948,38.861
0.8,49.766,-0.79868,49.443,-1.5,48.031,-1.8672,44.502,-1.8,44.557,-2.2696,39.161
0.8744,49.75,-0.76597,49.462,-1.4991,48.035,-1.8247,44.882,-1.7997,44.559,-2.2001,40.014
0.92567,49.743,-0.69972,49.5,-1.4828,48.101,-1.8,45.106,-1.7966,44.583,-2.1999,40.016
1.0081,49.74,-0.68495,49.519,-1.4133,48.383,-1.7998,45.108,-1.7833,44.685,-2.1982,40.034
1.1,49.733,-0.6114,49.616,-1.3997,48.439,-1.7974,45.124,-1.7393,45.028,-2.1892,40.125
1.1326,49.725,-0.59349,49.637,-1.3922,48.457,-1.7854,45.205,-1.7,45.339,-2.1546,40.48
1.2131,49.705,-0.50705,49.723,-1.3463,48.568,-1.7475,45.464,-1.6988,45.348,-2.1,41.051
1.3994,49.671,-0.5,49.73,-1.2999,48.681,-1.7146,45.691,-1.6887,45.421,-2.0997,41.054
1.4159,49.669,-0.49766,49.73,-1.2909,48.705,-1.6997,45.795,-1.6498,45.705,-2.096,41.09
1.5069,49.662,-0.45541,49.737,-1.2513,48.81,-1.6947,45.832,-1.6023,46.059,-2.0775,41.266
1.6,49.648,-0.3996,49.746,-1.2007,48.945,-1.6668,46.04,-1.5995,46.08,-2.0162,41.86
1.7,49.63,-0.38459,49.742,-1.1987,48.951,-1.6018,46.534,-1.5937,46.128,-2,42.02
1.7357,49.629,-0.30162,49.718,-1.1798,49.015,-1.5987,46.557,-1.5683,46.336,-1.9996,42.025
1.8045,49.626,-0.29861,49.718,-1.1072,49.262,-1.5741,46.746,-1.5002,46.908,-1.9946,42.08
1.8986,49.615,-0.26037,49.722,-1.1,49.287,-1.5001,47.326,-1.5,46.909,-1.9747,42.304
1.9275,49.609,-0.19972,49.73,-1.0983,49.29,-1.5,47.327,-1.4975,46.93,-1.9092,43.054
2.0998,49.571,-0.18646,49.739,-1.0794,49.327,-1.4999,47.328,-1.4807,47.07,-1.8994,43.168
2.1587,49.556,-0.10894,49.794,-1.011,49.462,-1.498,47.339,-1.459,47.253,-1.8907,43.266
2.2053,49.545,-0.0954,49.803,-1,49.483,-1.4879,47.398,-1.4395,47.418,-1.8525,43.705
2.2996,49.531,-0.02065,49.843,-0.99958,49.483,-1.4543,47.595,-1.4002,47.755,-1.8,44.318
2.3137,49.53,0,49.854,-0.99184,49.483,-1.4,47.918,-1.4,47.756,-1.7999,44.319
2.4,49.527,0.00497,49.853,-0.96142,49.482,-1.3997,47.92,-1.3993,47.76,-1.7989,44.328
2.4663,49.522,0.04943,49.848,-0.90015,49.479,-1.3966,47.934,-1.3947,47.787,-1.7932,44.376
2.5307,49.515,0.10023,49.841,-0.89888,49.48,-1.3828,47.997,-1.3768,47.891,-1.7723,44.555
2.6042,49.505,0.11412,49.837,-0.88267,49.487,-1.3403,48.192,-1.3292,48.172,-1.7209,45.001
2.6941,49.502,0.19937,49.813,-0.8481,49.503,-1.2999,48.379,-1.3,48.346,-1.7,45.184
2.7084,49.5,0.21968,49.808,-0.81745,49.517,-1.2968,48.392,-1.2998,48.347,-1.6991,45.191
2.7998,49.48,0.30016,49.788,-0.79999,49.525,-1.2784,48.471,-1.2976,48.354,-1.6937,45.229
2.8178,49.472,0.30864,49.788,-0.79928,49.526,-1.2073,48.78,-1.287,48.389,-1.6715,45.387
2.9003,49.439,0.37368,49.788,-0.78692,49.545,-1.1998,48.813,-1.2559,48.494,-1.6003,45.901
2.9144,49.44,0.40081,49.788,-0.72808,49.638,-1.1958,48.829,-1.2,48.684,-1.6,45.904
3.0002,49.443,0.43354,49.791,-0.69994,49.683,-1.1738,48.917,-1.1998,48.685,-1.599,45.913
3.0378,49.442,0.5,49.796,-0.69799,49.684,-1.1013,49.209,-1.1963,48.699,-1.5926,45.973
3.101,49.439,0.50371,49.796,-0.67699,49.696,-1.0999,49.215,-1.1779,48.774,-1.5719,46.168
3.158,49.431,0.55271,49.79,-0.61525,49.731,-1.0981,49.219,-1.12,49.01,-1.506,46.797
3.2,49.425,0.6008,49.784,-0.59992,49.74,-1.0886,49.24,-1.1,49.093,-1.5,46.856
3.2657,49.418,0.62107,49.776,-0.59608,49.739,-1.0598,49.303,-1.0988,49.097,-1.4994,46.861
3.317,49.411,0.69903,49.744,-0.56414,49.738,-1,49.434,-1.0894,49.129,-1.4929,46.92
3.4019,49.395,0.70721,49.741,-0.50018,49.736,-1,49.434,-1.0542,49.249,-1.467,47.154
3.4589,49.389,0.77447,49.719,-0.5,49.736,-0.99952,49.435,-1,49.437,-1.401,47.762
3.5095,49.383,0.80045,49.711,-0.49759,49.736,-0.9947,49.439,-1,49.437,-1.4,47.771
3.5999,49.366,0.81615,49.711,-0.48064,49.742,-0.97722,49.453,-0.99972,49.437,-1.3996,47.773
3.6297,49.364,0.89931,49.712,-0.42656,49.762,-0.91893,49.501,-0.99616,49.445,-1.3965,47.788
3.7015,49.359,0.90163,49.712,-0.39998,49.772,-0.89983,49.517,-0.98088,49.478,-1.386,47.839
3.7616,49.361,0.93736,49.72,-0.39671,49.774,-0.89786,49.521,-0.93385,49.581,-1.3533,48
3.802,49.362,1,49.734,-0.35921,49.798,-0.88748,49.543,-0.89996,49.655,-1.3,48.264
3.8437,49.349,1.002,49.733,-0.30014,49.839,-0.8493,49.62,-0.89886,49.656,-1.2996,48.266
3.9009,49.33,1.0376,49.728,-0.29869,49.84,-0.8,49.721,-0.89038,49.667,-1.2951,48.282
3.9628,49.314,1.1004,49.719,-0.28143,49.846,-0.7997,49.722,-0.86097,49.703,-1.2793,48.341
4,49.305,1.1165,49.715,-0.203,49.882,-0.79587,49.733,-0.8,49.779,-1.2206,48.559
4.0047,49.305,1.2388,49.688,-0.19982,49.883,-0.77949,49.783,-0.79937,49.78,-1.1999,48.637
4.0868,49.305,1.3005,49.674,-0.19374,49.888,-0.72431,49.95,-0.79201,49.793,-1.1976,48.647
4.1286,49.304,1.3177,49.668,-0.15212,49.922,-0.69999,50.024,-0.7629,49.843,-1.1855,48.702
4.2001,49.301,1.4,49.641,-0.09997,49.972,-0.69952,50.025,-0.69997,49.953,-1.141,48.905
4.2083,49.299,1.4063,49.64,-0.09673,49.976,-0.69541,50.031,-0.69825,49.956,-1.1,49.093
4.2997,49.272,1.4663,49.629,-0.064,50.018,-0.67677,50.062,-0.68589,49.983,-1.0996,49.094
4.3026,49.272,1.5,49.622,-1e-05,50.113,-0.61962,50.156,-0.63727,50.089,-1.096,49.106
4.3555,49.268,1.5101,49.621,0,50.113,-0.59994,50.188,-0.59995,50.17,-1.0807,49.155
4.4038,49.265,1.5978,49.609,0.00074,50.114,-0.59832,50.189,-0.59879,50.171,-1.0322,49.312
4.4965,49.265,1.6011,49.609,0.00937,50.12,-0.58741,50.197,-0.59156,50.177,-1,49.417
4.5024,49.264,1.627,49.603,0.04625,50.153,-0.54949,50.226,-0.56308,50.202,-0.99975,49.418
4.5507,49.256,1.7,49.586,0.09985,50.217,-0.5,50.263,-0.5007,50.256,-0.99708,49.421
4.6034,49.246,1.7072,49.585,0.10119,50.219,-0.49881,50.264,-0.5,50.256,-0.98632,49.434
4.6843,49.225,1.7873,49.575,0.12064,50.25,-0.48576,50.277,-0.49953,50.256,-0.95192,49.476
4.7022,49.221,1.8006,49.574,0.17508,50.357,-0.43414,50.328,-0.49405,50.257,-0.9,49.54
4.7577,49.215,1.8116,49.575,0.20009,50.417,-0.39958,50.362,-0.47138,50.262,-0.89872,49.542
4.8,49.21,1.8406,49.579,0.20172,50.422,-0.39,50.37,-0.40129,50.276,-0.88745,49.553
4.8036,49.211,1.9004,49.586,0.2176,50.47,-0.34637,50.408,-0.3999,50.277,-0.83337,49.607
4.8595,49.219,1.9121,49.59,0.26298,50.627,-0.2998,50.448,-0.39759,50.279,-0.79996,49.641
4.9035,49.225,1.9914,49.617,0.2941,50.756,-0.29292,50.455,-0.3853,50.29,-0.79877,49.643
4.9784,49.228,2,49.62,0.30051,50.785,-0.25256,50.495,-0.33788,50.331,-0.79146,49.658
5.0009,49.228,2.0011,49.62,0.31007,50.828,-0.19999,50.547,-0.29951,50.366,-0.76499,49.713
5.0243,49.222,2.0175,49.621,0.35813,51.08,-0.1992,50.548,-0.29151,50.374,-0.7,49.848
5.1839,49.182,2.0942,49.629,0.39837,51.343,-0.19264,50.559,-0.25517,50.413,-0.69952,49.849
5.2037,49.178,2.1007,49.63,0.40034,51.357,-0.16639,50.604,-0.19979,50.473,-0.69424,49.857
5.2823,49.166,2.1109,49.627,0.40553,51.393,-0.10015,50.717,-0.19463,50.48,-0.67565,49.883
5.306,49.163,2.1653,49.614,0.43376,51.611,-0.09899,50.718,-0.16353,50.52,-0.6053,49.986
5.3961,49.16,2.2002,49.607,0.46066,51.849,-0.08867,50.732,-0.1,50.601,-0.59996,49.994
5.404,49.16,2.2068,49.607,0.47735,52.014,-0.04741,50.785,-0.09904,50.602,-0.59897,49.995
5.4927,49.15,2.251,49.613,0.49072,52.156,0,50.847,-0.08929,50.612,-0.59201,49.998
5.5064,49.149,2.3,49.621,0.5,52.26,0.0007,50.847,-0.04887,50.652,-0.56732,50.009
5.5996,49.142,2.3028,49.622,0.50185,52.281,0.0066,50.849,0,50.701,-0.50013,50.039
5.6,49.142,2.3342,49.633,0.51849,52.477,0.02384,50.854,0.00123,50.701,-0.5,50.039
5.6197,49.142,2.4007,49.662,0.54841,52.867,0.08329,50.872,0.01154,50.707,-0.49933,50.039
5.7001,49.142,2.4103,49.667,0.56856,53.157,0.10008,50.877,0.04855,50.726,-0.49224,50.046
5.7083,49.141,2.4783,49.707,0.60001,53.648,0.1027,50.876,0.10005,50.753,-0.46294,50.073
5.8166,49.126,2.5,49.721,0.60069,53.66,0.12008,50.875,0.10221,50.753,-0.35074,50.18
5.901,49.114,2.5054,49.724,0.60805,53.784,0.18539,50.872,0.11737,50.754,-0.29929,50.23
5.9495,49.11,2.5612,49.76,0.63663,54.287,0.20007,50.871,0.17073,50.76,-0.29029,50.237
6.0074,49.106,2.6002,49.789,0.65948,54.708,0.20168,50.872,0.20071,50.763,-0.24631,50.272
6.1001,49.096,2.6073,49.793,0.67603,55.022,0.2118,50.878,0.21435,50.764,-0.19971,50.31
6.1354,49.091,2.6515,49.821,0.6905,55.302,0.25161,50.903,0.29786,50.77,-0.19366,50.316
6.3945,49.054,2.7,49.858,0.70019,55.492,0.30006,50.933,0.30023,50.77,-0.14957,50.359
6.4,49.053,2.7023,49.861,0.70689,55.623,0.30238,50.933,0.30399,50.771,-0.09972,50.408
6.4067,49.054,2.721,49.882,0.73812,56.243,0.32002,50.94,0.32452,50.781,-0.09498,50.414
6.4805,49.054,2.7978,49.981,0.76106,56.692,0.38817,50.967,0.39902,50.814,-0.06946,50.448
6.5018,49.054,2.8019,49.987,0.78696,57.174,0.40027,50.971,0.40034,50.815,-6e-05,50.542
6.5511,49.048,2.8316,50.033,0.82152,57.738,0.40498,50.972,0.40568,50.815,0,50.543
6.6006,49.043,2.9002,50.153,0.84587,58.063,0.43122,50.976,0.43147,50.819,0.00036,50.543
6.63,49.037,2.9046,50.161,0.86232,58.247,0.5,50.987,0.49989,50.831,0.00413,50.544
6.7002,49.022,2.9274,50.202,0.87513,58.372,0.69984,51.024,0.5,50.831,0.01978,50.55
6.72,49.02,2.9996,50.351,0.9,58.573,0.70078,51.024,0.50066,50.83,0.07781,50.573
6.8002,49.012,3,50.352,0.9012,58.582,0.71115,51.029,0.50765,50.828,0.1001,50.583
6.8343,49.009,3.0012,50.355,0.9105,58.647,0.75532,51.051,0.53563,50.819,0.10235,50.583
6.9013,49.005,3.0134,50.387,0.93397,58.79,0.8002,51.074,0.6,50.8,0.11464,50.583
6.9684,48.998,3.0656,50.539,0.95148,58.88,0.80835,51.078,0.60037,50.8,0.17213,50.585
7.1008,48.984,3.1001,50.653,0.96461,58.941,0.86519,51.104,0.605,50.801,0.20041,50.587
7.1325,48.984,3.1034,50.664,0.976,58.99,1,51.169,0.62447,50.809,0.2062,50.586
7.2,48.985,3.1278,50.748,0.98739,59.036,1.0013,51.169,0.69667,50.837,0.23968,50.579
7.3001,48.986,3.1852,50.975,0.99704,59.073,1.0029,51.17,0.70017,50.838,0.3,50.569
7.3093,48.984,3.2002,51.042,1,59.084,1.0209,51.176,0.70343,50.841,0.30038,50.57
7.3996,48.968,3.2128,51.101,1.0007,59.086,1.1,51.207,0.72131,50.857,0.30431,50.572
7.403,48.968,3.2628,51.368,1.0077,59.109,1.1008,51.207,0.78853,50.917,0.3206,50.583
7.465,48.964,3.2988,51.595,1.0364,59.195,1.1099,51.207,0.80095,50.928,0.38574,50.626
7.5022,48.962,3.304,51.63,1.0877,59.333,1.1452,51.206,0.80935,50.931,0.40036,50.636
7.5738,48.955,3.3416,51.91,1.1002,59.366,1.2002,51.205,0.84233,50.943,0.40609,50.641
7.6013,48.952,3.3859,52.305,1.1043,59.375,1.2082,51.206,0.90012,50.964,0.4388,50.671
7.6377,48.952,3.4009,52.459,1.1266,59.426,1.2719,51.21,0.90344,50.964,0.5,50.728
7.7001,48.953,3.4176,52.643,1.1857,59.557,1.3002,51.212,0.92335,50.966,0.50069,50.728
7.7129,48.952,3.463,53.224,1.2002,59.59,1.3042,51.214,0.99977,50.973,0.50636,50.73
7.7999,48.943,3.4906,53.648,1.2036,59.598,1.3235,51.224,1,50.973,0.52911,50.737
7.8025,48.943,3.5,53.806,1.2254,59.654,1.398,51.261,1.0035,50.974,0.59892,50.76
7.8575,48.931,3.505,53.893,1.2998,59.849,1.4034,51.264,1.0263,50.98,0.60017,50.76
7.9005,48.923,3.5318,54.397,1.303,59.858,1.4378,51.285,1.0999,51.002,0.60393,50.76
7.914,48.924,3.5526,54.831,1.3252,59.922,1.5,51.322,1.1003,51.002,0.62336,50.761
7.9676,48.928,3.5677,55.17,1.421,60.213,1.5019,51.322,1.1058,51.002,0.69845,50.765
8,48.931,3.5819,55.507,1.5,60.477,1.5155,51.326,1.1302,51,0.70377,50.765
8.1005,48.94,3.5933,55.788,1.5028,60.487,1.5673,51.339,1.2001,50.997,0.73407,50.77
8.1234,48.94,3.6,55.96,1.5244,60.561,1.6002,51.348,1.2048,50.997,0.80003,50.783
8.2006,48.941,3.6035,56.048,1.62,60.919,1.6055,51.348,1.236,50.992,0.80244,50.784
8.2285,48.939,3.627,56.68,1.7,61.268,1.6351,51.351,1.3,50.983,0.82056,50.791
8.3949,48.93,3.6512,57.379,1.7012,61.274,1.7,51.359,1.3006,50.983,0.89575,50.826
8.4077,48.93,3.6656,57.821,1.7126,61.326,1.7012,51.359,1.307,50.985,0.90222,50.829
8.4986,48.932,3.6771,58.192,1.7609,61.561,1.7125,51.364,1.3347,50.993,0.92469,50.842
8.5059,48.933,3.6873,58.53,1.8003,61.773,1.7609,51.385,1.4001,51.014,0.98704,50.88
8.568,48.943,3.6954,58.805,1.8051,61.801,1.8,51.403,1.4054,51.017,1,50.888
8.6022,48.948,3.7002,58.967,1.8223,61.907,1.8014,51.404,1.4421,51.034,1.0014,50.889
8.6447,48.951,3.7041,59.103,1.8715,62.238,1.813,51.413,1.5,51.061,1.0125,50.899
8.7014,48.954,3.7102,59.316,1.9006,62.456,1.8609,51.449,1.5036,51.062,1.0684,50.952
8.7372,48.952,3.7163,59.529,1.9077,62.513,1.9001,51.48,1.5268,51.071,1.1002,50.984
8.8,48.949,3.722,59.726,1.9469,62.852,1.9059,51.484,1.6,51.099,1.1035,50.986
8.8211,48.947,3.7284,59.948,1.9827,63.203,1.9433,51.51,1.6053,51.1,1.1238,50.999
8.9999,48.932,3.7366,60.223,2,63.391,2,51.549,1.645,51.114,1.196,51.048
9.0022,48.933,3.7447,60.487,2.001,63.402,2.1998,51.701,1.7,51.134,1.201,51.051
9.0377,48.935,3.7529,60.738,2.0075,63.474,2.2011,51.702,1.7018,51.135,1.2097,51.055
9.1006,48.939,3.7607,60.963,2.0382,63.846,2.2128,51.709,1.7145,51.143,1.2556,51.078
9.127,48.939,3.768,61.159,2.0685,64.271,2.2731,51.748,1.7561,51.169,1.3,51.103
9.2001,48.938,3.7799,61.442,2.095,64.706,2.3004,51.766,1.782,51.186,1.3013,51.104
9.2092,48.937,3.7999,61.826,2.1009,64.813,2.3068,51.769,1.8002,51.198,1.3108,51.112
9.3,48.927,3.8006,61.838,2.1105,64.997,2.3353,51.782,1.8055,51.2,1.3587,51.155
9.3019,48.927,3.8077,61.949,2.1394,65.636,2.4001,51.813,1.8329,51.214,1.3736,51.169
9.3336,48.93,3.8286,62.219,2.1541,66.023,2.4026,51.815,1.8999,51.247,1.374,51.169
9.4001,48.934,3.8428,62.364,2.1633,66.293,2.4191,51.828,1.9007,51.248,1.3995,51.194
9.4118,48.936,3.8497,62.427,2.1633,66.293,2.4951,51.891,1.9097,51.25,1.4003,51.195
9.4999,48.949,3.8546,62.469,2.1633,66.293,2.5,51.895,1.9504,51.262,1.404,51.201
9.5011,48.949,3.8597,62.511,2.1633,66.293,2.5026,51.898,2,51.277,1.4219,51.227
9.5209,48.947,3.8815,62.675,2.1634,66.295,2.5212,51.918,2.0067,51.28,1.4937,51.339
9.6,48.939,3.9001,62.801,2.1635,66.298,2.5997,52.003,2.0607,51.301,1.5,51.35
9.7001,48.929,3.9017,62.811,2.1637,66.305,2.6009,52.004,2.1005,51.318,1.5015,51.352
9.706,48.929,3.9135,62.883,2.1648,66.338,2.6111,52.013,2.108,51.323,1.5141,51.37
9.763,48.934,3.949,63.092,2.1667,66.4,2.6644,52.065,2.154,51.352,1.5783,51.469
9.8025,48.937,3.9858,63.305,2.169,66.472,2.7002,52.1,2.2003,51.383,1.6001,51.505
9.8475,48.944,4,63.387,2.1753,66.685,2.7058,52.105,2.2059,51.388,1.602,51.506
