Time691,691K,Time713,713K,Time743,743K
44.901,46.376,NaN,NaN,NaN,NaN
45.056,46.384,NaN,NaN,NaN,NaN
45.2,46.369,NaN,NaN,NaN,NaN
45.409,46.35,NaN,NaN,NaN,NaN
45.6,46.353,NaN,NaN,NaN,NaN
45.764,46.333,NaN,NaN,NaN,NaN
45.89,46.336,NaN,NaN,NaN,NaN
46,46.323,NaN,NaN,NaN,NaN
46.153,46.319,NaN,NaN,NaN,NaN
46.3,46.33,NaN,NaN,NaN,NaN
46.401,46.33,NaN,NaN,NaN,NaN
46.6,46.297,NaN,NaN,NaN,NaN
46.716,46.288,NaN,NaN,NaN,NaN
46.8,46.294,NaN,NaN,NaN,NaN
46.901,46.304,NaN,NaN,NaN,NaN
47.098,46.271,NaN,NaN,NaN,NaN
47.201,46.264,NaN,NaN,NaN,NaN
47.366,46.262,NaN,NaN,NaN,NaN
47.6,46.248,NaN,NaN,NaN,NaN
47.734,46.246,NaN,NaN,NaN,NaN
47.9,46.241,NaN,NaN,NaN,NaN
48.002,46.225,NaN,NaN,NaN,NaN
48.208,46.231,NaN,NaN,NaN,NaN
48.399,46.209,NaN,NaN,NaN,NaN
48.4,46.209,NaN,NaN,NaN,NaN
48.512,46.206,NaN,NaN,NaN,NaN
48.694,46.209,NaN,NaN,NaN,NaN
48.823,46.195,NaN,NaN,NaN,NaN
49,46.199,NaN,NaN,NaN,NaN
49.2,46.173,NaN,NaN,NaN,NaN
49.306,46.172,NaN,NaN,NaN,NaN
49.517,46.164,NaN,NaN,NaN,NaN
49.7,46.183,NaN,NaN,NaN,NaN
49.802,46.176,NaN,NaN,NaN,NaN
50,46.14,NaN,NaN,NaN,NaN
