#T\dC\n	1000/T\dC\n (1/K)	Overall (s)	Overall (ms)	First Stage (s)	First Stage (ms)
914.20	1.0939	10.99710    ?
875.20	1.1426	27.74157    ?
844.00	1.1848	45.63315    ?
821.70	1.2170	53.04040    ?
794.60	1.2585	46.77515    6.769320
780.20	1.2817	39.02494    5.410300
760.00	1.3158	26.44669    5.000000
742.30	1.3472	18.33505    6.147000
725.50	1.3784	15.47515    8.470210
709.80	1.4088	16.89805    12.59658
697.70	1.4333	21.51501    18.50129
684.00	1.4620	33.02869    30.86659
