#T\dC\n	1000/T\dC\n (1/K)	Overall (ms)	First Stage (ms)
910.20	1.0987	34.68947    nan
871.30	1.1477	107.1908    nan
833.50	1.1998	nan           nan
817.50  1.2232	nan           nan
791.20	1.2639	nan           nan
775.20	1.2900	150.3060    17.10910
756.60	1.3217	113.4581    12.34736
737.80	1.3554	66.86229    12.19988
722.10	1.3848	42.68988    14.40547
706.80	1.4148	34.89325    20.00306
696.80	1.4351	36.76599    26.70618
682.50	1.4652	50.75561    44.51837
