Time       Trigger  Sample
-0.02420    0.10    6.52
-0.02416    0.08    6.52
-0.02412    0.10    6.52
-0.02408    0.10    6.52
-0.02404    0.08    6.52
-0.02400    0.10    6.52
-0.02396    0.10    6.52
-0.02392    0.10    6.52
-0.02388    0.12    6.52
-0.02384    0.10    6.52
-0.02380    0.12    6.52
-0.02376    0.14    6.52
-0.02372    0.12    6.52
-0.02368    0.10    6.52
-0.02364    0.10    6.52
-0.02360    0.10    6.52
-0.02356    0.10    6.52
-0.02352    0.10    6.56
-0.02348    0.10    6.52
-0.02344    0.10    6.52
-0.02340    0.08    6.52
-0.02336    0.02    6.52
-0.02332    0.10    6.52
-0.02328    0.10    6.56
-0.02324    0.12    6.52
-0.02320    0.08    6.52
-0.02316    0.16    6.52
-0.02312    0.10    6.52
-0.02308    0.10    6.56
-0.02304    0.10    6.52
-0.02300    0.10    6.52
-0.02296    0.16    6.56
-0.02292    0.10    6.52
-0.02288    0.10    6.52
-0.02284    0.08    6.52
-0.02280    0.08    6.52
-0.02276    0.16    6.52
-0.02272    0.10    6.52
-0.02268    0.10    6.52
-0.02264    0.10    6.52
-0.02260    0.10    6.52
-0.02256    0.10    6.52
-0.02252    0.10    6.52
-0.02248    0.10    6.52
-0.02244    0.12    6.52
-0.02240    0.10    6.52
-0.02236    0.10    6.52
-0.02232    0.10    6.52
-0.02228    0.10    6.52
-0.02224    0.10    6.52
-0.02220    0.12    6.52
-0.02216    0.10    6.52
-0.02212    0.10    6.52
-0.02208    0.10    6.52
-0.02204    0.10    6.52
-0.02200    0.10    6.52
-0.02196    0.10    6.52
-0.02192    0.10    6.52
-0.02188    0.10    6.52
-0.02184    0.10    6.52
-0.02180    0.10    6.52
-0.02176    0.10    6.52
-0.02172    0.10    6.52
-0.02168    0.10    6.52
-0.02164    0.10    6.52
-0.02160    0.10    6.52
-0.02156    0.08    6.52
-0.02152    0.10    6.52
-0.02148    0.10    6.52
-0.02144    0.10    6.52
-0.02140    0.10    6.52
-0.02136    0.10    6.52
-0.02132    0.10    6.52
-0.02128    0.10    6.52
-0.02124    0.10    6.52
-0.02120    0.08    6.52
-0.02116    0.10    6.52
-0.02112    0.10    6.52
-0.02108    0.10    6.52
-0.02104    0.10    6.52
-0.02100    0.12    6.52
-0.02096    0.12    6.52
-0.02092    0.10    6.52
-0.02088    0.10    6.52
-0.02084    0.10    6.52
-0.02080    0.10    6.52
-0.02076    0.08    6.52
-0.02072    0.10    6.52
-0.02068    0.10    6.52
-0.02064    0.10    6.52
-0.02060    0.10    6.52
-0.02056    0.10    6.52
-0.02052    0.10    6.52
-0.02048    0.10    6.52
-0.02044    0.10    6.52
-0.02040    0.10    6.56
-0.02036    0.10    6.52
-0.02032    0.10    6.56
-0.02028    0.10    6.52
-0.02024    0.10    6.52
-0.02020    0.12    6.52
-0.02016    0.10    6.52
-0.02012    0.10    6.52
-0.02008    0.10    6.52
-0.02004    0.10    6.52
-0.02000    0.10    6.52
-0.01996    0.10    6.52
-0.01992    0.10    6.52
-0.01988    0.08    6.52
-0.01984    0.10    6.52
-0.01980    0.10    6.52
-0.01976    0.10    6.52
-0.01972    0.10    6.52
-0.01968    0.10    6.52
-0.01964    0.10    6.52
-0.01960    0.10    6.52
-0.01956    0.10    6.52
-0.01952    0.10    6.52
-0.01948    0.10    6.52
-0.01944    0.10    6.52
-0.01940    0.08    6.52
-0.01936    0.10    6.52
-0.01932    0.10    6.52
-0.01928    0.10    6.52
-0.01924    0.10    6.52
-0.01920    0.08    6.52
-0.01916    0.10    6.52
-0.01912    0.10    6.52
-0.01908    0.10    6.52
-0.01904    0.08    6.52
-0.01900    0.10    6.56
-0.01896    0.10    6.56
-0.01892    0.10    6.52
-0.01888    0.08    6.52
-0.01884    0.08    6.52
-0.01880    0.08    6.52
-0.01876    0.10    6.52
-0.01872    0.10    6.52
-0.01868    0.10    6.52
-0.01864    0.10    6.52
-0.01860    0.10    6.52
-0.01856    0.10    6.52
-0.01852    0.10    6.52
-0.01848    0.10    6.52
-0.01844    0.10    6.52
-0.01840    0.12    6.52
-0.01836    0.10    6.52
-0.01832    0.10    6.52
-0.01828    0.10    6.52
-0.01824    0.10    6.52
-0.01820    0.12    6.52
-0.01816    0.08    6.52
-0.01812    0.10    6.52
-0.01808    0.10    6.52
-0.01804    0.10    6.52
-0.01800    0.08    6.52
-0.01796    0.10    6.52
-0.01792    0.02    6.52
-0.01788    0.10    6.52
-0.01784    0.10    6.52
-0.01780    0.12    6.52
-0.01776    0.08    6.52
-0.01772    0.10    6.52
-0.01768    0.10    6.52
-0.01764    0.10    6.52
-0.01760    0.10    6.52
-0.01756    0.10    6.52
-0.01752    0.08    6.52
-0.01748    0.10    6.52
-0.01744    0.10    6.52
-0.01740    0.10    6.52
-0.01736    0.08    6.52
-0.01732    0.08    6.52
-0.01728    0.10    6.52
-0.01724    0.10    6.52
-0.01720    0.12    6.52
-0.01716    0.10    6.52
-0.01712    0.10    6.52
-0.01708    0.10    6.52
-0.01704    0.08    6.52
-0.01700    0.12    6.56
-0.01696    0.10    6.52
-0.01692    0.10    6.52
-0.01688    0.08    6.52
-0.01684    0.10    6.52
-0.01680    0.06    6.52
-0.01676    0.10    6.52
-0.01672    0.10    6.52
-0.01668    0.10    6.52
-0.01664    0.10    6.52
-0.01660    0.08    6.52
-0.01656    0.10    6.52
-0.01652    0.10    6.52
-0.01648    0.10    6.52
-0.01644    0.10    6.52
-0.01640    0.16    6.52
-0.01636    0.10    6.52
-0.01632    0.10    6.52
-0.01628    0.10    6.52
-0.01624    0.08    6.52
-0.01620    0.02    6.52
-0.01616    0.10    6.52
-0.01612    0.08    6.52
-0.01608    0.10    6.52
-0.01604    0.10    6.52
-0.01600    0.12    6.52
-0.01596    0.10    6.52
-0.01592    0.10    6.52
-0.01588    0.10    6.52
-0.01584    0.10    6.52
-0.01580    0.12    6.52
-0.01576    0.10    6.52
-0.01572    0.10    6.52
-0.01568    0.10    6.52
-0.01564    0.10    6.52
-0.01560    0.00    6.52
-0.01556    0.10    6.52
-0.01552    0.10    6.52
-0.01548    0.12    6.52
-0.01544    0.10    6.52
-0.01540    0.16    6.52
-0.01536    0.10    6.52
-0.01532    0.10    6.52
-0.01528    0.08    6.52
-0.01524    0.08    6.52
-0.01520    0.10    6.52
-0.01516    0.12    6.52
-0.01512    0.10    6.52
-0.01508    0.10    6.52
-0.01504    0.10    6.52
-0.01500    0.08    6.52
-0.01496    0.10    6.52
-0.01492    0.10    6.52
-0.01488    0.08    6.52
-0.01484    0.08    6.52
-0.01480    0.10    6.52
-0.01476    0.08    6.52
-0.01472    0.08    6.52
-0.01468    0.08    6.52
-0.01464    0.10    6.52
-0.01460    0.10    6.52
-0.01456    0.10    6.52
-0.01452    0.12    6.52
-0.01448    0.10    6.52
-0.01444    0.10    6.52
-0.01440    0.10    6.52
-0.01436    0.08    6.52
-0.01432    0.08    6.52
-0.01428    0.10    6.52
-0.01424    0.08    6.52
-0.01420    0.10    6.52
-0.01416    0.12    6.52
-0.01412    0.08    6.52
-0.01408    0.10    6.52
-0.01404    0.10    6.52
-0.01400    0.10    6.52
-0.01396    0.10    6.52
-0.01392    0.08    6.56
-0.01388    0.10    6.52
-0.01384    0.10    6.52
-0.01380    0.10    6.52
-0.01376    0.10    6.52
-0.01372    0.10    6.52
-0.01368    0.08    6.52
-0.01364    0.10    6.52
-0.01360    0.10    6.52
-0.01356    0.10    6.52
-0.01352    0.10    6.52
-0.01348    0.08    6.52
-0.01344    0.10    6.52
-0.01340    0.10    6.52
-0.01336    0.10    6.56
-0.01332    0.08    6.52
-0.01328    0.10    6.52
-0.01324    0.10    6.52
-0.01320    0.12    6.52
-0.01316    0.10    6.52
-0.01312    0.10    6.52
-0.01308    0.08    6.52
-0.01304    0.08    6.52
-0.01300    0.08    6.52
-0.01296    0.10    6.52
-0.01292    0.10    6.52
-0.01288    0.10    6.52
-0.01284    0.10    6.52
-0.01280    0.10    6.52
-0.01276    0.12    6.52
-0.01272    0.10    6.52
-0.01268    0.10    6.52
-0.01264    0.10    6.52
-0.01260    0.10    6.52
-0.01256    0.10    6.52
-0.01252    0.10    6.52
-0.01248    0.10    6.52
-0.01244    0.10    6.52
-0.01240    0.10    6.52
-0.01236    0.10    6.52
-0.01232    0.10    6.52
-0.01228    0.10    6.52
-0.01224    0.10    6.52
-0.01220    0.10    6.52
-0.01216    0.10    6.52
-0.01212    0.10    6.56
-0.01208    0.12    6.52
-0.01204    0.08    6.52
-0.01200    0.10    6.52
-0.01196    0.08    6.52
-0.01192    0.08    6.52
-0.01188    0.08    6.52
-0.01184    0.12    6.52
-0.01180    0.10    6.52
-0.01176    0.10    6.52
-0.01172    0.10    6.52
-0.01168    0.10    6.52
-0.01164    0.08    6.52
-0.01160    0.10    6.52
-0.01156    0.10    6.52
-0.01152    0.10    6.52
-0.01148    0.10    6.52
-0.01144    0.08    6.52
-0.01140    0.10    6.52
-0.01136    0.10    6.52
-0.01132    0.10    6.52
-0.01128    0.10    6.52
-0.01124    0.12    6.52
-0.01120    0.10    6.52
-0.01116    0.10    6.52
-0.01112    0.08    6.52
-0.01108    0.10    6.52
-0.01104    0.10    6.52
-0.01100    0.08    6.52
-0.01096    0.10    6.52
-0.01092    0.10    6.52
-0.01088    0.08    6.52
-0.01084    0.08    6.52
-0.01080    0.10    6.52
-0.01076    0.10    6.52
-0.01072    0.10    6.52
-0.01068    0.10    6.52
-0.01064    0.10    6.52
-0.01060    0.08    6.52
-0.01056    0.08    6.52
-0.01052    0.10    6.52
-0.01048    0.10    6.52
-0.01044    0.10    6.52
-0.01040    0.10    6.52
-0.01036    0.10    6.52
-0.01032    0.12    6.52
-0.01028    0.10    6.52
-0.01024    0.12    6.52
-0.01020    0.12    6.52
-0.01016    0.12    6.52
-0.01012    0.08    6.52
-0.01008    0.10    6.52
-0.01004    0.08    6.52
-0.01000    0.10    6.52
-0.00996    0.12    6.52
-0.00992    0.10    6.52
-0.00988    0.10    6.52
-0.00984    0.12    6.52
-0.00980    0.10    6.52
-0.00976    0.16    6.52
-0.00972    0.08    6.52
-0.00968    0.12    6.52
-0.00964    0.08    6.52
-0.00960    0.10    6.52
-0.00956    0.10    6.52
-0.00952    0.08    6.52
-0.00948    0.10    6.52
-0.00944    0.10    6.52
-0.00940    0.10    6.52
-0.00936    0.10    6.52
-0.00932    0.10    6.52
-0.00928    0.10    6.52
-0.00924    0.12    6.52
-0.00920    0.10    6.52
-0.00916    0.12    6.52
-0.00912    0.10    6.52
-0.00908    0.12    6.52
-0.00904    0.10    6.56
-0.00900    0.10    6.52
-0.00896    0.12    6.52
-0.00892    0.10    6.56
-0.00888    0.12    6.52
-0.00884    0.10    6.52
-0.00880    0.12    6.52
-0.00876    0.08    6.52
-0.00872    0.10    6.52
-0.00868    0.08    6.52
-0.00864    0.08    6.52
-0.00860    0.10    6.52
-0.00856    0.10    6.52
-0.00852    0.12    6.52
-0.00848    0.10    6.52
-0.00844    0.14    6.56
-0.00840    0.10    6.52
-0.00836    0.10    6.52
-0.00832    0.10    6.52
-0.00828    0.10    6.52
-0.00824    0.10    6.52
-0.00820    0.10    6.52
-0.00816    0.10    6.52
-0.00812    0.10    6.52
-0.00808    0.10    6.56
-0.00804    0.00    6.52
-0.00800    0.08    6.52
-0.00796    0.10    6.52
-0.00792    0.06    6.52
-0.00788    0.10    6.52
-0.00784    0.14    6.52
-0.00780    0.10    6.52
-0.00776    0.12    6.52
-0.00772    0.12    6.52
-0.00768    0.10    6.52
-0.00764    -0.04   6.52
-0.00760    0.10    6.52
-0.00756    0.08    6.52
-0.00752    0.10    6.52
-0.00748    0.08    6.48
-0.00744    0.14    6.52
-0.00740    0.12    6.52
-0.00736    0.10    6.52
-0.00732    0.12    6.52
-0.00728    0.10    6.52
-0.00724    0.10    6.52
-0.00720    0.10    6.52
-0.00716    0.10    6.52
-0.00712    0.12    6.52
-0.00708    0.10    6.52
-0.00704    0.10    6.52
-0.00700    0.10    6.52
-0.00696    0.10    6.52
-0.00692    0.10    6.52
-0.00688    0.12    6.52
-0.00684    0.10    6.52
-0.00680    0.10    6.52
-0.00676    0.10    6.52
-0.00672    0.10    6.52
-0.00668    0.10    6.52
-0.00664    0.08    6.52
-0.00660    0.10    6.52
-0.00656    0.10    6.52
-0.00652    0.10    6.52
-0.00648    0.12    6.52
-0.00644    0.12    6.52
-0.00640    0.10    6.52
-0.00636    0.10    6.52
-0.00632    0.10    6.52
-0.00628    0.12    6.52
-0.00624    0.10    6.52
-0.00620    0.10    6.52
-0.00616    0.10    6.52
-0.00612    0.10    6.52
-0.00608    0.12    6.52
-0.00604    0.12    6.52
-0.00600    0.12    6.52
-0.00596    0.10    6.52
-0.00592    0.10    6.52
-0.00588    0.10    6.52
-0.00584    0.10    6.52
-0.00580    0.10    6.52
-0.00576    0.10    6.52
-0.00572    0.10    6.52
-0.00568    0.10    6.52
-0.00564    0.10    6.52
-0.00560    0.10    6.52
-0.00556    0.12    6.52
-0.00552    0.10    6.52
-0.00548    0.10    6.52
-0.00544    0.12    6.52
-0.00540    0.08    6.52
-0.00536    0.10    6.52
-0.00532    0.10    6.52
-0.00528    0.10    6.52
-0.00524    0.10    6.52
-0.00520    0.10    6.52
-0.00516    0.10    6.52
-0.00512    0.10    6.52
-0.00508    0.10    6.52
-0.00504    0.10    6.56
-0.00500    0.10    6.52
-0.00496    0.10    6.52
-0.00492    0.10    6.52
-0.00488    0.10    6.52
-0.00484    0.10    6.52
-0.00480    0.12    6.52
-0.00476    0.10    6.52
-0.00472    0.10    6.52
-0.00468    0.08    6.52
-0.00464    0.08    6.52
-0.00460    0.10    6.52
-0.00456    0.10    6.52
-0.00452    0.10    6.52
-0.00448    0.10    6.52
-0.00444    0.12    6.52
-0.00440    0.10    6.52
-0.00436    0.10    6.52
-0.00432    0.10    6.52
-0.00428    0.10    6.52
-0.00424    0.08    6.52
-0.00420    0.10    6.52
-0.00416    0.08    6.52
-0.00412    0.08    6.52
-0.00408    0.10    6.52
-0.00404    0.10    6.52
-0.00400    0.10    6.52
-0.00396    0.10    6.52
-0.00392    0.08    6.52
-0.00388    0.10    6.52
-0.00384    0.10    6.52
-0.00380    0.10    6.52
-0.00376    0.08    6.52
-0.00372    0.10    6.56
-0.00368    0.10    6.52
-0.00364    0.10    6.52
-0.00360    0.08    6.56
-0.00356    0.10    6.52
-0.00352    0.10    6.52
-0.00348    0.10    6.52
-0.00344    0.10    6.52
-0.00340    0.10    6.52
-0.00336    0.10    6.52
-0.00332    0.12    6.52
-0.00328    0.10    6.52
-0.00324    0.10    6.52
-0.00320    0.10    6.52
-0.00316    0.08    6.52
-0.00312    0.08    6.52
-0.00308    0.08    6.52
-0.00304    0.10    6.52
-0.00300    0.10    6.52
-0.00296    0.10    6.52
-0.00292    0.08    6.52
-0.00288    0.08    6.52
-0.00284    0.10    6.52
-0.00280    0.10    6.52
-0.00276    0.10    6.52
-0.00272    0.10    6.52
-0.00268    0.12    6.52
-0.00264    0.10    6.52
-0.00260    0.10    6.52
-0.00256    0.10    6.52
-0.00252    0.10    6.56
-0.00248    0.06    6.52
-0.00244    0.10    6.52
-0.00240    0.12    6.52
-0.00236    0.12    6.52
-0.00232    0.08    6.52
-0.00228    0.10    6.52
-0.00224    0.10    6.52
-0.00220    0.10    6.52
-0.00216    0.10    6.52
-0.00212    0.10    6.52
-0.00208    0.10    6.52
-0.00204    0.08    6.52
-0.00200    0.10    6.52
-0.00196    0.10    6.52
-0.00192    0.10    6.52
-0.00188    0.08    6.52
-0.00184    0.08    6.52
-0.00180    0.12    6.52
-0.00176    0.10    6.52
-0.00172    0.10    6.52
-0.00168    0.12    6.52
-0.00164    0.10    6.52
-0.00160    0.08    6.52
-0.00156    0.10    6.52
-0.00152    0.10    6.52
-0.00148    0.08    6.52
-0.00144    0.10    6.52
-0.00140    0.08    6.52
-0.00136    0.10    6.52
-0.00132    0.10    6.52
-0.00128    0.08    6.52
-0.00124    0.10    6.52
-0.00120    0.10    6.52
-0.00116    0.10    6.52
-0.00112    0.10    6.52
-0.00108    0.12    6.52
-0.00104    0.08    6.52
-0.00100    0.08    6.52
-0.00096    0.08    6.52
-0.00092    0.10    6.52
-0.00088    0.02    6.52
-0.00084    0.10    6.52
-0.00080    0.10    6.52
-0.00076    0.10    6.52
-0.00072    0.10    6.52
-0.00068    0.14    6.52
-0.00064    0.12    6.52
-0.00060    0.10    6.52
-0.00056    0.08    6.52
-0.00052    0.10    6.52
-0.00048    0.16    6.56
-0.00044    0.10    6.52
-0.00040    0.10    6.52
-0.00036    0.10    6.56
-0.00032    0.12    6.52
-0.00028    0.04    6.52
-0.00024    0.10    6.52
-0.00020    0.10    6.52
-0.00016    0.10    6.52
-0.00012    0.10    6.52
-0.00008    0.10    6.48
-0.00004    0.10    6.52
