Time       Trigger  Sample
00.00269    4.26    6.56
00.00270    4.26    6.56
00.00271    4.26    6.56
00.00272    4.26    6.56
00.00273    4.26    6.52
00.00274    4.26    6.56
00.00275    4.26    6.56
00.00276    4.26    6.52
00.00277    4.26    6.56
00.00278    4.26    6.56
00.00279    4.26    6.56
00.00280    4.26    6.52
00.00281    4.26    6.56
00.00282    4.26    6.56
00.00283    4.26    6.56
00.00284    4.26    6.56
00.00285    4.26    6.56
00.00286    4.26    6.56
00.00287    4.26    6.56
00.00288    4.26    6.52
00.00289    4.26    6.56
00.00290    4.26    6.56
00.00291    4.26    6.56
00.00292    4.26    6.56
00.00293    4.26    6.56
00.00294    4.26    6.56
00.00295    4.26    6.56
00.00296    4.26    6.56
00.00297    4.26    6.56
00.00298    4.26    6.56
00.00299    4.26    6.56
00.00300    4.26    6.56
00.00301    4.26    6.52
00.00302    4.26    6.56
00.00303    4.26    6.56
00.00304    4.26    6.52
00.00305    4.26    6.56
00.00306    4.26    6.56
00.00307    4.26    6.56
00.00308    4.26    6.56
00.00309    4.26    6.56
00.00310    4.26    6.56
00.00311    4.26    6.56
00.00312    4.26    6.52
00.00313    4.26    6.56
00.00314    4.26    6.56
00.00315    4.26    6.56
00.00316    4.26    6.56
00.00317    4.26    6.56
00.00318    4.26    6.52
00.00319    4.26    6.56
00.00320    4.26    6.56
00.00321    4.26    6.52
00.00322    4.26    6.56
00.00323    4.26    6.56
00.00324    4.26    6.56
00.00325    4.26    6.56
00.00326    4.26    6.56
00.00327    4.26    6.52
00.00328    4.26    6.56
00.00329    4.26    6.56
00.00330    4.26    6.56
00.00331    4.26    6.56
00.00332    4.26    6.56
00.00333    4.26    6.56
00.00334    4.26    6.56
00.00335    4.26    6.52
00.00336    4.26    6.56
00.00337    4.26    6.56
00.00338    4.26    6.56
00.00339    4.26    6.56
00.00340    4.26    6.56
00.00341    4.26    6.56
00.00342    4.26    6.56
00.00343    4.26    6.56
00.00344    4.26    6.56
00.00345    4.26    6.56
00.00346    4.26    6.56
00.00347    4.26    6.56
00.00348    4.26    6.56
00.00349    4.26    6.56
00.00350    4.26    6.56
00.00351    4.26    6.52
00.00352    4.26    6.52
00.00353    4.26    6.56
00.00354    4.26    6.56
00.00355    4.26    6.56
00.00356    4.26    6.52
00.00357    4.26    6.56
00.00358    4.26    6.56
00.00359    4.26    6.56
00.00360    4.26    6.56
00.00361    4.26    6.52
00.00362    4.26    6.52
00.00363    4.26    6.56
00.00364    4.26    6.56
00.00365    4.26    6.52
00.00366    4.26    6.52
00.00367    4.26    6.56
00.00368    4.26    6.56
00.00369    4.26    6.52
00.00370    4.26    6.56
00.00371    4.26    6.52
00.00372    4.26    6.52
00.00373    4.26    6.52
00.00374    4.26    6.56
00.00375    4.26    6.56
00.00376    4.26    6.52
00.00377    4.26    6.56
00.00378    4.26    6.56
00.00379    4.26    6.52
00.00380    4.26    6.56
00.00381    4.26    6.56
00.00382    4.26    6.52
00.00383    4.26    6.56
00.00384    4.26    6.56
00.00385    4.26    6.52
00.00386    4.26    6.56
00.00387    4.26    6.56
00.00388    4.26    6.52
00.00389    4.26    6.56
00.00390    4.26    6.56
00.00391    4.26    6.56
00.00392    4.26    6.56
00.00393    4.26    6.56
00.00394    4.26    6.52
00.00395    4.26    6.56
00.00396    4.26    6.52
00.00397    4.26    6.56
00.00398    4.26    6.56
00.00399    4.26    6.52
00.00400    4.26    6.56
00.00401    4.26    6.56
00.00402    4.26    6.56
00.00403    4.26    6.52
00.00404    4.26    6.56
00.00405    4.26    6.56
00.00406    4.26    6.56
00.00407    4.26    6.56
00.00408    4.26    6.52
00.00409    4.26    6.52
00.00410    4.26    6.56
00.00411    4.26    6.56
00.00412    4.26    6.56
00.00413    4.26    6.52
00.00414    4.26    6.56
00.00415    4.26    6.56
00.00416    4.26    6.56
00.00417    4.26    6.56
00.00418    4.26    6.56
00.00419    4.26    6.56
00.00420    4.26    6.56
00.00421    4.26    6.56
00.00422    4.26    6.56
00.00423    4.26    6.56
00.00424    4.26    6.56
00.00425    4.26    6.56
00.00426    4.26    6.56
00.00427    4.26    6.56
00.00428    4.26    6.56
00.00429    4.26    6.56
00.00430    4.26    6.56
00.00431    4.26    6.56
00.00432    4.26    6.56
00.00433    4.26    6.56
00.00434    4.26    6.56
00.00435    4.26    6.56
00.00436    4.26    6.56
00.00437    4.26    6.52
00.00438    4.26    6.52
00.00439    4.26    6.56
00.00440    4.26    6.56
00.00441    4.26    6.52
00.00442    4.26    6.56
00.00443    4.26    6.56
00.00444    4.26    6.56
00.00445    4.26    6.56
00.00446    4.26    6.56
00.00447    4.26    6.56
00.00448    4.26    6.56
00.00449    4.26    6.52
00.00450    4.26    6.56
00.00451    4.26    6.56
00.00452    4.26    6.56
00.00453    4.26    6.56
00.00454    4.26    6.56
00.00455    4.26    6.56
00.00456    4.26    6.56
00.00457    4.26    6.56
00.00458    4.26    6.56
00.00459    4.26    6.56
00.00460    4.26    6.56
00.00461    4.26    6.56
00.00462    4.26    6.56
00.00463    4.26    6.56
00.00464    4.26    6.56
00.00465    4.26    6.56
00.00466    4.26    6.56
00.00467    4.26    6.52
00.00468    4.26    6.56
00.00469    4.26    6.56
00.00470    4.26    6.56
00.00471    4.26    6.56
00.00472    4.26    6.56
00.00473    4.26    6.56
00.00474    4.26    6.56
00.00475    4.26    6.56
00.00476    4.26    6.56
00.00477    4.26    6.56
00.00478    4.26    6.56
00.00479    4.26    6.52
00.00480    4.26    6.56
00.00481    4.26    6.56
00.00482    4.26    6.52
00.00483    4.26    6.56
00.00484    4.26    6.56
00.00485    4.26    6.56
00.00486    4.26    6.56
00.00487    4.26    6.56
00.00488    4.26    6.56
00.00489    4.26    6.56
00.00490    4.26    6.56
00.00491    4.26    6.56
00.00492    4.26    6.56
00.00493    4.26    6.56
00.00494    4.26    6.56
00.00495    4.26    6.56
00.00496    4.26    6.56
00.00497    4.26    6.56
00.00498    4.26    6.56
00.00499    4.26    6.56
00.00500    4.26    6.56
00.00501    4.26    6.52
00.00502    4.26    6.56
00.00503    4.26    6.52
00.00504    4.26    6.56
00.00505    4.26    6.56
00.00506    4.26    6.56
00.00507    4.26    6.56
00.00508    4.26    6.56
00.00509    4.26    6.56
00.00510    4.26    6.56
00.00511    4.26    6.52
00.00512    4.26    6.52
00.00513    4.26    6.56
00.00514    4.26    6.56
00.00515    4.26    6.56
00.00516    4.26    6.56
00.00517    4.26    6.56
00.00518    4.26    6.56
00.00519    4.26    6.56
00.00520    4.26    6.56
00.00521    4.26    6.56
00.00522    4.26    6.56
00.00523    4.26    6.56
00.00524    4.26    6.56
00.00525    4.26    6.56
00.00526    4.26    6.56
00.00527    4.26    6.56
00.00528    4.26    6.52
00.00529    4.26    6.56
00.00530    4.26    6.52
00.00531    4.26    6.56
00.00532    4.26    6.56
00.00533    4.26    6.56
00.00534    4.26    6.56
00.00535    4.26    6.52
00.00536    4.26    6.56
00.00537    4.26    6.56
00.00538    4.26    6.52
00.00539    4.26    6.56
00.00540    4.26    6.52
00.00541    4.26    6.56
00.00542    4.26    6.52
00.00543    4.26    6.56
00.00544    4.26    6.56
00.00545    4.26    6.56
00.00546    4.26    6.56
00.00547    4.26    6.56
00.00548    4.26    6.56
00.00549    4.26    6.56
00.00550    4.26    6.52
00.00551    4.26    6.56
00.00552    4.26    6.56
00.00553    4.26    6.52
00.00554    4.26    6.56
00.00555    4.26    6.56
00.00556    4.26    6.56
00.00557    4.26    6.56
00.00558    4.26    6.56
00.00559    4.26    6.56
00.00560    4.26    6.52
00.00561    4.26    6.56
00.00562    4.26    6.56
00.00563    4.26    6.52
00.00564    4.26    6.56
00.00565    4.26    6.56
00.00566    4.26    6.52
00.00567    4.26    6.56
00.00568    4.26    6.56
00.00569    4.26    6.52
00.00570    4.26    6.56
00.00571    4.26    6.56
00.00572    4.26    6.56
00.00573    4.26    6.52
00.00574    4.26    6.56
00.00575    4.26    6.56
00.00576    4.26    6.52
00.00577    4.26    6.56
00.00578    4.26    6.56
00.00579    4.26    6.52
00.00580    4.26    6.56
00.00581    4.26    6.56
00.00582    4.26    6.56
00.00583    4.26    6.56
00.00584    4.26    6.56
00.00585    4.26    6.56
00.00586    4.26    6.56
00.00587    4.26    6.56
00.00588    4.26    6.56
00.00589    4.26    6.52
00.00590    4.26    6.56
00.00591    4.26    6.52
00.00592    4.26    6.56
00.00593    4.26    6.56
00.00594    4.26    6.56
00.00595    4.26    6.56
00.00596    4.26    6.52
00.00597    4.26    6.56
00.00598    4.26    6.56
00.00599    4.26    6.56
00.00600    4.26    6.56
00.00601    4.26    6.56
00.00602    4.26    6.52
00.00603    4.26    6.56
00.00604    4.26    6.56
00.00605    4.26    6.56
00.00606    4.26    6.56
00.00607    4.26    6.56
00.00608    4.26    6.56
00.00609    4.26    6.52
00.00610    4.26    6.56
00.00611    4.26    6.56
00.00612    4.26    6.56
00.00613    4.26    6.56
00.00614    4.26    6.52
00.00615    4.26    6.56
00.00616    4.26    6.56
00.00617    4.26    6.56
00.00618    4.26    6.56
00.00619    4.26    6.56
00.00620    4.26    6.56
00.00621    4.26    6.56
00.00622    4.26    6.56
00.00623    4.26    6.56
00.00624    4.26    6.56
00.00625    4.26    6.56
00.00626    4.26    6.52
00.00627    4.26    6.56
00.00628    4.26    6.56
00.00629    4.26    6.56
00.00630    4.26    6.56
00.00631    4.26    6.56
00.00632    4.26    6.56
00.00633    4.26    6.52
00.00634    4.26    6.56
00.00635    4.26    6.56
00.00636    4.26    6.56
00.00637    4.26    6.56
00.00638    4.26    6.56
00.00639    4.26    6.52
00.00640    4.26    6.56
00.00641    4.26    6.56
00.00642    4.26    6.56
00.00643    4.26    6.56
00.00644    4.26    6.56
00.00645    4.26    6.56
00.00646    4.26    6.56
00.00647    4.26    6.56
00.00648    4.26    6.56
00.00649    4.26    6.52
00.00650    4.26    6.56
00.00651    4.26    6.56
00.00652    4.26    6.56
00.00653    4.26    6.56
00.00654    4.26    6.56
00.00655    4.26    6.56
00.00656    4.26    6.56
00.00657    4.26    6.56
00.00658    4.26    6.56
00.00659    4.26    6.52
00.00660    4.26    6.56
00.00661    4.26    6.56
00.00662    4.26    6.56
00.00663    4.26    6.56
00.00664    4.26    6.56
00.00665    4.26    6.52
00.00666    4.26    6.56
00.00667    4.26    6.52
00.00668    4.26    6.52
00.00669    4.26    6.56
00.00670    4.26    6.56
00.00671    4.26    6.56
00.00672    4.26    6.56
00.00673    4.26    6.52
00.00674    4.26    6.56
00.00675    4.26    6.56
00.00676    4.26    6.56
00.00677    4.26    6.56
00.00678    4.26    6.56
00.00679    4.26    6.56
00.00680    4.26    6.56
00.00681    4.26    6.52
00.00682    4.26    6.52
00.00683    4.26    6.52
00.00684    4.26    6.56
00.00685    4.26    6.52
00.00686    4.26    6.56
00.00687    4.26    6.56
00.00688    4.26    6.56
00.00689    4.26    6.52
00.00690    4.26    6.56
00.00691    4.26    6.56
00.00692    4.26    6.52
00.00693    4.26    6.52
00.00694    4.26    6.56
00.00695    4.26    6.56
00.00696    4.26    6.56
00.00697    4.26    6.52
00.00698    4.26    6.52
00.00699    4.26    6.56
00.00700    4.26    6.56
00.00701    4.26    6.52
00.00702    4.26    6.56
00.00703    4.26    6.56
00.00704    4.26    6.56
00.00705    4.26    6.52
00.00706    4.26    6.52
00.00707    4.26    6.52
00.00708    4.26    6.52
00.00709    4.26    6.56
00.00710    4.26    6.56
00.00711    4.26    6.56
00.00712    4.26    6.52
00.00713    4.26    6.52
00.00714    4.26    6.56
00.00715    4.26    6.52
00.00716    4.26    6.56
00.00717    4.26    6.56
00.00718    4.26    6.52
00.00719    4.26    6.56
00.00720    4.26    6.56
00.00721    4.26    6.56
00.00722    4.26    6.56
00.00723    4.26    6.56
00.00724    4.26    6.56
00.00725    4.26    6.56
00.00726    4.26    6.56
00.00727    4.26    6.52
00.00728    4.26    6.56
00.00729    4.26    6.56
00.00730    4.26    6.56
00.00731    4.26    6.56
00.00732    4.26    6.56
00.00733    4.26    6.56
00.00734    4.26    6.52
00.00735    4.26    6.56
00.00736    4.26    6.52
00.00737    4.26    6.52
00.00738    4.26    6.56
00.00739    4.26    6.56
00.00740    4.26    6.56
00.00741    4.26    6.56
00.00742    4.26    6.56
00.00743    4.26    6.56
00.00744    4.26    6.52
00.00745    4.26    6.52
00.00746    4.26    6.52
00.00747    4.26    6.56
00.00748    4.26    6.52
00.00749    4.26    6.56
00.00750    4.26    6.52
00.00751    4.26    6.56
00.00752    4.26    6.56
00.00753    4.26    6.56
00.00754    4.26    6.52
00.00755    4.26    6.56
00.00756    4.26    6.56
00.00757    4.26    6.56
00.00758    4.26    6.56
00.00759    4.26    6.56
00.00760    4.26    6.56
00.00761    4.26    6.56
00.00762    4.26    6.56
00.00763    4.26    6.56
00.00764    4.26    6.56
00.00765    4.26    6.56
00.00766    4.26    6.52
00.00767    4.26    6.56
00.00768    4.26    6.56
00.00769    4.26    6.56
00.00770    4.26    6.56
00.00771    4.26    6.56
00.00772    4.26    6.56
00.00773    4.26    6.56
00.00774    4.26    6.56
00.00775    4.26    6.56
00.00776    4.26    6.56
00.00777    4.26    6.56
00.00778    4.26    6.56
00.00779    4.26    6.56
00.00780    4.26    6.56
00.00781    4.26    6.56
00.00782    4.26    6.56
00.00783    4.26    6.56
00.00784    4.26    6.56
00.00785    4.26    6.56
00.00786    4.26    6.56
00.00787    4.26    6.56
00.00788    4.26    6.56
00.00789    4.26    6.56
00.00790    4.26    6.52
00.00791    4.26    6.52
00.00792    4.26    6.56
00.00793    4.26    6.56
00.00794    4.26    6.56
00.00795    4.26    6.56
00.00796    4.26    6.56
00.00797    4.26    6.56
00.00798    4.26    6.56
00.00799    4.26    6.56
00.00800    4.26    6.56
00.00801    4.26    6.56
00.00802    4.26    6.56
00.00803    4.26    6.56
00.00804    4.26    6.56
00.00805    4.26    6.56
00.00806    4.26    6.56
00.00807    4.26    6.56
00.00808    4.26    6.56
00.00809    4.26    6.56
00.00810    4.26    6.60
00.00811    4.26    6.52
00.00812    4.26    6.56
00.00813    4.26    6.56
00.00814    4.26    6.56
00.00815    4.26    6.56
