Time       Trigger  Sample
00.00070    4.34    6.48
00.00071    4.34    6.44
00.00072    4.34    6.48
00.00073    4.34    6.44
00.00074    4.34    6.44
00.00075    4.34    6.44
00.00076    4.34    6.44
00.00077    4.34    6.44
00.00078    4.34    6.44
00.00079    4.34    6.48
00.00080    4.34    6.44
00.00081    4.34    6.48
00.00082    4.34    6.44
00.00083    4.34    6.44
00.00084    4.34    6.48
00.00085    4.34    6.48
00.00086    4.34    6.44
00.00087    4.34    6.44
00.00088    4.34    6.48
00.00089    4.34    6.44
00.00090    4.34    6.44
00.00091    4.34    6.44
00.00092    4.34    6.48
00.00093    4.34    6.48
00.00094    4.34    6.44
00.00095    4.34    6.48
00.00096    4.34    6.48
00.00097    4.34    6.44
00.00098    4.34    6.48
00.00099    4.34    6.48
00.00100    4.34    6.48
00.00101    4.34    6.48
00.00102    4.34    6.48
00.00103    4.34    6.48
00.00104    4.34    6.44
00.00105    4.34    6.44
00.00106    4.34    6.48
00.00107    4.34    6.48
00.00108    4.34    6.44
00.00109    4.34    6.44
00.00110    4.34    6.48
00.00111    4.34    6.44
00.00112    4.34    6.44
00.00113    4.34    6.44
00.00114    4.34    6.48
00.00115    4.34    6.44
00.00116    4.34    6.44
00.00117    4.34    6.44
00.00118    4.34    6.48
00.00119    4.34    6.44
00.00120    4.34    6.48
00.00121    4.34    6.44
00.00122    4.34    6.48
00.00123    4.34    6.48
00.00124    4.34    6.48
00.00125    4.34    6.48
00.00126    4.34    6.48
00.00127    4.34    6.48
00.00128    4.34    6.44
00.00129    4.34    6.44
00.00130    4.34    6.44
00.00131    4.34    6.44
00.00132    4.34    6.44
00.00133    4.34    6.44
00.00134    4.34    6.48
00.00135    4.34    6.48
00.00136    4.34    6.44
00.00137    4.34    6.48
00.00138    4.34    6.48
00.00139    4.34    6.48
00.00140    4.34    6.48
00.00141    4.34    6.48
00.00142    4.34    6.44
00.00143    4.34    6.48
00.00144    4.34    6.48
00.00145    4.34    6.48
00.00146    4.34    6.48
00.00147    4.34    6.48
00.00148    4.34    6.44
00.00149    4.34    6.48
00.00150    4.34    6.44
00.00151    4.34    6.48
00.00152    4.34    6.48
00.00153    4.34    6.48
00.00154    4.34    6.48
00.00155    4.34    6.48
00.00156    4.34    6.48
00.00157    4.34    6.48
00.00158    4.34    6.48
00.00159    4.34    6.48
00.00160    4.34    6.44
00.00161    4.34    6.44
00.00162    4.34    6.48
00.00163    4.34    6.48
00.00164    4.34    6.44
00.00165    4.34    6.48
00.00166    4.34    6.44
00.00167    4.34    6.48
00.00168    4.34    6.44
00.00169    4.34    6.44
00.00170    4.34    6.48
00.00171    4.34    6.48
00.00172    4.34    6.48
00.00173    4.34    6.44
00.00174    4.34    6.44
00.00175    4.34    6.44
00.00176    4.34    6.48
00.00177    4.34    6.48
00.00178    4.34    6.44
00.00179    4.34    6.48
00.00180    4.34    6.48
00.00181    4.34    6.48
00.00182    4.34    6.48
00.00183    4.34    6.48
00.00184    4.34    6.48
00.00185    4.34    6.48
00.00186    4.34    6.44
00.00187    4.34    6.44
00.00188    4.34    6.48
00.00189    4.34    6.48
00.00190    4.34    6.44
00.00191    4.34    6.44
00.00192    4.34    6.48
00.00193    4.34    6.44
00.00194    4.34    6.48
00.00195    4.34    6.48
00.00196    4.34    6.48
00.00197    4.34    6.48
00.00198    4.34    6.48
00.00199    4.34    6.48
00.00200    4.34    6.48
00.00201    4.34    6.44
00.00202    4.34    6.48
00.00203    4.34    6.48
00.00204    4.34    6.48
00.00205    4.34    6.48
00.00206    4.34    6.48
00.00207    4.34    6.44
00.00208    4.34    6.44
00.00209    4.34    6.44
00.00210    4.34    6.48
00.00211    4.34    6.48
00.00212    4.34    6.48
00.00213    4.34    6.48
00.00214    4.34    6.48
00.00215    4.34    6.48
00.00216    4.34    6.48
00.00217    4.34    6.44
00.00218    4.34    6.48
00.00219    4.34    6.48
00.00220    4.34    6.48
00.00221    4.34    6.48
00.00222    4.34    6.48
00.00223    4.34    6.48
00.00224    4.34    6.48
00.00225    4.34    6.44
00.00226    4.34    6.44
00.00227    4.34    6.48
00.00228    4.34    6.48
00.00229    4.34    6.48
00.00230    4.34    6.48
00.00231    4.34    6.48
00.00232    4.34    6.48
00.00233    4.34    6.48
00.00234    4.34    6.48
00.00235    4.34    6.48
00.00236    4.34    6.44
00.00237    4.34    6.44
00.00238    4.34    6.48
00.00239    4.34    6.44
00.00240    4.34    6.44
00.00241    4.34    6.48
00.00242    4.34    6.48
00.00243    4.34    6.48
00.00244    4.34    6.48
00.00245    4.34    6.48
00.00246    4.34    6.48
00.00247    4.34    6.44
00.00248    4.34    6.44
00.00249    4.34    6.44
00.00250    4.34    6.48
00.00251    4.34    6.48
00.00252    4.34    6.48
00.00253    4.34    6.48
00.00254    4.34    6.48
00.00255    4.34    6.44
00.00256    4.34    6.44
00.00257    4.34    6.44
00.00258    4.34    6.48
00.00259    4.34    6.48
00.00260    4.34    6.44
00.00261    4.34    6.48
00.00262    4.34    6.44
00.00263    4.34    6.48
00.00264    4.34    6.44
00.00265    4.34    6.48
00.00266    4.34    6.48
00.00267    4.34    6.48
00.00268    4.34    6.44
00.00269    4.34    6.48
00.00270    4.34    6.44
00.00271    4.34    6.44
00.00272    4.34    6.44
00.00273    4.34    6.44
00.00274    4.34    6.48
00.00275    4.34    6.48
00.00276    4.34    6.48
00.00277    4.34    6.48
00.00278    4.34    6.48
00.00279    4.34    6.44
00.00280    4.34    6.48
00.00281    4.34    6.44
00.00282    4.34    6.48
00.00283    4.34    6.44
00.00284    4.34    6.44
00.00285    4.34    6.44
00.00286    4.34    6.48
00.00287    4.34    6.48
00.00288    4.34    6.48
00.00289    4.34    6.48
00.00290    4.34    6.48
00.00291    4.34    6.44
00.00292    4.34    6.48
00.00293    4.34    6.44
00.00294    4.34    6.48
00.00295    4.34    6.48
00.00296    4.34    6.44
00.00297    4.34    6.48
00.00298    4.34    6.48
00.00299    4.34    6.48
00.00300    4.34    6.44
00.00301    4.34    6.48
00.00302    4.34    6.48
00.00303    4.34    6.48
00.00304    4.34    6.44
00.00305    4.34    6.48
00.00306    4.34    6.48
00.00307    4.34    6.48
00.00308    4.34    6.44
00.00309    4.34    6.44
00.00310    4.34    6.44
00.00311    4.34    6.48
00.00312    4.34    6.48
00.00313    4.34    6.48
00.00314    4.34    6.48
00.00315    4.34    6.48
00.00316    4.34    6.48
00.00317    4.34    6.48
00.00318    4.34    6.48
00.00319    4.34    6.44
00.00320    4.34    6.48
00.00321    4.34    6.44
00.00322    4.34    6.48
00.00323    4.34    6.44
00.00324    4.34    6.44
00.00325    4.34    6.48
00.00326    4.34    6.44
00.00327    4.34    6.44
00.00328    4.34    6.48
00.00329    4.34    6.48
00.00330    4.34    6.48
00.00331    4.34    6.44
00.00332    4.34    6.44
00.00333    4.34    6.48
00.00334    4.34    6.48
00.00335    4.34    6.48
00.00336    4.34    6.48
00.00337    4.34    6.48
00.00338    4.34    6.44
00.00339    4.34    6.48
00.00340    4.34    6.48
00.00341    4.34    6.48
00.00342    4.34    6.48
00.00343    4.34    6.48
00.00344    4.34    6.48
00.00345    4.34    6.48
00.00346    4.34    6.52
00.00347    4.34    6.48
00.00348    4.34    6.44
00.00349    4.34    6.44
00.00350    4.34    6.48
00.00351    4.34    6.44
00.00352    4.34    6.48
00.00353    4.34    6.44
00.00354    4.34    6.48
00.00355    4.34    6.48
00.00356    4.34    6.44
00.00357    4.34    6.44
00.00358    4.34    6.48
00.00359    4.34    6.44
00.00360    4.34    6.44
00.00361    4.34    6.44
00.00362    4.34    6.44
00.00363    4.34    6.44
00.00364    4.34    6.44
00.00365    4.34    6.48
00.00366    4.34    6.48
00.00367    4.34    6.44
00.00368    4.34    6.48
00.00369    4.34    6.48
00.00370    4.34    6.48
00.00371    4.34    6.44
00.00372    4.34    6.48
00.00373    4.34    6.44
00.00374    4.34    6.48
00.00375    4.34    6.48
00.00376    4.34    6.48
00.00377    4.34    6.44
00.00378    4.34    6.48
00.00379    4.34    6.44
00.00380    4.34    6.48
00.00381    4.34    6.48
00.00382    4.34    6.48
00.00383    4.34    6.48
00.00384    4.34    6.48
00.00385    4.34    6.48
00.00386    4.34    6.48
00.00387    4.34    6.48
00.00388    4.34    6.44
00.00389    4.34    6.48
00.00390    4.34    6.48
00.00391    4.34    6.48
00.00392    4.34    6.44
00.00393    4.34    6.44
00.00394    4.34    6.48
00.00395    4.34    6.44
00.00396    4.34    6.44
00.00397    4.34    6.44
00.00398    4.34    6.48
00.00399    4.34    6.48
00.00400    4.34    6.48
00.00401    4.34    6.44
00.00402    4.34    6.48
00.00403    4.34    6.44
00.00404    4.34    6.44
00.00405    4.34    6.48
00.00406    4.34    6.44
00.00407    4.34    6.44
00.00408    4.34    6.44
00.00409    4.34    6.44
00.00410    4.34    6.48
00.00411    4.34    6.44
00.00412    4.34    6.48
00.00413    4.34    6.44
00.00414    4.34    6.48
00.00415    4.34    6.48
00.00416    4.34    6.48
00.00417    4.34    6.44
00.00418    4.34    6.48
00.00419    4.34    6.44
00.00420    4.34    6.48
00.00421    4.34    6.48
00.00422    4.34    6.44
00.00423    4.34    6.48
00.00424    4.34    6.48
00.00425    4.34    6.44
00.00426    4.34    6.48
00.00427    4.34    6.44
00.00428    4.34    6.44
00.00429    4.34    6.44
00.00430    4.34    6.44
00.00431    4.34    6.44
00.00432    4.34    6.44
00.00433    4.34    6.48
00.00434    4.34    6.48
00.00435    4.34    6.48
00.00436    4.34    6.48
00.00437    4.34    6.48
00.00438    4.34    6.44
00.00439    4.34    6.48
00.00440    4.34    6.48
00.00441    4.34    6.44
00.00442    4.34    6.44
00.00443    4.34    6.52
00.00444    4.34    6.44
00.00445    4.34    6.48
00.00446    4.34    6.48
00.00447    4.34    6.48
00.00448    4.34    6.44
00.00449    4.34    6.44
00.00450    4.34    6.44
00.00451    4.34    6.44
00.00452    4.34    6.48
00.00453    4.34    6.44
00.00454    4.34    6.44
00.00455    4.34    6.44
00.00456    4.34    6.48
00.00457    4.34    6.44
00.00458    4.34    6.48
00.00459    4.34    6.48
00.00460    4.34    6.44
00.00461    4.34    6.44
00.00462    4.34    6.48
00.00463    4.34    6.48
00.00464    4.34    6.48
00.00465    4.34    6.44
00.00466    4.34    6.48
00.00467    4.34    6.48
00.00468    4.34    6.48
00.00469    4.34    6.44
00.00470    4.34    6.48
00.00471    4.34    6.48
00.00472    4.34    6.44
00.00473    4.34    6.48
00.00474    4.34    6.48
00.00475    4.34    6.48
00.00476    4.34    6.44
00.00477    4.34    6.48
00.00478    4.34    6.48
00.00479    4.34    6.44
00.00480    4.34    6.48
00.00481    4.34    6.48
00.00482    4.34    6.48
00.00483    4.34    6.48
00.00484    4.34    6.48
00.00485    4.34    6.48
00.00486    4.34    6.44
00.00487    4.34    6.48
00.00488    4.34    6.48
00.00489    4.34    6.48
00.00490    4.34    6.48
00.00491    4.34    6.48
00.00492    4.34    6.48
00.00493    4.34    6.44
00.00494    4.34    6.48
00.00495    4.34    6.44
00.00496    4.34    6.44
00.00497    4.34    6.44
00.00498    4.34    6.44
00.00499    4.34    6.48
00.00500    4.34    6.48
00.00501    4.34    6.44
00.00502    4.34    6.48
00.00503    4.34    6.48
00.00504    4.34    6.48
00.00505    4.34    6.48
00.00506    4.34    6.48
00.00507    4.34    6.44
00.00508    4.34    6.44
00.00509    4.34    6.48
00.00510    4.34    6.48
00.00511    4.34    6.44
00.00512    4.34    6.48
00.00513    4.34    6.48
00.00514    4.34    6.44
00.00515    4.34    6.44
00.00516    4.34    6.44
00.00517    4.34    6.48
00.00518    4.34    6.44
00.00519    4.34    6.44
00.00520    4.34    6.48
00.00521    4.34    6.48
00.00522    4.34    6.48
00.00523    4.34    6.48
00.00524    4.34    6.48
00.00525    4.34    6.44
00.00526    4.34    6.48
00.00527    4.34    6.44
00.00528    4.34    6.44
00.00529    4.34    6.44
00.00530    4.34    6.44
00.00531    4.34    6.48
00.00532    4.34    6.48
00.00533    4.34    6.48
00.00534    4.34    6.48
00.00535    4.34    6.44
00.00536    4.34    6.48
00.00537    4.34    6.44
00.00538    4.34    6.48
00.00539    4.34    6.44
00.00540    4.34    6.44
00.00541    4.34    6.48
00.00542    4.34    6.44
00.00543    4.34    6.44
00.00544    4.34    6.44
00.00545    4.34    6.48
00.00546    4.34    6.44
00.00547    4.34    6.44
00.00548    4.34    6.48
00.00549    4.34    6.48
00.00550    4.34    6.48
00.00551    4.34    6.48
00.00552    4.34    6.48
00.00553    4.34    6.44
00.00554    4.34    6.44
00.00555    4.34    6.44
00.00556    4.34    6.48
00.00557    4.34    6.48
00.00558    4.34    6.48
00.00559    4.34    6.48
00.00560    4.34    6.48
00.00561    4.34    6.48
00.00562    4.34    6.48
00.00563    4.34    6.48
00.00564    4.34    6.48
00.00565    4.34    6.44
00.00566    4.34    6.44
00.00567    4.34    6.48
00.00568    4.34    6.48
00.00569    4.34    6.44
00.00570    4.34    6.48
00.00571    4.34    6.48
00.00572    4.34    6.48
00.00573    4.34    6.44
00.00574    4.34    6.48
00.00575    4.34    6.48
00.00576    4.34    6.48
00.00577    4.34    6.44
00.00578    4.34    6.44
00.00579    4.34    6.44
00.00580    4.34    6.48
00.00581    4.34    6.44
00.00582    4.34    6.48
00.00583    4.34    6.44
00.00584    4.34    6.48
00.00585    4.34    6.44
00.00586    4.34    6.44
00.00587    4.34    6.44
00.00588    4.34    6.44
00.00589    4.34    6.48
00.00590    4.34    6.48
00.00591    4.34    6.44
00.00592    4.34    6.44
00.00593    4.34    6.44
00.00594    4.34    6.48
00.00595    4.34    6.48
00.00596    4.34    6.48
00.00597    4.34    6.48
00.00598    4.34    6.44
00.00599    4.34    6.48
00.00600    4.34    6.44
00.00601    4.34    6.44
00.00602    4.34    6.44
00.00603    4.34    6.44
00.00604    4.34    6.44
00.00605    4.34    6.48
00.00606    4.34    6.48
00.00607    4.34    6.44
00.00608    4.34    6.48
00.00609    4.34    6.44
00.00610    4.34    6.44
00.00611    4.34    6.44
00.00612    4.34    6.48
00.00613    4.34    6.44
00.00614    4.34    6.44
00.00615    4.34    6.44
00.00616    4.34    6.44
00.00617    4.34    6.48
00.00618    4.34    6.44
00.00619    4.34    6.44
00.00620    4.34    6.48
00.00621    4.34    6.44
00.00622    4.34    6.48
00.00623    4.34    6.48
00.00624    4.34    6.44
00.00625    4.34    6.48
00.00626    4.34    6.44
00.00627    4.34    6.48
00.00628    4.34    6.48
00.00629    4.34    6.44
00.00630    4.34    6.44
00.00631    4.34    6.48
00.00632    4.34    6.44
00.00633    4.34    6.48
00.00634    4.34    6.44
00.00635    4.34    6.48
00.00636    4.34    6.48
00.00637    4.34    6.44
00.00638    4.34    6.44
00.00639    4.34    6.44
00.00640    4.34    6.44
00.00641    4.34    6.48
00.00642    4.34    6.44
00.00643    4.34    6.44
00.00644    4.34    6.44
00.00645    4.34    6.48
00.00646    4.34    6.48
00.00647    4.34    6.48
00.00648    4.34    6.48
00.00649    4.34    6.44
00.00650    4.34    6.44
00.00651    4.34    6.44
00.00652    4.34    6.48
00.00653    4.34    6.44
00.00654    4.34    6.48
00.00655    4.34    6.44
00.00656    4.34    6.48
00.00657    4.34    6.48
00.00658    4.34    6.48
00.00659    4.34    6.44
00.00660    4.34    6.48
00.00661    4.34    6.44
00.00662    4.34    6.44
00.00663    4.34    6.44
00.00664    4.34    6.44
00.00665    4.34    6.48
00.00666    4.34    6.48
00.00667    4.34    6.48
00.00668    4.34    6.48
00.00669    4.34    6.48
00.00670    4.34    6.48
00.00671    4.34    6.48
00.00672    4.34    6.44
00.00673    4.34    6.44
00.00674    4.34    6.44
00.00675    4.34    6.48
00.00676    4.34    6.48
00.00677    4.34    6.48
00.00678    4.34    6.48
00.00679    4.34    6.48
00.00680    4.34    6.48
00.00681    4.34    6.48
00.00682    4.34    6.48
00.00683    4.34    6.48
00.00684    4.34    6.44
00.00685    4.34    6.48
00.00686    4.34    6.48
00.00687    4.34    6.48
00.00688    4.34    6.44
00.00689    4.34    6.48
00.00690    4.34    6.48
00.00691    4.34    6.48
00.00692    4.34    6.48
00.00693    4.34    6.44
00.00694    4.34    6.48
00.00695    4.34    6.52
00.00696    4.34    6.48
00.00697    4.34    6.48
00.00698    4.34    6.48
00.00699    4.34    6.48
00.00700    4.34    6.48
00.00701    4.34    6.48
00.00702    4.34    6.48
00.00703    4.34    6.48
00.00704    4.34    6.48
00.00705    4.34    6.48
00.00706    4.34    6.48
00.00707    4.34    6.48
00.00708    4.34    6.48
00.00709    4.34    6.48
00.00710    4.34    6.48
00.00711    4.34    6.48
00.00712    4.34    6.44
00.00713    4.34    6.48
00.00714    4.34    6.48
00.00715    4.34    6.48
00.00716    4.34    6.48
00.00717    4.34    6.48
00.00718    4.34    6.48
00.00719    4.34    6.48
00.00720    4.34    6.48
00.00721    4.34    6.48
00.00722    4.34    6.44
00.00723    4.34    6.48
00.00724    4.34    6.44
00.00725    4.34    6.48
00.00726    4.34    6.48
00.00727    4.34    6.48
00.00728    4.34    6.48
00.00729    4.34    6.48
00.00730    4.34    6.48
00.00731    4.34    6.48
00.00732    4.34    6.48
00.00733    4.34    6.48
00.00734    4.34    6.48
00.00735    4.34    6.48
00.00736    4.34    6.48
00.00737    4.34    6.48
00.00738    4.34    6.48
00.00739    4.34    6.48
00.00740    4.34    6.48
00.00741    4.34    6.48
00.00742    4.34    6.48
00.00743    4.34    6.48
00.00744    4.34    6.48
00.00745    4.34    6.48
00.00746    4.34    6.44
00.00747    4.34    6.48
00.00748    4.34    6.48
00.00749    4.34    6.48
00.00750    4.34    6.48
00.00751    4.34    6.48
00.00752    4.34    6.48
00.00753    4.34    6.48
00.00754    4.34    6.48
00.00755    4.34    6.48
00.00756    4.34    6.48
00.00757    4.34    6.48
00.00758    4.34    6.48
00.00759    4.34    6.48
00.00760    4.34    6.48
00.00761    4.34    6.48
00.00762    4.34    6.48
00.00763    4.34    6.48
00.00764    4.34    6.48
00.00765    4.34    6.48
00.00766    4.34    6.48
00.00767    4.34    6.48
00.00768    4.34    6.48
00.00769    4.34    6.52
00.00770    4.34    6.48
00.00771    4.34    6.48
00.00772    4.34    6.48
00.00773    4.34    6.48
00.00774    4.34    6.48
00.00775    4.34    6.48
00.00776    4.34    6.48
00.00777    4.34    6.48
00.00778    4.34    6.48
00.00779    4.34    6.48
00.00780    4.34    6.52
00.00781    4.34    6.52
00.00782    4.34    6.48
00.00783    4.34    6.48
00.00784    4.34    6.48
00.00785    4.34    6.48
00.00786    4.34    6.48
00.00787    4.34    6.48
00.00788    4.34    6.52
00.00789    4.34    6.48
00.00790    4.34    6.48
00.00791    4.34    6.52
00.00792    4.34    6.52
00.00793    4.34    6.48
00.00794    4.34    6.48
00.00795    4.34    6.48
00.00796    4.34    6.48
00.00797    4.34    6.48
00.00798    4.34    6.48
00.00799    4.34    6.48
00.00800    4.34    6.48
00.00801    4.34    6.52
00.00802    4.34    6.52
00.00803    4.34    6.52
00.00804    4.34    6.52
00.00805    4.34    6.52
00.00806    4.34    6.52
00.00807    4.34    6.48
00.00808    4.34    6.52
00.00809    4.34    6.52
00.00810    4.34    6.48
00.00811    4.34    6.52
00.00812    4.34    6.48
00.00813    4.34    6.52
00.00814    4.34    6.48
00.00815    4.34    6.48
00.00816    4.34    6.48
00.00817    4.34    6.52
00.00818    4.34    6.48
00.00819    4.34    6.48
00.00820    4.34    6.52
00.00821    4.34    6.52
00.00822    4.34    6.52
00.00823    4.34    6.52
00.00824    4.34    6.48
00.00825    4.34    6.52
00.00826    4.34    6.48
00.00827    4.34    6.48
00.00828    4.34    6.52
00.00829    4.34    6.52
00.00830    4.34    6.52
00.00831    4.34    6.52
00.00832    4.34    6.52
00.00833    4.34    6.52
00.00834    4.34    6.52
00.00835    4.34    6.52
00.00836    4.34    6.52
00.00837    4.34    6.52
00.00838    4.34    6.52
00.00839    4.34    6.52
00.00840    4.34    6.52
00.00841    4.34    6.52
00.00842    4.34    6.52
00.00843    4.34    6.52
00.00844    4.34    6.48
00.00845    4.34    6.52
00.00846    4.34    6.52
00.00847    4.34    6.52
00.00848    4.34    6.48
00.00849    4.34    6.52
00.00850    4.34    6.52
00.00851    4.34    6.48
00.00852    4.34    6.52
00.00853    4.34    6.52
00.00854    4.34    6.52
00.00855    4.34    6.52
00.00856    4.34    6.52
00.00857    4.34    6.52
00.00858    4.34    6.52
00.00859    4.34    6.52
00.00860    4.34    6.52
00.00861    4.34    6.52
00.00862    4.34    6.52
00.00863    4.34    6.52
00.00864    4.34    6.52
00.00865    4.34    6.52
00.00866    4.34    6.52
00.00867    4.34    6.52
00.00868    4.34    6.52
00.00869    4.34    6.52
00.00870    4.34    6.52
00.00871    4.34    6.52
00.00872    4.34    6.52
00.00873    4.34    6.52
00.00874    4.34    6.52
00.00875    4.34    6.52
00.00876    4.34    6.52
00.00877    4.34    6.52
00.00878    4.34    6.52
00.00879    4.34    6.52
00.00880    4.34    6.52
00.00881    4.34    6.52
00.00882    4.34    6.52
00.00883    4.34    6.52
00.00884    4.34    6.52
00.00885    4.34    6.52
00.00886    4.34    6.52
00.00887    4.34    6.52
00.00888    4.34    6.52
00.00889    4.34    6.48
00.00890    4.34    6.52
00.00891    4.34    6.52
00.00892    4.34    6.52
00.00893    4.34    6.52
00.00894    4.34    6.52
00.00895    4.34    6.52
00.00896    4.34    6.52
00.00897    4.34    6.52
00.00898    4.34    6.52
00.00899    4.34    6.52
00.00900    4.34    6.52
00.00901    4.34    6.52
00.00902    4.34    6.52
00.00903    4.34    6.52
00.00904    4.34    6.52
00.00905    4.34    6.52
00.00906    4.34    6.52
00.00907    4.34    6.52
00.00908    4.34    6.56
00.00909    4.34    6.52
00.00910    4.34    6.52
00.00911    4.34    6.52
00.00912    4.34    6.52
00.00913    4.34    6.52
00.00914    4.34    6.56
00.00915    4.34    6.52
00.00916    4.34    6.52
00.00917    4.34    6.52
00.00918    4.34    6.56
00.00919    4.34    6.52
00.00920    4.34    6.52
00.00921    4.34    6.52
00.00922    4.34    6.52
00.00923    4.34    6.52
00.00924    4.34    6.52
00.00925    4.34    6.52
00.00926    4.34    6.52
00.00927    4.34    6.52
00.00928    4.34    6.52
00.00929    4.34    6.52
00.00930    4.34    6.52
00.00931    4.34    6.52
00.00932    4.34    6.52
00.00933    4.34    6.52
00.00934    4.34    6.52
00.00935    4.34    6.52
00.00936    4.34    6.52
00.00937    4.34    6.52
00.00938    4.34    6.52
00.00939    4.34    6.52
00.00940    4.34    6.52
00.00941    4.34    6.52
00.00942    4.34    6.52
00.00943    4.34    6.52
00.00944    4.34    6.52
00.00945    4.34    6.60
00.00946    4.34    6.72
00.00947    4.34    6.96
00.00948    4.34    7.16
00.00949    4.34    7.44
00.00950    4.34    7.76
00.00951    4.34    8.04
00.00952    4.34    8.32
00.00953    4.34    8.60
00.00954    4.34    8.84
00.00955    4.34    9.08
00.00956    4.34    9.32
00.00957    4.34    9.64
00.00958    4.34    9.96
00.00959    4.34    10.24
00.00960    4.34    10.44
00.00961    4.34    10.48
00.00962    4.34    10.52
00.00963    4.34    10.52
00.00964    4.34    10.56
00.00965    4.34    10.52
00.00966    4.34    10.52
00.00967    4.34    10.52
00.00968    4.34    10.52
00.00969    4.34    10.52
00.00970    4.34    10.56
00.00971    4.34    10.56
00.00972    4.34    10.52
00.00973    4.34    10.56
00.00974    4.34    10.52
00.00975    4.34    10.56
00.00976    4.34    10.56
00.00977    4.34    10.56
00.00978    4.34    10.56
00.00979    4.34    10.52
00.00980    4.34    10.52
00.00981    4.34    10.52
00.00982    4.34    10.52
00.00983    4.34    10.52
00.00984    4.34    10.52
00.00985    4.34    10.52
00.00986    4.34    10.52
00.00987    4.34    10.48
00.00988    4.34    10.52
00.00989    4.34    10.44
00.00990    4.34    10.48
00.00991    4.34    10.44
00.00992    4.34    10.48
00.00993    4.34    10.44
00.00994    4.34    10.40
00.00995    4.34    10.36
00.00996    4.34    10.32
00.00997    4.34    10.28
00.00998    4.34    10.20
00.00999    4.34    10.08
00.01000    4.34    9.92
00.01001    4.34    9.76
00.01002    4.34    9.60
00.01003    4.34    9.44
00.01004    4.34    9.24
00.01005    4.34    9.08
00.01006    4.34    8.84
00.01007    4.34    8.64
00.01008    4.34    8.36
00.01009    4.34    8.16
00.01010    4.34    7.88
00.01011    4.34    7.64
00.01012    4.34    7.36
00.01013    4.34    7.08
00.01014    4.34    6.84
00.01015    4.34    6.60
00.01016    4.34    6.36
00.01017    4.34    6.12
00.01018    4.34    5.92
00.01019    4.34    5.76
00.01020    4.34    5.60
00.01021    4.34    5.52
00.01022    4.34    5.48
00.01023    4.34    5.44
00.01024    4.34    5.44
00.01025    4.34    5.40
00.01026    4.34    5.48
00.01027    4.34    5.52
00.01028    4.34    5.56
00.01029    4.34    5.64
00.01030    4.34    5.68
00.01031    4.34    5.76
00.01032    4.34    5.80
00.01033    4.34    5.88
00.01034    4.34    6.00
00.01035    4.34    6.12
00.01036    4.34    6.20
00.01037    4.34    6.32
00.01038    4.34    6.44
00.01039    4.34    6.56
00.01040    4.34    6.68
00.01041    4.34    6.84
00.01042    4.34    6.96
00.01043    4.34    7.08
00.01044    4.34    7.24
00.01045    4.34    7.40
00.01046    4.34    7.48
00.01047    4.34    7.60
00.01048    4.34    7.80
00.01049    4.34    7.92
00.01050    4.34    8.08
00.01051    4.34    8.20
00.01052    4.34    8.36
00.01053    4.34    8.48
00.01054    4.34    8.64
00.01055    4.34    8.76
00.01056    4.34    8.88
00.01057    4.34    9.00
00.01058    4.34    9.08
00.01059    4.34    9.16
00.01060    4.34    9.20
00.01061    4.34    9.24
00.01062    4.34    9.28
00.01063    4.34    9.32
00.01064    4.34    9.40
00.01065    4.34    9.40
00.01066    4.34    9.48
00.01067    4.34    9.48
00.01068    4.34    9.52
00.01069    4.34    9.56
00.01070    4.34    9.60
00.01071    4.34    9.60
00.01072    4.34    9.60
00.01073    4.34    9.60
00.01074    4.34    9.60
00.01075    4.34    9.60
00.01076    4.34    9.60
00.01077    4.34    9.60
00.01078    4.34    9.60
00.01079    4.34    9.60
00.01080    4.34    9.64
00.01081    4.34    9.68
00.01082    4.34    9.72
00.01083    4.34    9.76
00.01084    4.34    9.76
00.01085    4.34    9.80
00.01086    4.34    9.84
00.01087    4.34    9.88
00.01088    4.34    9.92
00.01089    4.34    9.92
00.01090    4.34    9.96
00.01091    4.34    9.96
00.01092    4.34    9.96
00.01093    4.34    9.96
00.01094    4.34    9.96
00.01095    4.34    9.96
00.01096    4.34    9.92
00.01097    4.34    9.92
00.01098    4.34    9.88
00.01099    4.34    9.84
00.01100    4.34    9.80
00.01101    4.34    9.76
00.01102    4.34    9.64
00.01103    4.34    9.56
00.01104    4.34    9.44
00.01105    4.34    9.32
00.01106    4.34    9.20
00.01107    4.34    9.08
00.01108    4.34    9.00
00.01109    4.34    8.84
00.01110    4.34    8.72
00.01111    4.34    8.60
00.01112    4.34    8.48
00.01113    4.34    8.32
00.01114    4.34    8.20
00.01115    4.34    8.08
00.01116    4.34    7.92
00.01117    4.34    7.84
00.01118    4.34    7.72
00.01119    4.34    7.60
00.01120    4.34    7.48
00.01121    4.34    7.40
00.01122    4.34    7.32
00.01123    4.34    7.24
00.01124    4.34    7.16
00.01125    4.34    7.08
00.01126    4.34    6.96
00.01127    4.34    6.84
00.01128    4.34    6.72
00.01129    4.34    6.56
00.01130    4.34    6.48
00.01131    4.34    6.36
00.01132    4.34    6.28
00.01133    4.34    6.20
00.01134    4.34    6.08
00.01135    4.34    6.00
00.01136    4.34    5.96
00.01137    4.34    5.92
00.01138    4.34    5.88
00.01139    4.34    5.88
00.01140    4.34    5.88
00.01141    4.34    5.88
00.01142    4.34    5.88
00.01143    4.34    5.92
00.01144    4.34    5.92
00.01145    4.34    5.96
